##NAMES=Epidote
##RRUFFID=R070205
##IDEAL CHEMISTRY=Ca_2_Fe^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)
##LOCALITY=Jebel Shacro, Morocco
##OWNER=RRUFF
##SOURCE=Renato and Adriana Pagano
##DESCRIPTION=Red-purple prismatic crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070205
##MEASURED CHEMISTRY=(Ca_1.96_Mn^2+^_0.04_)_Σ=2_(Fe^3+^_0.72_Al_0.22_Mn^3+^_0.06_)_Σ=1_Al_2.00_(Si_2.00_O_7_)(Si_1.00_O_4_)O(OH); OH assumed by stoichiometry, Mn2+ and  Mn3+ splitted by charge balance
728.2943, 381.1775
728.7764, 379.3694
729.2585, 377.3914
729.7407, 375.8829
730.2228, 374.3254
730.7049, 370.6402
731.1870, 367.2414
731.6691, 371.9638
732.1512, 383.5688
732.6334, 389.4271
733.1155, 385.2456
733.5976, 378.4929
734.0797, 376.6498
734.5618, 379.3863
735.0439, 382.5607
735.5261, 390.0551
736.0082, 391.3690
736.4903, 379.0177
736.9724, 366.2368
737.4545, 360.4312
737.9366, 360.8308
738.4188, 364.8509
738.9009, 374.0563
739.3830, 381.2418
739.8651, 381.3227
740.3472, 377.9217
740.8293, 373.5657
741.3115, 369.6093
741.7936, 369.0347
742.2757, 373.2719
742.7578, 379.2621
743.2399, 383.8424
743.7220, 386.7577
744.2042, 382.8250
744.6863, 369.8618
745.1684, 362.2450
745.6505, 367.7010
746.1326, 377.8101
746.6147, 381.1869
747.0969, 377.0076
747.5790, 373.5803
748.0611, 370.4233
748.5432, 368.5523
749.0253, 368.8501
749.5074, 370.0417
749.9896, 371.3594
750.4717, 372.5241
750.9538, 373.0007
751.4359, 372.0341
751.9180, 371.2466
752.4001, 373.1517
752.8823, 375.9424
753.3644, 375.4749
753.8465, 371.8450
754.3286, 369.0651
754.8107, 369.5473
755.2928, 371.8063
755.7750, 372.9712
756.2571, 372.8950
756.7392, 373.3041
757.2213, 374.9699
757.7034, 375.1890
758.1855, 372.0318
758.6677, 367.3429
759.1498, 363.3708
759.6319, 359.8905
760.1140, 359.0217
760.5961, 362.3939
761.0782, 366.6681
761.5604, 370.8554
762.0425, 375.1359
762.5246, 381.6429
763.0067, 389.0568
763.4888, 390.8692
763.9709, 380.4971
764.4531, 368.1210
764.9352, 367.1003
765.4173, 372.9418
765.8994, 373.2850
766.3815, 367.1489
766.8636, 363.7207
767.3458, 369.0641
767.8279, 378.7442
768.3100, 382.7547
768.7921, 379.8534
769.2742, 378.8013
769.7563, 380.5134
770.2385, 382.3840
770.7206, 383.4366
771.2027, 383.9358
771.6848, 384.5370
772.1669, 385.3842
772.6490, 384.6274
773.1312, 380.7689
773.6133, 376.8104
774.0954, 371.2969
774.5775, 367.9891
775.0596, 373.0739
775.5417, 384.9166
776.0239, 394.2611
776.5060, 395.6487
776.9881, 393.2992
777.4702, 389.8598
777.9523, 386.7965
778.4344, 389.2690
778.9166, 396.8178
779.3987, 400.7943
779.8808, 395.9373
780.3629, 387.7101
780.8450, 387.3008
781.3271, 396.0587
781.8093, 398.7015
782.2914, 393.3606
782.7735, 386.6328
783.2556, 378.9892
783.7377, 373.0822
784.2198, 373.6883
784.7020, 381.0077
785.1841, 385.0872
785.6662, 381.1608
786.1483, 379.5793
786.6304, 385.8487
787.1125, 393.4343
787.5947, 396.4363
788.0768, 395.5235
788.5589, 394.9184
789.0410, 396.5485
789.5231, 398.4389
790.0052, 399.6164
790.4874, 399.6247
790.9695, 396.9937
791.4516, 392.3478
791.9337, 388.0796
792.4158, 385.1904
792.8979, 384.2267
793.3801, 386.1181
793.8622, 390.6759
794.3443, 397.0387
794.8264, 406.2231
795.3085, 410.2477
795.7906, 404.7419
796.2728, 397.7979
796.7549, 397.4570
797.2370, 403.0807
797.7191, 407.7810
798.2012, 412.3608
798.6833, 414.7717
799.1655, 411.6870
799.6476, 409.6164
800.1297, 414.8728
800.6118, 423.0893
801.0939, 424.8734
801.5760, 416.9361
802.0582, 410.8021
802.5403, 414.9375
803.0224, 421.0304
803.5045, 421.6060
803.9866, 418.4189
804.4688, 415.2291
804.9509, 413.1017
805.4330, 411.0899
805.9151, 407.4213
806.3972, 404.6717
806.8793, 410.2502
807.3615, 422.7798
807.8436, 431.8264
808.3257, 435.6084
808.8078, 435.7449
809.2899, 432.4893
809.7720, 428.0777
810.2542, 428.8707
810.7363, 437.7302
811.2184, 440.9497
811.7005, 434.0003
812.1826, 428.7950
812.6647, 430.4082
813.1469, 435.7852
813.6290, 442.5813
814.1111, 450.6958
814.5932, 456.0093
815.0753, 458.1836
815.5574, 457.1000
816.0396, 447.5981
816.5217, 438.8134
817.0038, 440.6818
817.4859, 450.8264
817.9680, 459.5989
818.4501, 462.6581
818.9323, 464.9654
819.4144, 471.2926
819.8965, 479.3326
820.3786, 486.9488
820.8607, 493.0433
821.3428, 493.4514
821.8250, 487.0048
822.3071, 480.3593
822.7892, 481.1672
823.2713, 487.6962
823.7534, 492.5923
824.2355, 495.8046
824.7177, 498.8294
825.1998, 501.5367
825.6819, 505.9949
826.1640, 514.2770
826.6461, 525.1215
827.1282, 534.1277
827.6104, 540.2895
828.0925, 547.0084
828.5746, 558.2666
829.0567, 565.0956
829.5388, 560.3539
830.0209, 551.8752
830.5031, 548.1866
830.9852, 549.8708
831.4673, 555.5492
831.9494, 570.8361
832.4315, 582.7927
832.9136, 581.4638
833.3958, 577.3199
833.8779, 581.8173
834.3600, 593.6460
834.8421, 604.7721
835.3242, 611.8459
835.8063, 616.1142
836.2885, 618.1937
836.7706, 618.5336
837.2527, 617.0754
837.7348, 614.5135
838.2169, 613.0368
838.6990, 613.3812
839.1812, 614.6140
839.6633, 615.1608
840.1454, 616.3230
840.6275, 624.4324
841.1096, 639.6899
841.5917, 650.8300
842.0739, 655.0507
842.5560, 659.1387
843.0381, 667.8477
843.5202, 679.4447
844.0023, 689.5402
844.4844, 697.2408
844.9666, 706.7488
845.4487, 722.2957
845.9308, 733.3230
846.4129, 730.4264
846.8950, 725.4749
847.3771, 730.3282
847.8593, 744.5513
848.3414, 760.0151
848.8235, 777.1564
849.3056, 793.4185
849.7877, 810.5587
850.2698, 824.3834
850.7520, 826.5805
851.2341, 824.1487
851.7162, 833.3582
852.1983, 859.9852
852.6804, 886.3950
853.1625, 901.4776
853.6447, 910.4034
854.1268, 915.6709
854.6089, 920.0979
855.0910, 927.6863
855.5731, 939.8664
856.0552, 959.0092
856.5374, 988.4556
857.0195, 1020.966
857.5016, 1043.341
857.9837, 1057.445
858.4658, 1071.285
858.9479, 1085.676
859.4301, 1100.940
859.9122, 1117.651
860.3943, 1132.434
860.8764, 1138.952
861.3585, 1137.823
861.8406, 1149.313
862.3228, 1178.725
862.8049, 1199.316
863.2870, 1201.725
863.7691, 1201.495
864.2512, 1213.852
864.7333, 1232.496
865.2155, 1233.525
865.6976, 1201.181
866.1797, 1184.184
866.6618, 1192.850
867.1439, 1203.779
867.6260, 1211.941
868.1082, 1216.178
868.5903, 1211.792
869.0724, 1199.960
869.5545, 1197.266
870.0366, 1216.995
870.5187, 1234.821
871.0009, 1236.340
871.4830, 1236.249
871.9651, 1248.523
872.4472, 1269.984
872.9293, 1289.633
873.4114, 1303.609
873.8936, 1321.649
874.3757, 1354.049
874.8578, 1391.606
875.3399, 1424.186
875.8220, 1454.015
876.3041, 1485.094
876.7863, 1518.830
877.2684, 1557.431
877.7505, 1603.287
878.2326, 1650.854
878.7147, 1688.364
879.1968, 1719.680
879.6790, 1762.701
880.1611, 1816.913
880.6432, 1862.251
881.1253, 1890.093
881.6074, 1909.150
882.0895, 1927.854
882.5717, 1947.573
883.0538, 1980.041
883.5359, 2028.276
884.0180, 2065.084
884.5001, 2083.788
884.9822, 2097.548
885.4644, 2114.482
885.9465, 2132.039
886.4286, 2145.253
886.9107, 2154.984
887.3928, 2156.037
887.8749, 2144.521
888.3571, 2130.598
888.8392, 2118.526
889.3213, 2103.630
889.8034, 2080.901
890.2855, 2051.724
890.7676, 2022.366
891.2498, 1995.323
891.7319, 1964.612
892.2140, 1928.778
892.6961, 1889.603
893.1782, 1844.182
893.6603, 1797.791
894.1425, 1756.969
894.6246, 1722.576
895.1067, 1693.038
895.5888, 1668.825
896.0709, 1648.193
896.5530, 1631.672
897.0352, 1617.023
897.5173, 1600.718
897.9994, 1584.474
898.4815, 1573.174
898.9636, 1568.588
899.4457, 1567.424
899.9279, 1569.377
900.4100, 1571.506
900.8921, 1564.900
901.3742, 1557.238
901.8563, 1568.549
902.3384, 1598.687
902.8206, 1626.653
903.3027, 1639.043
903.7848, 1644.442
904.2669, 1652.253
904.7490, 1663.704
905.2311, 1683.746
905.7133, 1711.703
906.1954, 1740.898
906.6775, 1769.106
907.1596, 1797.695
907.6417, 1827.509
908.1238, 1859.517
908.6060, 1900.438
909.0881, 1950.373
909.5702, 1984.795
910.0523, 1999.214
910.5344, 2012.332
911.0165, 2033.102
911.4987, 2057.057
911.9808, 2078.131
912.4629, 2096.323
912.9450, 2112.508
913.4271, 2126.441
913.9092, 2140.015
914.3914, 2157.442
914.8735, 2166.939
915.3556, 2157.976
915.8377, 2137.538
916.3198, 2122.169
916.8019, 2115.376
917.2841, 2100.410
917.7662, 2078.107
918.2483, 2046.446
918.7304, 1994.276
919.2125, 1941.613
919.6946, 1911.193
920.1768, 1894.026
920.6589, 1855.361
921.1410, 1780.110
921.6231, 1710.835
922.1052, 1652.672
922.5873, 1602.768
923.0695, 1568.961
923.5516, 1536.377
924.0337, 1484.961
924.5158, 1416.283
924.9979, 1354.659
925.4800, 1308.631
925.9622, 1268.264
926.4443, 1233.447
926.9264, 1199.240
927.4085, 1160.379
927.8906, 1120.067
928.3727, 1085.144
928.8549, 1056.569
929.3370, 1025.875
929.8191, 980.6302
930.3012, 940.5245
930.7833, 925.7974
931.2654, 920.7764
931.7476, 906.9196
932.2297, 884.4676
932.7118, 859.8770
933.1939, 835.4953
933.6760, 814.6012
934.1581, 802.2972
934.6403, 793.2778
935.1224, 780.7278
935.6045, 766.2696
936.0866, 753.5274
936.5687, 742.8476
937.0508, 732.8510
937.5330, 722.9196
938.0151, 712.2839
938.4972, 698.6349
938.9793, 684.0730
939.4614, 673.7632
939.9435, 666.9556
940.4257, 660.2100
940.9078, 652.8228
941.3899, 647.0116
941.8720, 644.7065
942.3541, 642.8593
942.8362, 634.0946
943.3184, 620.5925
943.8005, 615.6773
944.2826, 618.9653
944.7647, 616.2955
945.2468, 603.1052
945.7289, 591.5512
946.2111, 593.3470
946.6932, 603.0667
947.1753, 605.4034
947.6574, 600.3896
948.1395, 594.7667
948.6216, 588.6313
949.1038, 586.6052
949.5859, 591.3275
950.0680, 596.5126
950.5501, 594.9692
951.0322, 587.9069
951.5143, 581.6744
951.9965, 576.4322
952.4786, 570.2192
952.9607, 561.2844
953.4428, 558.0704
953.9249, 566.3945
954.4070, 578.5467
954.8892, 584.6680
955.3713, 584.8221
955.8534, 580.0475
956.3355, 566.0720
956.8176, 561.2337
957.2997, 572.5975
957.7819, 583.1882
958.2640, 583.4743
958.7461, 577.9663
959.2282, 573.2332
959.7103, 569.0287
960.1924, 569.4572
960.6746, 580.0315
961.1567, 583.8668
961.6388, 573.2238
962.1209, 562.5574
962.6030, 561.2233
963.0851, 565.4879
963.5673, 567.6566
964.0494, 566.5321
964.5315, 569.7886
965.0136, 583.5685
965.4957, 592.7957
965.9778, 590.9390
966.4600, 587.7073
966.9421, 588.5681
967.4242, 592.7816
967.9063, 599.3297
968.3884, 609.6710
968.8705, 616.3192
969.3527, 614.5048
969.8348, 614.9091
970.3169, 618.8812
970.7990, 627.2249
971.2811, 645.1461
971.7632, 667.2751
972.2454, 678.5831
972.7275, 673.7311
973.2096, 672.3409
973.6917, 680.5980
974.1738, 688.2820
974.6559, 688.7252
975.1381, 689.6508
975.6202, 700.5416
976.1023, 717.6592
976.5844, 727.9162
977.0665, 726.8127
977.5486, 727.0220
978.0308, 735.3850
978.5129, 740.7003
978.9950, 736.2223
979.4771, 727.7654
979.9592, 719.0557
980.4413, 711.6803
980.9235, 709.8253
981.4056, 717.9012
981.8877, 720.4623
982.3698, 710.7878
982.8519, 697.0008
983.3340, 681.0628
983.8162, 664.6716
984.2983, 648.5947
984.7804, 633.5148
985.2625, 621.4493
985.7446, 613.6777
986.2267, 606.6680
986.7089, 599.3956
987.1910, 592.1873
987.6731, 585.8531
988.1552, 579.2498
988.6373, 569.9520
989.1194, 559.0211
989.6016, 551.4204
990.0837, 549.7311
990.5658, 548.2526
991.0479, 544.8809
991.5300, 540.7417
992.0121, 536.4195
992.4943, 531.8500
992.9764, 527.6252
993.4585, 523.0937
993.9406, 514.8959
994.4227, 499.0305
994.9048, 488.0279
995.3870, 487.9933
995.8691, 494.1499
996.3512, 510.1678
996.8333, 525.9797
997.3154, 526.1243
997.7975, 513.3607
998.2797, 507.1612
998.7618, 516.9567
999.2439, 525.5012
999.7260, 521.3878
1000.208, 516.9672
1000.690, 522.7691
1001.172, 532.1554
1001.654, 533.9241
1002.137, 530.0260
1002.619, 534.3027
1003.101, 554.6001
1003.583, 573.8282
1004.065, 583.7436
1004.547, 590.1917
1005.029, 594.8387
1005.511, 599.8105
1005.994, 606.7388
1006.476, 616.1416
1006.958, 630.1908
1007.440, 653.1977
1007.922, 668.3597
1008.404, 664.2253
1008.886, 653.9355
1009.368, 643.2847
1009.850, 633.2184
1010.333, 622.9037
1010.815, 613.5712
1011.297, 610.0532
1011.779, 615.9569
1012.261, 619.7078
1012.743, 613.0978
1013.225, 606.5333
1013.707, 607.6033
1014.190, 611.2639
1014.672, 613.0696
1015.154, 611.9053
1015.636, 605.9631
1016.118, 593.0681
1016.600, 582.8091
1017.082, 582.0731
1017.564, 581.1315
1018.046, 572.4340
1018.529, 562.6473
1019.011, 559.0184
1019.493, 560.5320
1019.975, 562.7755
1020.457, 565.5468
1020.939, 564.8278
1021.421, 556.0756
1021.903, 547.5502
1022.385, 542.9790
1022.868, 540.4091
1023.350, 538.6443
1023.832, 537.1418
1024.314, 534.6865
1024.796, 530.6129
1025.278, 528.5869
1025.760, 534.3488
1026.242, 536.0534
1026.725, 524.2084
1027.207, 511.2570
1027.689, 509.4852
1028.171, 513.7166
1028.653, 510.2923
1029.135, 495.8039
1029.617, 488.4229
1030.099, 499.3283
1030.582, 506.7774
1031.064, 502.6065
1031.546, 495.4928
1032.028, 488.2191
1032.510, 483.4467
1032.992, 487.9352
1033.474, 503.4291
1033.956, 509.1992
1034.438, 493.8792
1034.921, 482.2884
1035.403, 479.7963
1035.885, 480.5108
1036.367, 482.7854
1036.849, 485.4241
1037.331, 487.3713
1037.813, 488.6775
1038.295, 486.3947
1038.777, 474.7674
1039.260, 468.9469
1039.742, 475.4444
1040.224, 480.4890
1040.706, 476.8927
1041.188, 469.7567
1041.670, 464.4378
1042.152, 460.9920
1042.634, 460.4060
1043.116, 467.1591
1043.599, 466.2522
1044.081, 450.3293
1044.563, 439.8565
1045.045, 445.4944
1045.527, 455.1180
1046.009, 456.4212
1046.491, 451.2099
1046.973, 447.6622
1047.456, 445.4836
1047.938, 446.4192
1048.420, 452.3271
1048.902, 455.9196
1049.384, 455.0618
1049.866, 450.7268
1050.348, 442.3543
1050.830, 432.9316
1051.313, 431.1680
1051.795, 437.9904
1052.277, 444.0231
1052.759, 449.9482
1053.241, 449.9309
1053.723, 441.8354
1054.205, 430.9272
1054.687, 419.4338
1055.169, 411.3762
1055.651, 415.8233
1056.134, 431.2809
1056.616, 440.3274
1057.098, 443.0270
1057.580, 440.2310
1058.062, 431.9875
1058.544, 428.0015
1059.026, 433.6791
1059.508, 442.2575
1059.991, 444.9011
1060.473, 443.1740
1060.955, 443.4724
1061.437, 444.5063
1061.919, 435.8300
1062.401, 418.4983
1062.883, 410.9221
1063.365, 419.9394
1063.848, 433.7682
1064.330, 441.9494
1064.812, 445.9562
1065.294, 448.1202
1065.776, 448.2825
1066.258, 445.4584
1066.740, 440.2449
1067.222, 432.9423
1067.704, 424.7662
1068.187, 423.2631
1068.669, 435.5522
1069.151, 449.1002
1069.633, 445.4372
1070.115, 437.5244
1070.597, 448.9461
1071.079, 468.1265
1071.561, 466.1379
1072.043, 444.8912
1072.526, 434.3469
1073.008, 449.2008
1073.490, 467.7154
1073.972, 473.9077
1074.454, 477.4138
1074.936, 487.0925
1075.418, 498.2945
1075.900, 504.8023
1076.383, 507.5364
1076.865, 510.0225
1077.347, 513.0925
1077.829, 519.4580
1078.311, 537.2635
1078.793, 549.3804
1079.275, 539.3556
1079.757, 529.2452
1080.240, 539.6412
1080.722, 560.1081
1081.204, 571.4973
1081.686, 572.0960
1082.168, 575.1492
1082.650, 584.0832
1083.132, 594.0448
1083.614, 608.0635
1084.096, 618.4364
1084.578, 620.1615
1085.061, 617.5919
1085.543, 614.2091
1086.025, 610.5131
1086.507, 608.9556
1086.989, 611.3575
1087.471, 611.4234
1087.953, 612.0827
1088.435, 603.6678
1088.918, 578.8686
1089.400, 553.3315
1089.882, 538.7479
1090.364, 530.7599
1090.846, 519.7676
1091.328, 505.5998
1091.810, 493.3158
1092.292, 482.4809
1092.775, 478.2066
1093.257, 482.7414
1093.739, 484.3439
1094.221, 477.0204
1094.703, 463.5686
1095.185, 445.7011
1095.667, 426.8134
1096.149, 422.6697
1096.631, 430.5958
1097.114, 427.8242
1097.596, 414.0681
1098.078, 406.5958
1098.560, 410.5359
1099.042, 414.1628
1099.524, 407.5943
1100.006, 398.1898
1100.488, 397.6554
1100.970, 402.2764
1101.453, 405.5116
1101.935, 407.1026
1102.417, 406.9285
1102.899, 405.3451
1103.381, 403.6319
1103.863, 402.3965
1104.345, 401.1298
1104.827, 397.2430
1105.310, 395.4619
1105.792, 405.3908
1106.274, 415.9552
1106.756, 411.0156
1107.238, 396.2375
1107.720, 386.1985
1108.202, 384.0381
1108.684, 384.1292
1109.167, 386.6146
1109.649, 387.2454
1110.131, 379.7027
1110.613, 383.5258
1111.095, 385.3870
1111.577, 385.3912
1112.059, 377.9775
1112.541, 380.1426
1113.023, 378.4690
1113.505, 376.6378
1113.988, 380.1497
1114.470, 373.8150
1114.952, 377.2435
1115.434, 376.7748
1115.916, 378.0896
1116.398, 375.5422
1116.880, 374.1876
1117.362, 378.4922
1117.845, 388.8051
1118.327, 388.5430
1118.809, 374.6038
1119.291, 368.2012
1119.773, 372.7838
1120.255, 378.6449
1120.737, 381.8492
1121.219, 384.0245
1121.702, 387.0009
1122.184, 389.7718
1122.666, 388.8702
1123.148, 385.2795
1123.630, 385.3042
1124.112, 387.9392
1124.594, 385.2268
1125.076, 376.2573
1125.558, 368.3070
1126.041, 365.4018
1126.523, 366.9464
1127.005, 376.6553
1127.487, 386.7053
1127.969, 385.1218
1128.451, 377.0575
1128.933, 368.0212
1129.415, 360.7253
1129.897, 360.0521
1130.380, 366.5878
1130.862, 372.9544
1131.344, 376.2282
1131.826, 377.0885
1132.308, 374.0592
1132.790, 370.7883
1133.272, 370.1578
1133.754, 370.4276
1134.237, 368.7283
1134.719, 365.8432
1135.201, 365.9704
1135.683, 371.5149
1136.165, 373.5140
1136.647, 367.4962
1137.129, 363.4059
1137.611, 362.1933
1138.094, 364.5615
1138.576, 372.9535
1139.058, 382.8074
1139.540, 387.6202
1140.022, 387.6161
1140.504, 384.6075
1140.986, 378.1259
1141.468, 371.5576
1141.950, 364.8214
1142.432, 361.7823
1142.915, 363.8925
1143.397, 366.4637
1143.879, 365.8425
1144.361, 363.6273
1144.843, 362.7079
1145.325, 362.4272
1145.807, 360.9081
1146.289, 358.2645
1146.772, 354.5792
1147.254, 350.1801
1147.736, 345.1601
1148.218, 339.8887
1148.700, 338.7233
1149.182, 348.4732
1149.664, 357.4770
1150.146, 351.9998
1150.629, 343.9013
1151.111, 345.7895
1151.593, 352.6315
1152.075, 356.4059
1152.557, 356.5262
1153.039, 355.9105
1153.521, 354.7738
1154.003, 354.8735
1154.485, 360.7114
1154.968, 362.1296
1155.450, 351.1143
1155.932, 340.2583
1156.414, 337.8156
1156.896, 339.6746
1157.378, 339.8206
1157.860, 338.5909
1158.342, 340.2549
1158.824, 345.6962
1159.307, 350.1693
1159.789, 353.5848
1160.271, 355.3557
1160.753, 355.4774
1161.235, 351.4016
1161.717, 340.1950
1162.199, 329.2925
1162.681, 332.8032
1163.164, 346.2421
1163.646, 356.0954
1164.128, 362.5284
1164.610, 365.9737
1165.092, 366.3034
1165.574, 360.8430
1166.056, 349.8566
1166.538, 343.1816
1167.021, 348.9891
1167.503, 357.0159
1167.985, 361.7496
1168.467, 361.8760
1168.949, 352.6748
1169.431, 340.7196
1169.913, 332.3734
1170.395, 328.7950
1170.877, 331.9601
1171.359, 343.6564
1171.842, 349.7430
1172.324, 339.1782
1172.806, 336.4593
1173.288, 355.3792
1173.770, 367.8569
1174.252, 357.2497
1174.734, 341.7426
1175.216, 341.1293
1175.699, 350.2910
1176.181, 350.5779
1176.663, 340.9089
1177.145, 338.6212
1177.627, 343.9026
1178.109, 347.7812
1178.591, 348.6049
1179.073, 348.6025
1179.556, 348.8531
1180.038, 350.7396
1180.520, 356.6229
1181.002, 363.2883
1181.484, 366.3300
1181.966, 365.9485
1182.448, 360.5440
1182.930, 352.7446
1183.412, 347.0333
1183.895, 344.3728
1184.377, 345.0503
1184.859, 349.7772
1185.341, 353.1141
1185.823, 352.2679
1186.305, 349.9311
1186.787, 345.6189
1187.269, 341.9282
1187.751, 341.5276
1188.234, 342.2468
1188.716, 340.6111
1189.198, 337.1491
1189.680, 335.2509
1190.162, 335.0570
1190.644, 335.7841
1191.126, 337.1354
1191.608, 341.1942
1192.091, 348.8807
1192.573, 356.6386
1193.055, 362.8539
1193.537, 364.3018
1194.019, 354.4657
1194.501, 340.7405
1194.983, 344.6830
1195.465, 358.0981
1195.948, 357.1074
1196.430, 346.1264
1196.912, 342.4316
1197.394, 348.1546
1197.876, 354.6130
1198.358, 358.2959
1198.840, 358.9992
1199.322, 353.7745
1199.804, 349.1948
1200.286, 349.0713
1200.769, 350.9862
1201.251, 354.4697
1201.733, 357.8428
1202.215, 359.0969
1202.697, 358.1214
1203.179, 355.3333
1203.661, 349.9810
1204.143, 345.0004
1204.626, 339.5569
1205.108, 337.7974
1205.590, 341.6248
1206.072, 343.9464
1206.554, 340.6438
1207.036, 336.3625
1207.518, 337.0595
1208.000, 339.9625
1208.483, 336.2386
1208.965, 329.6377
1209.447, 333.0977
1209.929, 343.0323
1210.411, 347.1631
1210.893, 344.6160
1211.375, 342.2692
1211.857, 342.8456
1212.339, 344.0430
1212.822, 344.5645
1213.304, 345.1656
1213.786, 345.4825
1214.268, 346.8625
1214.750, 353.3306
1215.232, 359.1393
1215.714, 354.5143
1216.196, 343.2608
1216.678, 340.6706
1217.161, 349.0838
1217.643, 351.4629
1218.125, 346.4325
1218.607, 340.8069
1219.089, 335.1620
1219.571, 331.6635
1220.053, 331.3056
1220.535, 331.7312
1221.018, 330.5505
1221.500, 329.8244
1221.982, 334.2110
1222.464, 341.0672
1222.946, 345.6095
1223.428, 347.9880
1223.910, 348.3954
1224.392, 347.2998
1224.875, 344.5844
1225.357, 340.7307
1225.839, 341.0476
1226.321, 352.1361
1226.803, 359.1469
1227.285, 351.1570
##END=



