##NAMES=Skutterudite
##RRUFFID=R070528
##IDEAL CHEMISTRY=Co^3+^As_3_
##LOCALITY=Cobalt, Coleman Township, Timiskamig County, Ontario, Canada
##OWNER=RRUFF
##SOURCE=James Shigley
##DESCRIPTION=Silver-grey metallic massive and radiating prismatic crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070528
##MEASURED CHEMISTRY=(Co_0.82_Fe_0.12_Ni_0.09_)_Σ=1.03_(As_2.99_S_0.01_)_Σ=3.00_ ; (Note: dark phase is lollingite, (Fe_0.69_Co_0.23_Ni_0.11_)_Σ=1.03_(As_1.98_S_0.01_)_Σ=2.00_) Bright spots are native bismuth
754.9618, 22.81736
755.4439, 22.54174
755.9260, 22.15938
756.4081, 21.99709
756.8903, 22.01972
757.3724, 22.12991
757.8545, 22.32650
758.3366, 22.40224
758.8187, 22.18505
759.3008, 21.82142
759.7830, 21.68485
760.2651, 21.91705
760.7472, 22.04308
761.2293, 21.95162
761.7114, 21.88554
762.1935, 21.97317
762.6757, 22.13133
763.1578, 22.25969
763.6399, 22.33222
764.1220, 22.33993
764.6041, 22.21978
765.0862, 22.06354
765.5684, 21.98756
766.0505, 21.99829
766.5326, 22.14022
767.0147, 22.43435
767.4968, 22.74996
767.9789, 22.94356
768.4611, 23.01966
768.9432, 23.06205
769.4253, 22.54589
769.9074, 23.20844
770.3895, 23.57857
770.8716, 23.67197
771.3538, 22.65985
771.8359, 23.07529
772.3180, 22.91863
772.8001, 22.73850
773.2822, 23.35486
773.7643, 22.50354
774.2465, 23.10727
774.7286, 23.13017
775.2107, 23.41889
775.6928, 23.13199
776.1749, 23.02288
776.6570, 23.48959
777.1392, 23.63746
777.6213, 23.28429
778.1034, 23.58992
778.5855, 22.71849
779.0676, 22.87994
779.5497, 23.48704
780.0319, 23.16281
780.5140, 23.47896
780.9961, 23.55122
781.4782, 22.51511
781.9603, 22.77788
782.4424, 22.56594
782.9246, 22.56657
783.4067, 22.66847
783.8888, 22.70552
784.3709, 22.64594
784.8530, 22.54592
785.3351, 22.42622
785.8173, 22.33480
786.2994, 22.42342
786.7815, 22.69214
787.2636, 22.94570
787.7457, 23.19087
788.2278, 23.26240
788.7100, 22.93387
789.1921, 22.35281
789.6742, 22.12504
790.1563, 22.56518
790.6384, 22.76233
791.1205, 22.37907
791.6026, 22.03315
792.0847, 22.15241
792.5668, 22.51924
793.0490, 22.76133
793.5311, 22.76738
794.0132, 22.63330
794.4953, 22.28771
794.9774, 21.92591
795.4595, 21.98227
795.9417, 22.38479
796.4238, 22.66257
796.9059, 22.65754
797.3880, 22.55510
797.8701, 22.55490
798.3522, 22.65001
798.8344, 22.73002
799.3165, 22.79774
799.7986, 22.84458
800.2807, 22.92586
800.7628, 22.93213
801.2449, 22.67541
801.7271, 22.29495
802.2092, 22.19249
802.6913, 22.58977
803.1734, 22.94912
803.6555, 22.96508
804.1376, 22.82469
804.6198, 22.65446
805.1019, 22.51447
805.5840, 22.54938
806.0661, 22.81686
806.5482, 23.08437
807.0303, 22.96246
807.5125, 22.51844
807.9946, 22.44020
808.4767, 22.79842
808.9588, 23.13087
809.4409, 23.29731
809.9230, 23.35365
810.4052, 23.33697
810.8873, 23.24722
811.3694, 23.19753
811.8515, 23.20550
812.3336, 23.22864
812.8157, 23.33299
813.2979, 23.38763
813.7800, 23.19543
814.2621, 22.86717
814.7442, 22.72454
815.2263, 22.92678
815.7084, 23.21874
816.1906, 23.43853
816.6727, 23.53845
817.1548, 23.33081
817.6369, 22.85927
818.1190, 22.49218
818.6011, 22.39353
819.0833, 22.46809
819.5654, 22.59823
820.0475, 22.78814
820.5296, 22.91870
821.0117, 22.99817
821.4938, 22.99748
821.9760, 22.71730
822.4581, 22.52445
822.9402, 22.87614
823.4223, 23.61773
823.9044, 24.00980
824.3865, 23.66140
824.8687, 23.32474
825.3508, 23.32456
825.8329, 23.44318
826.3150, 23.50551
826.7971, 23.49324
827.2792, 23.42328
827.7614, 23.30225
828.2435, 23.16600
828.7256, 23.04441
829.2077, 22.94403
829.6898, 22.88021
830.1719, 22.85372
830.6541, 22.93900
831.1362, 23.20735
831.6183, 23.42608
832.1004, 23.27153
832.5825, 22.75308
833.0646, 22.52598
833.5468, 22.81975
834.0289, 23.05320
834.5110, 23.10914
834.9931, 23.13183
835.4752, 23.27399
835.9573, 23.44927
836.4395, 23.40742
836.9216, 23.00434
837.4037, 22.65383
837.8858, 22.48068
838.3679, 22.53931
838.8500, 23.10395
839.3322, 23.92184
839.8143, 24.35043
840.2964, 24.18390
840.7785, 23.80849
841.2606, 23.61795
841.7427, 23.57604
842.2249, 23.56375
842.7070, 23.58443
843.1891, 23.55062
843.6712, 23.43367
844.1533, 23.27872
844.6354, 23.10868
845.1176, 22.93592
845.5997, 22.82212
846.0818, 22.72301
846.5639, 22.75936
847.0460, 23.13894
847.5281, 23.42571
848.0103, 23.29532
848.4924, 22.99442
848.9745, 22.92510
849.4566, 23.16592
849.9387, 23.37830
850.4208, 23.47050
850.9030, 23.38184
851.3851, 22.81265
851.8672, 22.10106
852.3493, 21.99690
852.8314, 22.55647
853.3135, 23.09816
853.7957, 23.09117
854.2778, 22.77140
854.7599, 22.67336
855.2420, 22.79118
855.7241, 22.82180
856.2062, 22.70082
856.6884, 22.67831
857.1705, 22.97111
857.6526, 23.33236
858.1347, 23.26866
858.6168, 22.63356
859.0989, 22.23620
859.5811, 22.15249
860.0632, 22.20046
860.5453, 22.54763
861.0274, 22.85102
861.5095, 22.68887
861.9916, 22.17280
862.4738, 21.88564
862.9559, 22.11335
863.4380, 22.45178
863.9201, 22.81027
864.4022, 23.02281
864.8843, 22.74661
865.3665, 22.13089
865.8486, 21.64667
866.3307, 21.49661
866.8128, 21.60909
867.2949, 22.01759
867.7770, 22.61247
868.2592, 22.89283
868.7413, 22.85439
869.2234, 22.73029
869.7055, 22.57228
870.1876, 22.38676
870.6697, 22.14547
871.1519, 21.89212
871.6340, 21.90424
872.1161, 22.54299
872.5981, 22.75224
873.0803, 21.89538
873.5624, 21.24045
874.0445, 21.58850
874.5266, 22.33475
875.0087, 22.59168
875.4908, 22.22672
875.9730, 21.78149
876.4551, 21.28086
876.9372, 20.93007
877.4193, 20.97075
877.9014, 21.17569
878.3835, 21.26443
878.8657, 21.19715
879.3478, 21.02002
879.8299, 20.71049
880.3120, 20.50468
880.7941, 20.93905
881.2762, 21.72957
881.7584, 21.80982
882.2405, 21.17035
882.7226, 20.78990
883.2047, 21.12066
883.6868, 21.76229
884.1689, 22.21649
884.6511, 22.48037
885.1332, 22.37278
885.6153, 21.72388
886.0974, 21.16567
886.5795, 20.80157
887.0616, 20.58493
887.5438, 20.47794
888.0259, 20.49177
888.5080, 20.68662
888.9901, 21.23635
889.4722, 21.55080
889.9543, 21.33681
890.4365, 21.09679
890.9186, 21.15216
891.4007, 21.31227
891.8828, 21.29934
892.3649, 21.07971
892.8470, 20.81976
893.3292, 20.61117
893.8113, 20.40443
894.2934, 19.99685
894.7755, 19.62500
895.2576, 19.85038
895.7397, 20.59130
896.2219, 21.18715
896.7040, 21.28884
897.1861, 21.12624
897.6682, 20.98922
898.1503, 20.88180
898.6324, 20.86533
899.1146, 20.95253
899.5967, 20.90983
900.0788, 20.62405
900.5609, 20.34064
901.0430, 20.31608
901.5251, 20.50073
902.0073, 20.58343
902.4894, 20.51485
902.9715, 20.44272
903.4536, 20.24047
903.9357, 20.19488
904.4178, 20.64532
904.9000, 21.21711
905.3821, 21.33692
905.8642, 20.93469
906.3463, 20.62916
906.8284, 20.75665
907.3105, 20.78575
907.7927, 20.25014
908.2748, 19.65533
908.7569, 19.62911
909.2390, 20.04868
909.7211, 20.30618
910.2032, 20.10599
910.6854, 19.83896
911.1675, 19.91644
911.6496, 20.13018
912.1317, 20.10427
912.6138, 19.90054
913.0959, 19.80365
913.5781, 19.89530
914.0602, 20.04957
914.5423, 20.18359
915.0244, 20.23388
915.5065, 19.88646
915.9886, 19.13483
916.4708, 18.86501
916.9529, 19.26284
917.4350, 19.73513
917.9171, 20.00660
918.3992, 20.06880
918.8813, 19.84014
919.3635, 19.21692
919.8456, 19.12334
920.3277, 20.13262
920.8098, 20.72919
921.2919, 20.22277
921.7740, 19.53113
922.2562, 19.25771
922.7383, 19.31484
923.2204, 19.41575
923.7025, 19.53607
924.1846, 19.67621
924.6667, 19.93759
925.1489, 20.11083
925.6310, 19.96210
926.1131, 19.70341
926.5952, 19.68201
927.0773, 19.90320
927.5594, 19.99607
928.0416, 19.67543
928.5237, 19.28072
929.0058, 19.12025
929.4879, 19.08718
929.9700, 19.01711
930.4521, 18.90617
930.9343, 18.78610
931.4164, 18.67579
931.8985, 18.69701
932.3806, 19.07758
932.8627, 19.66987
933.3448, 20.00260
933.8270, 20.08685
934.3091, 20.01300
934.7912, 19.79174
935.2733, 19.55866
935.7554, 19.40276
936.2375, 19.31858
936.7197, 19.30817
937.2018, 19.39645
937.6839, 19.41434
938.1660, 19.34611
938.6481, 19.23606
939.1302, 19.01113
939.6124, 18.86170
940.0945, 19.07994
940.5766, 19.59866
941.0587, 19.78206
941.5408, 19.18198
942.0229, 18.94545
942.5051, 19.50081
942.9872, 20.01792
943.4693, 20.07705
943.9514, 19.86115
944.4335, 19.54721
944.9156, 19.17725
945.3978, 19.05337
945.8799, 19.61518
946.3620, 20.03578
946.8441, 19.69119
947.3262, 19.14952
947.8083, 19.01521
948.2905, 19.20321
948.7726, 19.30943
949.2547, 19.18439
949.7368, 19.06416
950.2189, 19.20648
950.7010, 19.14095
951.1832, 19.41238
951.6653, 19.27764
952.1474, 19.28724
952.6295, 19.47366
953.1116, 19.68476
953.5938, 19.83056
954.0759, 19.89946
954.5580, 19.86676
955.0400, 19.73945
955.5222, 19.51179
956.0043, 19.18854
956.4864, 19.00197
956.9685, 19.03891
957.4506, 19.11412
957.9327, 19.03440
958.4149, 19.09451
958.8970, 19.15577
959.3791, 19.11605
959.8612, 19.26420
960.3433, 19.27404
960.8254, 19.21535
961.3076, 19.06225
961.7897, 18.93340
962.2718, 19.05516
962.7539, 19.43899
963.2360, 19.46566
963.7181, 18.80528
964.2003, 18.29641
964.6824, 17.92603
965.1645, 17.81368
965.6466, 18.22676
966.1287, 18.85998
966.6108, 19.18781
967.0930, 19.13988
967.5751, 19.05617
968.0572, 18.94450
968.5393, 18.88974
969.0214, 18.94411
969.5035, 19.05521
969.9857, 19.26758
970.4678, 19.48147
970.9499, 19.44184
971.4320, 19.03928
971.9141, 18.61742
972.3962, 18.24230
972.8784, 18.06420
973.3605, 18.40456
973.8426, 18.94138
974.3247, 19.14044
974.8068, 18.98466
975.2889, 18.83126
975.7711, 18.87704
976.2532, 18.98715
976.7353, 19.07295
977.2174, 19.08765
977.6995, 18.82727
978.1816, 18.41402
978.6638, 18.34450
979.1459, 18.71743
979.6280, 19.09146
980.1101, 19.10478
980.5922, 18.91401
981.0743, 18.83426
981.5565, 18.84397
982.0386, 18.76797
982.5207, 18.60115
983.0028, 18.63690
983.4849, 19.01083
983.9670, 19.39691
984.4492, 19.41534
984.9313, 19.16367
985.4134, 19.11968
985.8955, 19.31857
986.3776, 19.49014
986.8597, 19.65557
987.3419, 19.56710
987.8240, 18.95860
988.3061, 18.31350
988.7882, 18.38296
989.2703, 19.16118
989.7524, 19.58857
990.2346, 19.51773
990.7167, 19.41727
991.1988, 19.30311
991.6809, 19.22978
992.1630, 19.30845
992.6451, 19.40628
993.1273, 19.21387
993.6094, 18.64557
994.0915, 18.42027
994.5736, 18.95112
995.0557, 19.26247
995.5378, 18.95953
996.0200, 18.58748
996.5021, 18.53761
996.9842, 18.67635
997.4663, 18.67781
997.9484, 18.45901
998.4305, 18.40952
998.9127, 18.79427
999.3948, 19.15732
999.8769, 19.31701
1000.359, 19.35436
1000.841, 19.37134
1001.323, 19.33285
1001.805, 19.05716
1002.287, 18.43227
1002.770, 18.04430
1003.252, 18.47353
1003.734, 18.94864
1004.216, 18.80299
1004.698, 18.42517
1005.180, 18.40065
1005.662, 18.68522
1006.144, 18.79720
1006.627, 18.49673
1007.109, 18.23444
1007.591, 18.60225
1008.073, 19.02745
1008.555, 18.61938
1009.037, 17.82900
1009.519, 17.63320
1010.001, 18.10361
1010.483, 18.62474
1010.966, 18.86156
1011.448, 18.88835
1011.930, 18.62653
1012.412, 18.29850
1012.894, 18.44303
1013.376, 18.91204
1013.858, 19.18328
1014.340, 19.13762
1014.823, 18.92597
1015.305, 18.64278
1015.787, 18.31503
1016.269, 17.89281
1016.751, 17.46839
1017.233, 17.46016
1017.715, 17.83310
1018.197, 18.23269
1018.679, 18.55417
1019.162, 18.75181
1019.644, 18.77355
1020.126, 18.69982
1020.608, 18.72896
1021.090, 18.84780
1021.572, 18.89424
1022.054, 18.86311
1022.536, 18.61934
1023.018, 18.07582
1023.501, 17.71258
1023.983, 18.00882
1024.465, 18.71947
1024.947, 19.08325
1025.429, 19.07832
1025.911, 18.91590
1026.393, 18.53572
1026.875, 18.40434
1027.358, 18.77682
1027.840, 19.12688
1028.322, 18.88490
1028.804, 18.24773
1029.286, 18.06135
1029.768, 18.46319
1030.250, 18.74905
1030.732, 18.89967
1031.214, 18.94272
1031.697, 18.87846
1032.179, 18.71823
1032.661, 18.42509
1033.143, 18.05450
1033.625, 17.88767
1034.107, 17.96335
1034.589, 18.16729
1035.071, 18.68034
1035.553, 18.98214
1036.036, 18.75019
1036.518, 18.38527
1037.000, 18.25418
1037.482, 18.34124
1037.964, 18.56631
1038.446, 19.07373
1038.928, 19.43539
1039.410, 19.74418
1039.893, 19.77778
1040.375, 19.20897
1040.857, 18.53100
1041.339, 18.23583
1041.821, 18.26088
1042.303, 18.27313
1042.785, 18.22013
1043.267, 18.24488
1043.750, 18.40535
1044.232, 18.57921
1044.714, 18.87166
1045.196, 19.04296
1045.678, 18.63843
1046.160, 17.86580
1046.642, 17.73655
1047.124, 18.84819
1047.606, 19.46073
1048.089, 18.95246
1048.571, 18.39021
1049.053, 18.09824
1049.535, 18.03353
1050.017, 18.26551
1050.499, 18.68011
1050.981, 18.84931
1051.463, 18.57241
1051.945, 18.40982
1052.428, 18.53503
1052.910, 18.73160
1053.392, 18.99377
1053.874, 19.20893
1054.356, 19.30095
1054.838, 19.25138
1055.320, 18.98243
1055.802, 18.34328
1056.285, 17.95912
1056.767, 18.04020
1057.249, 18.37613
1057.731, 19.19353
1058.213, 19.95758
1058.695, 20.07484
1059.177, 19.68489
1059.659, 19.31513
1060.141, 19.07942
1060.624, 18.90247
1061.106, 18.70932
1061.588, 18.62585
1062.070, 18.86578
1062.552, 19.12578
1063.034, 19.02270
1063.516, 18.69120
1063.998, 18.56466
1064.480, 18.77144
1064.963, 18.98289
1065.445, 19.23284
1065.927, 19.25430
1066.409, 18.58965
1066.891, 17.89337
1067.373, 17.93222
1067.855, 18.44069
1068.337, 18.64395
1068.820, 18.33862
1069.302, 18.10979
1069.784, 18.34028
1070.266, 18.54268
1070.748, 18.43283
1071.230, 18.20376
1071.712, 17.94872
1072.194, 17.74891
1072.677, 17.75105
1073.159, 17.98202
1073.641, 18.20617
1074.123, 18.28862
1074.605, 18.38111
1075.087, 18.69425
1075.569, 18.92914
1076.051, 18.73754
1076.533, 18.30658
1077.016, 17.98945
1077.498, 17.85271
1077.980, 17.77493
1078.462, 17.61570
1078.944, 17.63372
1079.426, 18.18082
1079.908, 18.73440
1080.390, 18.87716
1080.872, 18.73235
1081.354, 18.48836
1081.837, 18.20098
1082.319, 17.94991
1082.801, 17.74758
1083.283, 17.61949
1083.765, 17.54646
1084.247, 17.58528
1084.729, 17.90553
1085.211, 18.28501
1085.694, 18.35852
1086.176, 18.17254
1086.658, 18.19371
1087.140, 18.72941
1087.622, 19.04683
1088.104, 18.63107
1088.586, 18.13239
1089.068, 17.88394
1089.551, 17.84023
1090.033, 18.03884
1090.515, 18.36790
1090.997, 18.48911
1091.479, 18.26534
1091.961, 18.04983
1092.443, 17.94790
1092.925, 17.92144
1093.407, 17.99691
1093.890, 18.10199
1094.372, 18.26271
1094.854, 18.37517
1095.336, 18.12715
1095.818, 17.39008
1096.300, 16.95774
1096.782, 17.31747
1097.264, 17.71575
1097.746, 17.92946
1098.229, 17.99768
1098.711, 17.82342
1099.193, 17.58563
1099.675, 17.68220
1100.157, 18.16652
1100.639, 18.34434
1101.121, 17.61275
1101.603, 17.16975
1102.086, 17.62976
1102.568, 18.16063
1103.050, 18.22598
1103.532, 18.05243
1104.014, 17.92604
1104.496, 17.88604
1104.978, 18.02661
1105.460, 18.67784
1105.943, 18.98026
1106.425, 18.39602
1106.907, 17.92538
1107.389, 18.31956
1107.871, 18.81922
1108.353, 18.38601
1108.835, 17.28611
1109.317, 16.92144
1109.799, 17.82601
1110.281, 17.93654
1110.764, 18.58857
1111.246, 18.94822
1111.728, 19.03113
1112.210, 18.00854
1112.692, 18.41348
1113.174, 18.24634
1113.656, 18.05573
1114.138, 18.66160
1114.621, 17.79977
1115.103, 18.39301
1115.585, 18.40542
1116.067, 18.68366
1116.549, 18.38628
1117.031, 18.26669
1117.513, 18.72291
1117.995, 18.86030
1118.478, 18.49661
1118.960, 18.79176
1119.442, 18.71290
1119.924, 18.06081
1120.406, 18.65742
1120.888, 18.32272
1121.370, 17.99961
1121.852, 17.85198
1122.334, 17.69448
1122.817, 17.53320
1123.299, 17.38199
1123.781, 17.18870
1124.263, 17.26221
1124.745, 17.72267
1125.227, 18.01808
1125.709, 17.92584
1126.191, 17.80391
1126.673, 17.97106
1127.156, 18.27493
1127.638, 18.32818
1128.120, 18.12001
1128.602, 17.98839
1129.084, 17.94118
1129.566, 17.90332
1130.048, 17.86357
1130.530, 17.77991
1131.013, 17.60842
1131.495, 17.49571
1131.977, 17.70836
1132.459, 17.68624
1132.941, 18.22452
1133.423, 17.99241
1133.905, 17.97958
1134.387, 18.22233
1134.870, 18.06840
1135.352, 17.26066
1135.834, 16.62645
1136.316, 17.03064
1136.798, 17.93804
1137.280, 18.29004
1137.762, 18.16473
1138.244, 17.59818
1138.726, 16.78868
1139.208, 16.65386
1139.691, 17.35030
1140.173, 18.28707
1140.655, 19.14749
1141.137, 19.64566
1141.619, 19.13480
1142.101, 18.21222
1142.583, 17.99917
1143.065, 18.20409
1143.548, 18.09230
1144.030, 17.67886
1144.512, 17.48321
1144.994, 17.69480
1145.476, 17.91669
1145.958, 17.78888
1146.440, 17.57897
1146.922, 17.55099
1147.405, 17.60474
1147.887, 17.61653
1148.369, 17.60549
1148.851, 17.64252
1149.333, 17.73306
1149.815, 17.81111
1150.297, 17.83886
1150.779, 17.86724
1151.261, 17.92018
1151.744, 17.99111
1152.226, 18.17119
1152.708, 18.29656
1153.190, 18.09991
1153.672, 17.68213
1154.154, 17.36711
1154.636, 17.20827
1155.118, 17.27604
1155.600, 17.82454
1156.083, 18.28270
1156.565, 18.50010
1157.047, 18.51331
1157.529, 18.25285
1158.011, 17.85973
1158.493, 17.49288
1158.975, 17.16546
1159.457, 17.09253
1159.940, 17.53061
1160.422, 17.82563
1160.904, 17.93521
1161.386, 17.92947
1161.868, 17.75688
1162.350, 17.56387
1162.832, 17.45711
1163.314, 17.44790
1163.796, 17.61413
1164.279, 17.52007
1164.761, 17.39376
1165.243, 17.49668
1165.725, 17.09661
1166.207, 17.03318
1166.689, 17.12145
1167.171, 17.28791
1167.653, 17.44608
1168.135, 17.44525
1168.618, 17.34337
1169.100, 17.54729
1169.582, 17.47879
1170.064, 18.10949
1170.546, 17.68326
1171.028, 17.56912
1171.510, 18.03312
1171.992, 18.51764
1172.474, 18.57732
1172.957, 18.37885
1173.439, 18.09048
1173.921, 17.81650
1174.403, 17.97927
1174.885, 18.41795
1175.367, 18.56292
1175.849, 18.37222
1176.331, 18.14189
1176.814, 18.00488
1177.296, 17.95226
1177.778, 18.03129
1178.260, 18.11612
1178.742, 18.00812
1179.224, 17.85457
1179.706, 17.84575
1180.188, 17.95769
1180.671, 18.15945
1181.153, 18.40251
1181.635, 18.53105
1182.117, 18.47730
1182.599, 18.30049
1183.081, 17.79126
1183.563, 17.45535
1184.045, 17.85852
1184.527, 18.37461
1185.010, 18.28932
1185.492, 17.83866
1185.974, 17.66697
1186.456, 17.87462
1186.938, 18.12419
1187.420, 18.57721
1187.902, 18.73946
1188.384, 18.23299
1188.866, 17.78969
1189.349, 17.79392
1189.831, 17.94276
1190.313, 17.90688
1190.795, 17.75830
1191.277, 17.80278
1191.759, 18.12029
1192.241, 18.26290
1192.723, 18.17328
1193.206, 18.11878
1193.688, 18.17620
1194.170, 18.16309
1194.652, 17.93312
1195.134, 17.73782
1195.616, 17.98127
1196.098, 17.91521
1196.580, 18.61103
1197.063, 18.34255
1197.545, 18.52210
1198.027, 19.12354
1198.509, 19.26726
1198.991, 18.72846
1199.473, 18.00792
1199.955, 17.41382
1200.437, 17.11502
1200.919, 17.53707
1201.401, 18.25680
1201.884, 18.56408
1202.366, 18.59223
1202.848, 18.60525
1203.330, 18.61527
1203.812, 18.49807
1204.294, 18.23617
1204.776, 18.04116
1205.258, 18.04344
1205.741, 18.13181
1206.223, 18.32724
1206.705, 18.48328
1207.187, 18.44828
1207.669, 18.33691
1208.151, 18.24142
1208.633, 18.20628
1209.115, 18.38025
1209.598, 18.88908
1210.080, 19.01488
1210.562, 18.20119
1211.044, 17.66204
1211.526, 17.90472
1212.008, 18.13237
1212.490, 17.86492
1212.972, 17.52539
1213.454, 17.66379
1213.937, 18.14993
1214.419, 18.34140
1214.901, 18.17735
1215.383, 18.01493
1215.865, 17.84894
1216.347, 17.72553
1216.829, 17.65730
1217.311, 17.59018
1217.793, 17.47433
1218.276, 17.50838
1218.758, 18.06276
1219.240, 18.83000
1219.722, 18.85490
1220.204, 18.34900
1220.686, 17.98865
1221.168, 17.83839
1221.650, 17.95334
1222.133, 18.28983
1222.615, 18.54843
1223.097, 18.55662
1223.579, 18.48599
1224.061, 18.54382
1224.543, 18.54170
1225.025, 18.16265
1225.507, 17.72632
1225.990, 17.57199
1226.472, 17.68270
1226.954, 18.02909
1227.436, 18.55679
1227.918, 18.93609
1228.400, 19.11500
1228.882, 19.04345
1229.364, 18.35100
1229.846, 17.87404
1230.328, 18.17818
1230.811, 18.57322
1231.293, 18.45187
1231.775, 18.66238
1232.257, 18.77120
1232.739, 18.65835
1233.221, 18.86555
1233.703, 18.75720
1234.185, 18.61020
1234.668, 18.41056
1235.150, 18.38646
1235.632, 18.62288
1236.114, 19.00052
1236.596, 19.46451
1237.078, 19.81615
1237.560, 19.56591
1238.042, 19.82740
1238.525, 19.07267
1239.007, 19.55853
1239.489, 19.42688
1239.971, 18.74968
1240.453, 18.19398
1240.935, 17.98133
1241.417, 18.06024
1241.899, 18.49180
1242.381, 18.87698
1242.864, 18.79924
1243.346, 18.65468
1243.828, 18.80330
1244.310, 19.04441
1244.792, 19.22236
1245.274, 19.26730
1245.756, 18.96088
1246.238, 18.28181
1246.720, 18.04886
1247.203, 18.89420
1247.685, 19.36245
1248.167, 19.08429
1248.649, 18.81918
1249.131, 18.75090
1249.613, 18.86888
1250.095, 19.30763
1250.577, 19.71504
1251.059, 19.31781
1251.542, 18.21408
1252.024, 17.59004
1252.506, 17.44158
1252.988, 17.47668
1253.470, 17.65656
1253.952, 17.82028
1254.434, 17.92136
1254.916, 18.07964
1255.399, 18.38353
1255.881, 18.72485
1256.363, 19.09025
1256.845, 19.30187
1257.327, 18.83358
1257.809, 18.21318
1258.291, 18.37193
1258.773, 19.02221
1259.255, 19.37236
1259.738, 19.28645
1260.220, 19.13263
1260.702, 19.04129
1261.184, 18.89303
1261.666, 18.35748
1262.148, 18.14849
1262.630, 18.93148
1263.112, 19.73648
1263.594, 19.84464
1264.077, 19.56688
1264.559, 19.31278
1265.041, 19.08663
1265.523, 18.91544
1266.005, 18.77646
1266.487, 18.90740
1266.969, 19.37686
1267.451, 19.43551
1267.934, 18.89315
1268.416, 18.37436
1268.898, 18.22281
1269.380, 18.34692
1269.862, 18.73231
1270.344, 19.15951
1270.826, 19.21305
1271.308, 19.02648
1271.791, 18.73089
1272.273, 18.45580
1272.755, 18.51172
1273.237, 18.82651
1273.719, 18.92980
1274.201, 18.64565
1274.683, 18.43800
1275.165, 18.61219
1275.647, 18.76098
1276.130, 18.61758
1276.612, 18.53900
1277.094, 18.80925
1277.576, 19.18868
1278.058, 19.45863
1278.540, 19.61169
1279.022, 19.60383
1279.504, 19.67678
1279.986, 19.64308
1280.469, 19.52565
1280.951, 19.50716
1281.433, 19.26234
1281.915, 19.14775
1282.397, 19.29254
1282.879, 19.49212
1283.361, 19.60039
1283.843, 19.58286
1284.326, 19.39847
1284.808, 19.04462
##END=



