##NAMES=Inderite
##RRUFFID=R050195
##IDEAL CHEMISTRY=MgB_3_O_3_(OH)_5_&#183;5H_2_O
##LOCALITY=Boron, Kern County, California, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050195
##MEASURED CHEMISTRY=Mg_1.00_B_3.00_O_3_(OH)_5_·5H_2_O ; Mg measured, only
90.587, 10569.000
91.981, 10911.000
93.375, 11261.000
94.768, 11290.000
96.161, 11377.000
97.554, 11558.000
98.947, 11596.000
100.340, 11790.000
101.732, 12130.000
103.124, 12573.000
104.516, 12801.000
105.908, 13056.000
107.300, 13179.000
108.691, 13050.000
110.082, 13108.000
111.473, 12953.000
112.864, 12884.000
114.254, 12704.000
115.644, 12637.000
117.034, 12750.000
118.424, 13026.000
119.813, 13232.000
121.203, 14380.000
122.592, 15324.000
123.981, 16808.000
125.369, 18368.000
126.758, 19545.000
128.146, 20086.000
129.534, 19162.000
130.922, 18246.000
132.309, 16689.000
133.696, 15734.000
135.083, 14801.000
136.470, 14580.000
137.857, 14300.000
139.243, 14328.000
140.630, 14340.000
142.016, 14630.000
143.401, 14952.000
144.787, 15200.000
146.172, 15727.000
147.557, 16049.000
148.942, 16018.000
150.327, 15717.000
151.711, 15496.000
153.096, 15096.000
154.480, 15040.000
155.863, 14903.000
157.247, 14972.000
158.630, 15566.000
160.013, 16100.000
161.396, 17014.000
162.779, 18102.000
164.161, 19204.000
165.544, 20176.000
166.926, 20647.000
168.308, 20480.000
169.689, 19874.000
171.070, 18689.000
172.452, 17568.000
173.833, 16498.000
175.213, 15558.000
176.594, 14790.000
177.974, 14076.000
179.354, 13875.000
180.734, 13750.000
182.114, 13442.000
183.493, 13340.000
184.872, 13287.000
186.251, 13209.000
187.630, 13249.000
189.008, 13175.369
190.387, 13014.000
191.765, 13125.000
193.143, 12985.000
194.520, 13005.000
195.898, 13012.000
197.275, 12904.000
198.652, 12808.000
200.029, 12906.000
201.405, 12920.000
202.782, 12846.000
204.158, 12755.000
205.534, 12972.000
206.909, 13132.000
208.285, 12994.000
209.660, 12981.000
211.035, 13217.000
212.410, 13089.000
213.784, 13332.000
215.159, 13396.000
216.533, 13509.000
217.907, 13639.000
219.281, 13780.000
220.654, 13899.000
222.027, 14104.508
223.400, 14263.000
224.773, 14504.000
226.146, 14698.000
227.518, 14856.000
228.891, 14903.000
230.263, 14814.000
231.634, 14800.000
233.006, 14722.000
234.377, 14556.000
235.748, 14542.000
237.119, 14452.000
238.490, 14488.000
239.860, 14610.000
241.231, 14704.000
242.601, 14727.000
243.970, 14933.000
245.340, 15151.000
246.709, 15078.000
248.079, 15151.000
249.448, 15279.000
250.816, 15184.000
252.185, 15356.000
253.553, 15121.000
254.921, 15074.000
256.289, 15115.000
257.657, 14871.000
259.024, 14834.000
260.391, 14501.000
261.758, 14589.000
263.125, 14406.000
264.492, 14377.000
265.858, 14450.000
267.224, 14383.000
268.590, 14400.000
269.956, 14439.674
271.321, 14484.000
272.687, 14522.000
274.052, 14588.788
275.416, 14520.000
276.781, 14711.000
278.146, 14697.000
279.510, 14718.000
280.874, 14940.000
282.237, 14846.000
283.601, 15004.000
284.964, 14884.000
286.327, 15022.000
287.690, 15182.000
289.053, 15067.000
290.416, 15294.000
291.778, 15494.000
293.140, 15668.000
294.502, 15949.000
295.863, 15918.000
297.225, 16132.000
298.586, 16353.000
299.947, 16359.000
301.308, 16470.000
302.668, 16390.000
304.029, 16438.000
305.389, 16592.000
306.749, 16737.000
308.108, 16797.000
309.468, 17208.000
310.827, 17138.000
312.186, 17558.000
313.545, 17565.000
314.903, 17601.000
316.262, 17513.000
317.620, 17328.000
318.978, 17258.000
320.336, 17089.498
321.693, 16798.000
323.051, 16737.000
324.408, 16606.000
325.765, 16346.000
327.121, 16604.000
328.478, 16334.000
329.834, 16342.000
331.190, 16396.000
332.546, 16415.000
333.902, 16357.000
335.257, 16674.000
336.612, 16659.000
337.967, 16987.000
339.322, 17137.000
340.677, 17112.000
342.031, 17478.000
343.385, 17496.000
344.739, 17864.000
346.093, 17686.000
347.446, 17700.000
348.799, 17634.000
350.153, 17644.000
351.505, 17534.000
352.858, 17532.000
354.210, 17484.000
355.563, 17661.000
356.915, 17670.000
358.267, 17800.000
359.618, 17857.000
360.969, 17945.000
362.321, 18331.000
363.672, 18380.000
365.022, 18699.000
366.373, 18971.564
367.723, 19197.000
369.073, 19607.000
370.423, 19811.000
371.773, 20247.000
373.122, 20462.000
374.471, 20849.000
375.821, 21365.000
377.169, 21514.000
378.518, 21990.000
379.866, 21985.000
381.215, 21992.000
382.563, 22180.000
383.910, 21876.000
385.258, 21774.000
386.605, 21708.000
387.952, 21502.074
389.299, 21204.000
390.646, 21245.000
391.992, 21144.000
393.339, 21061.000
394.685, 21038.000
396.031, 20833.000
397.376, 21344.000
398.722, 21018.000
400.067, 21399.000
401.412, 21433.000
402.757, 21531.000
404.101, 21992.000
405.446, 22292.000
406.790, 22592.000
408.134, 23284.000
409.478, 23751.000
410.821, 24704.000
412.165, 25425.000
413.508, 26205.000
414.851, 27777.000
416.193, 28751.000
417.536, 29640.000
418.878, 30657.000
420.220, 31577.000
421.562, 32026.000
422.904, 31644.000
424.245, 31561.000
425.586, 30830.000
426.927, 29874.000
428.268, 29269.000
429.609, 28247.000
430.949, 27678.000
432.289, 27409.000
433.629, 27500.000
434.969, 27202.000
436.309, 27875.000
437.648, 28096.000
438.987, 28824.000
440.326, 29219.000
441.665, 29012.000
443.003, 28233.000
444.342, 27608.000
445.680, 26305.000
447.018, 25296.000
448.355, 24274.000
449.693, 23464.000
451.030, 22958.000
452.367, 22482.000
453.704, 22338.000
455.041, 21654.000
456.377, 21749.000
457.713, 21373.000
459.049, 21252.000
460.385, 21084.000
461.721, 20971.000
463.056, 21070.000
464.391, 21010.000
465.726, 20914.000
467.061, 21314.000
468.395, 21149.000
469.730, 21377.000
471.064, 21740.000
472.398, 21669.000
473.731, 22251.000
475.065, 22168.000
476.398, 22786.000
477.731, 23282.000
479.064, 24157.000
480.397, 24800.000
481.729, 26016.000
483.062, 27322.000
484.394, 28937.000
485.725, 31516.000
487.057, 34033.000
488.389, 37194.000
489.720, 40310.000
491.051, 42321.000
492.382, 43773.000
493.712, 42955.000
495.043, 41037.000
496.373, 38001.000
497.703, 34754.000
499.032, 32118.000
500.362, 29802.000
501.691, 27846.000
503.020, 26584.000
504.349, 25328.000
505.678, 24538.000
507.007, 23670.000
508.335, 23102.000
509.663, 22654.000
510.991, 22305.000
512.319, 22109.000
513.646, 21636.000
514.973, 21571.000
516.300, 21264.000
517.627, 21368.000
518.954, 21184.000
520.280, 20880.000
521.607, 20925.000
522.933, 20824.000
524.259, 20744.000
525.584, 20778.000
526.910, 20553.000
528.235, 20652.000
529.560, 20598.000
530.885, 20609.000
532.209, 20394.000
533.534, 20514.000
534.858, 20569.000
536.182, 20506.000
537.506, 20750.000
538.829, 20600.000
540.152, 20690.000
541.476, 20571.000
542.799, 20629.531
544.121, 20676.756
545.444, 20704.000
546.766, 20740.570
548.088, 20755.000
549.410, 20796.000
550.732, 20779.000
552.053, 20818.959
553.375, 20935.000
554.696, 20960.000
556.017, 21112.000
557.337, 21292.000
558.658, 21521.000
559.978, 21440.000
561.298, 21602.000
562.618, 21916.000
563.938, 21832.000
565.257, 22182.000
566.576, 22401.000
567.895, 22453.000
569.214, 22650.000
570.533, 22792.000
571.851, 22838.000
573.170, 22874.000
574.488, 23229.000
575.805, 23149.000
577.123, 23439.000
578.440, 23465.000
579.758, 23686.000
581.075, 24193.000
582.391, 23936.000
583.708, 24170.000
585.024, 23840.000
586.341, 23721.000
587.657, 23659.000
588.972, 23732.000
590.288, 23523.000
591.603, 23026.000
592.918, 22868.000
594.233, 22948.000
595.548, 23000.000
596.863, 22843.000
598.177, 22640.000
599.491, 22836.000
600.805, 22829.000
602.119, 22771.000
603.432, 22877.000
604.746, 22885.000
606.059, 23098.000
607.372, 23268.000
608.685, 23180.000
609.997, 23705.000
611.309, 23568.000
612.621, 23790.000
613.933, 23934.000
615.245, 24384.000
616.557, 24788.000
617.868, 25113.000
619.179, 25290.000
620.490, 25844.000
621.801, 26042.000
623.111, 26931.000
624.421, 27021.000
625.731, 28004.000
627.041, 27939.000
628.351, 29116.000
629.660, 29368.000
630.970, 29803.000
632.279, 30816.000
633.588, 30984.000
634.896, 31372.000
636.205, 31410.000
637.513, 31856.000
638.821, 31576.000
640.129, 31699.000
641.437, 31744.000
642.744, 31442.000
644.051, 30792.000
645.358, 30334.000
646.665, 30124.000
647.972, 29793.000
649.278, 29199.000
650.584, 29010.000
651.890, 28221.000
653.196, 28393.000
654.502, 27909.000
655.807, 27476.000
657.113, 26874.000
658.418, 26724.000
659.722, 26403.352
661.027, 26421.000
662.331, 26182.000
663.636, 25818.000
664.940, 25963.000
666.244, 25392.000
667.547, 25559.000
668.851, 25114.000
670.154, 25178.000
671.457, 24946.000
672.760, 24800.000
674.062, 24876.000
675.365, 24729.000
676.667, 24671.629
677.969, 24568.000
679.271, 24434.000
680.572, 24495.000
681.874, 24234.000
683.175, 24444.000
684.476, 24379.000
685.777, 24297.000
687.077, 24363.000
688.378, 24156.000
689.678, 24260.000
690.978, 24312.000
692.278, 24230.000
693.577, 23724.000
694.877, 24533.000
696.176, 23987.000
697.475, 24365.000
698.774, 24196.000
700.072, 24338.000
701.371, 24357.000
702.669, 24296.000
703.967, 24224.000
705.265, 24445.000
706.562, 24608.000
707.860, 24599.000
709.157, 24268.000
710.454, 24704.000
711.751, 24321.000
713.047, 24744.000
714.344, 24655.000
715.640, 24899.000
716.936, 24993.990
718.232, 24756.000
719.527, 25083.000
720.823, 25121.000
722.118, 25050.000
723.413, 25128.000
724.708, 25307.000
726.002, 25424.000
727.297, 25724.041
728.591, 26003.762
729.885, 26293.000
731.179, 26710.000
732.472, 26824.000
733.766, 27182.000
735.059, 27867.000
736.352, 28816.000
737.645, 29755.000
738.937, 30694.000
740.230, 31635.000
741.522, 32150.000
742.814, 32993.000
744.106, 33082.000
745.397, 32941.000
746.689, 31869.000
747.980, 31056.000
749.271, 30536.000
750.562, 29661.000
751.853, 29286.000
753.143, 28449.000
754.433, 28008.000
755.723, 27571.000
757.013, 27273.000
758.303, 27070.455
759.592, 26799.000
760.881, 26871.000
762.170, 26768.000
763.459, 26757.000
764.748, 26609.000
766.036, 26533.000
767.325, 26832.000
768.613, 26393.000
769.901, 26657.000
771.188, 26529.000
772.476, 26420.000
773.763, 26745.000
775.050, 26361.000
776.337, 26660.000
777.624, 26477.000
778.910, 26505.000
780.196, 26650.000
781.482, 26553.000
782.768, 26503.000
784.054, 26473.000
785.339, 26626.000
786.625, 26758.000
787.910, 26394.000
789.195, 26826.000
790.479, 26884.000
791.764, 26765.000
793.048, 27249.000
794.332, 26777.000
795.616, 27215.000
796.900, 27120.000
798.183, 27200.000
799.467, 27107.000
800.750, 27340.000
802.033, 27702.000
803.316, 27416.000
804.598, 27859.000
805.880, 27473.000
807.163, 27982.000
808.445, 27822.000
809.726, 27872.000
811.008, 27924.000
812.289, 28212.000
813.570, 27987.000
814.851, 28326.000
816.132, 28388.000
817.413, 28153.000
818.693, 28275.000
819.973, 28297.000
821.253, 28245.000
822.533, 28216.000
823.813, 28253.000
825.092, 28232.000
826.371, 28041.000
827.650, 28024.000
828.929, 28144.000
830.208, 28135.000
831.486, 28280.000
832.764, 27760.000
834.042, 27910.000
835.320, 28171.000
836.598, 27862.000
837.875, 28123.000
839.152, 27889.000
840.429, 28185.000
841.706, 28505.000
842.983, 28078.000
844.259, 28281.000
845.536, 28580.000
846.812, 28244.000
848.088, 28544.000
849.363, 28210.000
850.639, 28741.000
851.914, 28794.000
853.189, 28408.000
854.464, 28872.000
855.739, 28845.000
857.013, 29126.000
858.288, 28876.000
859.562, 28918.000
860.836, 29399.000
862.110, 29260.000
863.383, 29120.000
864.656, 29575.000
865.930, 29492.000
867.203, 29641.000
868.475, 30103.000
869.748, 30202.000
871.020, 30260.000
872.292, 30832.000
873.564, 31064.000
874.836, 31328.000
876.108, 31420.000
877.379, 31584.000
878.650, 32177.000
879.922, 32182.000
881.192, 32145.000
882.463, 32119.000
883.733, 31926.000
885.004, 31822.000
886.274, 31733.000
887.544, 31462.000
888.813, 31665.000
890.083, 31106.000
891.352, 31082.000
892.621, 31137.000
893.890, 30578.000
895.159, 30851.000
896.427, 30473.000
897.695, 30587.000
898.964, 30860.000
900.232, 30551.000
901.499, 30391.000
902.767, 30280.000
904.034, 30555.000
905.301, 30259.000
906.568, 30243.000
907.835, 30633.000
909.102, 30332.000
910.368, 30276.000
911.634, 30272.000
912.900, 30578.000
914.166, 30587.000
915.432, 30572.000
916.697, 30468.000
917.962, 30283.000
919.227, 30706.000
920.492, 30886.000
921.757, 30774.000
923.021, 30704.000
924.285, 30885.000
925.550, 31053.000
926.813, 30902.000
928.077, 31083.000
929.341, 31100.000
930.604, 31232.000
931.867, 31321.000
933.130, 31246.000
934.393, 31652.000
935.655, 32092.000
936.918, 31784.000
938.180, 32438.000
939.442, 32485.000
940.703, 32760.000
941.965, 33423.000
943.226, 33694.000
944.488, 33720.000
945.749, 34445.000
947.009, 35106.000
948.270, 35234.000
949.530, 35358.000
950.791, 35441.000
952.051, 35382.000
953.311, 35151.000
954.570, 34992.242
955.830, 34848.000
957.089, 34352.000
958.348, 34126.000
959.607, 33649.000
960.866, 33646.000
962.124, 33445.000
963.383, 33180.000
964.641, 33076.000
965.899, 32992.000
967.156, 32883.031
968.414, 32784.000
969.671, 32704.000
970.928, 32691.000
972.185, 32429.000
973.442, 32681.000
974.699, 32310.000
975.955, 32317.000
977.211, 32239.000
978.468, 31808.000
979.723, 32330.000
980.979, 32166.000
982.234, 31916.000
983.490, 32314.000
984.745, 31769.000
986.000, 32282.000
987.254, 32246.000
988.509, 31883.000
989.763, 32453.000
991.017, 32338.000
992.271, 32320.000
993.525, 32445.000
994.779, 32596.000
996.032, 32744.000
997.285, 32689.000
998.538, 33022.000
999.791, 32648.000
1001.044, 33226.000
1002.296, 32752.000
1003.548, 32995.000
1004.800, 32960.000
1006.052, 33011.000
1007.304, 33107.000
1008.555, 32862.000
1009.807, 32798.000
1011.058, 32953.000
1012.309, 32880.000
1013.559, 33037.000
1014.810, 32941.000
1016.060, 32871.000
1017.310, 33048.000
1018.560, 32888.000
1019.810, 32788.000
1021.060, 32912.000
1022.309, 32955.000
1023.558, 32806.000
1024.807, 32871.746
1026.056, 32858.000
1027.305, 32817.000
1028.553, 32805.000
1029.801, 32787.934
1031.049, 33264.000
1032.297, 33110.000
1033.545, 33043.000
1034.793, 33476.000
1036.040, 32992.000
1037.287, 33054.000
1038.534, 33136.000
1039.781, 33214.000
1041.027, 33509.000
1042.274, 32962.000
1043.520, 33225.000
1044.766, 33611.000
1046.012, 33174.000
1047.257, 33469.000
1048.503, 33541.000
1049.748, 33754.000
1050.993, 33763.000
1052.238, 33934.000
1053.483, 33876.000
1054.727, 33916.000
1055.971, 33638.000
1057.216, 34406.000
1058.459, 34068.000
1059.703, 34123.000
1060.947, 33814.000
1062.190, 34184.000
1063.433, 34320.000
1064.676, 34202.000
1065.919, 34157.000
1067.162, 34098.000
1068.404, 34387.000
1069.646, 34195.000
1070.888, 34131.000
1072.130, 34344.000
1073.372, 34106.000
1074.613, 34205.000
1075.855, 34416.000
1077.096, 34115.000
1078.337, 34010.000
1079.578, 34556.000
1080.818, 34412.000
1082.059, 34307.000
1083.299, 34280.000
1084.539, 34618.000
1085.779, 34681.000
1087.018, 34601.000
1088.258, 34546.000
1089.497, 34388.000
1090.736, 34452.000
1091.975, 34530.000
1093.213, 34689.000
1094.452, 34486.000
1095.690, 34872.000
1096.928, 34389.000
1098.166, 34685.000
1099.404, 34648.000
1100.642, 34857.000
1101.879, 34624.000
1103.116, 34920.000
1104.353, 34814.000
1105.590, 34940.000
1106.827, 34672.000
1108.063, 34976.000
1109.299, 34859.000
1110.536, 35088.000
1111.771, 34891.000
1113.007, 34899.000
1114.243, 35261.000
1115.478, 35240.000
1116.713, 35224.000
1117.948, 35409.000
1119.183, 35563.000
1120.418, 35222.000
1121.652, 35597.000
1122.886, 35709.000
1124.120, 35550.000
1125.354, 35849.000
1126.588, 35595.000
1127.821, 35964.000
1129.055, 35931.000
1130.288, 36249.000
1131.521, 36331.000
1132.753, 36299.000
1133.986, 36078.000
1135.218, 36154.000
1136.450, 36600.000
1137.682, 36018.000
1138.914, 36638.000
1140.146, 36476.000
1141.377, 36340.000
1142.609, 36592.000
1143.840, 36420.000
1145.071, 36874.000
1146.301, 36885.000
1147.532, 36962.000
1148.762, 36973.000
1149.992, 36930.000
1151.222, 36642.000
1152.452, 37143.000
1153.682, 37230.000
1154.911, 36887.000
1156.140, 37674.000
1157.369, 37264.000
1158.598, 37399.000
1159.827, 37568.000
1161.055, 37642.000
1162.284, 37854.000
1163.512, 37733.000
