##NAMES=Inderite
##RRUFFID=R050195
##IDEAL CHEMISTRY=MgB_3_O_3_(OH)_5_&#183;5H_2_O
##LOCALITY=Boron, Kern County, California, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050195
##MEASURED CHEMISTRY=Mg_1.00_B_3.00_O_3_(OH)_5_·5H_2_O ; Mg measured, only
1164.740, 37916.000
1165.967, 38150.000
1167.195, 37739.000
1168.422, 38361.000
1169.650, 38401.000
1170.877, 38118.000
1172.103, 38182.000
1173.330, 38435.000
1174.557, 38337.000
1175.783, 38908.000
1177.009, 38752.000
1178.235, 38131.000
1179.461, 38633.000
1180.686, 38573.000
1181.912, 38536.000
1183.137, 38920.000
1184.362, 39160.000
1185.587, 38932.000
1186.811, 38872.000
1188.036, 39106.000
1189.260, 39196.000
1190.484, 39280.000
1191.708, 39612.000
1192.932, 39796.000
1194.155, 39400.000
1195.378, 39698.000
1196.602, 39609.000
1197.825, 39964.000
1199.047, 39641.000
1200.270, 39962.000
1201.492, 40146.000
1202.715, 40050.000
1203.937, 40063.355
1205.159, 39891.000
1206.380, 39636.000
1207.602, 39717.000
1208.823, 39581.277
1210.044, 39345.000
1211.265, 39542.000
1212.486, 39489.000
1213.707, 39485.000
1214.927, 39180.000
1216.147, 39435.000
1217.367, 39173.000
1218.587, 39409.000
1219.807, 39297.000
1221.027, 39348.000
1222.246, 39360.000
1223.465, 39352.000
1224.684, 39397.000
1225.903, 39546.000
1227.121, 39542.000
1228.340, 39398.000
1229.558, 39674.000
1230.776, 39757.000
1231.994, 39618.000
1233.212, 39464.000
1234.429, 39889.000
1235.646, 39691.000
1236.864, 39470.000
1238.081, 40086.000
1239.297, 39793.000
1240.514, 39971.000
1241.730, 40136.000
1242.947, 40096.000
1244.163, 39977.000
1245.378, 40075.000
1246.594, 40285.000
1247.810, 40466.000
1249.025, 40030.000
1250.240, 40512.000
1251.455, 40426.000
1252.670, 40384.000
1253.885, 40596.000
1255.099, 40576.000
1256.313, 40563.000
1257.527, 40183.000
1258.741, 40330.297
1259.955, 40876.000
1261.168, 40484.000
1262.382, 40732.000
1263.595, 41010.000
1264.808, 41024.000
1266.021, 40928.000
1267.233, 41032.000
1268.446, 41010.000
1269.658, 40969.680
1270.870, 41025.207
1272.082, 40961.000
1273.294, 41062.000
1274.505, 41216.000
1275.716, 41254.000
1276.928, 41337.000
1278.139, 41302.000
1279.349, 41622.000
1280.560, 41546.000
1281.770, 41553.000
1282.981, 41509.000
1284.191, 41456.000
1285.401, 41681.000
1286.610, 41780.000
1287.820, 41560.000
1289.029, 41848.000
1290.239, 41540.000
1291.448, 42008.000
1292.656, 41809.000
1293.865, 41656.000
1295.073, 41754.000
1296.282, 41784.000
1297.490, 41590.000
1298.698, 41733.000
1299.906, 42061.000
1301.113, 41901.000
1302.320, 42003.000
1303.528, 41954.000
1304.735, 42186.000
1305.942, 42221.000
1307.148, 42136.000
1308.355, 42456.000
1309.561, 42123.000
1310.767, 42548.000
1311.973, 42413.000
1313.179, 42608.000
1314.384, 42679.668
1315.590, 42952.000
1316.795, 42656.000
1318.000, 42843.000
1319.205, 42651.000
1320.410, 43016.000
1321.614, 43020.000
1322.819, 42698.000
1324.023, 43097.000
1325.227, 43157.000
1326.431, 43612.000
1327.634, 43502.000
1328.838, 43289.000
1330.041, 43565.000
1331.244, 43702.000
1332.447, 43989.000
1333.650, 44105.820
1334.852, 44085.000
1336.055, 44423.000
1337.257, 44402.000
1338.459, 44699.000
1339.661, 44816.000
1340.862, 45376.000
1342.064, 45450.000
1343.265, 45580.000
1344.466, 45785.000
1345.667, 46508.000
1346.868, 46624.000
1348.068, 47144.000
1349.269, 47211.000
1350.469, 47224.000
1351.669, 47478.000
1352.869, 47365.000
1354.069, 47466.000
1355.268, 47710.000
1356.468, 46955.000
1357.667, 47275.000
1358.866, 47237.000
1360.065, 46732.000
1361.263, 47064.000
1362.462, 46456.000
1363.660, 46478.000
1364.858, 46626.000
1366.056, 46078.000
1367.254, 46145.000
1368.451, 46332.000
1369.649, 46179.000
1370.846, 45844.000
1372.043, 46168.000
1373.240, 45858.000
1374.436, 45905.000
1375.633, 46136.000
1376.829, 46072.000
1378.025, 46177.000
1379.221, 45913.000
1380.417, 46362.000
1381.613, 46448.000
1382.808, 46150.000
1384.003, 46483.000
1385.199, 46802.000
1386.393, 46524.000
1387.588, 46672.000
1388.783, 46899.000
1389.977, 46779.000
1391.171, 47248.000
1392.365, 46882.000
1393.559, 47323.000
1394.753, 47328.000
1395.946, 47378.000
1397.140, 47593.000
1398.333, 47488.000
1399.526, 47573.000
1400.719, 47528.000
1401.911, 47912.000
1403.104, 47705.000
1404.296, 47962.000
1405.488, 47724.000
1406.680, 48002.000
1407.872, 47618.000
1409.063, 47611.000
1410.255, 48194.000
1411.446, 47528.000
1412.637, 48007.000
1413.828, 47836.000
1415.018, 48022.000
1416.209, 47994.000
1417.399, 48080.000
1418.589, 48222.895
1419.779, 48320.000
1420.969, 48385.000
1422.159, 48195.000
1423.348, 48016.000
1424.537, 48218.000
1425.726, 48354.000
1426.915, 48464.000
1428.104, 48353.000
1429.293, 48438.000
##END=



