##NAMES=Eglestonite
##RRUFFID=R060612
##IDEAL CHEMISTRY=Hg^1+^_6_OCl_3_(OH)
##LOCALITY=Cahill mine, Poverty Peak District, Humboldt County, Nevada, USA
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Brown fragments
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060612
##MEASURED CHEMISTRY=Hg^1+^_6.00_OCl_3.00_(OH) ; O,H not measured but estimated by difference and stoichiometry
4.636183e+002, 8.620476e+000
4.641004e+002, 8.813265e+000
4.645826e+002, 8.960508e+000
4.650647e+002, 9.017954e+000
4.655468e+002, 9.008286e+000
4.660289e+002, 8.939321e+000
4.665110e+002, 8.775173e+000
4.669931e+002, 8.616702e+000
4.674753e+002, 8.408473e+000
4.679574e+002, 8.232800e+000
4.684395e+002, 8.221596e+000
4.689216e+002, 8.512193e+000
4.694037e+002, 8.715326e+000
4.698858e+002, 8.724917e+000
4.703680e+002, 8.560846e+000
4.708501e+002, 8.400677e+000
4.713322e+002, 8.226447e+000
4.718143e+002, 8.106112e+000
4.722964e+002, 8.134433e+000
4.727785e+002, 8.313746e+000
4.732607e+002, 8.324035e+000
4.737428e+002, 8.101643e+000
4.742249e+002, 7.811399e+000
4.747070e+002, 7.709279e+000
4.751891e+002, 7.769243e+000
4.756712e+002, 7.824739e+000
4.761534e+002, 7.801697e+000
4.766355e+002, 7.738635e+000
4.771176e+002, 7.687966e+000
4.775997e+002, 7.650842e+000
4.780818e+002, 7.637309e+000
4.785639e+002, 7.662609e+000
4.790461e+002, 7.712232e+000
4.795282e+002, 7.783681e+000
4.800103e+002, 7.898807e+000
4.804924e+002, 7.957572e+000
4.809745e+002, 7.851938e+000
4.814566e+002, 7.663641e+000
4.819388e+002, 7.513280e+000
4.824209e+002, 7.419180e+000
4.829030e+002, 7.390158e+000
4.833851e+002, 7.490037e+000
4.838672e+002, 7.700531e+000
4.843493e+002, 7.790186e+000
4.848315e+002, 7.576576e+000
4.853136e+002, 7.351680e+000
4.857957e+002, 7.272027e+000
4.862778e+002, 7.446171e+000
4.867599e+002, 7.530085e+000
4.872420e+002, 7.492241e+000
4.877242e+002, 7.386603e+000
4.882063e+002, 7.281940e+000
4.886884e+002, 7.172998e+000
4.891705e+002, 7.079089e+000
4.896526e+002, 6.998057e+000
4.901347e+002, 6.936067e+000
4.906169e+002, 6.933376e+000
4.910990e+002, 6.999662e+000
4.915811e+002, 7.058459e+000
4.920632e+002, 7.062710e+000
4.925453e+002, 7.016465e+000
4.930274e+002, 6.919308e+000
4.935096e+002, 6.758436e+000
4.939917e+002, 6.611659e+000
4.944738e+002, 6.582347e+000
4.949559e+002, 6.636627e+000
4.954380e+002, 6.688053e+000
4.959201e+002, 6.709688e+000
4.964023e+002, 6.710776e+000
4.968844e+002, 6.682999e+000
4.973665e+002, 6.636971e+000
4.978486e+002, 6.613383e+000
4.983307e+002, 6.636456e+000
4.988128e+002, 6.688118e+000
4.992950e+002, 6.769882e+000
4.997771e+002, 6.899605e+000
5.002592e+002, 6.980487e+000
5.007413e+002, 6.941100e+000
5.012234e+002, 6.858891e+000
5.017055e+002, 6.811583e+000
5.021877e+002, 6.892869e+000
5.026698e+002, 6.906856e+000
5.031519e+002, 6.779370e+000
5.036340e+002, 6.566259e+000
5.041161e+002, 6.469350e+000
5.045982e+002, 6.564139e+000
5.050804e+002, 6.641585e+000
5.055625e+002, 6.591909e+000
5.060446e+002, 6.398648e+000
5.065267e+002, 6.344699e+000
5.070088e+002, 6.469178e+000
5.074909e+002, 6.627845e+000
5.079731e+002, 6.659807e+000
5.084552e+002, 6.574839e+000
5.089373e+002, 6.528710e+000
5.094194e+002, 6.565128e+000
5.099015e+002, 6.624888e+000
5.103836e+002, 6.580308e+000
5.108658e+002, 6.458153e+000
5.113479e+002, 6.387694e+000
5.118300e+002, 6.506338e+000
5.123121e+002, 6.674975e+000
5.127943e+002, 6.722770e+000
5.132764e+002, 6.649193e+000
5.137585e+002, 6.537721e+000
5.142406e+002, 6.365093e+000
5.147227e+002, 6.218359e+000
5.152048e+002, 6.195765e+000
5.156870e+002, 6.403198e+000
5.161691e+002, 6.564597e+000
5.166512e+002, 6.555027e+000
5.171333e+002, 6.449357e+000
5.176154e+002, 6.370276e+000
5.180975e+002, 6.348485e+000
5.185797e+002, 6.343867e+000
5.190618e+002, 6.360278e+000
5.195439e+002, 6.394103e+000
5.200260e+002, 6.386975e+000
5.205081e+002, 6.301527e+000
5.209902e+002, 6.230115e+000
5.214724e+002, 6.239192e+000
5.219545e+002, 6.354993e+000
5.224366e+002, 6.400179e+000
5.229187e+002, 6.348233e+000
5.234008e+002, 6.276774e+000
5.238829e+002, 6.295322e+000
5.243651e+002, 6.398448e+000
5.248472e+002, 6.507398e+000
5.253293e+002, 6.621274e+000
5.258114e+002, 6.703759e+000
5.262935e+002, 6.658044e+000
5.267756e+002, 6.504496e+000
5.272578e+002, 6.359574e+000
5.277399e+002, 6.276286e+000
5.282220e+002, 6.246970e+000
5.287041e+002, 6.286270e+000
5.291862e+002, 6.398483e+000
5.296683e+002, 6.481318e+000
5.301505e+002, 6.454585e+000
5.306326e+002, 6.377948e+000
5.311147e+002, 6.308478e+000
5.315968e+002, 6.246339e+000
5.320789e+002, 6.212124e+000
5.325610e+002, 6.246967e+000
5.330432e+002, 6.310930e+000
5.335253e+002, 6.317875e+000
5.340074e+002, 6.177662e+000
5.344895e+002, 6.076878e+000
5.349716e+002, 6.071004e+000
5.354537e+002, 6.156498e+000
5.359359e+002, 6.211354e+000
5.364180e+002, 6.220186e+000
5.369001e+002, 6.227513e+000
5.373822e+002, 6.276537e+000
5.378643e+002, 6.374475e+000
5.383464e+002, 6.402812e+000
5.388286e+002, 6.340061e+000
5.393107e+002, 6.249517e+000
5.397928e+002, 6.204861e+000
5.402749e+002, 6.203539e+000
5.407570e+002, 6.232222e+000
5.412391e+002, 6.301822e+000
5.417213e+002, 6.381647e+000
5.422034e+002, 6.439068e+000
5.426855e+002, 6.470643e+000
5.431676e+002, 6.465130e+000
5.436497e+002, 6.389190e+000
5.441318e+002, 6.291046e+000
5.446140e+002, 6.199170e+000
5.450961e+002, 6.114591e+000
5.455782e+002, 6.069358e+000
5.460603e+002, 6.092925e+000
5.465424e+002, 6.151953e+000
5.470245e+002, 6.219882e+000
5.475067e+002, 6.335232e+000
5.479888e+002, 6.400331e+000
5.484709e+002, 6.377385e+000
5.489530e+002, 6.309403e+000
5.494351e+002, 6.269926e+000
5.499172e+002, 6.276443e+000
5.503994e+002, 6.276668e+000
5.508815e+002, 6.251517e+000
5.513636e+002, 6.208073e+000
5.518457e+002, 6.203108e+000
5.523278e+002, 6.247200e+000
5.528099e+002, 6.277725e+000
5.532921e+002, 6.237608e+000
5.537742e+002, 6.142317e+000
5.542563e+002, 6.078797e+000
5.547384e+002, 6.051701e+000
5.552205e+002, 6.055381e+000
5.557026e+002, 6.112761e+000
5.561848e+002, 6.193533e+000
5.566669e+002, 6.229558e+000
5.571490e+002, 6.173975e+000
5.576311e+002, 6.112017e+000
5.581132e+002, 6.108603e+000
5.585953e+002, 6.150380e+000
5.590775e+002, 6.206193e+000
5.595596e+002, 6.306913e+000
5.600417e+002, 6.379247e+000
5.605238e+002, 6.383580e+000
5.610059e+002, 6.317849e+000
5.614880e+002, 6.242293e+000
5.619702e+002, 6.108928e+000
5.624523e+002, 6.015070e+000
5.629344e+002, 6.017165e+000
5.634165e+002, 6.169857e+000
5.638986e+002, 6.274854e+000
5.643807e+002, 6.316366e+000
5.648629e+002, 6.331441e+000
5.653450e+002, 6.374245e+000
5.658271e+002, 6.451770e+000
5.663092e+002, 6.496045e+000
5.667913e+002, 6.493469e+000
5.672734e+002, 6.448843e+000
5.677556e+002, 6.348042e+000
5.682377e+002, 6.199928e+000
5.687198e+002, 6.082211e+000
5.692019e+002, 6.049873e+000
5.696840e+002, 6.066289e+000
5.701661e+002, 6.083770e+000
5.706483e+002, 6.101023e+000
5.711304e+002, 6.120265e+000
5.716125e+002, 6.139496e+000
5.720946e+002, 6.163061e+000
5.725767e+002, 6.197996e+000
5.730588e+002, 6.255744e+000
5.735410e+002, 6.297493e+000
5.740231e+002, 6.303872e+000
5.745052e+002, 6.290618e+000
5.749873e+002, 6.277265e+000
5.754694e+002, 6.258477e+000
5.759515e+002, 6.247913e+000
5.764337e+002, 6.241105e+000
5.769158e+002, 6.244100e+000
5.773979e+002, 6.290636e+000
5.778800e+002, 6.410327e+000
5.783621e+002, 6.483887e+000
5.788442e+002, 6.427653e+000
5.793264e+002, 6.268291e+000
5.798085e+002, 6.259834e+000
5.802906e+002, 6.417166e+000
5.807727e+002, 6.560801e+000
5.812548e+002, 6.502523e+000
5.817369e+002, 6.317361e+000
5.822191e+002, 6.190510e+000
5.827012e+002, 6.147178e+000
5.831832e+002, 6.150101e+000
5.836653e+002, 6.192442e+000
5.841475e+002, 6.252365e+000
5.846296e+002, 6.297342e+000
5.851117e+002, 6.305221e+000
5.855938e+002, 6.307585e+000
5.860759e+002, 6.333040e+000
5.865580e+002, 6.364237e+000
5.870402e+002, 6.352299e+000
5.875223e+002, 6.163422e+000
5.880044e+002, 6.060127e+000
5.884865e+002, 6.168164e+000
5.889686e+002, 6.493607e+000
5.894507e+002, 6.654037e+000
5.899329e+002, 6.585436e+000
5.904150e+002, 6.464245e+000
5.908971e+002, 6.395548e+000
5.913792e+002, 6.381298e+000
5.918613e+002, 6.402275e+000
5.923434e+002, 6.468971e+000
5.928256e+002, 6.529705e+000
5.933077e+002, 6.512302e+000
5.937898e+002, 6.433032e+000
5.942719e+002, 6.346912e+000
5.947540e+002, 6.244401e+000
5.952361e+002, 6.184938e+000
5.957183e+002, 6.283136e+000
5.962004e+002, 6.477339e+000
5.966825e+002, 6.622049e+000
5.971646e+002, 6.637522e+000
5.976467e+002, 6.595819e+000
5.981288e+002, 6.495525e+000
5.986110e+002, 6.351655e+000
5.990931e+002, 6.286889e+000
5.995752e+002, 6.412733e+000
6.000573e+002, 6.553096e+000
6.005394e+002, 6.626022e+000
6.010215e+002, 6.616673e+000
6.015037e+002, 6.595876e+000
6.019858e+002, 6.562976e+000
6.024679e+002, 6.519602e+000
6.029500e+002, 6.456231e+000
6.034321e+002, 6.365929e+000
6.039142e+002, 6.328526e+000
6.043964e+002, 6.363823e+000
6.048785e+002, 6.430521e+000
6.053606e+002, 6.453819e+000
6.058427e+002, 6.446229e+000
6.063248e+002, 6.469927e+000
6.068069e+002, 6.593773e+000
6.072891e+002, 6.714408e+000
6.077712e+002, 6.683057e+000
6.082533e+002, 6.538771e+000
6.087354e+002, 6.420409e+000
6.092175e+002, 6.418762e+000
6.096996e+002, 6.450820e+000
6.101818e+002, 6.473273e+000
6.106639e+002, 6.482898e+000
6.111460e+002, 6.481288e+000
6.116281e+002, 6.450591e+000
6.121102e+002, 6.422661e+000
6.125923e+002, 6.418283e+000
6.130745e+002, 6.455013e+000
6.135566e+002, 6.472034e+000
6.140387e+002, 6.463010e+000
6.145208e+002, 6.443261e+000
6.150029e+002, 6.427924e+000
6.154850e+002, 6.416383e+000
6.159672e+002, 6.424324e+000
6.164493e+002, 6.462803e+000
6.169314e+002, 6.508572e+000
6.174135e+002, 6.512801e+000
6.178956e+002, 6.485207e+000
6.183777e+002, 6.464621e+000
6.188599e+002, 6.463254e+000
6.193420e+002, 6.482767e+000
6.198241e+002, 6.555875e+000
6.203062e+002, 6.663549e+000
6.207883e+002, 6.712343e+000
6.212704e+002, 6.608717e+000
6.217526e+002, 6.469070e+000
6.222347e+002, 6.345483e+000
6.227168e+002, 6.235131e+000
6.231989e+002, 6.188719e+000
6.236810e+002, 6.251117e+000
6.241631e+002, 6.344648e+000
6.246453e+002, 6.423891e+000
6.251274e+002, 6.492787e+000
6.256095e+002, 6.530512e+000
6.260916e+002, 6.528794e+000
6.265737e+002, 6.508519e+000
6.270558e+002, 6.481732e+000
6.275380e+002, 6.451145e+000
6.280201e+002, 6.484956e+000
6.285022e+002, 6.627077e+000
6.289843e+002, 6.797952e+000
6.294664e+002, 6.873437e+000
6.299485e+002, 6.870424e+000
6.304307e+002, 6.840561e+000
6.309128e+002, 6.792473e+000
6.313949e+002, 6.741171e+000
6.318770e+002, 6.700454e+000
6.323591e+002, 6.668257e+000
6.328412e+002, 6.632215e+000
6.333234e+002, 6.556250e+000
6.338055e+002, 6.501503e+000
6.342876e+002, 6.508528e+000
6.347697e+002, 6.594395e+000
6.352518e+002, 6.662255e+000
6.357339e+002, 6.729967e+000
6.362161e+002, 6.757646e+000
6.366982e+002, 6.682412e+000
6.371803e+002, 6.472067e+000
6.376624e+002, 6.421636e+000
6.381445e+002, 6.594736e+000
6.386266e+002, 6.801729e+000
6.391088e+002, 6.732347e+000
6.395909e+002, 6.459766e+000
6.400730e+002, 6.310885e+000
6.405551e+002, 6.425477e+000
6.410372e+002, 6.610332e+000
6.415193e+002, 6.680083e+000
6.420015e+002, 6.658678e+000
6.424836e+002, 6.602192e+000
6.429657e+002, 6.485545e+000
6.434478e+002, 6.387303e+000
6.439299e+002, 6.341544e+000
6.444120e+002, 6.347223e+000
6.448942e+002, 6.387219e+000
6.453763e+002, 6.501764e+000
6.458584e+002, 6.606374e+000
6.463405e+002, 6.670664e+000
6.468226e+002, 6.691558e+000
6.473047e+002, 6.723701e+000
6.477869e+002, 6.780445e+000
6.482690e+002, 6.812751e+000
6.487511e+002, 6.759236e+000
6.492332e+002, 6.634018e+000
6.497153e+002, 6.557594e+000
6.501974e+002, 6.538849e+000
6.506796e+002, 6.569317e+000
6.511617e+002, 6.694456e+000
6.516438e+002, 6.853109e+000
6.521259e+002, 6.924115e+000
6.526080e+002, 6.856932e+000
6.530901e+002, 6.745900e+000
6.535723e+002, 6.597166e+000
6.540544e+002, 6.455657e+000
6.545365e+002, 6.392909e+000
6.550186e+002, 6.485991e+000
6.555007e+002, 6.594032e+000
6.559828e+002, 6.702744e+000
6.564650e+002, 6.804049e+000
6.569471e+002, 6.875365e+000
6.574292e+002, 6.920973e+000
6.579113e+002, 6.924331e+000
6.583934e+002, 6.862158e+000
6.588755e+002, 6.751595e+000
6.593577e+002, 6.689246e+000
6.598398e+002, 6.674966e+000
6.603219e+002, 6.702335e+000
6.608040e+002, 6.816838e+000
6.612861e+002, 6.955798e+000
6.617682e+002, 6.977071e+000
6.622504e+002, 6.874127e+000
6.627325e+002, 6.764516e+000
6.632146e+002, 6.704809e+000
6.636967e+002, 6.692282e+000
6.641788e+002, 6.739186e+000
6.646609e+002, 6.884516e+000
6.651431e+002, 6.979439e+000
6.656252e+002, 6.964078e+000
6.661073e+002, 6.892961e+000
6.665894e+002, 6.821945e+000
6.670715e+002, 6.751686e+000
6.675536e+002, 6.679327e+000
6.680358e+002, 6.596911e+000
6.685179e+002, 6.521845e+000
6.690000e+002, 6.480925e+000
6.694821e+002, 6.474042e+000
6.699642e+002, 6.516976e+000
6.704464e+002, 6.647259e+000
6.709285e+002, 6.785624e+000
6.714106e+002, 6.743533e+000
6.718927e+002, 6.576951e+000
6.723748e+002, 6.485383e+000
6.728569e+002, 6.659449e+000
6.733391e+002, 6.877704e+000
6.738212e+002, 6.991949e+000
6.743033e+002, 7.004898e+000
6.747854e+002, 6.970163e+000
6.752675e+002, 6.827280e+000
6.757496e+002, 6.710331e+000
6.762318e+002, 6.691849e+000
6.767139e+002, 6.784175e+000
6.771960e+002, 6.836699e+000
6.776781e+002, 6.838052e+000
6.781602e+002, 6.821005e+000
6.786423e+002, 6.796214e+000
6.791245e+002, 6.763200e+000
6.796066e+002, 6.787406e+000
6.800887e+002, 6.880733e+000
6.805708e+002, 6.969844e+000
6.810529e+002, 6.968149e+000
6.815350e+002, 6.908460e+000
6.820172e+002, 6.855464e+000
6.824993e+002, 6.819787e+000
6.829814e+002, 6.803453e+000
6.834635e+002, 6.802549e+000
6.839456e+002, 6.824328e+000
6.844277e+002, 6.878183e+000
6.849099e+002, 7.034594e+000
6.853920e+002, 7.142585e+000
6.858741e+002, 7.143762e+000
6.863562e+002, 7.088307e+000
6.868383e+002, 7.066951e+000
6.873204e+002, 7.102459e+000
6.878026e+002, 7.113864e+000
6.882847e+002, 7.082519e+000
6.887668e+002, 7.013863e+000
6.892489e+002, 6.888410e+000
6.897310e+002, 6.711302e+000
6.902131e+002, 6.612107e+000
6.906953e+002, 6.706349e+000
6.911774e+002, 6.892630e+000
6.916595e+002, 7.047659e+000
6.921416e+002, 7.164363e+000
6.926237e+002, 7.203765e+000
6.931058e+002, 7.053702e+000
6.935880e+002, 6.891372e+000
6.940701e+002, 6.839099e+000
6.945522e+002, 6.914374e+000
6.950343e+002, 6.991173e+000
6.955164e+002, 7.097682e+000
6.959985e+002, 7.157466e+000
6.964807e+002, 7.116862e+000
6.969628e+002, 6.944612e+000
6.974449e+002, 6.821010e+000
6.979270e+002, 6.740583e+000
6.984091e+002, 6.724413e+000
6.988912e+002, 6.835295e+000
6.993734e+002, 7.039835e+000
6.998555e+002, 7.173220e+000
7.003376e+002, 7.208174e+000
7.008197e+002, 7.203238e+000
7.013018e+002, 7.217521e+000
7.017839e+002, 7.228822e+000
7.022661e+002, 7.202407e+000
7.027482e+002, 7.110993e+000
7.032303e+002, 7.011371e+000
7.037124e+002, 6.885760e+000
7.041945e+002, 6.776586e+000
7.046766e+002, 6.752530e+000
7.051588e+002, 6.871110e+000
7.056409e+002, 6.988361e+000
7.061230e+002, 7.105570e+000
7.066051e+002, 7.200023e+000
7.070872e+002, 7.205156e+000
7.075693e+002, 7.114380e+000
7.080515e+002, 7.025248e+000
7.085336e+002, 6.972730e+000
7.090157e+002, 6.940193e+000
7.094978e+002, 6.892497e+000
7.099799e+002, 6.834187e+000
7.104620e+002, 6.786117e+000
7.109442e+002, 6.731441e+000
7.114263e+002, 6.714127e+000
7.119084e+002, 6.808336e+000
7.123905e+002, 6.991635e+000
7.128726e+002, 7.098984e+000
7.133547e+002, 7.008392e+000
7.138369e+002, 6.905694e+000
7.143190e+002, 6.858337e+000
7.148011e+002, 6.866606e+000
7.152832e+002, 6.928243e+000
7.157653e+002, 7.075168e+000
7.162474e+002, 7.195327e+000
7.167296e+002, 7.195059e+000
7.172117e+002, 7.093310e+000
7.176938e+002, 7.053097e+000
7.181759e+002, 7.081256e+000
7.186580e+002, 7.099420e+000
7.191401e+002, 7.006796e+000
7.196223e+002, 6.877633e+000
7.201044e+002, 6.806302e+000
7.205865e+002, 6.805280e+000
7.210686e+002, 6.867546e+000
7.215507e+002, 7.076379e+000
7.220328e+002, 7.296854e+000
7.225150e+002, 7.406614e+000
7.229971e+002, 7.283026e+000
7.234792e+002, 7.254140e+000
7.239613e+002, 7.385152e+000
7.244434e+002, 7.541109e+000
7.249255e+002, 7.538910e+000
7.254077e+002, 7.363441e+000
7.258898e+002, 7.277114e+000
7.263719e+002, 7.345135e+000
7.268540e+002, 7.443751e+000
7.273361e+002, 7.366166e+000
7.278182e+002, 7.182474e+000
7.283004e+002, 7.082130e+000
7.287825e+002, 7.190701e+000
7.292646e+002, 7.298679e+000
7.297467e+002, 7.239748e+000
7.302288e+002, 7.087008e+000
7.307109e+002, 6.970767e+000
7.311931e+002, 6.926614e+000
7.316752e+002, 6.919691e+000
7.321573e+002, 6.954856e+000
7.326394e+002, 7.018674e+000
7.331215e+002, 7.077816e+000
7.336036e+002, 7.135418e+000
7.340858e+002, 7.172162e+000
7.345679e+002, 7.175981e+000
7.350500e+002, 7.159643e+000
7.355321e+002, 7.145934e+000
7.360142e+002, 7.138196e+000
7.364963e+002, 7.156804e+000
7.369785e+002, 7.254277e+000
7.374606e+002, 7.352317e+000
7.379427e+002, 7.362773e+000
7.384248e+002, 7.302650e+000
7.389069e+002, 7.260141e+000
7.393890e+002, 7.294599e+000
7.398712e+002, 7.327656e+000
7.403533e+002, 7.307441e+000
7.408354e+002, 7.238098e+000
7.413175e+002, 7.246347e+000
7.417996e+002, 7.378708e+000
7.422817e+002, 7.478251e+000
7.427639e+002, 7.421946e+000
7.432460e+002, 7.241841e+000
7.437281e+002, 7.244135e+000
7.442102e+002, 7.428490e+000
7.446923e+002, 7.596703e+000
7.451744e+002, 7.579468e+000
7.456566e+002, 7.464313e+000
7.461387e+002, 7.326194e+000
7.466208e+002, 7.170828e+000
7.471029e+002, 7.103555e+000
7.475850e+002, 7.242642e+000
7.480671e+002, 7.437035e+000
7.485493e+002, 7.603220e+000
7.490314e+002, 7.755163e+000
7.495135e+002, 7.778481e+000
7.499956e+002, 7.602870e+000
7.504777e+002, 7.406364e+000
7.509598e+002, 7.337814e+000
7.514420e+002, 7.395899e+000
7.519241e+002, 7.434866e+000
7.524062e+002, 7.443906e+000
7.528883e+002, 7.451758e+000
7.533704e+002, 7.504258e+000
7.538525e+002, 7.570570e+000
7.543347e+002, 7.606211e+000
7.548168e+002, 7.607702e+000
7.552989e+002, 7.555655e+000
7.557810e+002, 7.349178e+000
7.562631e+002, 7.129441e+000
7.567452e+002, 7.044937e+000
7.572274e+002, 7.253371e+000
7.577095e+002, 7.381322e+000
7.581916e+002, 7.420660e+000
7.586737e+002, 7.388801e+000
7.591558e+002, 7.263858e+000
7.596379e+002, 7.035110e+000
7.601201e+002, 6.960139e+000
7.606022e+002, 7.108484e+000
7.610843e+002, 7.323171e+000
7.615664e+002, 7.407813e+000
7.620485e+002, 7.402205e+000
7.625306e+002, 7.389387e+000
7.630128e+002, 7.398621e+000
7.634949e+002, 7.397823e+000
7.639770e+002, 7.327121e+000
7.644591e+002, 7.247950e+000
7.649412e+002, 7.253449e+000
7.654233e+002, 7.498779e+000
7.659055e+002, 7.626998e+000
7.663876e+002, 7.568279e+000
7.668697e+002, 7.407964e+000
7.673518e+002, 7.284397e+000
7.678339e+002, 7.195871e+000
7.683160e+002, 7.195562e+000
7.687982e+002, 7.334212e+000
7.692803e+002, 7.496009e+000
7.697624e+002, 7.453312e+000
7.702445e+002, 7.287118e+000
7.707266e+002, 7.205518e+000
7.712087e+002, 7.376697e+000
7.716909e+002, 7.572047e+000
7.721730e+002, 7.710945e+000
7.726551e+002, 7.783807e+000
7.731372e+002, 7.760379e+000
7.736193e+002, 7.530755e+000
7.741014e+002, 7.357296e+000
7.745836e+002, 7.277435e+000
7.750657e+002, 7.285704e+000
7.755478e+002, 7.408823e+000
7.760299e+002, 7.655050e+000
7.765120e+002, 7.813744e+000
7.769941e+002, 7.783011e+000
7.774763e+002, 7.647882e+000
7.779584e+002, 7.504540e+000
7.784405e+002, 7.371122e+000
7.789226e+002, 7.307417e+000
7.794047e+002, 7.411829e+000
7.798868e+002, 7.523880e+000
7.803690e+002, 7.559399e+000
7.808511e+002, 7.532086e+000
7.813332e+002, 7.508249e+000
7.818153e+002, 7.503870e+000
7.822974e+002, 7.483809e+000
7.827795e+002, 7.420992e+000
7.832617e+002, 7.339849e+000
7.837438e+002, 7.361440e+000
7.842259e+002, 7.488089e+000
7.847080e+002, 7.570978e+000
7.851901e+002, 7.498237e+000
7.856722e+002, 7.370752e+000
7.861544e+002, 7.347925e+000
7.866365e+002, 7.410724e+000
7.871186e+002, 7.490916e+000
7.876007e+002, 7.571776e+000
7.880828e+002, 7.643427e+000
7.885649e+002, 7.719900e+000
7.890471e+002, 7.790213e+000
7.895292e+002, 7.772996e+000
7.900113e+002, 7.599703e+000
7.904934e+002, 7.463043e+000
7.909755e+002, 7.425200e+000
7.914576e+002, 7.475664e+000
7.919398e+002, 7.600613e+000
7.924219e+002, 7.794331e+000
7.929040e+002, 7.935425e+000
7.933861e+002, 7.924857e+000
7.938682e+002, 7.839594e+000
7.943503e+002, 7.759280e+000
7.948325e+002, 7.687404e+000
7.953146e+002, 7.630453e+000
7.957967e+002, 7.586477e+000
7.962788e+002, 7.563598e+000
7.967609e+002, 7.571654e+000
7.972430e+002, 7.607272e+000
7.977252e+002, 7.654229e+000
7.982073e+002, 7.735006e+000
7.986894e+002, 7.768526e+000
7.991715e+002, 7.703876e+000
7.996536e+002, 7.569556e+000
8.001357e+002, 7.449816e+000
8.006179e+002, 7.351448e+000
8.011000e+002, 7.341302e+000
8.015821e+002, 7.563144e+000
8.020642e+002, 7.818599e+000
8.025463e+002, 7.908672e+000
8.030284e+002, 7.849256e+000
8.035106e+002, 7.759677e+000
8.039927e+002, 7.600630e+000
8.044748e+002, 7.501671e+000
8.049569e+002, 7.548263e+000
8.054390e+002, 7.712649e+000
8.059211e+002, 7.724296e+000
8.064033e+002, 7.537152e+000
8.068854e+002, 7.397256e+000
8.073675e+002, 7.468534e+000
8.078496e+002, 7.650870e+000
8.083317e+002, 7.629995e+000
8.088138e+002, 7.449255e+000
8.092960e+002, 7.355894e+000
8.097781e+002, 7.648564e+000
8.102602e+002, 7.949237e+000
8.107423e+002, 7.953499e+000
8.112244e+002, 7.697725e+000
8.117065e+002, 7.530015e+000
8.121887e+002, 7.558985e+000
8.126708e+002, 7.613398e+000
8.131529e+002, 7.649859e+000
8.136350e+002, 7.669950e+000
8.141171e+002, 7.676895e+000
8.145992e+002, 7.668998e+000
8.150814e+002, 7.682246e+000
8.155635e+002, 7.779059e+000
8.160456e+002, 7.883082e+000
8.165277e+002, 7.829935e+000
8.170098e+002, 7.659788e+000
8.174919e+002, 7.533473e+000
8.179741e+002, 7.584390e+000
8.184562e+002, 7.647223e+000
8.189383e+002, 7.637944e+000
8.194204e+002, 7.565648e+000
8.199025e+002, 7.519652e+000
8.203846e+002, 7.502545e+000
8.208668e+002, 7.505575e+000
8.213489e+002, 7.528713e+000
8.218310e+002, 7.568480e+000
8.223131e+002, 7.623720e+000
8.227952e+002, 7.690728e+000
8.232773e+002, 7.742709e+000
8.237595e+002, 7.774757e+000
8.242416e+002, 7.778203e+000
8.247237e+002, 7.717994e+000
8.252058e+002, 7.619271e+000
8.256879e+002, 7.560704e+000
8.261700e+002, 7.614259e+000
8.266522e+002, 7.655911e+000
8.271343e+002, 7.625313e+000
8.276164e+002, 7.561733e+000
8.280985e+002, 7.627419e+000
8.285806e+002, 7.860174e+000
8.290627e+002, 7.996295e+000
8.295449e+002, 7.914268e+000
8.300270e+002, 7.724539e+000
8.305091e+002, 7.622285e+000
8.309912e+002, 7.589860e+000
8.314733e+002, 7.575829e+000
8.319554e+002, 7.547351e+000
8.324376e+002, 7.539310e+000
8.329197e+002, 7.609249e+000
8.334018e+002, 7.713095e+000
8.338839e+002, 7.725826e+000
8.343660e+002, 7.562251e+000
8.348481e+002, 7.452010e+000
8.353303e+002, 7.437086e+000
8.358124e+002, 7.495130e+000
8.362945e+002, 7.600924e+000
8.367766e+002, 7.747170e+000
8.372587e+002, 7.847145e+000
8.377408e+002, 7.858759e+000
8.382230e+002, 7.839240e+000
8.387051e+002, 7.840184e+000
8.391872e+002, 7.857179e+000
8.396693e+002, 7.882730e+000
8.401514e+002, 7.967200e+000
8.406335e+002, 7.993813e+000
8.411157e+002, 7.878175e+000
8.415978e+002, 7.719935e+000
8.420799e+002, 7.664635e+000
8.425620e+002, 7.732989e+000
8.430441e+002, 7.808114e+000
8.435262e+002, 7.882712e+000
8.440084e+002, 7.928761e+000
8.444905e+002, 7.882623e+000
8.449726e+002, 7.777201e+000
8.454547e+002, 7.687631e+000
8.459368e+002, 7.627975e+000
8.464189e+002, 7.603471e+000
8.469011e+002, 7.653398e+000
8.473832e+002, 7.723611e+000
8.478653e+002, 7.749012e+000
8.483474e+002, 7.694466e+000
8.488295e+002, 7.643102e+000
8.493116e+002, 7.577411e+000
8.497938e+002, 7.545364e+000
8.502759e+002, 7.639112e+000
8.507580e+002, 7.833842e+000
8.512401e+002, 7.928371e+000
8.517222e+002, 7.889045e+000
8.522043e+002, 7.806603e+000
8.526865e+002, 7.739245e+000
