##NAMES=Hydrocerussite
##RRUFFID=R070059
##IDEAL CHEMISTRY=Pb^2+^_3_(CO_3_)_2_(OH)_2_
##LOCALITY=Wanlockhead, Scotland
##OWNER=RRUFF
##SOURCE=William W. Pinch
##DESCRIPTION=Aggregates of colorless thin hexagonal plates, likely a pseudomorph after plumbonacrite
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070059
##MEASURED CHEMISTRY=Pb_3_(CO_3_)_2_(OH)_2_ ; Pb confirmed by EPMA, CO_2_ and H_2_O not analyzed but confirmed by Raman spectroscopy
745.1689, 8649.560
745.6510, 8670.750
746.1331, 8680.816
746.6152, 8676.231
747.0973, 8668.341
747.5794, 8651.714
748.0615, 8637.930
748.5436, 8634.216
749.0258, 8634.407
749.5079, 8628.788
749.9900, 8615.472
750.4721, 8605.985
750.9542, 8611.847
751.4363, 8618.313
751.9185, 8608.597
752.4006, 8590.791
752.8827, 8582.995
753.3648, 8588.576
753.8469, 8595.518
754.3290, 8594.134
754.8112, 8584.925
755.2933, 8566.576
755.7754, 8538.494
756.2575, 8517.232
756.7396, 8506.349
757.2217, 8502.178
757.7039, 8505.384
758.1860, 8512.203
758.6681, 8507.023
759.1502, 8466.851
759.6323, 8452.617
760.1144, 8498.799
760.5966, 8535.302
761.0787, 8518.486
761.5608, 8472.142
762.0429, 8433.575
762.5250, 8411.612
763.0071, 8401.186
763.4893, 8404.743
763.9714, 8413.927
764.4535, 8422.910
764.9356, 8429.324
765.4177, 8423.348
765.8998, 8404.379
766.3820, 8395.056
766.8641, 8423.885
767.3462, 8473.465
767.8283, 8466.245
768.3104, 8393.086
768.7925, 8349.128
769.2747, 8361.018
769.7568, 8384.664
770.2389, 8390.631
770.7210, 8381.138
771.2031, 8363.741
771.6852, 8328.938
772.1674, 8303.769
772.6495, 8292.665
773.1316, 8287.786
773.6137, 8289.106
774.0958, 8292.397
774.5779, 8290.963
775.0601, 8283.306
775.5422, 8276.935
776.0243, 8277.813
776.5064, 8281.120
776.9885, 8283.654
777.4706, 8283.982
777.9528, 8279.955
778.4349, 8270.764
778.9170, 8253.783
779.3991, 8224.794
779.8812, 8189.811
780.3633, 8168.006
780.8455, 8159.905
781.3276, 8158.185
781.8097, 8165.172
782.2918, 8167.361
782.7739, 8152.375
783.2560, 8128.079
783.7382, 8117.195
784.2203, 8128.130
784.7024, 8134.208
785.1845, 8132.344
785.6666, 8129.286
786.1487, 8127.254
786.6309, 8125.716
787.1130, 8125.143
787.5951, 8125.182
788.0772, 8120.668
788.5593, 8104.453
789.0414, 8087.276
789.5236, 8078.029
790.0057, 8073.805
790.4878, 8072.924
790.9699, 8072.862
791.4520, 8063.922
791.9341, 8037.754
792.4163, 8005.964
792.8984, 7991.681
793.3805, 7993.175
793.8626, 7991.044
794.3447, 7982.621
794.8268, 7979.089
795.3090, 7987.504
795.7911, 8001.744
796.2732, 8012.865
796.7553, 8023.970
797.2374, 8013.639
797.7195, 7955.788
798.2017, 7913.781
798.6838, 7914.229
799.1659, 7927.156
799.6480, 7924.780
800.1301, 7909.640
800.6122, 7904.677
801.0944, 7926.637
801.5765, 7944.623
802.0586, 7944.044
802.5407, 7933.962
803.0228, 7924.200
803.5049, 7912.905
803.9871, 7887.975
804.4692, 7843.396
804.9513, 7805.322
805.4334, 7807.083
805.9155, 7834.252
806.3976, 7856.868
806.8798, 7873.344
807.3619, 7879.520
807.8440, 7873.609
808.3261, 7867.763
808.8082, 7877.354
809.2903, 7897.845
809.7725, 7895.134
810.2546, 7862.373
810.7367, 7831.503
811.2188, 7804.478
811.7009, 7785.188
812.1830, 7775.856
812.6652, 7776.377
813.1473, 7788.771
813.6294, 7826.242
814.1115, 7841.420
814.5936, 7811.131
815.0757, 7779.293
815.5579, 7765.550
816.0400, 7762.015
816.5221, 7757.809
817.0042, 7751.244
817.4863, 7746.444
817.9684, 7753.667
818.4506, 7755.093
818.9327, 7723.341
819.4148, 7681.584
819.8969, 7671.390
820.3790, 7691.938
820.8611, 7712.420
821.3433, 7715.186
821.8254, 7706.593
822.3075, 7693.384
822.7896, 7677.004
823.2717, 7665.532
823.7538, 7659.502
824.2360, 7652.550
824.7181, 7640.825
825.2002, 7633.509
825.6823, 7644.299
826.1644, 7672.394
826.6465, 7686.859
827.1287, 7680.678
827.6108, 7677.151
828.0929, 7690.993
828.5750, 7696.182
829.0571, 7662.363
829.5392, 7607.383
830.0214, 7576.706
830.5035, 7578.741
830.9856, 7589.103
831.4677, 7621.530
831.9498, 7641.739
832.4319, 7615.046
832.9141, 7572.358
833.3962, 7562.282
833.8783, 7589.462
834.3604, 7607.440
834.8425, 7577.013
835.3246, 7539.792
835.8068, 7541.967
836.2889, 7561.400
836.7710, 7555.054
837.2531, 7524.367
837.7352, 7507.349
838.2173, 7526.278
838.6995, 7555.703
839.1816, 7558.533
839.6637, 7538.081
840.1458, 7500.581
840.6279, 7446.333
841.1100, 7431.599
841.5922, 7482.909
842.0743, 7543.132
842.5564, 7547.354
843.0385, 7502.212
843.5206, 7470.783
844.0027, 7456.463
844.4849, 7446.410
844.9670, 7435.711
845.4491, 7433.968
845.9312, 7456.653
846.4133, 7489.771
846.8954, 7499.425
847.3776, 7476.695
847.8597, 7462.605
848.3418, 7463.221
848.8239, 7470.223
849.3060, 7493.522
849.7881, 7512.652
850.2703, 7495.446
850.7524, 7449.037
851.2345, 7425.021
851.7166, 7457.168
852.1987, 7493.376
852.6808, 7490.466
853.1630, 7480.606
853.6451, 7509.777
854.1272, 7564.424
854.6093, 7602.227
855.0914, 7606.477
855.5735, 7589.401
856.0557, 7543.017
856.5378, 7493.283
857.0199, 7509.075
857.5020, 7573.954
857.9841, 7613.772
858.4662, 7612.367
858.9484, 7598.771
859.4305, 7594.009
859.9126, 7595.492
860.3947, 7597.465
860.8768, 7600.039
861.3589, 7600.788
861.8411, 7599.019
862.3232, 7598.441
862.8053, 7602.581
863.2874, 7604.668
863.7695, 7591.812
864.2516, 7563.190
864.7338, 7561.522
865.2159, 7630.500
865.6980, 7653.131
866.1801, 7560.782
866.6622, 7469.770
867.1443, 7454.635
867.6265, 7489.176
868.1086, 7516.959
868.5907, 7536.291
869.0728, 7536.324
869.5549, 7505.951
870.0370, 7465.867
870.5192, 7414.204
871.0013, 7366.153
871.4834, 7342.144
871.9655, 7340.527
872.4476, 7340.895
872.9297, 7336.942
873.4119, 7326.468
873.8940, 7299.248
874.3761, 7270.438
874.8582, 7257.400
875.3403, 7259.681
875.8224, 7278.520
876.3046, 7312.029
876.7867, 7328.623
877.2688, 7281.167
877.7509, 7206.218
878.2330, 7177.065
878.7151, 7184.982
879.1973, 7203.119
879.6794, 7224.413
880.1615, 7232.061
880.6436, 7213.005
881.1257, 7184.541
881.6078, 7183.733
882.0900, 7209.897
882.5721, 7226.617
883.0542, 7233.843
883.5363, 7221.664
884.0184, 7178.929
884.5005, 7140.717
884.9827, 7148.780
885.4648, 7194.479
885.9469, 7211.148
886.4290, 7186.401
886.9111, 7164.692
887.3932, 7148.235
887.8754, 7137.146
888.3575, 7133.163
888.8396, 7133.656
889.3217, 7134.355
889.8038, 7135.077
890.2859, 7137.341
890.7681, 7142.667
891.2502, 7147.559
891.7323, 7157.765
892.2144, 7161.439
892.6965, 7139.682
893.1786, 7105.223
893.6608, 7095.528
894.1429, 7129.375
894.6250, 7146.947
895.1071, 7105.290
895.5892, 7062.232
896.0714, 7058.226
896.5535, 7074.849
897.0356, 7087.503
897.5177, 7091.590
897.9998, 7091.308
898.4819, 7085.531
898.9641, 7083.231
899.4462, 7102.419
899.9283, 7122.880
900.4104, 7109.661
900.8925, 7073.885
901.3746, 7053.062
901.8568, 7058.943
902.3389, 7069.967
902.8210, 7066.746
903.3031, 7055.362
903.7852, 7043.436
904.2673, 7032.965
904.7495, 7032.289
905.2316, 7041.542
905.7137, 7052.658
906.1958, 7061.604
906.6779, 7065.298
907.1600, 7055.475
907.6422, 7034.974
908.1243, 7026.122
908.6064, 7028.991
909.0885, 7034.363
909.5706, 7040.863
910.0527, 7040.879
910.5349, 7026.576
911.0170, 7004.353
911.4991, 6996.539
911.9812, 7009.425
912.4633, 6995.868
912.9454, 6939.703
913.4276, 6905.044
913.9097, 6924.742
914.3918, 6960.005
914.8739, 6966.596
915.3560, 6947.661
915.8381, 6939.495
916.3203, 6949.567
916.8024, 6955.498
917.2845, 6951.406
917.7666, 6948.743
918.2487, 6957.068
918.7308, 6968.000
919.2130, 6967.018
919.6951, 6952.542
920.1772, 6947.189
920.6593, 6963.613
921.1414, 6973.706
921.6235, 6971.313
922.1057, 6961.050
922.5878, 6938.014
923.0699, 6911.727
923.5520, 6903.322
924.0341, 6919.452
924.5162, 6931.006
924.9984, 6923.329
925.4805, 6916.183
925.9626, 6927.385
926.4447, 6938.348
926.9268, 6919.975
927.4089, 6882.704
927.8911, 6868.475
928.3732, 6897.776
928.8553, 6928.444
929.3374, 6932.901
929.8195, 6930.867
930.3016, 6942.697
930.7838, 6958.686
931.2659, 6959.663
931.7480, 6945.121
932.2301, 6933.102
932.7122, 6937.650
933.1943, 6937.565
933.6765, 6897.528
934.1586, 6849.855
934.6407, 6848.079
935.1228, 6878.763
935.6049, 6897.309
936.0870, 6891.449
936.5692, 6880.312
937.0513, 6879.013
937.5334, 6881.599
938.0155, 6876.523
938.4976, 6868.604
938.9797, 6874.113
939.4619, 6890.439
939.9440, 6895.777
940.4261, 6881.343
940.9082, 6862.576
941.3903, 6856.187
941.8724, 6858.588
942.3546, 6860.757
942.8367, 6862.864
943.3188, 6867.893
943.8009, 6875.678
944.2830, 6874.472
944.7651, 6856.926
945.2472, 6838.076
945.7293, 6842.408
946.2114, 6865.984
946.6935, 6884.675
947.1757, 6898.575
947.6578, 6893.050
948.1399, 6862.491
948.6220, 6841.406
949.1041, 6854.570
949.5862, 6885.610
950.0684, 6904.282
950.5505, 6910.848
951.0326, 6890.203
951.5147, 6832.917
951.9968, 6805.854
952.4789, 6834.056
952.9611, 6867.579
953.4432, 6865.792
953.9253, 6840.779
954.4074, 6827.032
954.8895, 6826.464
955.3716, 6829.529
955.8538, 6840.279
956.3359, 6841.183
956.8180, 6817.997
957.3001, 6799.723
957.7822, 6816.932
958.2643, 6860.583
958.7465, 6890.914
959.2286, 6908.528
959.7107, 6909.628
960.1928, 6881.825
960.6749, 6860.315
961.1570, 6863.183
961.6392, 6871.276
962.1213, 6860.428
962.6034, 6834.926
963.0855, 6829.147
963.5676, 6867.747
964.0497, 6881.490
964.5319, 6848.625
965.0140, 6817.470
965.4961, 6801.271
965.9782, 6800.104
966.4603, 6823.148
966.9424, 6867.810
967.4246, 6888.229
967.9067, 6858.912
968.3888, 6843.381
968.8709, 6858.667
969.3530, 6874.091
969.8351, 6876.361
970.3173, 6870.234
970.7994, 6860.795
971.2815, 6848.441
971.7636, 6837.046
972.2457, 6829.417
972.7278, 6819.356
973.2100, 6792.074
973.6921, 6776.790
974.1742, 6802.307
974.6563, 6844.048
975.1384, 6864.399
975.6205, 6860.331
976.1027, 6857.174
976.5848, 6861.702
977.0669, 6864.868
977.5490, 6865.272
978.0311, 6862.687
978.5132, 6851.879
978.9954, 6840.227
979.4775, 6839.254
979.9596, 6850.521
980.4417, 6868.694
980.9238, 6906.329
981.4059, 6931.759
981.8881, 6929.771
982.3702, 6916.112
982.8523, 6893.394
983.3344, 6871.131
983.8165, 6865.606
984.2986, 6879.609
984.7808, 6896.143
985.2629, 6918.934
985.7450, 6931.176
986.2271, 6921.199
986.7092, 6902.227
987.1913, 6876.855
987.6735, 6853.534
988.1556, 6848.354
988.6377, 6864.689
989.1198, 6881.094
989.6019, 6887.586
990.0840, 6894.902
990.5662, 6920.285
991.0483, 6937.915
991.5304, 6912.865
992.0125, 6865.826
992.4946, 6841.787
992.9767, 6850.969
993.4589, 6865.965
993.9410, 6878.264
994.4231, 6890.202
994.9052, 6905.889
995.3873, 6919.107
995.8694, 6916.270
996.3516, 6908.662
996.8337, 6924.906
997.3158, 6971.975
997.7979, 7007.282
998.2800, 7011.068
998.7621, 6999.544
999.2443, 6969.968
999.7264, 6938.586
1000.208, 6916.443
1000.691, 6905.714
1001.173, 6907.864
1001.655, 6923.239
1002.137, 6947.949
1002.619, 6999.340
1003.101, 7035.848
1003.583, 7016.697
1004.065, 6989.221
1004.548, 7008.569
1005.030, 7051.658
1005.512, 7058.826
1005.994, 7017.172
1006.476, 6984.802
1006.958, 6997.105
1007.440, 7012.496
1007.922, 7001.988
1008.404, 6992.098
1008.887, 7014.499
1009.369, 7053.401
1009.851, 7075.487
1010.333, 7073.840
1010.815, 7063.824
1011.297, 7046.184
1011.779, 7028.717
1012.261, 7008.432
1012.744, 6995.961
1013.226, 7009.989
1013.708, 7034.633
1014.190, 7036.253
1014.672, 7010.040
1015.154, 6996.779
1015.636, 7022.452
1016.118, 7049.936
1016.600, 7071.208
1017.083, 7081.080
1017.565, 7063.871
1018.047, 7037.958
1018.529, 7036.363
1019.011, 7062.534
1019.493, 7083.234
1019.975, 7085.643
1020.457, 7083.608
1020.940, 7075.637
1021.422, 7071.167
1021.904, 7079.318
1022.386, 7093.820
1022.868, 7103.405
1023.350, 7107.793
1023.832, 7120.021
1024.314, 7159.745
1024.797, 7182.904
1025.279, 7160.004
1025.761, 7136.734
1026.243, 7144.870
1026.725, 7166.010
1027.207, 7172.610
1027.689, 7165.064
1028.171, 7167.415
1028.653, 7189.625
1029.135, 7212.665
1029.618, 7240.088
1030.100, 7259.156
1030.582, 7255.527
1031.064, 7245.901
1031.546, 7249.134
1032.028, 7264.381
1032.510, 7279.623
1032.992, 7290.948
1033.475, 7307.479
1033.957, 7330.249
1034.439, 7358.159
1034.921, 7387.569
1035.403, 7424.722
1035.885, 7474.909
1036.367, 7538.085
1036.849, 7610.868
1037.332, 7680.512
1037.814, 7790.439
1038.296, 7954.336
1038.778, 8140.688
1039.260, 8337.722
1039.742, 8558.668
1040.224, 8824.101
1040.706, 9118.251
1041.188, 9393.268
1041.671, 9635.338
1042.153, 9909.724
1042.635, 10202.68
1043.117, 10550.77
1043.599, 10968.98
1044.081, 11432.94
1044.563, 11933.39
1045.045, 12467.55
1045.527, 13029.19
1046.010, 13608.36
1046.492, 14306.63
1046.974, 15183.77
1047.456, 16027.75
1047.938, 16848.04
1048.420, 17529.66
1048.902, 18029.32
1049.384, 18303.60
1049.866, 18254.38
1050.349, 17895.65
1050.831, 17509.26
1051.313, 17079.91
1051.795, 16732.21
1052.277, 16517.69
1052.759, 16216.14
1053.241, 15737.20
1053.723, 15073.61
1054.206, 14176.48
1054.688, 13111.07
1055.170, 12141.49
1055.652, 11270.62
1056.134, 10523.29
1056.616, 9901.782
1057.098, 9379.130
1057.580, 8944.700
1058.063, 8583.629
1058.545, 8281.406
1059.027, 8042.269
1059.509, 7897.311
1059.991, 7831.750
1060.473, 7746.926
1060.955, 7644.297
1061.437, 7580.052
1061.919, 7567.462
1062.401, 7565.897
1062.884, 7547.468
1063.366, 7520.617
1063.848, 7496.072
1064.330, 7474.210
1064.812, 7451.875
1065.294, 7433.575
1065.776, 7438.719
1066.258, 7466.282
1066.741, 7492.932
1067.223, 7506.858
1067.705, 7512.654
1068.187, 7512.246
1068.669, 7508.948
1069.151, 7502.706
1069.633, 7499.562
1070.115, 7515.524
1070.598, 7544.877
1071.080, 7565.468
1071.562, 7570.079
1072.044, 7570.235
1072.526, 7573.936
1073.008, 7576.746
1073.490, 7572.915
1073.972, 7567.761
1074.454, 7564.527
1074.937, 7565.788
1075.419, 7577.413
1075.901, 7598.809
1076.383, 7618.624
1076.865, 7633.320
1077.347, 7642.487
1077.829, 7637.388
1078.311, 7635.872
1078.793, 7656.929
1079.276, 7684.125
1079.758, 7691.375
1080.240, 7684.201
1080.722, 7697.749
1081.204, 7751.844
1081.686, 7787.003
1082.168, 7771.490
1082.650, 7760.402
1083.133, 7781.410
1083.615, 7807.424
1084.097, 7817.912
1084.579, 7815.921
1085.061, 7806.277
1085.543, 7783.857
1086.025, 7784.535
1086.507, 7826.354
1086.990, 7858.434
1087.472, 7868.100
1087.954, 7876.596
1088.436, 7898.333
1088.918, 7920.787
1089.400, 7924.801
1089.882, 7912.404
1090.364, 7906.878
1090.846, 7906.232
1091.328, 7925.072
1091.811, 7970.953
1092.293, 8005.906
1092.775, 8014.132
1093.257, 8014.110
1093.739, 8020.880
1094.221, 8037.143
1094.703, 8074.974
1095.185, 8132.300
1095.668, 8178.050
1096.150, 8211.512
1096.632, 8230.582
1097.114, 8235.024
1097.596, 8227.841
1098.078, 8209.508
1098.560, 8197.838
1099.042, 8224.737
1099.525, 8273.036
1100.007, 8299.385
1100.489, 8312.847
1100.971, 8343.787
1101.453, 8387.900
1101.935, 8409.032
1102.417, 8395.941
1102.899, 8384.748
1103.381, 8405.327
1103.864, 8437.721
1104.346, 8466.886
1104.828, 8490.978
1105.310, 8507.770
1105.792, 8517.587
1106.274, 8513.349
1106.756, 8500.986
1107.238, 8513.542
1107.720, 8573.968
1108.203, 8629.479
1108.685, 8652.100
1109.167, 8664.809
1109.649, 8679.450
1110.131, 8692.357
1110.613, 8698.246
1111.095, 8698.906
1111.577, 8699.647
1112.060, 8701.309
1112.542, 8702.005
1113.024, 8690.064
1113.506, 8694.014
1113.988, 8735.815
1114.470, 8774.481
1114.952, 8786.787
1115.434, 8788.027
1115.917, 8798.660
1116.399, 8816.974
1116.881, 8826.610
1117.363, 8823.901
1117.845, 8826.146
1118.327, 8834.990
1118.809, 8847.648
1119.291, 8867.596
1119.773, 8869.028
1120.255, 8824.835
1120.738, 8766.993
1121.220, 8772.301
1121.702, 8830.550
1122.184, 8844.538
1122.666, 8819.402
1123.148, 8803.476
1123.630, 8804.674
1124.112, 8815.382
1124.595, 8831.996
1125.077, 8849.903
1125.559, 8867.774
1126.041, 8878.891
1126.523, 8862.183
1127.005, 8836.825
1127.487, 8838.020
1127.969, 8861.564
1128.452, 8898.118
1128.934, 8939.300
1129.416, 8958.454
1129.898, 8937.230
1130.380, 8912.009
1130.862, 8902.729
1131.344, 8903.399
1131.826, 8912.829
1132.308, 8927.251
1132.791, 8945.861
1133.273, 8965.467
1133.755, 8981.451
1134.237, 8993.380
1134.719, 8994.959
1135.201, 8957.790
1135.683, 8950.896
1136.165, 9022.780
1136.647, 9084.101
1137.130, 9087.298
1137.612, 9066.111
1138.094, 9053.635
1138.576, 9049.381
1139.058, 9052.437
1139.540, 9067.173
1140.022, 9066.510
1140.504, 9040.713
1140.987, 9051.371
1141.469, 9120.572
1141.951, 9184.065
1142.433, 9200.563
1142.915, 9190.945
1143.397, 9184.292
1143.879, 9179.733
1144.361, 9169.655
1144.844, 9158.479
1145.326, 9167.961
1145.808, 9197.436
1146.290, 9237.714
1146.772, 9282.723
1147.254, 9309.127
1147.736, 9292.680
1148.218, 9278.455
1148.700, 9329.864
1149.182, 9396.793
1149.665, 9427.067
1150.147, 9429.468
1150.629, 9404.935
1151.111, 9371.532
1151.593, 9377.582
1152.075, 9438.684
1152.557, 9487.148
1153.039, 9477.958
1153.522, 9412.618
1154.004, 9473.669
1154.486, 9518.785
1154.968, 9548.835
1155.450, 9518.663
1155.932, 9566.254
1156.414, 9582.677
1156.896, 9597.828
1157.379, 9656.412
1157.861, 9634.998
1158.343, 9692.845
1158.825, 9719.048
1159.307, 9759.737
1159.789, 9769.066
1160.271, 9788.085
1160.753, 9888.397
1161.235, 9956.042
1161.718, 10022.10
1162.200, 10059.94
1162.682, 10076.03
1163.164, 10109.79
1163.646, 10160.34
1164.128, 10202.58
1164.610, 10230.80
1165.092, 10260.34
1165.574, 10299.81
1166.057, 10351.27
1166.539, 10430.52
1167.021, 10509.20
1167.503, 10554.68
1167.985, 10580.62
1168.467, 10592.39
1168.949, 10605.71
1169.431, 10652.49
1169.914, 10738.54
1170.396, 10830.69
1170.878, 10934.27
1171.360, 11019.48
1171.842, 11073.45
1172.324, 11115.79
1172.806, 11149.36
1173.288, 11180.87
1173.771, 11213.15
1174.253, 11249.03
1174.735, 11298.49
1175.217, 11363.78
1175.699, 11411.89
1176.181, 11438.72
1176.663, 11470.33
1177.145, 11509.47
1177.627, 11564.32
1178.109, 11639.43
1178.592, 11717.54
1179.074, 11783.18
1179.556, 11836.56
1180.038, 11872.02
1180.520, 11898.31
1181.002, 11943.39
1181.484, 11996.25
1181.966, 12016.83
1182.449, 12012.05
1182.931, 12035.02
1183.413, 12105.52
1183.895, 12176.77
1184.377, 12221.81
1184.859, 12255.52
1185.341, 12278.23
1185.823, 12301.51
1186.306, 12338.08
1186.788, 12377.73
1187.270, 12404.87
1187.752, 12422.04
1188.234, 12444.85
1188.716, 12472.00
1189.198, 12512.61
1189.680, 12567.71
1190.162, 12636.78
1190.645, 12729.32
1191.127, 12808.88
1191.609, 12857.81
1192.091, 12884.59
1192.573, 12893.71
1193.055, 12899.42
1193.537, 12950.03
1194.019, 13035.68
1194.501, 13103.04
1194.984, 13155.26
1195.466, 13217.39
1195.948, 13292.15
1196.430, 13361.85
1196.912, 13418.71
1197.394, 13482.91
1197.876, 13588.78
1198.358, 13684.49
1198.841, 13714.58
1199.323, 13726.81
1199.805, 13756.31
1200.287, 13803.27
1200.769, 13871.90
1201.251, 13954.60
1201.733, 14018.21
1202.215, 14042.81
1202.698, 14106.98
1203.180, 14255.48
1203.662, 14360.89
1204.144, 14379.23
1204.626, 14410.70
1205.108, 14510.53
1205.590, 14623.23
1206.072, 14684.63
1206.554, 14714.43
1207.036, 14773.86
1207.519, 14856.36
1208.001, 14909.30
1208.483, 14941.21
1208.965, 15011.40
1209.447, 15118.10
1209.929, 15190.17
1210.411, 15200.42
1210.893, 15214.52
1211.376, 15287.20
1211.858, 15374.62
1212.340, 15449.33
1212.822, 15514.11
1213.304, 15579.42
##END=



