##NAMES=Triphylite
##RRUFFID=R050624
##IDEAL CHEMISTRY=LiFe^2+^PO_4_
##LOCALITY=Minas Gerais, Brazil
##OWNER=RRUFF
##SOURCE=Gemological Center
##DESCRIPTION=Brown fragment
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050624
##MEASURED CHEMISTRY=Li_1.00_(Fe^2+^_0.55_Mn^2+^_0.45_)_Σ=1_P_1.00_O_4_ ; Li not measured, but estimated by difference
624.8191, 1069.970
625.3012, 1095.414
625.7833, 1116.257
626.2654, 1131.414
626.7476, 1141.748
627.2297, 1145.187
627.7118, 1138.301
628.1939, 1120.993
628.6760, 1097.501
629.1581, 1068.057
629.6403, 1034.094
630.1224, 995.1148
630.6045, 952.6649
631.0866, 912.5145
631.5687, 877.5798
632.0508, 846.0544
632.5330, 816.2031
633.0151, 788.4820
633.4972, 764.6874
633.9793, 746.6262
634.4614, 731.8546
634.9435, 719.5938
635.4257, 710.4044
635.9078, 700.9526
636.3899, 689.3616
636.8720, 679.2282
637.3541, 673.5918
637.8362, 673.4177
638.3184, 673.2313
638.8005, 673.1680
639.2826, 672.2277
639.7647, 668.8456
640.2468, 663.2414
640.7289, 656.9495
641.2111, 649.9923
641.6932, 643.2374
642.1753, 637.9261
642.6574, 633.5887
643.1395, 629.1782
643.6216, 623.6073
644.1038, 618.3196
644.5859, 614.2543
645.0680, 611.2286
645.5501, 608.2367
646.0322, 604.3553
646.5143, 601.2333
646.9965, 599.9436
647.4786, 600.6758
647.9607, 599.3074
648.4428, 594.5958
648.9249, 590.2949
649.4070, 589.5377
649.8892, 592.2139
650.3713, 592.6111
650.8534, 590.2138
651.3355, 587.2980
651.8176, 586.7598
652.2997, 587.4670
652.7819, 586.8395
653.2640, 583.9661
653.7461, 580.5898
654.2282, 577.5479
654.7103, 574.9955
655.1924, 573.1719
655.6746, 572.2962
656.1567, 571.9653
656.6388, 572.8454
657.1209, 574.2022
657.6030, 573.8902
658.0851, 570.6658
658.5673, 568.0229
659.0494, 567.0849
659.5316, 567.5836
660.0137, 567.9158
660.4958, 568.0601
660.9779, 568.2560
661.4600, 568.4836
661.9421, 568.8949
662.4243, 570.3163
662.9064, 572.7189
663.3885, 574.3606
663.8706, 572.9025
664.3527, 570.5795
664.8348, 569.7712
665.3170, 571.2389
665.7991, 572.5399
666.2812, 572.8292
666.7633, 572.5932
667.2454, 572.2755
667.7275, 571.9361
668.2097, 571.3846
668.6918, 570.1679
669.1739, 569.1599
669.6560, 570.3417
670.1381, 574.0837
670.6202, 575.7455
671.1024, 573.4306
671.5845, 569.6504
672.0666, 569.6991
672.5487, 572.5781
673.0308, 574.4162
673.5129, 572.0750
673.9951, 568.8185
674.4772, 567.3582
674.9593, 567.4176
675.4414, 567.7465
675.9235, 568.3766
676.4056, 568.6953
676.8878, 568.3052
677.3699, 567.1464
677.8520, 566.0377
678.3341, 564.5652
678.8162, 563.7792
679.2983, 564.7804
679.7805, 567.8115
680.2626, 568.6103
680.7447, 566.8187
681.2268, 564.6902
681.7089, 564.6569
682.1910, 565.9946
682.6732, 566.7780
683.1553, 566.6133
683.6374, 566.4018
684.1195, 567.0967
684.6016, 568.0798
685.0837, 568.5745
685.5659, 567.8640
686.0480, 567.3508
686.5301, 567.8213
687.0122, 568.5676
687.4943, 568.2878
687.9764, 565.9589
688.4586, 564.7874
688.9407, 565.7468
689.4228, 567.8968
689.9049, 568.6378
690.3870, 567.9460
690.8691, 567.2079
691.3513, 566.9266
691.8334, 567.0051
692.3155, 567.5374
692.7976, 568.3730
693.2797, 568.8274
693.7618, 568.1053
694.2440, 567.1854
694.7261, 566.7844
695.2082, 566.9297
695.6903, 567.0013
696.1724, 566.3080
696.6545, 566.0554
697.1367, 567.1877
697.6188, 570.2138
698.1009, 570.6758
698.5830, 567.3566
699.0651, 564.2811
699.5472, 565.4578
700.0294, 570.2488
700.5115, 573.1173
700.9936, 573.5583
701.4757, 572.8829
701.9578, 571.5568
702.4399, 570.2381
702.9221, 570.2006
703.4042, 572.4598
703.8863, 573.9590
704.3684, 572.3356
704.8505, 569.3976
705.3326, 567.2830
705.8148, 567.1218
706.2969, 566.6992
706.7790, 565.2738
707.2611, 563.9227
707.7432, 565.2287
708.2253, 569.9083
708.7075, 572.3406
709.1896, 570.3409
709.6718, 566.3762
710.1539, 565.7131
710.6360, 567.6716
711.1181, 569.4192
711.6002, 569.2367
712.0823, 568.5575
712.5645, 568.4483
713.0466, 568.8523
713.5287, 569.5421
714.0108, 570.4525
714.4929, 571.6179
714.9750, 573.3049
715.4572, 575.4308
715.9393, 576.7584
716.4214, 576.9508
716.9035, 577.0754
717.3856, 578.0652
717.8677, 579.6760
718.3499, 578.5128
718.8320, 574.4648
719.3141, 570.8479
719.7962, 570.3019
720.2783, 571.7595
720.7604, 574.1217
721.2426, 577.3318
721.7247, 579.5653
722.2068, 578.8240
722.6889, 577.3414
723.1710, 576.7800
723.6531, 577.5498
724.1353, 578.8828
724.6174, 581.4250
725.0995, 583.7966
725.5816, 584.7564
726.0637, 584.0917
726.5458, 583.0947
727.0280, 581.5660
727.5101, 580.6385
727.9922, 582.8735
728.4743, 586.8795
728.9564, 588.3672
729.4385, 585.4969
729.9207, 582.1251
730.4028, 581.0755
730.8849, 581.5460
731.3670, 582.4459
731.8491, 583.8143
732.3312, 585.1516
732.8134, 586.0368
733.2955, 586.9584
733.7776, 588.9749
734.2597, 592.9296
734.7418, 595.2551
735.2239, 594.6939
735.7061, 592.6667
736.1882, 592.7322
736.6703, 594.5391
737.1524, 595.3405
737.6345, 593.1160
738.1166, 590.2783
738.5988, 589.6045
739.0809, 590.5417
739.5630, 591.5087
740.0451, 592.3978
740.5272, 592.6312
741.0093, 591.0325
741.4915, 588.1992
741.9736, 588.1413
742.4557, 593.3301
742.9378, 596.3524
743.4199, 593.3665
743.9020, 585.9123
744.3842, 583.6603
744.8663, 586.6010
745.3484, 589.7278
745.8305, 589.1755
746.3126, 587.2996
746.7947, 588.0313
747.2769, 591.1302
747.7590, 593.8165
748.2411, 594.9376
748.7232, 594.9158
749.2053, 593.6355
749.6874, 590.8611
750.1696, 589.0424
750.6517, 588.6082
751.1338, 588.6061
751.6159, 588.5557
752.0980, 588.4471
752.5801, 588.1625
753.0623, 587.5676
753.5444, 587.8397
754.0265, 591.3533
754.5086, 596.0641
754.9907, 597.4296
755.4728, 594.8484
755.9550, 592.4449
756.4371, 593.7988
756.9192, 595.8132
757.4013, 595.6757
757.8835, 591.5430
758.3656, 589.4363
758.8477, 590.9166
759.3298, 593.1105
759.8120, 593.5464
760.2941, 591.9219
760.7762, 591.1220
761.2583, 591.3023
761.7404, 592.2931
762.2225, 594.7862
762.7047, 597.8439
763.1868, 599.1691
763.6689, 598.1600
764.1510, 596.1971
764.6331, 592.6022
765.1152, 589.3243
765.5974, 588.5410
766.0795, 593.1475
766.5616, 596.3030
767.0437, 596.9063
767.5258, 596.5093
768.0079, 597.0958
768.4901, 598.9266
768.9722, 599.3499
769.4543, 597.7501
769.9364, 595.3798
770.4185, 593.3381
770.9006, 591.9050
771.3828, 592.1039
771.8649, 595.2015
772.3470, 597.7666
772.8291, 596.8684
773.3112, 594.2663
773.7933, 592.3923
774.2755, 592.0836
774.7576, 592.1798
775.2397, 592.7090
775.7218, 593.5143
776.2039, 594.5013
776.6860, 595.7654
777.1682, 596.3168
777.6503, 595.7239
778.1324, 594.8558
778.6145, 595.4965
779.0966, 596.9743
779.5787, 597.3988
780.0609, 594.9709
780.5430, 592.9475
781.0251, 594.1497
781.5072, 596.9313
781.9893, 598.2811
782.4714, 595.4997
782.9536, 594.1081
783.4357, 595.2142
783.9178, 597.7303
784.3999, 599.6680
784.8820, 601.0597
785.3641, 601.4465
785.8463, 600.5308
786.3284, 598.8528
786.8105, 596.5289
787.2926, 594.1544
787.7747, 593.2744
788.2568, 595.7316
788.7390, 598.6090
789.2211, 600.7543
789.7032, 602.2499
790.1853, 603.3283
790.6674, 603.7454
791.1495, 604.1476
791.6317, 604.5751
792.1138, 605.0953
792.5959, 605.9141
793.0780, 607.0422
793.5601, 608.1927
794.0422, 609.3705
794.5244, 610.4206
795.0065, 611.0340
795.4886, 611.3771
795.9707, 611.8199
796.4528, 612.1459
796.9349, 613.0243
797.4171, 615.6982
797.8992, 619.1044
798.3813, 620.1033
798.8634, 617.0939
799.3455, 615.0365
799.8276, 614.8848
800.3098, 616.4238
800.7919, 619.9675
801.2740, 625.2198
801.7561, 629.1629
802.2382, 630.3744
802.7203, 630.0268
803.2025, 627.8096
803.6846, 625.0751
804.1667, 624.8691
804.6488, 631.5166
805.1309, 637.2532
805.6130, 639.4606
806.0952, 639.2161
806.5773, 638.3127
807.0594, 636.0638
807.5416, 635.7379
808.0237, 638.8862
808.5058, 643.4760
808.9879, 644.5890
809.4700, 643.0914
809.9521, 642.8120
810.4343, 647.2717
810.9164, 651.0858
811.3985, 648.1390
811.8806, 641.6989
812.3627, 638.6279
812.8448, 644.1859
813.3270, 648.9166
813.8091, 651.0018
814.2912, 651.4128
814.7733, 652.0873
815.2554, 653.0420
815.7375, 654.0729
816.2197, 655.1265
816.7018, 656.2370
817.1839, 657.5012
817.6660, 658.8458
818.1481, 660.0447
818.6302, 660.3214
819.1124, 661.3082
819.5945, 664.4660
820.0766, 668.7278
820.5587, 672.1441
821.0408, 675.6066
821.5229, 676.0204
822.0051, 671.5809
822.4872, 665.5917
822.9693, 664.7218
823.4514, 668.4148
823.9335, 670.6142
824.4156, 669.1395
824.8978, 666.9128
825.3799, 666.8220
825.8620, 668.1697
826.3441, 669.8305
826.8262, 672.3827
827.3083, 673.9859
827.7905, 673.2789
828.2726, 671.8683
828.7547, 671.8837
829.2368, 673.8287
829.7189, 674.8701
830.2010, 674.2971
830.6832, 673.5945
831.1653, 675.5226
831.6474, 679.0053
832.1295, 680.9484
832.6116, 680.0276
833.0938, 679.0190
833.5759, 680.1558
834.0580, 682.0046
834.5401, 682.9350
835.0222, 680.9724
835.5043, 680.8826
835.9865, 683.5810
836.4686, 687.0101
836.9507, 688.9777
837.4328, 689.5240
837.9149, 689.4133
838.3970, 688.5824
838.8792, 688.0773
839.3613, 689.5053
839.8434, 691.6943
840.3255, 693.0175
840.8076, 693.0560
841.2897, 692.7143
841.7719, 691.8301
842.2540, 690.9904
842.7361, 690.6960
843.2182, 691.1957
843.7003, 691.2726
844.1824, 690.9661
844.6646, 690.0808
845.1467, 687.6105
845.6288, 684.5316
846.1109, 683.9202
846.5930, 686.0504
847.0751, 687.7098
847.5573, 685.8752
848.0394, 683.4006
848.5215, 682.7526
849.0036, 684.7302
849.4857, 684.7585
849.9678, 681.3179
850.4500, 678.2900
850.9321, 678.5042
851.4142, 681.4728
851.8963, 680.9619
852.3784, 677.0693
852.8605, 673.4349
853.3427, 673.8295
853.8248, 675.0374
854.3069, 672.7428
854.7890, 667.3671
855.2711, 664.3608
855.7532, 667.3405
856.2354, 671.2408
856.7175, 674.8541
857.1996, 677.9355
857.6818, 678.2833
858.1639, 675.3760
858.6460, 673.6277
859.1281, 676.2266
859.6102, 680.4258
860.0923, 680.5905
860.5745, 677.7852
861.0566, 675.6523
861.5387, 677.3406
862.0208, 678.6042
862.5029, 676.7000
862.9850, 672.8535
863.4672, 671.2332
863.9493, 672.6974
864.4314, 674.1945
864.9135, 675.0262
865.3956, 675.5673
865.8777, 677.1442
866.3599, 679.2733
866.8420, 679.6110
867.3241, 676.1042
867.8062, 672.8191
868.2883, 672.9896
868.7704, 675.2589
869.2526, 677.6250
869.7347, 681.3246
870.2168, 682.4758
870.6989, 679.6105
871.1810, 675.6175
871.6631, 674.4308
872.1453, 675.8938
872.6274, 676.9344
873.1095, 677.0201
873.5916, 677.0575
874.0737, 678.5266
874.5558, 680.2391
875.0380, 680.4597
875.5201, 678.0867
876.0022, 676.7955
876.4843, 678.4269
876.9664, 680.6335
877.4485, 682.0101
877.9307, 682.4969
878.4128, 682.6407
878.8949, 682.4525
879.3770, 681.8896
879.8591, 680.0508
880.3412, 678.1901
880.8234, 678.7060
881.3055, 681.6614
881.7876, 684.4717
882.2697, 686.2226
882.7518, 687.2823
883.2339, 687.7780
883.7161, 687.7376
884.1982, 687.0833
884.6803, 685.4609
885.1624, 684.6818
885.6445, 686.1110
886.1266, 688.7326
886.6088, 689.9871
887.0909, 690.2310
887.5730, 690.8992
888.0551, 693.2727
888.5372, 695.7200
889.0193, 697.8779
889.5015, 699.4279
889.9836, 699.3788
890.4657, 696.4462
890.9478, 695.1707
891.4299, 696.9167
891.9120, 700.1473
892.3942, 702.4394
892.8763, 703.7587
893.3584, 703.6812
893.8405, 701.2750
894.3226, 699.3356
894.8047, 700.5087
895.2869, 703.0842
895.7690, 704.9442
896.2511, 704.2869
896.7332, 705.4756
897.2153, 709.6456
897.6974, 713.8312
898.1796, 714.0393
898.6617, 711.0461
899.1438, 710.5868
899.6259, 713.3107
900.1080, 716.5189
900.5901, 717.8082
901.0723, 718.6279
901.5544, 720.3421
902.0365, 723.1972
902.5186, 726.3170
903.0007, 730.1127
903.4828, 733.3798
903.9650, 735.4183
904.4471, 736.3696
904.9292, 737.4263
905.4113, 738.6104
905.8935, 740.1461
906.3756, 742.3023
906.8577, 744.7787
907.3398, 747.3139
907.8220, 749.9044
908.3041, 752.5043
908.7862, 754.0941
909.2683, 757.1641
909.7504, 763.0648
910.2325, 770.2550
910.7147, 774.4334
911.1968, 775.6959
911.6789, 777.9659
912.1610, 782.6569
912.6431, 788.0464
913.1252, 791.5281
913.6074, 794.5965
914.0895, 799.6576
914.5716, 809.3434
915.0537, 817.6592
915.5358, 822.9810
916.0179, 827.4468
916.5001, 833.2421
916.9822, 840.4724
917.4643, 846.9587
917.9464, 852.5510
918.4285, 857.6707
918.9106, 861.8676
919.3928, 866.2250
919.8749, 872.1926
920.3570, 879.9530
920.8391, 888.3140
921.3212, 898.6506
921.8033, 907.6161
922.2855, 912.6929
922.7676, 914.6799
923.2497, 922.1880
923.7318, 935.2833
924.2139, 949.5129
924.6960, 962.3168
925.1782, 975.1800
925.6603, 989.9746
926.1424, 1006.289
926.6245, 1022.957
927.1066, 1037.543
927.5887, 1054.792
928.0709, 1075.746
928.5530, 1099.829
929.0351, 1125.503
929.5172, 1152.790
929.9993, 1182.981
930.4814, 1215.754
930.9636, 1253.095
931.4457, 1296.470
931.9278, 1346.059
932.4099, 1401.246
932.8920, 1459.164
933.3741, 1530.151
933.8563, 1613.330
934.3384, 1713.743
934.8205, 1831.109
935.3026, 1966.389
935.7847, 2128.404
936.2668, 2318.620
936.7490, 2532.811
937.2311, 2769.643
937.7132, 3029.387
938.1953, 3309.675
938.6774, 3611.032
939.1595, 3917.638
939.6417, 4220.263
940.1238, 4532.628
940.6059, 4849.812
941.0880, 5178.481
941.5701, 5541.777
942.0522, 5940.260
942.5344, 6375.239
943.0165, 6849.224
943.4986, 7373.295
943.9807, 7947.951
944.4628, 8586.245
944.9449, 9304.484
945.4271, 10117.25
945.9092, 11016.26
946.3913, 12012.58
946.8734, 13076.95
947.3555, 14200.69
947.8376, 15374.64
948.3198, 16579.23
948.8019, 17814.49
949.2840, 18871.05
949.7661, 19709.81
950.2482, 20181.92
950.7303, 20132.98
951.2125, 19554.15
951.6946, 18571.88
952.1767, 17053.84
952.6588, 15411.00
953.1409, 13716.91
953.6230, 12034.53
954.1052, 10506.11
954.5873, 9131.840
955.0695, 7914.601
955.5516, 6872.215
956.0337, 5960.142
956.5158, 5170.499
956.9979, 4491.953
957.4800, 3903.244
957.9622, 3406.881
958.4443, 2984.369
958.9264, 2638.762
959.4085, 2358.676
959.8906, 2137.385
960.3727, 1966.872
960.8549, 1824.638
961.3370, 1707.271
961.8191, 1609.187
962.3012, 1531.890
962.7833, 1466.453
963.2654, 1408.618
963.7476, 1357.726
964.2297, 1312.908
964.7118, 1275.535
965.1939, 1242.284
965.6760, 1211.880
966.1581, 1184.815
966.6403, 1162.375
967.1224, 1143.793
967.6045, 1126.093
968.0866, 1107.623
968.5687, 1090.532
969.0508, 1074.842
969.5330, 1061.346
970.0151, 1051.046
970.4972, 1044.576
970.9793, 1038.539
971.4614, 1032.617
971.9435, 1027.318
972.4257, 1022.992
972.9078, 1019.725
973.3899, 1017.690
973.8720, 1016.925
974.3541, 1016.954
974.8362, 1019.598
975.3184, 1020.845
975.8005, 1018.968
976.2826, 1014.199
976.7647, 1007.651
977.2468, 999.3784
977.7289, 991.8305
978.2111, 986.3543
978.6932, 982.0093
979.1753, 977.8998
979.6574, 974.1637
980.1395, 971.0496
980.6216, 968.7122
981.1038, 966.8272
981.5859, 964.6407
982.0680, 963.9062
982.5501, 967.0860
983.0322, 973.7851
983.5143, 980.8768
983.9965, 988.0689
984.4786, 996.7880
984.9607, 1007.762
985.4428, 1020.954
985.9249, 1036.955
986.4070, 1055.855
986.8892, 1074.030
987.3713, 1090.572
987.8534, 1108.151
988.3355, 1127.268
988.8176, 1148.533
989.2997, 1173.693
989.7819, 1202.191
990.2640, 1232.526
990.7461, 1263.818
991.2282, 1296.719
991.7103, 1331.921
992.1924, 1368.804
992.6746, 1405.432
993.1567, 1440.810
993.6388, 1482.125
994.1209, 1530.081
994.6030, 1582.737
995.0851, 1637.879
995.5673, 1699.170
996.0494, 1762.177
996.5315, 1833.762
997.0136, 1907.783
997.4957, 1986.236
997.9778, 2064.915
998.4600, 2142.760
998.9421, 2218.389
999.4242, 2289.597
999.9063, 2354.522
1000.388, 2400.139
1000.871, 2420.431
1001.353, 2424.329
1001.835, 2418.556
1002.317, 2401.700
1002.799, 2371.858
1003.281, 2328.716
1003.763, 2271.050
1004.245, 2196.611
1004.728, 2112.049
1005.210, 2017.527
1005.692, 1916.863
1006.174, 1818.779
1006.656, 1723.980
1007.138, 1635.792
1007.620, 1555.245
1008.102, 1481.482
1008.584, 1412.773
1009.067, 1353.930
1009.549, 1297.451
1010.031, 1255.043
1010.513, 1217.427
1010.995, 1183.739
1011.477, 1153.766
1011.959, 1127.143
1012.441, 1104.657
1012.924, 1088.158
1013.406, 1079.212
1013.888, 1070.454
1014.370, 1060.182
1014.852, 1050.470
1015.334, 1042.367
1015.816, 1035.701
1016.298, 1030.179
1016.780, 1025.421
1017.263, 1018.214
1017.745, 1005.682
1018.227, 991.3312
1018.709, 977.2701
1019.191, 963.0754
1019.673, 947.8871
1020.155, 931.5068
1020.637, 914.5172
1021.120, 896.7286
1021.602, 878.8420
1022.084, 860.8174
1022.566, 843.5392
1023.048, 828.7658
1023.530, 816.6651
1024.012, 805.8747
1024.494, 796.1721
1024.976, 787.5565
1025.458, 779.9507
1025.941, 773.3778
1026.423, 768.3459
1026.905, 764.7604
1027.387, 761.2704
1027.869, 757.2604
1028.351, 753.5544
1028.833, 750.8155
1029.316, 748.8986
1029.798, 747.7333
1030.280, 748.3373
1030.762, 746.8809
1031.244, 742.4332
1031.726, 738.2805
1032.208, 737.4217
1032.690, 738.6135
1033.172, 738.1526
1033.655, 736.4120
1034.137, 735.6949
1034.619, 738.2748
1035.101, 740.8705
1035.583, 742.9797
1036.065, 743.9284
1036.547, 741.4371
1037.029, 735.3333
1037.511, 731.8962
1037.994, 732.3880
1038.476, 734.4865
1038.958, 737.0135
1039.440, 739.2136
1039.922, 740.2982
1040.404, 740.1337
1040.886, 738.9455
1041.368, 736.6010
1041.851, 733.5788
1042.333, 729.5148
1042.815, 725.3288
1043.297, 723.9094
1043.779, 724.4337
1044.261, 724.4736
1044.743, 722.4783
1045.225, 720.8106
1045.708, 721.0090
1046.190, 721.5214
1046.672, 720.6049
1047.154, 717.9726
1047.636, 717.0402
1048.118, 717.9171
1048.600, 719.4010
1049.082, 720.8418
1049.564, 722.2178
1050.047, 723.6814
1050.529, 725.1027
1051.011, 725.6575
1051.493, 724.1990
1051.975, 724.3779
1052.457, 727.3378
1052.939, 731.1956
1053.421, 732.4227
1053.903, 732.3688
1054.386, 734.4652
1054.868, 739.5460
1055.350, 744.8741
1055.832, 748.6966
1056.314, 752.9945
1056.796, 758.8798
1057.278, 766.2117
1057.760, 773.5280
1058.243, 780.8768
1058.725, 788.6772
1059.207, 797.1089
1059.689, 806.0906
1060.171, 815.6212
1060.653, 825.7288
1061.135, 836.4963
1061.617, 847.5819
1062.099, 859.6566
1062.582, 872.4844
1063.064, 887.1511
1063.546, 903.8601
1064.028, 923.4637
1064.510, 949.3363
1064.992, 980.2875
1065.474, 1010.237
1065.956, 1035.140
1066.438, 1061.344
1066.921, 1092.345
1067.403, 1123.671
1067.885, 1151.122
1068.367, 1173.754
1068.849, 1181.389
1069.331, 1172.444
1069.813, 1151.692
1070.295, 1116.766
1070.778, 1075.990
1071.260, 1033.833
1071.742, 990.7746
1072.224, 954.0988
1072.706, 924.0182
1073.188, 899.0437
1073.670, 878.1130
1074.152, 862.5449
1074.635, 855.7683
1075.117, 854.7629
1075.599, 854.4590
1076.081, 852.5253
1076.563, 854.2808
1077.045, 860.6250
1077.527, 869.3743
1078.009, 879.6078
1078.491, 890.8839
1078.974, 902.5453
1079.456, 914.1271
1079.938, 923.2631
1080.420, 928.9675
1080.902, 932.0731
1081.384, 933.9877
1081.866, 932.7479
1082.348, 925.1270
1082.831, 910.9894
1083.313, 893.6389
1083.795, 873.4365
1084.277, 852.6214
1084.759, 831.8079
1085.241, 812.5790
1085.723, 796.4520
1086.205, 783.4310
1086.688, 771.7101
1087.170, 761.1816
1087.652, 751.9665
1088.134, 743.8972
1088.616, 737.6515
1089.098, 735.8846
1089.580, 735.9971
1090.062, 733.1035
1090.544, 725.3233
1091.026, 720.1476
1091.509, 720.3279
1091.991, 721.3393
1092.473, 721.4540
1092.955, 720.7560
1093.437, 719.3020
1093.919, 717.2504
1094.401, 715.2932
1094.883, 713.6258
1095.366, 712.2054
1095.848, 710.6917
1096.330, 709.6595
1096.812, 709.7182
1097.294, 710.9824
1097.776, 712.3638
1098.258, 713.8591
1098.740, 714.6880
1099.223, 713.3397
1099.705, 712.0023
1100.187, 712.9054
1100.669, 715.2022
1101.151, 716.5870
1101.633, 716.7072
1102.115, 716.5600
1102.597, 716.1406
1103.079, 715.8783
1103.562, 716.1535
1104.044, 716.9296
1104.526, 718.3785
1105.008, 720.4409
1105.490, 722.1264
1105.972, 722.7756
1106.454, 723.7003
1106.936, 725.2414
1107.418, 727.1747
1107.901, 728.8676
1108.383, 730.5905
1108.865, 733.2691
1109.347, 737.3223
1109.829, 740.8669
1110.311, 742.6579
1110.793, 744.1531
1111.275, 746.4022
1111.758, 749.0198
1112.240, 749.1765
1112.722, 747.2365
1113.204, 746.9445
1113.686, 751.2053
1114.168, 754.5383
1114.650, 751.7721
1115.132, 746.8766
1115.615, 744.2462
1116.097, 744.4641
1116.579, 743.6813
1117.061, 741.8129
1117.543, 740.2394
1118.025, 740.6457
1118.507, 741.1619
1118.989, 739.6405
1119.471, 736.7438
1119.953, 733.9280
1120.436, 731.3316
1120.918, 729.0126
1121.400, 726.9489
1121.882, 725.2396
1122.364, 724.1572
1122.846, 723.4045
1123.328, 722.9164
1123.810, 722.4371
1124.293, 720.6552
1124.775, 715.3386
1125.257, 711.0677
1125.739, 708.4698
1126.221, 707.5013
1126.703, 709.1199
1127.185, 712.2631
1127.667, 713.7294
1128.150, 713.0990
1128.632, 711.5182
1129.114, 708.2383
1129.596, 705.5979
1130.078, 704.5997
1130.560, 704.8558
1131.042, 705.6095
1131.524, 706.6697
1132.006, 706.6115
1132.489, 704.7825
1132.971, 703.0271
1133.453, 702.4325
1133.935, 702.5822
1134.417, 703.3290
1134.899, 704.6056
1135.381, 705.5286
1135.863, 706.1057
1136.346, 705.7138
1136.828, 703.5975
1137.310, 701.2960
1137.792, 699.9009
1138.274, 699.3125
1138.756, 699.6129
1139.238, 701.1272
1139.720, 701.5814
1140.203, 700.7692
1140.685, 700.2889
1141.167, 701.7618
1141.649, 703.6471
1142.131, 704.0238
1142.613, 703.3328
1143.095, 702.4975
1143.577, 701.5217
1144.059, 700.6968
1144.542, 699.9072
1145.024, 699.6658
1145.506, 701.0843
1145.988, 703.0308
1146.470, 703.4465
1146.952, 702.5367
1147.434, 701.5615
1147.916, 700.6103
1148.398, 700.1506
1148.881, 700.6179
1149.363, 700.8944
1149.845, 699.1082
1150.327, 696.1125
1150.809, 693.6339
1151.291, 691.9220
1151.773, 691.7988
1152.255, 696.0439
1152.738, 698.8368
1153.220, 698.0938
1153.702, 695.4483
1154.184, 693.5241
1154.666, 692.4482
1155.148, 693.1467
1155.630, 695.9352
1156.112, 698.1920
1156.594, 698.5432
1157.077, 697.8264
1157.559, 696.0510
1158.041, 693.8077
1158.523, 693.4446
1159.005, 694.7385
1159.487, 695.9661
1159.969, 696.5752
1160.451, 697.3933
1160.933, 699.8471
1161.416, 701.9418
1161.898, 701.9461
1162.380, 700.1293
1162.862, 699.1557
1163.344, 699.0350
1163.826, 699.9749
1164.308, 702.8635
1164.790, 705.1447
1165.273, 704.1166
1165.755, 701.8336
1166.237, 700.3409
1166.719, 699.6541
1167.201, 700.3348
1167.683, 702.4724
1168.165, 704.3162
1168.647, 704.1534
1169.130, 704.2661
1169.612, 707.6334
1170.094, 712.2985
1170.576, 715.2407
1171.058, 716.0812
1171.540, 715.8467
1172.022, 714.3902
1172.504, 713.0173
1172.986, 712.4257
1173.469, 712.5760
1173.951, 713.7949
1174.433, 715.6832
1174.915, 717.2516
1175.397, 718.2431
1175.879, 719.2947
1176.361, 720.3437
1176.843, 721.9530
1177.326, 725.3741
1177.808, 729.1220
1178.290, 731.2498
1178.772, 732.0232
1179.254, 732.7070
1179.736, 733.1406
1180.218, 734.4333
1180.700, 736.9171
1181.182, 739.5700
1181.665, 741.6418
1182.147, 743.0006
1182.629, 742.8958
1183.111, 741.6249
1183.593, 741.3489
1184.075, 742.7874
1184.557, 744.6660
1185.039, 747.1666
1185.521, 749.0101
1186.004, 747.4854
1186.486, 744.5573
1186.968, 743.9580
1187.450, 745.8984
1187.932, 745.9357
1188.414, 742.4510
1188.896, 738.3484
1189.378, 733.9818
1189.861, 729.9128
1190.343, 727.5414
1190.825, 725.9907
1191.307, 723.5025
1191.789, 719.7189
1192.271, 716.6692
1192.753, 714.9602
1193.235, 713.6785
1193.718, 712.6485
1194.200, 711.7683
1194.682, 710.9811
1195.164, 710.1697
1195.646, 708.9474
1196.128, 707.0665
1196.610, 705.9356
1197.092, 706.8474
1197.574, 706.7086
1198.057, 703.6890
1198.539, 699.5721
1199.021, 698.8759
1199.503, 700.0956
1199.985, 699.3403
1200.467, 694.2307
1200.949, 692.6190
1201.431, 698.4577
1201.913, 703.4764
1202.396, 703.1627
1202.878, 699.7555
1203.360, 698.8331
1203.842, 699.5975
1204.324, 699.9736
1204.806, 698.9836
1205.288, 698.6127
1205.770, 699.5287
1206.253, 700.5298
1206.735, 700.9935
1207.217, 701.0047
1207.699, 700.5618
1208.181, 699.8969
1208.663, 699.5988
1209.145, 699.7924
1209.627, 700.5331
1210.109, 701.6131
1210.592, 703.5057
1211.074, 707.2152
1211.556, 711.7353
1212.038, 713.9988
1212.520, 714.3201
1213.002, 713.4346
1213.484, 710.0687
1213.966, 708.0231
1214.448, 707.7805
1214.931, 708.6609
1215.413, 710.6862
1215.895, 713.2641
1216.377, 714.7237
1216.859, 715.3145
1217.341, 715.8649
1217.823, 716.9596
1218.305, 717.5514
1218.788, 717.3557
1219.270, 717.0145
1219.752, 716.7247
1220.234, 716.8215
1220.716, 719.1205
1221.198, 722.6707
1221.680, 724.1758
1222.162, 719.2909
1222.645, 717.2488
1223.127, 719.6051
1223.609, 723.1937
1224.091, 725.7314
1224.573, 727.0020
1225.055, 725.5005
1225.537, 722.1370
1226.019, 720.4154
1226.501, 722.6686
1226.984, 725.1050
