##NAMES=Humboldtine
##RRUFFID=R170002
##IDEAL CHEMISTRY=Fe^2+^(C_2_)^6+^O_4_&#183;2H_2_O
##LOCALITY=Zomba, Malawi
##OWNER=RRUFF
##SOURCE=Donald Doell
##DESCRIPTION=Small yellow granular to short prismatic crystals with good cleavage, grown on aegirine. Associated with albite.
##STATUS=The identification of this mineral has been confirmed only by single crystal X-ray diffraction.
##URL=rruff.info/R170002
##MEASURED CHEMISTRY=EDS analysis only revealed Fe, with some Mn and Al.
4.704553e+002, 5.167913e+003
4.709374e+002, 5.170523e+003
4.714196e+002, 5.174077e+003
4.719017e+002, 5.179099e+003
4.723838e+002, 5.182922e+003
4.728659e+002, 5.183658e+003
4.733480e+002, 5.181834e+003
4.738301e+002, 5.183493e+003
4.743123e+002, 5.189104e+003
4.747944e+002, 5.195329e+003
4.752765e+002, 5.199023e+003
4.757586e+002, 5.200696e+003
4.762407e+002, 5.202215e+003
4.767228e+002, 5.203722e+003
4.772050e+002, 5.205826e+003
4.776871e+002, 5.209198e+003
4.781692e+002, 5.213777e+003
4.786513e+002, 5.219376e+003
4.791334e+002, 5.227482e+003
4.796155e+002, 5.235502e+003
4.800977e+002, 5.240281e+003
4.805798e+002, 5.241748e+003
4.810619e+002, 5.243505e+003
4.815440e+002, 5.246650e+003
4.820261e+002, 5.251490e+003
4.825082e+002, 5.258644e+003
4.829904e+002, 5.271480e+003
4.834725e+002, 5.281808e+003
4.839546e+002, 5.286137e+003
4.844367e+002, 5.286500e+003
4.849188e+002, 5.287142e+003
4.854009e+002, 5.287375e+003
4.858831e+002, 5.289438e+003
4.863652e+002, 5.294717e+003
4.868473e+002, 5.303534e+003
4.873294e+002, 5.310576e+003
4.878115e+002, 5.314334e+003
4.882936e+002, 5.318125e+003
4.887758e+002, 5.324708e+003
4.892579e+002, 5.335270e+003
4.897400e+002, 5.344226e+003
4.902221e+002, 5.350444e+003
4.907042e+002, 5.355672e+003
4.911863e+002, 5.363491e+003
4.916685e+002, 5.374077e+003
4.921506e+002, 5.384390e+003
4.926327e+002, 5.392734e+003
4.931148e+002, 5.399907e+003
4.935969e+002, 5.408085e+003
4.940790e+002, 5.417345e+003
4.945612e+002, 5.427298e+003
4.950433e+002, 5.438255e+003
4.955254e+002, 5.449605e+003
4.960075e+002, 5.460485e+003
4.964896e+002, 5.470604e+003
4.969717e+002, 5.480296e+003
4.974539e+002, 5.489293e+003
4.979360e+002, 5.497948e+003
4.984181e+002, 5.506644e+003
4.989002e+002, 5.514698e+003
4.993823e+002, 5.523642e+003
4.998644e+002, 5.535711e+003
5.003466e+002, 5.550442e+003
5.008287e+002, 5.562122e+003
5.013108e+002, 5.565826e+003
5.017929e+002, 5.568358e+003
5.022750e+002, 5.573803e+003
5.027571e+002, 5.584959e+003
5.032393e+002, 5.594493e+003
5.037214e+002, 5.601529e+003
5.042035e+002, 5.607238e+003
5.046856e+002, 5.613095e+003
5.051677e+002, 5.618721e+003
5.056498e+002, 5.625396e+003
5.061320e+002, 5.633873e+003
5.066141e+002, 5.643689e+003
5.070962e+002, 5.651756e+003
5.075783e+002, 5.657692e+003
5.080604e+002, 5.663284e+003
5.085425e+002, 5.669712e+003
5.090247e+002, 5.676792e+003
5.095068e+002, 5.683104e+003
5.099889e+002, 5.688504e+003
5.104710e+002, 5.693431e+003
5.109531e+002, 5.698182e+003
5.114352e+002, 5.702886e+003
5.119174e+002, 5.708085e+003
5.123995e+002, 5.714935e+003
5.128816e+002, 5.721135e+003
5.133637e+002, 5.723313e+003
5.138458e+002, 5.722694e+003
5.143279e+002, 5.723113e+003
5.148101e+002, 5.728433e+003
5.152922e+002, 5.734347e+003
5.157743e+002, 5.737185e+003
5.162564e+002, 5.736297e+003
5.167385e+002, 5.737133e+003
5.172206e+002, 5.743177e+003
5.177028e+002, 5.750874e+003
5.181849e+002, 5.757333e+003
5.186670e+002, 5.760486e+003
5.191491e+002, 5.764356e+003
5.196312e+002, 5.769660e+003
5.201133e+002, 5.775630e+003
5.205955e+002, 5.780891e+003
5.210776e+002, 5.785565e+003
5.215597e+002, 5.788931e+003
5.220418e+002, 5.790212e+003
5.225239e+002, 5.789481e+003
5.230060e+002, 5.790045e+003
5.234882e+002, 5.792019e+003
5.239703e+002, 5.794492e+003
5.244524e+002, 5.797533e+003
5.249345e+002, 5.800814e+003
5.254166e+002, 5.801336e+003
5.258987e+002, 5.798562e+003
5.263809e+002, 5.793694e+003
5.268630e+002, 5.787378e+003
5.273451e+002, 5.780074e+003
5.278272e+002, 5.773358e+003
5.283093e+002, 5.767954e+003
5.287914e+002, 5.763340e+003
5.292736e+002, 5.760003e+003
5.297557e+002, 5.757413e+003
5.302378e+002, 5.753073e+003
5.307199e+002, 5.743624e+003
5.312020e+002, 5.733537e+003
5.316841e+002, 5.726683e+003
5.321663e+002, 5.724566e+003
5.326484e+002, 5.720565e+003
5.331305e+002, 5.710277e+003
5.336126e+002, 5.698594e+003
5.340947e+002, 5.690005e+003
5.345768e+002, 5.687704e+003
5.350590e+002, 5.684666e+003
5.355411e+002, 5.679295e+003
5.360232e+002, 5.672952e+003
5.365053e+002, 5.669958e+003
5.369874e+002, 5.671771e+003
5.374695e+002, 5.672944e+003
5.379517e+002, 5.671315e+003
5.384338e+002, 5.666982e+003
5.389159e+002, 5.662402e+003
5.393980e+002, 5.657595e+003
5.398801e+002, 5.652244e+003
5.403622e+002, 5.645268e+003
5.408444e+002, 5.637459e+003
5.413265e+002, 5.632213e+003
5.418086e+002, 5.630547e+003
5.422907e+002, 5.629393e+003
5.427728e+002, 5.624521e+003
5.432549e+002, 5.617561e+003
5.437371e+002, 5.612088e+003
5.442192e+002, 5.611231e+003
5.447013e+002, 5.611116e+003
5.451834e+002, 5.608978e+003
5.456655e+002, 5.605295e+003
5.461476e+002, 5.601894e+003
5.466298e+002, 5.598890e+003
5.471119e+002, 5.596914e+003
5.475940e+002, 5.596750e+003
5.480761e+002, 5.599258e+003
5.485582e+002, 5.600283e+003
5.490403e+002, 5.597946e+003
5.495225e+002, 5.595011e+003
5.500046e+002, 5.593679e+003
5.504867e+002, 5.594330e+003
5.509688e+002, 5.595658e+003
5.514509e+002, 5.597947e+003
5.519330e+002, 5.600417e+003
5.524152e+002, 5.601200e+003
5.528973e+002, 5.600040e+003
5.533794e+002, 5.598698e+003
5.538615e+002, 5.597292e+003
5.543436e+002, 5.596289e+003
5.548257e+002, 5.598055e+003
5.553079e+002, 5.602510e+003
5.557900e+002, 5.606735e+003
5.562721e+002, 5.608658e+003
5.567542e+002, 5.608876e+003
5.572363e+002, 5.608021e+003
5.577184e+002, 5.606042e+003
5.582006e+002, 5.604192e+003
5.586827e+002, 5.603143e+003
5.591648e+002, 5.602930e+003
5.596469e+002, 5.603563e+003
5.601290e+002, 5.606640e+003
5.606111e+002, 5.608892e+003
5.610933e+002, 5.607790e+003
5.615754e+002, 5.604945e+003
5.620575e+002, 5.604786e+003
5.625396e+002, 5.609913e+003
5.630217e+002, 5.615742e+003
5.635038e+002, 5.621456e+003
5.639860e+002, 5.627103e+003
5.644681e+002, 5.631038e+003
5.649502e+002, 5.632089e+003
5.654323e+002, 5.633575e+003
5.659144e+002, 5.638252e+003
5.663965e+002, 5.646401e+003
5.668787e+002, 5.653471e+003
5.673608e+002, 5.658891e+003
5.678429e+002, 5.663912e+003
5.683250e+002, 5.670248e+003
5.688071e+002, 5.677626e+003
5.692892e+002, 5.684466e+003
5.697714e+002, 5.689236e+003
5.702535e+002, 5.694533e+003
5.707356e+002, 5.704144e+003
5.712177e+002, 5.717172e+003
5.716998e+002, 5.730095e+003
5.721819e+002, 5.742010e+003
5.726641e+002, 5.752708e+003
5.731462e+002, 5.761063e+003
5.736283e+002, 5.767044e+003
5.741104e+002, 5.774998e+003
5.745925e+002, 5.788133e+003
5.750746e+002, 5.802450e+003
5.755568e+002, 5.815430e+003
5.760389e+002, 5.825016e+003
5.765210e+002, 5.836428e+003
5.770031e+002, 5.851423e+003
5.774852e+002, 5.867175e+003
5.779673e+002, 5.879823e+003
5.784495e+002, 5.888802e+003
5.789316e+002, 5.897366e+003
5.794137e+002, 5.906139e+003
5.798958e+002, 5.915058e+003
5.803779e+002, 5.924901e+003
5.808600e+002, 5.935621e+003
5.813422e+002, 5.944641e+003
5.818243e+002, 5.950545e+003
5.823064e+002, 5.953739e+003
5.827885e+002, 5.954417e+003
5.832706e+002, 5.952580e+003
5.837527e+002, 5.949898e+003
5.842349e+002, 5.950751e+003
5.847170e+002, 5.949663e+003
5.851991e+002, 5.939724e+003
5.856812e+002, 5.916892e+003
5.861633e+002, 5.893734e+003
5.866454e+002, 5.876070e+003
5.871276e+002, 5.860768e+003
5.876097e+002, 5.844280e+003
5.880918e+002, 5.823817e+003
5.885739e+002, 5.804670e+003
5.890560e+002, 5.787664e+003
5.895381e+002, 5.772575e+003
5.900203e+002, 5.758697e+003
5.905024e+002, 5.746395e+003
5.909845e+002, 5.734827e+003
5.914666e+002, 5.723769e+003
5.919487e+002, 5.713319e+003
5.924308e+002, 5.704391e+003
5.929130e+002, 5.697090e+003
5.933951e+002, 5.690856e+003
5.938772e+002, 5.685365e+003
5.943593e+002, 5.680617e+003
5.948414e+002, 5.676447e+003
5.953235e+002, 5.672714e+003
5.958057e+002, 5.670407e+003
5.962878e+002, 5.672016e+003
5.967699e+002, 5.675136e+003
5.972520e+002, 5.676040e+003
5.977341e+002, 5.671917e+003
5.982162e+002, 5.667739e+003
5.986984e+002, 5.666377e+003
5.991805e+002, 5.666624e+003
5.996626e+002, 5.665860e+003
6.001447e+002, 5.661459e+003
6.006268e+002, 5.658295e+003
6.011089e+002, 5.658588e+003
6.015911e+002, 5.661887e+003
6.020732e+002, 5.662793e+003
6.025553e+002, 5.660224e+003
6.030374e+002, 5.657382e+003
6.035195e+002, 5.655728e+003
6.040016e+002, 5.655287e+003
6.044838e+002, 5.656666e+003
6.049659e+002, 5.660235e+003
6.054480e+002, 5.663952e+003
6.059301e+002, 5.664869e+003
6.064122e+002, 5.664051e+003
6.068943e+002, 5.665569e+003
6.073765e+002, 5.670731e+003
6.078586e+002, 5.676451e+003
6.083407e+002, 5.679524e+003
6.088228e+002, 5.680842e+003
6.093049e+002, 5.681989e+003
6.097870e+002, 5.682962e+003
6.102692e+002, 5.684507e+003
6.107513e+002, 5.687401e+003
6.112334e+002, 5.691204e+003
6.117155e+002, 5.694360e+003
6.121976e+002, 5.696188e+003
6.126797e+002, 5.697601e+003
6.131619e+002, 5.698602e+003
6.136440e+002, 5.699107e+003
6.141261e+002, 5.700719e+003
6.146082e+002, 5.704052e+003
6.150903e+002, 5.707333e+003
6.155724e+002, 5.709096e+003
6.160546e+002, 5.709286e+003
6.165367e+002, 5.710722e+003
6.170188e+002, 5.713863e+003
6.175009e+002, 5.716790e+003
6.179830e+002, 5.716923e+003
6.184651e+002, 5.715047e+003
6.189473e+002, 5.713405e+003
6.194294e+002, 5.712770e+003
6.199115e+002, 5.712312e+003
6.203936e+002, 5.711330e+003
6.208757e+002, 5.710023e+003
6.213578e+002, 5.708733e+003
6.218400e+002, 5.706669e+003
6.223221e+002, 5.705614e+003
6.228042e+002, 5.707319e+003
6.232863e+002, 5.711178e+003
6.237684e+002, 5.713119e+003
6.242505e+002, 5.710245e+003
6.247327e+002, 5.708112e+003
6.252148e+002, 5.709083e+003
6.256969e+002, 5.713519e+003
6.261790e+002, 5.716159e+003
6.266611e+002, 5.716635e+003
6.271432e+002, 5.716037e+003
6.276254e+002, 5.715021e+003
6.281075e+002, 5.713607e+003
6.285896e+002, 5.711938e+003
6.290717e+002, 5.709928e+003
6.295538e+002, 5.708536e+003
6.300359e+002, 5.709952e+003
6.305181e+002, 5.712805e+003
6.310002e+002, 5.713987e+003
6.314823e+002, 5.711584e+003
6.319644e+002, 5.709225e+003
6.324465e+002, 5.709618e+003
6.329286e+002, 5.711943e+003
6.334108e+002, 5.714482e+003
6.338929e+002, 5.715990e+003
6.343750e+002, 5.718337e+003
6.348571e+002, 5.722699e+003
6.353392e+002, 5.728597e+003
6.358214e+002, 5.732806e+003
6.363035e+002, 5.733907e+003
6.367856e+002, 5.735197e+003
6.372677e+002, 5.738519e+003
6.377498e+002, 5.743714e+003
6.382319e+002, 5.745044e+003
6.387141e+002, 5.741791e+003
6.391962e+002, 5.738009e+003
6.396783e+002, 5.737311e+003
6.401604e+002, 5.738915e+003
6.406425e+002, 5.740242e+003
6.411246e+002, 5.741182e+003
6.416068e+002, 5.741846e+003
6.420889e+002, 5.742560e+003
6.425710e+002, 5.743246e+003
6.430531e+002, 5.743726e+003
6.435352e+002, 5.744105e+003
6.440173e+002, 5.744384e+003
6.444995e+002, 5.743990e+003
6.449816e+002, 5.743668e+003
6.454637e+002, 5.744668e+003
6.459458e+002, 5.748802e+003
6.464279e+002, 5.752003e+003
6.469100e+002, 5.752704e+003
6.473922e+002, 5.751767e+003
6.478743e+002, 5.753204e+003
6.483564e+002, 5.757564e+003
6.488385e+002, 5.761669e+003
6.493206e+002, 5.763772e+003
6.498027e+002, 5.764368e+003
6.502849e+002, 5.766452e+003
6.507670e+002, 5.769989e+003
6.512491e+002, 5.772790e+003
6.517312e+002, 5.772483e+003
6.522133e+002, 5.770838e+003
6.526954e+002, 5.770668e+003
6.531776e+002, 5.772490e+003
6.536597e+002, 5.773930e+003
6.541418e+002, 5.772072e+003
6.546239e+002, 5.770146e+003
6.551060e+002, 5.771340e+003
6.555881e+002, 5.779217e+003
6.560703e+002, 5.784735e+003
6.565524e+002, 5.784659e+003
6.570345e+002, 5.782471e+003
6.575166e+002, 5.782258e+003
6.579987e+002, 5.784836e+003
6.584808e+002, 5.786513e+003
6.589630e+002, 5.786187e+003
6.594451e+002, 5.785050e+003
6.599272e+002, 5.786310e+003
6.604093e+002, 5.789866e+003
6.608914e+002, 5.792750e+003
6.613735e+002, 5.793729e+003
6.618557e+002, 5.793620e+003
6.623378e+002, 5.794184e+003
6.628199e+002, 5.795141e+003
6.633020e+002, 5.794781e+003
6.637841e+002, 5.789417e+003
6.642662e+002, 5.784769e+003
6.647484e+002, 5.785704e+003
6.652305e+002, 5.792546e+003
6.657126e+002, 5.798956e+003
6.661947e+002, 5.802200e+003
6.666768e+002, 5.805562e+003
6.671589e+002, 5.811074e+003
6.676411e+002, 5.819746e+003
6.681232e+002, 5.825203e+003
6.686053e+002, 5.825509e+003
6.690874e+002, 5.825209e+003
6.695695e+002, 5.829081e+003
6.700516e+002, 5.836773e+003
6.705338e+002, 5.842444e+003
6.710159e+002, 5.845124e+003
6.714980e+002, 5.846186e+003
6.719801e+002, 5.847506e+003
6.724622e+002, 5.848541e+003
6.729443e+002, 5.848004e+003
6.734265e+002, 5.844952e+003
6.739086e+002, 5.841500e+003
6.743907e+002, 5.840212e+003
6.748728e+002, 5.839669e+003
6.753549e+002, 5.837074e+003
6.758370e+002, 5.829229e+003
6.763192e+002, 5.822526e+003
6.768013e+002, 5.819091e+003
6.772834e+002, 5.818479e+003
6.777655e+002, 5.819224e+003
6.782476e+002, 5.822142e+003
6.787297e+002, 5.824738e+003
6.792119e+002, 5.825710e+003
6.796940e+002, 5.825457e+003
6.801761e+002, 5.826438e+003
6.806582e+002, 5.828550e+003
6.811403e+002, 5.831272e+003
6.816224e+002, 5.833763e+003
6.821046e+002, 5.836492e+003
6.825867e+002, 5.840523e+003
6.830688e+002, 5.845779e+003
6.835509e+002, 5.850904e+003
6.840330e+002, 5.856103e+003
6.845151e+002, 5.860013e+003
6.849973e+002, 5.861163e+003
6.854794e+002, 5.858088e+003
6.859615e+002, 5.856098e+003
6.864436e+002, 5.857373e+003
6.869257e+002, 5.859348e+003
6.874078e+002, 5.860018e+003
6.878900e+002, 5.859093e+003
6.883721e+002, 5.858109e+003
6.888542e+002, 5.857253e+003
6.893363e+002, 5.856587e+003
6.898184e+002, 5.856793e+003
6.903005e+002, 5.857661e+003
6.907827e+002, 5.856599e+003
6.912648e+002, 5.852150e+003
6.917469e+002, 5.846958e+003
6.922290e+002, 5.843808e+003
6.927111e+002, 5.842495e+003
6.931932e+002, 5.842753e+003
6.936754e+002, 5.846108e+003
6.941575e+002, 5.849236e+003
6.946396e+002, 5.850427e+003
6.951217e+002, 5.849984e+003
6.956038e+002, 5.849162e+003
6.960859e+002, 5.846252e+003
6.965681e+002, 5.845370e+003
6.970502e+002, 5.849157e+003
6.975323e+002, 5.856683e+003
6.980144e+002, 5.857747e+003
6.984965e+002, 5.851049e+003
6.989786e+002, 5.844052e+003
6.994608e+002, 5.841364e+003
6.999429e+002, 5.842073e+003
7.004250e+002, 5.842440e+003
7.009071e+002, 5.842541e+003
7.013892e+002, 5.842743e+003
7.018713e+002, 5.842961e+003
7.023535e+002, 5.843663e+003
7.028356e+002, 5.845573e+003
7.033177e+002, 5.848948e+003
7.037998e+002, 5.852116e+003
7.042819e+002, 5.853903e+003
7.047640e+002, 5.855478e+003
7.052462e+002, 5.857660e+003
7.057283e+002, 5.860042e+003
7.062104e+002, 5.863586e+003
7.066925e+002, 5.868541e+003
7.071746e+002, 5.873995e+003
7.076567e+002, 5.879435e+003
7.081389e+002, 5.884815e+003
7.086210e+002, 5.887303e+003
7.091031e+002, 5.885646e+003
7.095852e+002, 5.883449e+003
7.100673e+002, 5.887217e+003
7.105494e+002, 5.894311e+003
7.110316e+002, 5.898153e+003
7.115137e+002, 5.894820e+003
7.119958e+002, 5.890422e+003
7.124779e+002, 5.888618e+003
7.129600e+002, 5.888749e+003
7.134421e+002, 5.889516e+003
7.139243e+002, 5.892335e+003
7.144064e+002, 5.894009e+003
7.148885e+002, 5.893705e+003
7.153706e+002, 5.891964e+003
7.158527e+002, 5.890104e+003
7.163348e+002, 5.887899e+003
7.168170e+002, 5.886425e+003
7.172991e+002, 5.885917e+003
7.177812e+002, 5.886409e+003
7.182633e+002, 5.888664e+003
7.187454e+002, 5.892440e+003
7.192275e+002, 5.895560e+003
7.197097e+002, 5.895234e+003
7.201918e+002, 5.894476e+003
7.206739e+002, 5.897880e+003
7.211560e+002, 5.904752e+003
7.216381e+002, 5.909095e+003
7.221202e+002, 5.905054e+003
7.226024e+002, 5.900335e+003
7.230845e+002, 5.899591e+003
7.235666e+002, 5.903753e+003
7.240487e+002, 5.906516e+003
7.245308e+002, 5.907243e+003
7.250129e+002, 5.907826e+003
7.254951e+002, 5.910125e+003
7.259772e+002, 5.914384e+003
7.264593e+002, 5.914558e+003
7.269414e+002, 5.910109e+003
7.274235e+002, 5.905683e+003
7.279056e+002, 5.906011e+003
7.283878e+002, 5.909322e+003
7.288699e+002, 5.912368e+003
7.293520e+002, 5.914701e+003
7.298341e+002, 5.916798e+003
7.303162e+002, 5.918089e+003
7.307983e+002, 5.919744e+003
7.312805e+002, 5.923042e+003
7.317626e+002, 5.929961e+003
7.322447e+002, 5.935226e+003
7.327268e+002, 5.937376e+003
7.332089e+002, 5.938541e+003
7.336910e+002, 5.941104e+003
7.341732e+002, 5.945334e+003
7.346553e+002, 5.949255e+003
7.351374e+002, 5.952415e+003
7.356195e+002, 5.955398e+003
7.361016e+002, 5.959071e+003
7.365837e+002, 5.963234e+003
7.370659e+002, 5.967577e+003
7.375480e+002, 5.972750e+003
7.380301e+002, 5.976466e+003
7.385122e+002, 5.975993e+003
7.389943e+002, 5.972802e+003
7.394764e+002, 5.969433e+003
7.399586e+002, 5.966361e+003
7.404407e+002, 5.963676e+003
7.409228e+002, 5.961411e+003
7.414049e+002, 5.959697e+003
7.418870e+002, 5.959008e+003
7.423691e+002, 5.960045e+003
7.428513e+002, 5.960455e+003
7.433334e+002, 5.959420e+003
7.438155e+002, 5.957752e+003
7.442976e+002, 5.957741e+003
7.447797e+002, 5.959253e+003
7.452618e+002, 5.960663e+003
7.457440e+002, 5.960664e+003
7.462261e+002, 5.960550e+003
7.467082e+002, 5.961721e+003
7.471903e+002, 5.963940e+003
7.476724e+002, 5.966451e+003
7.481545e+002, 5.969240e+003
7.486367e+002, 5.971821e+003
7.491188e+002, 5.974327e+003
7.496009e+002, 5.976582e+003
7.500830e+002, 5.976717e+003
7.505651e+002, 5.973017e+003
7.510472e+002, 5.970704e+003
7.515294e+002, 5.972604e+003
7.520115e+002, 5.978007e+003
7.524936e+002, 5.981836e+003
7.529757e+002, 5.984144e+003
7.534578e+002, 5.986313e+003
7.539399e+002, 5.989446e+003
7.544221e+002, 5.992950e+003
7.549042e+002, 5.995887e+003
7.553863e+002, 5.998272e+003
7.558684e+002, 6.000659e+003
7.563505e+002, 6.003217e+003
7.568326e+002, 6.005907e+003
7.573148e+002, 6.008797e+003
7.577969e+002, 6.011958e+003
7.582790e+002, 6.014350e+003
7.587611e+002, 6.015555e+003
7.592432e+002, 6.016469e+003
7.597253e+002, 6.017693e+003
7.602075e+002, 6.019201e+003
7.606896e+002, 6.020128e+003
7.611717e+002, 6.020428e+003
7.616538e+002, 6.020643e+003
7.621359e+002, 6.021900e+003
7.626180e+002, 6.023249e+003
7.631002e+002, 6.022983e+003
7.635823e+002, 6.020852e+003
7.640644e+002, 6.018514e+003
7.645465e+002, 6.015339e+003
7.650286e+002, 6.013407e+003
7.655107e+002, 6.014911e+003
7.659929e+002, 6.022788e+003
7.664750e+002, 6.027373e+003
7.669571e+002, 6.027583e+003
7.674392e+002, 6.026021e+003
7.679213e+002, 6.024719e+003
7.684034e+002, 6.023644e+003
7.688856e+002, 6.022894e+003
7.693677e+002, 6.022272e+003
7.698498e+002, 6.022826e+003
7.703319e+002, 6.026548e+003
7.708140e+002, 6.031945e+003
7.712961e+002, 6.036529e+003
7.717783e+002, 6.039779e+003
7.722604e+002, 6.041993e+003
7.727425e+002, 6.043587e+003
7.732246e+002, 6.044088e+003
7.737067e+002, 6.042959e+003
7.741888e+002, 6.038312e+003
7.746710e+002, 6.035072e+003
7.751531e+002, 6.033328e+003
7.756352e+002, 6.033031e+003
7.761173e+002, 6.034760e+003
7.765994e+002, 6.038551e+003
7.770815e+002, 6.041015e+003
7.775637e+002, 6.041461e+003
7.780458e+002, 6.041521e+003
7.785279e+002, 6.043231e+003
7.790100e+002, 6.045956e+003
7.794921e+002, 6.048526e+003
7.799742e+002, 6.050501e+003
7.804564e+002, 6.052371e+003
7.809385e+002, 6.053816e+003
7.814206e+002, 6.055393e+003
7.819027e+002, 6.057878e+003
7.823848e+002, 6.061128e+003
7.828669e+002, 6.065505e+003
7.833491e+002, 6.071962e+003
7.838312e+002, 6.078305e+003
7.843133e+002, 6.080359e+003
7.847954e+002, 6.078323e+003
7.852775e+002, 6.076960e+003
7.857596e+002, 6.077651e+003
7.862418e+002, 6.078537e+003
7.867239e+002, 6.076507e+003
7.872060e+002, 6.073232e+003
7.876881e+002, 6.071759e+003
7.881702e+002, 6.074698e+003
7.886523e+002, 6.077701e+003
7.891345e+002, 6.079391e+003
7.896166e+002, 6.080297e+003
7.900987e+002, 6.081312e+003
7.905808e+002, 6.082458e+003
7.910629e+002, 6.084078e+003
7.915450e+002, 6.086515e+003
7.920272e+002, 6.089253e+003
7.925093e+002, 6.091227e+003
7.929914e+002, 6.092532e+003
7.934735e+002, 6.093338e+003
7.939556e+002, 6.093137e+003
7.944377e+002, 6.093464e+003
7.949199e+002, 6.096404e+003
7.954020e+002, 6.100892e+003
7.958841e+002, 6.104968e+003
7.963662e+002, 6.107377e+003
7.968483e+002, 6.109647e+003
7.973304e+002, 6.111187e+003
7.978126e+002, 6.112820e+003
7.982947e+002, 6.116513e+003
7.987768e+002, 6.123701e+003
7.992589e+002, 6.127945e+003
7.997410e+002, 6.127719e+003
8.002231e+002, 6.124595e+003
8.007053e+002, 6.120876e+003
8.011874e+002, 6.116833e+003
8.016695e+002, 6.113277e+003
8.021516e+002, 6.111001e+003
8.026337e+002, 6.109039e+003
8.031158e+002, 6.106787e+003
8.035980e+002, 6.104490e+003
8.040801e+002, 6.102354e+003
8.045622e+002, 6.100521e+003
8.050443e+002, 6.099071e+003
8.055264e+002, 6.097591e+003
8.060085e+002, 6.096743e+003
8.064907e+002, 6.097803e+003
8.069728e+002, 6.100906e+003
8.074549e+002, 6.104634e+003
8.079370e+002, 6.108670e+003
8.084191e+002, 6.112810e+003
8.089012e+002, 6.116988e+003
8.093834e+002, 6.120915e+003
8.098655e+002, 6.123991e+003
8.103476e+002, 6.125409e+003
8.108297e+002, 6.126542e+003
8.113118e+002, 6.128503e+003
8.117939e+002, 6.130586e+003
8.122761e+002, 6.131593e+003
8.127582e+002, 6.130545e+003
8.132403e+002, 6.129701e+003
8.137224e+002, 6.129027e+003
8.142045e+002, 6.129063e+003
8.146866e+002, 6.131591e+003
8.151688e+002, 6.136553e+003
8.156509e+002, 6.139298e+003
8.161330e+002, 6.137924e+003
8.166151e+002, 6.135913e+003
8.170972e+002, 6.137864e+003
8.175793e+002, 6.142346e+003
8.180615e+002, 6.146796e+003
8.185436e+002, 6.151627e+003
8.190257e+002, 6.154394e+003
8.195078e+002, 6.151896e+003
8.199899e+002, 6.147567e+003
8.204720e+002, 6.146898e+003
8.209542e+002, 6.151797e+003
8.214363e+002, 6.155023e+003
8.219184e+002, 6.155365e+003
8.224005e+002, 6.154131e+003
8.228826e+002, 6.152908e+003
8.233647e+002, 6.151858e+003
8.238469e+002, 6.152030e+003
8.243290e+002, 6.154314e+003
8.248111e+002, 6.156357e+003
8.252932e+002, 6.155733e+003
8.257753e+002, 6.153916e+003
8.262574e+002, 6.152894e+003
8.267396e+002, 6.153187e+003
8.272217e+002, 6.154648e+003
8.277038e+002, 6.158208e+003
8.281859e+002, 6.162308e+003
8.286681e+002, 6.164389e+003
8.291502e+002, 6.163795e+003
8.296323e+002, 6.167455e+003
8.301144e+002, 6.177187e+003
8.305966e+002, 6.187528e+003
8.310787e+002, 6.190435e+003
8.315608e+002, 6.189304e+003
8.320429e+002, 6.191551e+003
8.325250e+002, 6.200297e+003
8.330071e+002, 6.207338e+003
8.334893e+002, 6.206750e+003
8.339714e+002, 6.203147e+003
8.344535e+002, 6.201519e+003
8.349356e+002, 6.203825e+003
8.354177e+002, 6.204266e+003
8.358998e+002, 6.201795e+003
8.363820e+002, 6.199769e+003
8.368641e+002, 6.203150e+003
8.373462e+002, 6.210939e+003
8.378283e+002, 6.215119e+003
8.383104e+002, 6.214584e+003
8.387925e+002, 6.213527e+003
8.392747e+002, 6.215457e+003
8.397568e+002, 6.218961e+003
8.402389e+002, 6.222567e+003
8.407210e+002, 6.226067e+003
8.412031e+002, 6.229079e+003
8.416852e+002, 6.230899e+003
8.421674e+002, 6.232334e+003
8.426495e+002, 6.233750e+003
8.431316e+002, 6.234979e+003
8.436137e+002, 6.235841e+003
8.440958e+002, 6.236149e+003
8.445779e+002, 6.236492e+003
8.450601e+002, 6.238376e+003
8.455422e+002, 6.240422e+003
8.460243e+002, 6.239620e+003
8.465064e+002, 6.235804e+003
8.469885e+002, 6.232496e+003
8.474706e+002, 6.232683e+003
8.479528e+002, 6.233458e+003
8.484349e+002, 6.232485e+003
8.489170e+002, 6.229310e+003
8.493991e+002, 6.229667e+003
8.498812e+002, 6.234806e+003
8.503633e+002, 6.240822e+003
8.508455e+002, 6.245342e+003
8.513276e+002, 6.248691e+003
8.518097e+002, 6.252106e+003
8.522918e+002, 6.255610e+003
8.527739e+002, 6.260555e+003
8.532560e+002, 6.270113e+003
8.537382e+002, 6.279463e+003
8.542203e+002, 6.283439e+003
8.547024e+002, 6.282336e+003
8.551845e+002, 6.283630e+003
8.556666e+002, 6.291444e+003
8.561487e+002, 6.298487e+003
8.566309e+002, 6.302783e+003
8.571130e+002, 6.304429e+003
8.575951e+002, 6.304150e+003
8.580772e+002, 6.302019e+003
8.585593e+002, 6.298242e+003
8.590414e+002, 6.291979e+003
8.595236e+002, 6.285047e+003
