##NAMES=Lavinskyite
##RRUFFID=R141115
##IDEAL CHEMISTRY=K(LiCu^2+^)Cu^2+^_6_(Si_4_O_11_)_2_(OH)_4_
##LOCALITY=Wessels mine, South Africa
##OWNER=RRUFF
##SOURCE=Jaco and Tania Janse van Nieuwenhuizen
##DESCRIPTION=Greenish blue or light blue platy crystals, associated with dark blue scottyite (R141116) and blue wesselsite (with cleavage)
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R141115
##MEASURED CHEMISTRY=(K_0.98_Sr_0.01_)_Σ=0.99_(Li_1.25_Cu_0.71_Na_0.08_)_Σ=2.04_Cu_6_(Si_4.03_O_11_)_2_(OH)_4_; (Lavinskyite is the dark grey material in the image, associated with light grey R141116 scottyite)
4.634236e+002, 2.982952e+002
4.639058e+002, 2.930526e+002
4.643879e+002, 2.873275e+002
4.648700e+002, 2.813456e+002
4.653521e+002, 2.763985e+002
4.658342e+002, 2.731126e+002
4.663163e+002, 2.706697e+002
4.667985e+002, 2.686574e+002
4.672806e+002, 2.673141e+002
4.677627e+002, 2.659281e+002
4.682448e+002, 2.650257e+002
4.687269e+002, 2.638546e+002
4.692090e+002, 2.611304e+002
4.696912e+002, 2.552889e+002
4.701733e+002, 2.507498e+002
4.706554e+002, 2.489646e+002
4.711375e+002, 2.495671e+002
4.716196e+002, 2.488832e+002
4.721017e+002, 2.465224e+002
4.725839e+002, 2.439642e+002
4.730660e+002, 2.423943e+002
4.735481e+002, 2.418354e+002
4.740302e+002, 2.402521e+002
4.745123e+002, 2.372097e+002
4.749944e+002, 2.338734e+002
4.754766e+002, 2.320741e+002
4.759587e+002, 2.316187e+002
4.764408e+002, 2.312396e+002
4.769229e+002, 2.301002e+002
4.774050e+002, 2.289423e+002
4.778871e+002, 2.289733e+002
4.783693e+002, 2.301514e+002
4.788514e+002, 2.320828e+002
4.793335e+002, 2.357858e+002
4.798156e+002, 2.395457e+002
4.802977e+002, 2.408900e+002
4.807798e+002, 2.386263e+002
4.812620e+002, 2.365592e+002
4.817441e+002, 2.378401e+002
4.822262e+002, 2.405077e+002
4.827083e+002, 2.416694e+002
4.831904e+002, 2.381197e+002
4.836725e+002, 2.350699e+002
4.841547e+002, 2.347602e+002
4.846368e+002, 2.370391e+002
4.851189e+002, 2.391561e+002
4.856010e+002, 2.405514e+002
4.860831e+002, 2.418415e+002
4.865652e+002, 2.433526e+002
4.870474e+002, 2.453746e+002
4.875295e+002, 2.469454e+002
4.880116e+002, 2.474968e+002
4.884937e+002, 2.479983e+002
4.889758e+002, 2.499610e+002
4.894579e+002, 2.538894e+002
4.899401e+002, 2.578215e+002
4.904222e+002, 2.615378e+002
4.909043e+002, 2.648734e+002
4.913864e+002, 2.667530e+002
4.918685e+002, 2.668900e+002
4.923506e+002, 2.676192e+002
4.928328e+002, 2.712626e+002
4.933149e+002, 2.770321e+002
4.937970e+002, 2.812046e+002
4.942791e+002, 2.833119e+002
4.947612e+002, 2.848453e+002
4.952433e+002, 2.878316e+002
4.957255e+002, 2.916315e+002
4.962076e+002, 2.945889e+002
4.966897e+002, 2.952202e+002
4.971718e+002, 2.956199e+002
4.976539e+002, 2.980791e+002
4.981360e+002, 3.021086e+002
4.986182e+002, 3.058743e+002
4.991003e+002, 3.089353e+002
4.995824e+002, 3.110079e+002
5.000645e+002, 3.116287e+002
5.005466e+002, 3.104939e+002
5.010287e+002, 3.091924e+002
5.015109e+002, 3.083011e+002
5.019930e+002, 3.074083e+002
5.024751e+002, 3.061132e+002
5.029572e+002, 3.043556e+002
5.034393e+002, 3.021948e+002
5.039214e+002, 2.997162e+002
5.044036e+002, 2.968695e+002
5.048857e+002, 2.933223e+002
5.053678e+002, 2.885766e+002
5.058499e+002, 2.839380e+002
5.063320e+002, 2.801263e+002
5.068141e+002, 2.772632e+002
5.072963e+002, 2.732450e+002
5.077784e+002, 2.676507e+002
5.082605e+002, 2.618881e+002
5.087426e+002, 2.578509e+002
5.092247e+002, 2.553371e+002
5.097068e+002, 2.509529e+002
5.101890e+002, 2.434326e+002
5.106711e+002, 2.349870e+002
5.111532e+002, 2.298650e+002
5.116353e+002, 2.274143e+002
5.121174e+002, 2.246346e+002
5.125995e+002, 2.192948e+002
5.130817e+002, 2.130912e+002
5.135638e+002, 2.083630e+002
5.140459e+002, 2.050706e+002
5.145280e+002, 2.012893e+002
5.150101e+002, 1.943401e+002
5.154922e+002, 1.870640e+002
5.159744e+002, 1.823828e+002
5.164565e+002, 1.821937e+002
5.169386e+002, 1.819903e+002
5.174207e+002, 1.804278e+002
5.179028e+002, 1.778994e+002
5.183849e+002, 1.750486e+002
5.188671e+002, 1.712169e+002
5.193492e+002, 1.678908e+002
5.198313e+002, 1.652630e+002
5.203134e+002, 1.633582e+002
5.207955e+002, 1.624136e+002
5.212776e+002, 1.634146e+002
5.217598e+002, 1.639125e+002
5.222419e+002, 1.621975e+002
5.227240e+002, 1.576191e+002
5.232061e+002, 1.544063e+002
5.236882e+002, 1.529809e+002
5.241703e+002, 1.521315e+002
5.246525e+002, 1.498879e+002
5.251346e+002, 1.463878e+002
5.256167e+002, 1.441031e+002
5.260988e+002, 1.441374e+002
5.265809e+002, 1.452855e+002
5.270630e+002, 1.453701e+002
5.275452e+002, 1.445540e+002
5.280273e+002, 1.437741e+002
5.285094e+002, 1.440461e+002
5.289915e+002, 1.444126e+002
5.294736e+002, 1.436301e+002
5.299557e+002, 1.415700e+002
5.304379e+002, 1.393984e+002
5.309200e+002, 1.374415e+002
5.314021e+002, 1.358721e+002
5.318842e+002, 1.348549e+002
5.323663e+002, 1.345365e+002
5.328484e+002, 1.346145e+002
5.333306e+002, 1.357516e+002
5.338127e+002, 1.371859e+002
5.342948e+002, 1.372541e+002
5.347769e+002, 1.338629e+002
5.352590e+002, 1.313813e+002
5.357411e+002, 1.311372e+002
5.362233e+002, 1.330440e+002
5.367054e+002, 1.339642e+002
5.371875e+002, 1.331590e+002
5.376696e+002, 1.327872e+002
5.381517e+002, 1.348654e+002
5.386339e+002, 1.397124e+002
5.391160e+002, 1.421449e+002
5.395981e+002, 1.413190e+002
5.400802e+002, 1.396285e+002
5.405623e+002, 1.406182e+002
5.410444e+002, 1.437642e+002
5.415266e+002, 1.460328e+002
5.420087e+002, 1.459812e+002
5.424908e+002, 1.451565e+002
5.429729e+002, 1.457137e+002
5.434550e+002, 1.474221e+002
5.439371e+002, 1.493717e+002
5.444193e+002, 1.513469e+002
5.449014e+002, 1.531638e+002
5.453835e+002, 1.544991e+002
5.458656e+002, 1.552867e+002
5.463477e+002, 1.564434e+002
5.468298e+002, 1.589491e+002
5.473120e+002, 1.616642e+002
5.477941e+002, 1.636035e+002
5.482762e+002, 1.631484e+002
5.487583e+002, 1.639595e+002
5.492404e+002, 1.675049e+002
5.497225e+002, 1.721147e+002
5.502047e+002, 1.748650e+002
5.506868e+002, 1.747752e+002
5.511689e+002, 1.747507e+002
5.516510e+002, 1.757219e+002
5.521331e+002, 1.774044e+002
5.526152e+002, 1.776870e+002
5.530974e+002, 1.763106e+002
5.535795e+002, 1.748336e+002
5.540616e+002, 1.744333e+002
5.545437e+002, 1.748892e+002
5.550258e+002, 1.747058e+002
5.555079e+002, 1.736765e+002
5.559901e+002, 1.729360e+002
5.564722e+002, 1.742210e+002
5.569543e+002, 1.766177e+002
5.574364e+002, 1.782466e+002
5.579185e+002, 1.785636e+002
5.584006e+002, 1.779438e+002
5.588828e+002, 1.760833e+002
5.593649e+002, 1.735151e+002
5.598470e+002, 1.714338e+002
5.603291e+002, 1.702737e+002
5.608112e+002, 1.697458e+002
5.612933e+002, 1.699418e+002
5.617755e+002, 1.708582e+002
5.622576e+002, 1.715301e+002
5.627397e+002, 1.714601e+002
5.632218e+002, 1.714014e+002
5.637039e+002, 1.717950e+002
5.641860e+002, 1.730756e+002
5.646682e+002, 1.736607e+002
5.651503e+002, 1.734115e+002
5.656324e+002, 1.726530e+002
5.661145e+002, 1.716207e+002
5.665966e+002, 1.702220e+002
5.670787e+002, 1.694932e+002
5.675609e+002, 1.699782e+002
5.680430e+002, 1.708612e+002
5.685251e+002, 1.701754e+002
5.690072e+002, 1.680938e+002
5.694893e+002, 1.660377e+002
5.699714e+002, 1.649077e+002
5.704536e+002, 1.641909e+002
5.709357e+002, 1.631333e+002
5.714178e+002, 1.617424e+002
5.718999e+002, 1.603316e+002
5.723820e+002, 1.592092e+002
5.728641e+002, 1.581077e+002
5.733463e+002, 1.568433e+002
5.738284e+002, 1.554334e+002
5.743105e+002, 1.536741e+002
5.747926e+002, 1.507932e+002
5.752747e+002, 1.477820e+002
5.757568e+002, 1.459248e+002
5.762390e+002, 1.467905e+002
5.767211e+002, 1.468222e+002
5.772032e+002, 1.454927e+002
5.776853e+002, 1.430516e+002
5.781674e+002, 1.402679e+002
5.786495e+002, 1.369222e+002
5.791317e+002, 1.339058e+002
5.796138e+002, 1.318859e+002
5.800959e+002, 1.306382e+002
5.805780e+002, 1.279476e+002
5.810601e+002, 1.236381e+002
5.815422e+002, 1.195825e+002
5.820244e+002, 1.176536e+002
5.825065e+002, 1.171501e+002
5.829886e+002, 1.164513e+002
5.834707e+002, 1.153593e+002
5.839528e+002, 1.138873e+002
5.844349e+002, 1.122230e+002
5.849171e+002, 1.101402e+002
5.853992e+002, 1.072772e+002
5.858813e+002, 1.017431e+002
5.863634e+002, 9.730655e+001
5.868455e+002, 9.658939e+001
5.873276e+002, 9.825363e+001
5.878098e+002, 9.868596e+001
5.882919e+002, 9.577013e+001
5.887740e+002, 9.298060e+001
5.892561e+002, 9.149541e+001
5.897382e+002, 9.134577e+001
5.902203e+002, 9.069939e+001
5.907025e+002, 8.976359e+001
5.911846e+002, 8.797740e+001
5.916667e+002, 8.426855e+001
5.921488e+002, 7.832056e+001
5.926309e+002, 7.514399e+001
5.931130e+002, 7.519763e+001
5.935952e+002, 7.685500e+001
5.940773e+002, 7.896478e+001
5.945594e+002, 8.117366e+001
5.950415e+002, 8.195110e+001
5.955236e+002, 8.050034e+001
5.960057e+002, 7.828751e+001
5.964879e+002, 7.683273e+001
5.969700e+002, 7.589455e+001
5.974521e+002, 7.492336e+001
5.979342e+002, 7.345750e+001
5.984163e+002, 7.206824e+001
5.988984e+002, 7.128046e+001
5.993806e+002, 7.099120e+001
5.998627e+002, 7.023594e+001
6.003448e+002, 6.784243e+001
6.008269e+002, 6.575463e+001
6.013090e+002, 6.491885e+001
6.017911e+002, 6.563718e+001
6.022733e+002, 6.648618e+001
6.027554e+002, 6.765389e+001
6.032375e+002, 6.868667e+001
6.037196e+002, 6.916383e+001
6.042017e+002, 6.907319e+001
6.046838e+002, 6.857900e+001
6.051660e+002, 6.768929e+001
6.056481e+002, 6.642326e+001
6.061302e+002, 6.411209e+001
6.066123e+002, 6.122326e+001
6.070944e+002, 6.004347e+001
6.075765e+002, 6.267456e+001
6.080587e+002, 6.615588e+001
6.085408e+002, 6.705860e+001
6.090229e+002, 6.585968e+001
6.095050e+002, 6.430257e+001
6.099871e+002, 6.259877e+001
6.104692e+002, 6.137454e+001
6.109514e+002, 6.102878e+001
6.114335e+002, 6.160099e+001
6.119156e+002, 6.271775e+001
6.123977e+002, 6.573013e+001
6.128798e+002, 6.815754e+001
6.133619e+002, 6.832901e+001
6.138441e+002, 6.453290e+001
6.143262e+002, 6.273124e+001
6.148083e+002, 6.365541e+001
6.152904e+002, 6.555602e+001
6.157725e+002, 6.613728e+001
6.162546e+002, 6.530317e+001
6.167368e+002, 6.484474e+001
6.172189e+002, 6.516731e+001
6.177010e+002, 6.592006e+001
6.181831e+002, 6.679378e+001
6.186652e+002, 6.763234e+001
6.191473e+002, 6.778609e+001
6.196295e+002, 6.590977e+001
6.201116e+002, 6.389323e+001
6.205937e+002, 6.393768e+001
6.210758e+002, 6.568546e+001
6.215579e+002, 6.734795e+001
6.220400e+002, 6.828744e+001
6.225222e+002, 6.866313e+001
6.230043e+002, 6.835473e+001
6.234864e+002, 6.714967e+001
6.239685e+002, 6.645493e+001
6.244506e+002, 6.660123e+001
6.249327e+002, 6.713326e+001
6.254149e+002, 6.775445e+001
6.258970e+002, 6.837408e+001
6.263791e+002, 6.952102e+001
6.268612e+002, 7.167229e+001
6.273433e+002, 7.357845e+001
6.278254e+002, 7.286019e+001
6.283076e+002, 6.968478e+001
6.287897e+002, 6.773020e+001
6.292718e+002, 6.815578e+001
6.297539e+002, 6.984535e+001
6.302360e+002, 7.154957e+001
6.307181e+002, 7.310718e+001
6.312003e+002, 7.397472e+001
6.316824e+002, 7.316436e+001
6.321645e+002, 7.212180e+001
6.326466e+002, 7.192224e+001
6.331287e+002, 7.250658e+001
6.336108e+002, 7.334603e+001
6.340930e+002, 7.469417e+001
6.345751e+002, 7.589294e+001
6.350572e+002, 7.666878e+001
6.355393e+002, 7.706452e+001
6.360214e+002, 7.669563e+001
6.365035e+002, 7.492940e+001
6.369857e+002, 7.316712e+001
6.374678e+002, 7.235823e+001
6.379499e+002, 7.248228e+001
6.384320e+002, 7.392651e+001
6.389141e+002, 7.703791e+001
6.393962e+002, 8.051276e+001
6.398784e+002, 8.241933e+001
6.403605e+002, 8.309704e+001
6.408426e+002, 8.426130e+001
6.413247e+002, 8.693506e+001
6.418068e+002, 8.923852e+001
6.422889e+002, 8.823425e+001
6.427711e+002, 8.531301e+001
6.432532e+002, 8.361076e+001
6.437353e+002, 8.617779e+001
6.442174e+002, 8.871304e+001
6.446995e+002, 8.866977e+001
6.451816e+002, 8.648977e+001
6.456638e+002, 8.546978e+001
6.461459e+002, 8.658215e+001
6.466280e+002, 8.847793e+001
6.471101e+002, 9.096484e+001
6.475922e+002, 9.408414e+001
6.480743e+002, 9.672330e+001
6.485565e+002, 9.888180e+001
6.490386e+002, 1.005041e+002
6.495207e+002, 1.011208e+002
6.500028e+002, 1.009229e+002
6.504849e+002, 1.018387e+002
6.509670e+002, 1.041432e+002
6.514492e+002, 1.065284e+002
6.519313e+002, 1.071980e+002
6.524134e+002, 1.070075e+002
6.528955e+002, 1.076609e+002
6.533776e+002, 1.100359e+002
6.538597e+002, 1.123447e+002
6.543419e+002, 1.129055e+002
6.548240e+002, 1.128150e+002
6.553061e+002, 1.137447e+002
6.557882e+002, 1.170050e+002
6.562703e+002, 1.203474e+002
6.567524e+002, 1.233508e+002
6.572346e+002, 1.260801e+002
6.577167e+002, 1.286490e+002
6.581988e+002, 1.307989e+002
6.586809e+002, 1.334120e+002
6.591630e+002, 1.369917e+002
6.596451e+002, 1.413004e+002
6.601273e+002, 1.447501e+002
6.606094e+002, 1.473283e+002
6.610915e+002, 1.501044e+002
6.615736e+002, 1.540629e+002
6.620557e+002, 1.586839e+002
6.625378e+002, 1.626509e+002
6.630200e+002, 1.659079e+002
6.635021e+002, 1.699754e+002
6.639842e+002, 1.768606e+002
6.644663e+002, 1.845581e+002
6.649484e+002, 1.908880e+002
6.654305e+002, 1.947121e+002
6.659127e+002, 1.995556e+002
6.663948e+002, 2.069949e+002
6.668769e+002, 2.154846e+002
6.673590e+002, 2.234134e+002
6.678411e+002, 2.299944e+002
6.683232e+002, 2.374686e+002
6.688054e+002, 2.458210e+002
6.692875e+002, 2.552265e+002
6.697696e+002, 2.663707e+002
6.702517e+002, 2.792948e+002
6.707338e+002, 2.917446e+002
6.712159e+002, 3.025961e+002
6.716981e+002, 3.130165e+002
6.721802e+002, 3.252474e+002
6.726623e+002, 3.387529e+002
6.731444e+002, 3.520699e+002
6.736265e+002, 3.635340e+002
6.741086e+002, 3.750562e+002
6.745908e+002, 3.879414e+002
6.750729e+002, 4.020565e+002
6.755550e+002, 4.170020e+002
6.760371e+002, 4.326863e+002
6.765192e+002, 4.491434e+002
6.770013e+002, 4.670580e+002
6.774835e+002, 4.867280e+002
6.779656e+002, 5.050760e+002
6.784477e+002, 5.219036e+002
6.789298e+002, 5.380610e+002
6.794119e+002, 5.545326e+002
6.798940e+002, 5.715264e+002
6.803762e+002, 5.850718e+002
6.808583e+002, 5.951093e+002
6.813404e+002, 6.024645e+002
6.818225e+002, 6.084615e+002
6.823046e+002, 6.124327e+002
6.827867e+002, 6.129860e+002
6.832689e+002, 6.095589e+002
6.837510e+002, 6.035367e+002
6.842331e+002, 5.967662e+002
6.847152e+002, 5.877648e+002
6.851973e+002, 5.747914e+002
6.856794e+002, 5.553243e+002
6.861616e+002, 5.341135e+002
6.866437e+002, 5.110040e+002
6.871258e+002, 4.868259e+002
6.876079e+002, 4.634089e+002
6.880900e+002, 4.415103e+002
6.885721e+002, 4.189297e+002
6.890543e+002, 3.945180e+002
6.895364e+002, 3.698097e+002
6.900185e+002, 3.493087e+002
6.905006e+002, 3.329999e+002
6.909827e+002, 3.177943e+002
6.914648e+002, 3.015201e+002
6.919470e+002, 2.855726e+002
6.924291e+002, 2.720800e+002
6.929112e+002, 2.607214e+002
6.933933e+002, 2.497561e+002
6.938754e+002, 2.376456e+002
6.943575e+002, 2.259200e+002
6.948397e+002, 2.153522e+002
6.953218e+002, 2.059530e+002
6.958039e+002, 1.981618e+002
6.962860e+002, 1.923289e+002
6.967681e+002, 1.877639e+002
6.972502e+002, 1.845009e+002
6.977324e+002, 1.831844e+002
6.982145e+002, 1.797180e+002
6.986966e+002, 1.734471e+002
6.991787e+002, 1.668726e+002
6.996608e+002, 1.625527e+002
7.001429e+002, 1.601355e+002
7.006251e+002, 1.575526e+002
7.011072e+002, 1.544049e+002
7.015893e+002, 1.518344e+002
7.020714e+002, 1.517884e+002
7.025535e+002, 1.527986e+002
7.030356e+002, 1.526852e+002
7.035178e+002, 1.504224e+002
7.039999e+002, 1.476626e+002
7.044820e+002, 1.441999e+002
7.049641e+002, 1.408672e+002
7.054462e+002, 1.390078e+002
7.059283e+002, 1.400851e+002
7.064105e+002, 1.403095e+002
7.068926e+002, 1.388597e+002
7.073747e+002, 1.364925e+002
7.078568e+002, 1.351833e+002
7.083389e+002, 1.350450e+002
7.088210e+002, 1.342851e+002
7.093032e+002, 1.317763e+002
7.097853e+002, 1.287673e+002
7.102674e+002, 1.281015e+002
7.107495e+002, 1.293155e+002
7.112316e+002, 1.304867e+002
7.117137e+002, 1.303834e+002
7.121959e+002, 1.299945e+002
7.126780e+002, 1.302897e+002
7.131601e+002, 1.311017e+002
7.136422e+002, 1.311136e+002
7.141243e+002, 1.299367e+002
7.146064e+002, 1.278455e+002
7.150886e+002, 1.245069e+002
7.155707e+002, 1.198172e+002
7.160528e+002, 1.169498e+002
7.165349e+002, 1.161658e+002
7.170170e+002, 1.164815e+002
7.174991e+002, 1.180202e+002
7.179813e+002, 1.204137e+002
7.184634e+002, 1.203593e+002
7.189455e+002, 1.176807e+002
7.194276e+002, 1.148136e+002
7.199097e+002, 1.141948e+002
7.203918e+002, 1.145061e+002
7.208740e+002, 1.138942e+002
7.213561e+002, 1.119183e+002
7.218382e+002, 1.100536e+002
7.223203e+002, 1.087723e+002
7.228024e+002, 1.080292e+002
7.232845e+002, 1.078202e+002
7.237667e+002, 1.089063e+002
7.242488e+002, 1.091413e+002
7.247309e+002, 1.083206e+002
7.252130e+002, 1.068625e+002
7.256951e+002, 1.050013e+002
7.261772e+002, 1.026662e+002
7.266594e+002, 1.010890e+002
7.271415e+002, 1.005002e+002
7.276236e+002, 1.006753e+002
7.281057e+002, 1.019137e+002
7.285878e+002, 1.036802e+002
7.290699e+002, 1.045698e+002
7.295521e+002, 1.038312e+002
7.300342e+002, 1.025506e+002
7.305163e+002, 1.006184e+002
7.309984e+002, 9.880114e+001
7.314805e+002, 9.846554e+001
7.319626e+002, 1.023161e+002
7.324448e+002, 1.047955e+002
7.329269e+002, 1.043891e+002
7.334090e+002, 1.021073e+002
7.338911e+002, 1.007193e+002
7.343732e+002, 1.004533e+002
7.348553e+002, 1.001222e+002
7.353375e+002, 9.904015e+001
7.358196e+002, 9.790195e+001
7.363017e+002, 9.875166e+001
7.367838e+002, 1.013485e+002
7.372659e+002, 1.042212e+002
7.377480e+002, 1.078649e+002
7.382302e+002, 1.104464e+002
7.387123e+002, 1.091677e+002
7.391944e+002, 1.049128e+002
7.396765e+002, 1.020710e+002
7.401586e+002, 1.028389e+002
7.406407e+002, 1.048109e+002
7.411229e+002, 1.075243e+002
7.416050e+002, 1.108874e+002
7.420871e+002, 1.126175e+002
7.425692e+002, 1.119720e+002
7.430513e+002, 1.114805e+002
7.435334e+002, 1.129299e+002
7.440156e+002, 1.159226e+002
7.444977e+002, 1.165684e+002
7.449798e+002, 1.148744e+002
7.454619e+002, 1.135332e+002
7.459440e+002, 1.149259e+002
7.464261e+002, 1.177276e+002
7.469083e+002, 1.207202e+002
7.473904e+002, 1.238045e+002
7.478725e+002, 1.258148e+002
7.483546e+002, 1.247917e+002
7.488367e+002, 1.235146e+002
7.493188e+002, 1.238379e+002
7.498010e+002, 1.260936e+002
7.502831e+002, 1.293638e+002
7.507652e+002, 1.346869e+002
7.512473e+002, 1.394261e+002
7.517294e+002, 1.409883e+002
7.522115e+002, 1.394166e+002
7.526937e+002, 1.391050e+002
7.531758e+002, 1.403752e+002
7.536579e+002, 1.424675e+002
7.541400e+002, 1.450197e+002
7.546221e+002, 1.477287e+002
7.551042e+002, 1.501963e+002
7.555864e+002, 1.523887e+002
7.560685e+002, 1.540646e+002
7.565506e+002, 1.538986e+002
7.570327e+002, 1.537471e+002
7.575148e+002, 1.554985e+002
7.579969e+002, 1.617193e+002
7.584791e+002, 1.662486e+002
7.589612e+002, 1.685316e+002
7.594433e+002, 1.697394e+002
7.599254e+002, 1.710967e+002
7.604075e+002, 1.726084e+002
7.608896e+002, 1.746051e+002
7.613718e+002, 1.774164e+002
7.618539e+002, 1.798192e+002
7.623360e+002, 1.788729e+002
7.628181e+002, 1.764730e+002
7.633002e+002, 1.770060e+002
7.637823e+002, 1.843101e+002
7.642645e+002, 1.901680e+002
7.647466e+002, 1.882080e+002
7.652287e+002, 1.825046e+002
7.657108e+002, 1.791871e+002
7.661929e+002, 1.819286e+002
7.666750e+002, 1.832345e+002
7.671572e+002, 1.819459e+002
7.676393e+002, 1.793192e+002
7.681214e+002, 1.777723e+002
7.686035e+002, 1.774100e+002
7.690856e+002, 1.765900e+002
7.695677e+002, 1.747952e+002
7.700499e+002, 1.725244e+002
7.705320e+002, 1.707258e+002
7.710141e+002, 1.690802e+002
7.714962e+002, 1.667558e+002
7.719783e+002, 1.615646e+002
7.724604e+002, 1.575278e+002
7.729426e+002, 1.584915e+002
7.734247e+002, 1.620688e+002
7.739068e+002, 1.626143e+002
7.743889e+002, 1.566948e+002
7.748710e+002, 1.516871e+002
7.753531e+002, 1.490793e+002
7.758353e+002, 1.480836e+002
7.763174e+002, 1.465797e+002
7.767995e+002, 1.445783e+002
7.772816e+002, 1.420558e+002
7.777637e+002, 1.384937e+002
7.782458e+002, 1.349747e+002
7.787280e+002, 1.338150e+002
7.792101e+002, 1.343284e+002
7.796922e+002, 1.343367e+002
7.801743e+002, 1.322863e+002
7.806564e+002, 1.299483e+002
7.811385e+002, 1.278423e+002
7.816207e+002, 1.261138e+002
7.821028e+002, 1.253762e+002
7.825849e+002, 1.257942e+002
7.830670e+002, 1.269855e+002
7.835491e+002, 1.294922e+002
7.840313e+002, 1.325403e+002
7.845134e+002, 1.325970e+002
7.849955e+002, 1.296099e+002
7.854776e+002, 1.269349e+002
7.859597e+002, 1.267175e+002
7.864418e+002, 1.273165e+002
7.869240e+002, 1.255217e+002
7.874061e+002, 1.221173e+002
7.878882e+002, 1.200158e+002
7.883703e+002, 1.217478e+002
7.888524e+002, 1.241617e+002
7.893345e+002, 1.263271e+002
7.898167e+002, 1.280068e+002
7.902988e+002, 1.278836e+002
7.907809e+002, 1.246295e+002
7.912630e+002, 1.220423e+002
7.917451e+002, 1.216292e+002
7.922272e+002, 1.228522e+002
7.927094e+002, 1.233232e+002
7.931915e+002, 1.230620e+002
7.936736e+002, 1.226530e+002
7.941557e+002, 1.219955e+002
7.946378e+002, 1.216432e+002
7.951199e+002, 1.230569e+002
7.956021e+002, 1.256508e+002
7.960842e+002, 1.268438e+002
7.965663e+002, 1.239859e+002
7.970484e+002, 1.209352e+002
7.975305e+002, 1.192855e+002
7.980126e+002, 1.189811e+002
7.984948e+002, 1.194496e+002
7.989769e+002, 1.210764e+002
7.994590e+002, 1.225636e+002
7.999411e+002, 1.236039e+002
8.004232e+002, 1.240249e+002
8.009053e+002, 1.225108e+002
8.013875e+002, 1.192911e+002
8.018696e+002, 1.166458e+002
8.023517e+002, 1.159139e+002
8.028338e+002, 1.164220e+002
8.033159e+002, 1.179572e+002
8.037980e+002, 1.202957e+002
8.042802e+002, 1.222872e+002
8.047623e+002, 1.244122e+002
8.052444e+002, 1.251604e+002
8.057265e+002, 1.233966e+002
8.062086e+002, 1.195399e+002
8.066907e+002, 1.173508e+002
8.071729e+002, 1.170749e+002
8.076550e+002, 1.174135e+002
8.081371e+002, 1.178175e+002
8.086192e+002, 1.183557e+002
8.091013e+002, 1.196725e+002
8.095834e+002, 1.215006e+002
8.100656e+002, 1.223145e+002
8.105477e+002, 1.195328e+002
8.110298e+002, 1.168621e+002
8.115119e+002, 1.174534e+002
8.119940e+002, 1.208692e+002
8.124761e+002, 1.230775e+002
8.129583e+002, 1.224650e+002
8.134404e+002, 1.218498e+002
8.139225e+002, 1.221296e+002
8.144046e+002, 1.231198e+002
8.148867e+002, 1.236188e+002
8.153688e+002, 1.235872e+002
8.158510e+002, 1.237921e+002
8.163331e+002, 1.250546e+002
8.168152e+002, 1.265533e+002
8.172973e+002, 1.270004e+002
8.177794e+002, 1.264781e+002
8.182615e+002, 1.252898e+002
8.187437e+002, 1.218328e+002
8.192258e+002, 1.194674e+002
8.197079e+002, 1.205851e+002
8.201900e+002, 1.246258e+002
8.206721e+002, 1.270146e+002
8.211542e+002, 1.273219e+002
8.216364e+002, 1.268724e+002
8.221185e+002, 1.256620e+002
8.226006e+002, 1.242321e+002
8.230827e+002, 1.244344e+002
8.235648e+002, 1.261428e+002
8.240469e+002, 1.283410e+002
8.245291e+002, 1.312645e+002
8.250112e+002, 1.338331e+002
8.254933e+002, 1.351271e+002
8.259754e+002, 1.352365e+002
8.264575e+002, 1.344847e+002
8.269396e+002, 1.320278e+002
8.274218e+002, 1.297841e+002
8.279039e+002, 1.279425e+002
8.283860e+002, 1.267194e+002
8.288681e+002, 1.272481e+002
8.293502e+002, 1.299383e+002
8.298323e+002, 1.319532e+002
8.303145e+002, 1.320982e+002
8.307966e+002, 1.313106e+002
8.312787e+002, 1.313705e+002
8.317608e+002, 1.320243e+002
8.322429e+002, 1.324849e+002
8.327250e+002, 1.326958e+002
8.332072e+002, 1.323064e+002
8.336893e+002, 1.302142e+002
8.341714e+002, 1.273951e+002
8.346535e+002, 1.265911e+002
8.351356e+002, 1.294395e+002
8.356177e+002, 1.315013e+002
8.360999e+002, 1.318105e+002
8.365820e+002, 1.310991e+002
8.370641e+002, 1.312571e+002
8.375462e+002, 1.321388e+002
8.380283e+002, 1.319769e+002
8.385104e+002, 1.297838e+002
8.389926e+002, 1.270956e+002
8.394747e+002, 1.251806e+002
8.399568e+002, 1.240672e+002
8.404389e+002, 1.237884e+002
8.409210e+002, 1.255473e+002
8.414031e+002, 1.267080e+002
8.418853e+002, 1.266496e+002
8.423674e+002, 1.256963e+002
8.428495e+002, 1.238577e+002
8.433316e+002, 1.206068e+002
8.438137e+002, 1.193826e+002
8.442958e+002, 1.212325e+002
8.447780e+002, 1.240019e+002
8.452601e+002, 1.247725e+002
8.457422e+002, 1.239418e+002
8.462243e+002, 1.222557e+002
8.467064e+002, 1.192658e+002
8.471885e+002, 1.171120e+002
8.476707e+002, 1.178661e+002
8.481528e+002, 1.197464e+002
8.486349e+002, 1.206686e+002
