##NAMES=Salammoniac
##RRUFFID=R060521
##IDEAL CHEMISTRY=N^3-^H_4_Cl
##LOCALITY=Tien-Shan Mountains, Tadzhikistan, U.S.S.R
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=White dendritic
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060521
##MEASURED CHEMISTRY=NH_4_Cl_1.00_ ; N, H not measured but estimated by stoichiometry
700.6251, 265.6699
701.1072, 265.8635
701.5893, 266.0143
702.0714, 265.8140
702.5535, 265.4897
703.0356, 265.3945
703.5178, 265.7938
703.9999, 266.1411
704.4820, 266.1481
704.9641, 265.9944
705.4462, 265.9686
705.9283, 266.2269
706.4105, 266.3860
706.8926, 266.3697
707.3747, 266.2458
707.8568, 266.2236
708.3389, 266.3272
708.8210, 266.1932
709.3032, 265.4999
709.7853, 264.6860
710.2674, 264.8916
710.7495, 265.8576
711.2316, 266.4842
711.7137, 265.7657
712.1959, 264.8201
712.6780, 264.4945
713.1601, 264.7247
713.6422, 264.8878
714.1243, 264.7697
714.6064, 264.5852
715.0886, 264.4452
715.5707, 264.3539
716.0528, 264.0640
716.5349, 263.4529
717.0170, 262.9521
717.4991, 262.8705
717.9813, 263.1644
718.4634, 263.5594
718.9455, 264.0607
719.4276, 264.3981
719.9097, 264.2845
720.3918, 263.8900
720.8740, 263.3534
721.3561, 262.6270
721.8382, 262.1696
722.3203, 262.5229
722.8024, 263.0454
723.2845, 263.1513
723.7667, 262.3118
724.2488, 261.9047
724.7309, 262.1169
725.2130, 262.5557
725.6951, 262.8068
726.1772, 262.8705
726.6594, 262.7318
727.1415, 262.3699
727.6236, 261.8676
728.1057, 261.2288
728.5878, 260.5379
729.0699, 260.0122
729.5521, 259.7809
730.0342, 259.6453
730.5163, 259.4858
730.9984, 259.3287
731.4805, 259.2198
731.9626, 259.2516
732.4448, 259.2367
732.9269, 259.1303
733.4090, 258.9594
733.8911, 258.8090
734.3732, 258.7022
734.8553, 258.5176
735.3375, 258.1704
735.8196, 257.7583
736.3017, 257.5835
736.7838, 257.6045
737.2659, 257.5679
737.7480, 257.2247
738.2302, 256.8424
738.7123, 256.7906
739.1944, 256.9656
739.6765, 256.8515
740.1586, 255.7234
740.6407, 254.7705
741.1229, 254.6796
741.6050, 255.3976
742.0871, 255.7654
742.5692, 255.7362
743.0513, 255.4727
743.5334, 254.9549
744.0156, 254.2356
744.4977, 253.7533
744.9798, 253.5054
745.4619, 253.4753
745.9440, 253.8898
746.4261, 254.3913
746.9083, 254.5129
747.3904, 254.2086
747.8725, 253.7840
748.3546, 253.2755
748.8367, 252.7740
749.3188, 252.2954
749.8010, 251.7570
750.2831, 251.6426
750.7652, 252.2927
751.2473, 252.8359
751.7294, 252.4077
752.2115, 251.0294
752.6937, 250.1489
753.1758, 249.8901
753.6579, 249.8510
754.1400, 249.6434
754.6221, 249.3698
755.1042, 249.2624
755.5864, 249.4702
756.0685, 249.4283
756.5506, 248.4436
757.0327, 247.2609
757.5148, 246.6557
757.9969, 247.1786
758.4791, 247.5834
758.9612, 247.8966
759.4433, 248.0609
759.9254, 248.0371
760.4075, 247.8286
760.8896, 247.1968
761.3718, 245.9931
761.8539, 244.7073
762.3360, 243.9403
762.8181, 243.5807
763.3002, 243.4265
763.7823, 243.5513
764.2645, 243.6161
764.7466, 243.3084
765.2287, 242.8628
765.7108, 242.6282
766.1929, 242.9103
766.6750, 243.0791
767.1572, 243.1830
767.6393, 243.0769
768.1214, 242.2774
768.6035, 240.7042
769.0856, 239.6995
769.5677, 239.7405
770.0499, 240.2266
770.5320, 240.2361
771.0141, 239.9354
771.4962, 239.7550
771.9783, 240.0783
772.4604, 240.3552
772.9426, 240.2842
773.4247, 239.9554
773.9068, 239.5699
774.3889, 239.0516
774.8710, 238.6245
775.3531, 238.3294
775.8353, 238.1509
776.3174, 238.0832
776.7995, 238.1370
777.2816, 238.1321
777.7637, 238.0305
778.2458, 237.8065
778.7280, 237.2323
779.2101, 236.4684
779.6922, 236.0332
780.1743, 236.5546
780.6564, 237.0933
781.1385, 237.1466
781.6207, 236.8007
782.1028, 236.4631
782.5849, 236.0869
783.0670, 235.8484
783.5491, 235.8572
784.0313, 236.0195
784.5134, 235.9532
784.9955, 235.6526
785.4776, 235.2999
785.9597, 234.9317
786.4418, 234.5907
786.9240, 234.3945
787.4061, 234.2989
787.8882, 234.1438
788.3703, 233.8530
788.8524, 233.4842
789.3345, 232.9324
789.8167, 232.2706
790.2988, 232.0413
790.7809, 232.4925
791.2630, 232.9442
791.7451, 233.2265
792.2272, 233.3199
792.7094, 233.0344
793.1915, 232.3916
793.6736, 231.8670
794.1557, 231.9623
794.6378, 232.1908
795.1199, 231.7400
795.6021, 230.8039
796.0842, 230.2548
796.5663, 231.0437
797.0484, 231.7566
797.5305, 231.6250
798.0126, 230.7605
798.4948, 230.1501
798.9769, 229.7661
799.4590, 229.7496
799.9411, 230.3783
800.4232, 231.3716
800.9053, 231.4249
801.3875, 230.6390
801.8696, 230.0078
802.3517, 230.3563
802.8338, 230.9817
803.3159, 231.2522
803.7980, 231.1797
804.2802, 230.9463
804.7623, 230.1774
805.2444, 229.7242
805.7265, 230.1397
806.2086, 231.2455
806.6907, 231.3088
807.1729, 230.0236
807.6550, 229.0067
808.1371, 229.2642
808.6192, 230.2361
809.1013, 230.4061
809.5834, 229.8834
810.0656, 229.2886
810.5477, 228.8914
811.0298, 228.6378
811.5119, 228.5720
811.9940, 228.6560
812.4761, 228.6013
812.9583, 228.1665
813.4404, 227.8503
813.9225, 227.8310
814.4046, 228.0623
814.8867, 228.3195
815.3688, 228.6110
815.8510, 228.7142
816.3331, 228.2576
816.8152, 227.6853
817.2973, 227.9759
817.7794, 228.8766
818.2615, 229.3805
818.7437, 228.4424
819.2258, 227.5089
819.7079, 227.3398
820.1900, 227.8391
820.6721, 228.0851
821.1542, 227.9310
821.6364, 227.8611
822.1185, 228.1237
822.6006, 228.5416
823.0827, 228.4789
823.5648, 227.9881
824.0469, 227.4816
824.5291, 226.8876
825.0112, 226.6082
825.4933, 227.1171
825.9754, 228.2737
826.4575, 229.6235
826.9396, 232.2820
827.4218, 233.6008
827.9039, 232.3513
828.3860, 229.3691
828.8681, 227.5017
829.3502, 226.8882
829.8323, 226.4787
830.3145, 225.9031
830.7966, 225.3418
831.2787, 225.2445
831.7608, 225.4676
832.2429, 225.5719
832.7250, 225.0979
833.2072, 224.7082
833.6893, 224.8967
834.1714, 225.4351
834.6535, 225.7145
835.1356, 225.6724
835.6177, 225.3983
836.0999, 224.7581
836.5820, 224.0296
837.0641, 223.8739
837.5462, 224.2525
838.0283, 224.7738
838.5104, 225.4726
838.9926, 225.9658
839.4747, 225.6253
839.9568, 224.8209
840.4389, 224.1921
840.9210, 224.1588
841.4031, 224.0769
841.8853, 223.7266
842.3674, 223.2887
842.8495, 223.0505
843.3316, 223.0794
843.8137, 222.9137
844.2958, 222.3966
844.7780, 221.8725
845.2601, 221.9401
845.7422, 222.3936
846.2243, 222.7708
846.7064, 223.0244
847.1885, 222.9847
847.6707, 222.1669
848.1528, 221.1811
848.6349, 220.7722
849.1170, 221.5054
849.5991, 221.9005
850.0812, 221.8541
850.5634, 221.6017
851.0455, 221.4147
851.5276, 221.2729
852.0097, 220.9713
852.4918, 220.4619
852.9739, 219.9506
853.4561, 219.5859
853.9382, 219.3431
854.4203, 219.2285
854.9024, 219.3108
855.3845, 219.2787
855.8666, 218.9839
856.3488, 218.6258
856.8309, 218.3306
857.3130, 218.0975
857.7951, 217.8654
858.2772, 217.6238
858.7593, 217.4428
859.2415, 217.5506
859.7236, 217.6950
860.2057, 217.3214
860.6878, 216.3914
861.1699, 215.6698
861.6520, 215.7735
862.1342, 215.9934
862.6163, 215.8967
863.0984, 215.4747
863.5805, 214.9756
864.0626, 214.3498
864.5447, 213.8180
865.0269, 213.6045
865.5090, 213.5753
865.9911, 213.2485
866.4732, 212.6571
866.9553, 211.9976
867.4374, 211.1765
867.9196, 210.5194
868.4017, 210.3627
868.8838, 210.6377
869.3659, 210.8191
869.8480, 210.9012
870.3301, 210.8168
870.8123, 210.5445
871.2944, 210.0849
871.7765, 209.3141
872.2586, 208.2836
872.7407, 207.4903
873.2228, 207.3258
873.7050, 207.3118
874.1871, 207.0290
874.6692, 206.5167
875.1513, 205.8524
875.6334, 204.8374
876.1155, 203.9669
876.5977, 203.3619
877.0798, 202.9191
877.5619, 202.4903
878.0440, 202.0871
878.5261, 201.4856
879.0082, 200.5154
879.4904, 199.6679
879.9725, 199.8714
880.4546, 200.5630
880.9367, 200.7215
881.4188, 199.8287
881.9009, 198.9026
882.3831, 198.1999
882.8652, 197.6922
883.3473, 197.3887
883.8294, 197.3867
884.3115, 197.2134
884.7936, 196.8575
885.2758, 196.3232
885.7579, 195.5346
886.2400, 194.5887
886.7221, 193.5727
887.2042, 192.4766
887.6863, 191.8614
888.1685, 192.5108
888.6506, 193.3947
889.1327, 193.8420
889.6148, 193.8133
890.0969, 193.2464
890.5790, 191.8621
891.0612, 190.6368
891.5433, 190.3605
892.0254, 190.6951
892.5075, 190.2598
892.9896, 189.1560
893.4717, 188.2343
893.9539, 188.4413
894.4360, 188.6171
894.9181, 187.7385
895.4002, 186.0080
895.8823, 184.9594
896.3644, 185.0745
896.8466, 185.0996
897.3287, 184.6758
897.8108, 183.9676
898.2929, 183.2629
898.7750, 182.6149
899.2571, 182.3710
899.7393, 182.9882
900.2214, 183.5669
900.7035, 183.2850
901.1856, 182.4593
901.6677, 181.6282
902.1498, 180.6816
902.6320, 180.0766
903.1141, 180.0066
903.5962, 180.0740
904.0783, 179.6464
904.5604, 178.7760
905.0425, 178.1711
905.5247, 177.9049
906.0068, 178.0977
906.4889, 179.5715
906.9710, 181.1891
907.4531, 181.5888
907.9352, 180.2390
908.4174, 178.8621
908.8995, 177.6051
909.3816, 176.5128
909.8637, 175.6175
910.3458, 174.9079
910.8279, 174.5244
911.3101, 174.4745
911.7922, 174.3330
912.2743, 173.5900
912.7564, 172.7254
913.2385, 172.3092
913.7206, 172.3034
914.2028, 172.2668
914.6849, 172.0996
915.1670, 171.8412
915.6491, 171.4848
916.1312, 171.0539
916.6133, 170.5847
917.0955, 170.0737
917.5776, 169.7882
918.0597, 169.9691
918.5418, 170.2034
919.0239, 169.9324
919.5060, 169.3410
919.9882, 168.7915
920.4703, 168.3847
920.9524, 168.0477
921.4345, 167.8237
921.9166, 167.6149
922.3987, 167.2145
922.8809, 166.5826
923.3630, 166.4541
923.8451, 166.9844
924.3272, 167.5729
924.8093, 167.5374
925.2914, 167.1877
925.7736, 166.9518
926.2557, 166.9321
926.7378, 166.7813
927.2199, 166.2271
927.7020, 165.6859
928.1841, 165.3680
928.6663, 165.2760
929.1484, 165.3125
929.6305, 165.4952
930.1126, 165.4322
930.5947, 164.5447
931.0768, 163.4797
931.5590, 163.1492
932.0411, 163.4056
932.5232, 163.6049
933.0053, 163.5344
933.4874, 163.3683
933.9695, 163.1471
934.4517, 162.8704
934.9338, 162.4542
935.4159, 161.8943
935.8980, 161.6267
936.3801, 161.8420
936.8622, 162.2175
937.3444, 162.5006
937.8265, 162.6463
938.3086, 162.5671
938.7907, 162.0626
939.2728, 161.6818
939.7549, 161.5218
940.2371, 161.5055
940.7192, 161.6615
941.2013, 162.0024
941.6834, 161.8972
942.1655, 161.3025
942.6476, 160.7149
943.1298, 160.6289
943.6119, 160.7249
944.0940, 160.5870
944.5761, 160.2072
945.0582, 160.1031
945.5403, 160.9150
946.0225, 161.3424
946.5046, 160.7004
946.9867, 159.4250
947.4688, 159.6111
947.9509, 161.1373
948.4330, 162.1199
948.9152, 161.3848
949.3973, 160.2890
949.8794, 160.2231
950.3615, 160.7080
950.8436, 160.8944
951.3257, 160.1142
951.8079, 159.6956
952.2900, 159.8143
952.7721, 160.1734
953.2542, 160.5669
953.7363, 160.9353
954.2184, 160.6826
954.7006, 159.6857
955.1827, 158.7693
955.6648, 158.6856
956.1469, 158.9158
956.6290, 159.0179
957.1111, 158.9264
957.5933, 158.8931
958.0754, 158.9351
958.5575, 159.0230
959.0396, 159.1599
959.5217, 159.3249
960.0038, 159.4573
960.4860, 159.5557
960.9681, 159.6133
961.4502, 159.5459
961.9323, 159.5168
962.4144, 159.6555
962.8965, 159.8956
963.3787, 160.0822
963.8608, 160.1772
964.3429, 160.1846
964.8250, 159.8763
965.3071, 160.0259
965.7892, 162.5594
966.2714, 166.2615
966.7535, 167.8342
967.2356, 166.4149
967.7177, 165.0590
968.1998, 165.6103
968.6819, 166.7060
969.1641, 167.3464
969.6462, 167.4637
970.1283, 167.9217
970.6104, 168.7302
971.0925, 169.8458
971.5746, 171.1484
972.0568, 172.8094
972.5389, 175.2990
973.0210, 178.4539
973.5031, 181.6625
973.9852, 184.5285
974.4673, 187.5918
974.9495, 191.1030
975.4316, 194.8540
975.9137, 198.9407
976.3958, 203.5119
976.8779, 205.5803
977.3600, 204.5322
977.8422, 201.2403
978.3243, 195.4145
978.8064, 188.5094
979.2885, 182.3013
979.7706, 177.0499
980.2527, 172.7439
980.7349, 169.5570
981.2170, 166.9919
981.6991, 164.8765
982.1812, 163.2012
982.6633, 162.0750
983.1454, 161.4638
983.6276, 160.9979
984.1097, 160.5910
984.5918, 160.1188
985.0739, 159.3869
985.5560, 158.5208
986.0381, 157.8684
986.5203, 157.4412
987.0024, 157.2663
987.4845, 157.4292
987.9666, 157.6885
988.4487, 157.6900
988.9308, 157.5015
989.4130, 157.3214
989.8951, 157.1893
990.3772, 157.0285
990.8593, 156.7298
991.3414, 156.4390
991.8235, 156.2705
992.3057, 156.2282
992.7878, 156.1540
993.2699, 156.0091
993.7520, 156.0688
994.2341, 156.7172
994.7162, 157.4858
995.1984, 157.5254
995.6805, 157.0106
996.1626, 156.4187
996.6447, 155.4938
997.1268, 155.1046
997.6089, 155.8261
998.0911, 156.8251
998.5732, 156.7818
999.0553, 155.7103
999.5374, 155.1593
1000.020, 155.3656
1000.502, 155.7443
1000.984, 155.7487
1001.466, 155.6682
1001.948, 155.8340
1002.430, 156.3136
1002.912, 156.5691
1003.394, 156.3785
1003.876, 156.3411
1004.359, 156.7820
1004.841, 157.5077
1005.323, 158.0063
1005.805, 158.2705
1006.287, 158.2368
1006.769, 157.5789
1007.251, 157.0112
1007.733, 157.0172
1008.216, 157.2869
1008.698, 157.3368
1009.180, 156.9930
1009.662, 157.1762
1010.144, 158.0370
1010.626, 158.9031
1011.108, 158.9851
1011.590, 158.6882
1012.072, 158.5801
1012.555, 158.7001
1013.037, 158.9215
1013.519, 159.4999
1014.001, 159.7856
1014.483, 159.3550
1014.965, 158.5667
1015.447, 158.7809
1015.929, 159.8962
1016.411, 160.8533
1016.894, 161.3340
1017.376, 161.4792
1017.858, 161.1178
1018.340, 160.6240
1018.822, 160.4657
1019.304, 160.7389
1019.786, 161.3275
1020.268, 162.3987
1020.751, 163.3469
1021.233, 163.5662
1021.715, 163.3382
1022.197, 163.3895
1022.679, 163.7008
1023.161, 164.0662
1023.643, 164.4446
1024.125, 164.7879
1024.607, 165.0942
1025.090, 165.3445
1025.572, 165.4434
1026.054, 165.3689
1026.536, 165.4713
1027.018, 165.8223
1027.500, 166.3281
1027.982, 167.0493
1028.464, 167.7798
1028.947, 168.2470
1029.429, 168.3388
1029.911, 168.5237
1030.393, 168.8516
1030.875, 169.2643
1031.357, 169.8311
1031.839, 170.4237
1032.321, 170.4627
1032.803, 170.0806
1033.286, 169.8345
1033.768, 170.0496
1034.250, 170.4070
1034.732, 170.7119
1035.214, 171.1142
1035.696, 171.7507
1036.178, 172.5644
1036.660, 174.2912
1037.143, 177.2498
1037.625, 179.4447
1038.107, 178.1417
1038.589, 175.5948
1039.071, 174.6573
1039.553, 175.4426
1040.035, 176.1979
1040.517, 176.5351
1041.000, 176.8212
1041.482, 177.1316
1041.964, 177.4686
1042.446, 177.8444
1042.928, 178.2485
1043.410, 178.6011
1043.892, 178.8319
1044.374, 179.1540
1044.856, 179.5137
1045.339, 180.1610
1045.821, 181.5394
1046.303, 183.9196
1046.785, 184.7704
1047.267, 183.9636
1047.749, 182.7699
1048.231, 181.7872
1048.713, 181.0803
1049.195, 180.7605
1049.677, 180.7893
1050.160, 181.0676
1050.642, 182.0872
1051.124, 182.5507
1051.606, 182.0420
1052.088, 181.3404
1052.570, 181.6661
1053.052, 182.7169
1053.534, 183.2160
1054.017, 182.9949
1054.499, 182.8592
1054.981, 183.6474
1055.463, 184.3718
1055.945, 184.3188
1056.427, 183.6313
1056.909, 183.0148
1057.391, 182.4506
1057.874, 182.2371
1058.356, 182.6082
1058.838, 183.0975
1059.320, 182.9829
1059.802, 182.6809
1060.284, 182.8250
1060.766, 183.8916
1061.248, 184.5897
1061.730, 184.7809
1062.213, 184.7888
1062.695, 184.7823
1063.177, 184.7814
1063.659, 184.8990
1064.141, 185.1022
1064.623, 185.2395
1065.105, 185.0798
1065.587, 185.0127
1066.070, 185.4260
1066.552, 185.8953
1067.034, 185.6301
1067.516, 184.5908
1067.998, 184.1551
1068.480, 184.5303
1068.962, 185.0609
1069.444, 185.2973
1069.927, 185.3114
1070.409, 185.0523
1070.891, 184.5406
1071.373, 184.4125
1071.855, 184.8913
1072.337, 185.1610
1072.819, 184.9037
1073.301, 184.4090
1073.783, 184.0621
1074.266, 183.9010
1074.748, 184.0562
1075.230, 184.7603
1075.712, 185.2178
1076.194, 185.0590
1076.676, 184.7783
1077.158, 184.6721
1077.640, 184.7141
1078.122, 184.5977
1078.604, 184.3454
1079.087, 184.1515
1079.569, 184.2808
1080.051, 184.3364
1080.533, 183.8211
1081.015, 183.1746
1081.497, 183.2829
1081.979, 184.4670
1082.461, 184.7760
1082.944, 183.9535
1083.426, 183.0213
1083.908, 183.0038
1084.390, 183.4070
1084.872, 183.7495
1085.354, 183.9794
1085.836, 183.9198
1086.318, 183.0748
1086.801, 182.9195
1087.283, 184.0734
1087.765, 185.6666
1088.247, 186.2616
1088.729, 185.9812
1089.211, 184.9461
1089.693, 182.9522
1090.175, 181.4215
1090.657, 181.2791
1091.140, 181.4804
1091.622, 181.5349
1092.104, 181.4368
1092.586, 181.0103
1093.068, 180.3010
1093.550, 179.8842
1094.032, 180.1392
1094.514, 180.5824
1094.997, 181.2730
1095.479, 181.7341
1095.961, 181.2278
1096.443, 179.2441
1096.925, 178.0763
1097.407, 177.7905
1097.889, 177.9158
1098.371, 178.3053
1098.854, 178.7436
1099.336, 179.0894
1099.818, 179.2592
1100.300, 178.9455
1100.782, 177.6112
1101.264, 176.5919
1101.746, 176.0620
1102.228, 175.8908
1102.710, 176.1697
1103.193, 176.6234
1103.675, 176.5157
1104.157, 175.7611
1104.639, 174.9330
1105.121, 173.8737
1105.603, 173.3090
1106.085, 173.7735
1106.567, 174.7637
1107.049, 174.5694
1107.531, 173.3508
1108.014, 172.3757
1108.496, 171.9717
1108.978, 171.8853
1109.460, 172.1962
1109.942, 172.5482
1110.424, 172.6323
1110.906, 172.4418
1111.388, 172.1084
1111.871, 171.6270
1112.353, 171.0589
1112.835, 170.3180
1113.317, 169.6553
1113.799, 169.4366
1114.281, 169.4675
1114.763, 169.4319
1115.245, 169.3708
1115.728, 168.9973
1116.210, 168.2043
1116.692, 167.4669
1117.174, 167.2776
1117.656, 167.3730
1118.138, 167.2679
1118.620, 167.0047
1119.102, 166.8113
1119.584, 166.9887
1120.067, 166.9016
1120.549, 166.3752
1121.031, 165.6693
1121.513, 165.0989
1121.995, 164.6405
1122.477, 164.2480
1122.959, 163.9083
1123.441, 163.5562
1123.924, 163.0562
1124.406, 162.6564
1124.888, 162.5106
1125.370, 162.5099
1125.852, 162.3653
1126.334, 162.0836
1126.816, 161.6942
1127.298, 161.1671
1127.781, 160.7447
1128.263, 160.8271
1128.745, 160.9216
1129.227, 160.5110
1129.709, 159.6280
1130.191, 159.2573
1130.673, 159.4399
1131.155, 159.4210
1131.637, 158.7696
1132.120, 158.0089
1132.602, 157.5798
1133.084, 157.4369
1133.566, 157.6130
1134.048, 158.3881
1134.530, 158.3833
1135.012, 157.3890
1135.494, 156.4533
1135.976, 156.4519
1136.458, 156.7957
1136.941, 156.4407
1137.423, 155.6712
1137.905, 155.1808
1138.387, 155.4977
1138.869, 155.5712
1139.351, 155.2544
1139.833, 154.8960
1140.315, 154.9047
1140.798, 155.1142
1141.280, 155.1638
1141.762, 155.0388
1142.244, 154.7673
1142.726, 153.9516
1143.208, 153.5903
1143.690, 154.1971
1144.172, 154.9728
1144.655, 154.3670
1145.137, 152.8434
1145.619, 152.4530
1146.101, 153.4660
1146.583, 154.1943
1147.065, 153.2525
1147.547, 152.3201
1148.029, 152.3056
1148.511, 152.8094
1148.994, 152.5341
1149.476, 151.6025
1149.958, 151.2351
1150.440, 151.8603
1150.922, 152.3063
1151.404, 151.3822
1151.886, 150.2354
1152.368, 149.6997
1152.851, 149.7413
1153.333, 150.1318
1153.815, 150.8723
1154.297, 151.3564
1154.779, 151.3024
1155.261, 151.0307
1155.743, 150.6246
1156.225, 150.2819
1156.708, 150.3375
1157.190, 150.9069
1157.672, 150.9324
1158.154, 150.3463
1158.636, 149.8128
1159.118, 149.7780
1159.600, 149.9089
1160.082, 149.9101
1160.564, 149.7960
1161.047, 149.5727
1161.529, 149.1249
1162.011, 148.8822
1162.493, 148.8887
1162.975, 148.9265
1163.457, 148.8479
1163.939, 148.6852
1164.421, 148.4233
1164.903, 148.1136
1165.385, 147.9139
1165.868, 148.0226
1166.350, 147.8917
1166.832, 147.3857
1167.314, 146.8947
1167.796, 146.8185
1168.278, 147.0452
1168.760, 147.5604
1169.242, 148.2642
1169.725, 148.5755
1170.207, 147.9471
1170.689, 147.4687
1171.171, 147.3562
1171.653, 147.3602
1172.135, 146.9895
1172.617, 146.5049
1173.099, 146.4743
1173.582, 146.9621
1174.064, 147.7724
1174.546, 149.7408
1175.028, 150.7485
1175.510, 149.9216
1175.992, 148.2327
1176.474, 147.6714
1176.956, 147.8701
1177.438, 147.7546
1177.921, 147.0795
1178.403, 146.5012
1178.885, 146.2383
1179.367, 146.2160
1179.849, 146.5061
1180.331, 146.9447
1180.813, 146.9044
1181.295, 146.5467
1181.778, 146.5301
1182.260, 147.1624
1182.742, 147.6804
1183.224, 147.6416
1183.706, 147.4833
1184.188, 147.4514
1184.670, 147.5074
1185.152, 147.3850
1185.635, 147.1390
1186.117, 147.0611
1186.599, 147.3374
1187.081, 147.6395
1187.563, 147.7901
1188.045, 147.9226
1188.527, 148.2524
1189.009, 148.7165
1189.491, 148.2641
1189.974, 147.0493
1190.456, 146.1999
1190.938, 146.5154
1191.420, 147.0067
1191.902, 147.2857
1192.384, 147.4338
1192.866, 147.5586
1193.348, 147.6634
1193.830, 147.4657
1194.313, 146.9988
1194.795, 146.6787
1195.277, 146.8590
1195.759, 147.1348
1196.241, 147.4019
1196.723, 147.5644
1197.205, 147.4079
1197.687, 146.9141
1198.169, 146.9029
1198.652, 147.3968
1199.134, 147.9890
1199.616, 148.0408
1200.098, 148.4863
1200.580, 150.8596
1201.062, 153.5314
1201.544, 153.5086
1202.026, 150.6946
1202.509, 148.9209
1202.991, 148.5258
1203.473, 148.6224
1203.955, 148.9647
1204.437, 149.1819
1204.919, 148.8478
1205.401, 148.2626
1205.883, 148.1236
1206.365, 148.4387
1206.848, 148.6563
1207.330, 148.6964
1207.812, 148.7475
1208.294, 148.9609
1208.776, 149.2315
1209.258, 149.5936
1209.740, 149.9358
1210.222, 149.8637
1210.705, 149.3716
1211.187, 149.0543
1211.669, 149.0233
1212.151, 149.1243
1212.633, 149.2474
1213.115, 149.4495
1213.597, 149.9068
1214.079, 150.4756
1214.562, 150.5646
1215.044, 150.1860
1215.526, 149.8328
1216.008, 149.5866
1216.490, 149.5439
1216.972, 149.9886
1217.454, 150.4812
1217.936, 150.6418
1218.418, 150.5449
1218.901, 150.5696
1219.383, 150.7104
1219.865, 150.8981
1220.347, 151.1435
1220.829, 151.3023
1221.311, 151.0640
1221.793, 150.8826
1222.275, 151.1835
1222.757, 151.8662
1223.240, 152.1553
1223.722, 152.0814
1224.204, 151.9768
1224.686, 151.8538
1225.168, 152.0323
1225.650, 153.2048
1226.132, 154.3305
1226.614, 154.4796
1227.096, 153.8222
1227.579, 154.0817
1228.061, 155.1160
1228.543, 155.6096
1229.025, 154.7307
1229.507, 153.9770
1229.989, 154.4532
1230.471, 155.2065
1230.953, 155.4211
1231.436, 155.1963
1231.918, 155.6076
1232.400, 156.5386
1232.882, 157.1640
1233.364, 156.9025
1233.846, 156.7323
1234.328, 157.4561
1234.810, 158.1433
1235.292, 157.9577
1235.775, 157.0827
1236.257, 156.8533
1236.739, 157.2921
1237.221, 158.5678
1237.703, 162.0562
1238.185, 164.2880
1238.667, 162.8384
1239.149, 160.7134
1239.632, 160.0261
1240.114, 160.5114
1240.596, 160.4433
1241.078, 160.0011
1241.560, 159.9460
1242.042, 160.9735
1242.524, 161.9237
1243.006, 162.5461
1243.489, 162.9612
1243.971, 163.2503
1244.453, 163.4072
1244.935, 163.2910
1245.417, 162.9941
1245.899, 162.8642
1246.381, 163.0588
1246.863, 163.4661
1247.345, 164.2354
1247.828, 164.8682
1248.310, 164.7428
1248.792, 164.2073
1249.274, 164.0637
1249.756, 164.3351
1250.238, 165.0457
1250.720, 167.1070
1251.202, 168.1138
1251.684, 167.5924
1252.167, 166.7431
1252.649, 166.4441
1253.131, 166.6262
1253.613, 167.4683
1254.095, 168.6806
1254.577, 169.3333
1255.059, 168.6777
1255.541, 168.4400
1256.023, 168.7672
1256.506, 169.3080
1256.988, 169.9274
1257.470, 170.4575
1257.952, 170.5442
1258.434, 170.3425
1258.916, 170.3233
1259.398, 170.5768
1259.880, 170.9083
1260.363, 171.3145
1260.845, 171.7636
1261.327, 172.2824
1261.809, 172.7852
1262.291, 173.1956
1262.773, 173.5180
1263.255, 173.7919
1263.737, 174.0467
1264.219, 174.0314
1264.702, 173.6931
1265.184, 173.6043
1265.666, 174.5359
1266.148, 175.5725
1266.630, 175.9882
1267.112, 175.9891
1267.594, 176.0283
1268.076, 176.0995
1268.559, 176.3806
1269.041, 176.8797
1269.523, 177.2818
1270.005, 177.2453
1270.487, 177.1888
1270.969, 177.3912
1271.451, 177.6979
1271.933, 177.8609
1272.416, 177.9041
1272.898, 178.1135
1273.380, 178.5141
1273.862, 179.2010
1274.344, 180.8067
1274.826, 181.9518
1275.308, 182.0007
1275.790, 181.5977
1276.272, 181.4332
1276.755, 181.5079
1277.237, 181.9108
1277.719, 182.5949
1278.201, 183.2395
1278.683, 183.7094
1279.165, 184.0708
1279.647, 184.2217
1280.129, 184.5041
1280.611, 185.5891
1281.094, 186.9814
1281.576, 187.4695
1282.058, 187.2173
1282.540, 187.3055
1283.022, 188.2676
1283.504, 189.0840
1283.986, 189.6082
1284.468, 190.1341
1284.950, 191.1359
1285.433, 192.1898
1285.915, 192.5190
1286.397, 192.3730
1286.879, 192.8613
1287.361, 194.3164
1287.843, 195.3073
1288.325, 195.6701
1288.807, 195.8617
1289.290, 195.9881
1289.772, 196.3805
1290.254, 197.5889
1290.736, 199.2200
1291.218, 200.3389
1291.700, 200.9060
1292.182, 201.4075
1292.664, 201.8766
1293.146, 202.5527
1293.629, 204.1171
1294.111, 205.3696
1294.593, 205.1631
1295.075, 204.5398
1295.557, 204.7779
1296.039, 205.7862
1296.521, 206.9377
1297.003, 208.1552
1297.486, 209.1502
1297.968, 209.5669
1298.450, 210.0372
1298.932, 210.7360
1299.414, 211.5289
1299.896, 212.3365
1300.378, 213.1054
1300.860, 213.6177
1301.343, 213.9365
1301.825, 214.3844
##END=



