##NAMES=Cristobalite
##RRUFFID=R061064
##IDEAL CHEMISTRY=SiO_2_
##LOCALITY=Ellora Caves, India
##OWNER=RRUFF
##SOURCE=Harvard Mineralogical Museum
##DESCRIPTION=Colorless single crystals, octahedra and groups of octahedra, some have transformed to quartz. Sample used in Downs and Palmer (1994)
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R061064
##MEASURED CHEMISTRY=Si_1.00_O_2_·0.11H_2_O ; trace amounts of Al and Na; H_2_O by difference, verified by Raman spectroscopy
692.4550, 1565.933
692.9371, 1574.312
693.4193, 1579.634
693.9014, 1581.399
694.3835, 1580.855
694.8656, 1578.382
695.3477, 1573.998
695.8298, 1566.361
696.3120, 1553.428
696.7941, 1547.719
697.2762, 1556.074
697.7583, 1567.338
698.2404, 1577.289
698.7225, 1585.082
699.2047, 1591.395
699.6868, 1595.928
700.1689, 1594.653
700.6510, 1579.169
701.1331, 1555.565
701.6152, 1541.601
702.0974, 1537.237
702.5795, 1541.177
703.0616, 1555.023
703.5437, 1570.937
704.0258, 1578.560
704.5079, 1576.945
704.9901, 1579.967
705.4722, 1595.230
705.9543, 1605.272
706.4364, 1604.622
706.9185, 1599.022
707.4006, 1592.364
707.8828, 1585.564
708.3649, 1579.403
708.8470, 1573.427
709.3291, 1569.220
709.8112, 1571.714
710.2933, 1576.759
710.7755, 1571.888
711.2576, 1555.630
711.7397, 1541.769
712.2218, 1542.088
712.7039, 1552.487
713.1860, 1556.254
713.6682, 1550.600
714.1503, 1547.199
714.6324, 1548.353
715.1145, 1550.915
715.5966, 1552.641
716.0787, 1554.267
716.5609, 1558.124
717.0430, 1567.642
717.5251, 1572.607
718.0072, 1564.048
718.4893, 1553.610
718.9714, 1552.233
719.4536, 1558.314
719.9357, 1565.962
720.4178, 1572.614
720.8999, 1576.288
721.3820, 1571.524
721.8641, 1560.556
722.3463, 1558.537
722.8284, 1567.425
723.3105, 1573.417
723.7926, 1568.350
724.2747, 1559.857
724.7568, 1562.194
725.2390, 1581.292
725.7211, 1587.253
726.2032, 1567.443
726.6853, 1550.965
727.1674, 1546.048
727.6495, 1549.181
728.1317, 1560.593
728.6138, 1578.210
729.0959, 1586.888
729.5780, 1568.595
730.0601, 1544.891
730.5422, 1541.080
731.0244, 1550.061
731.5065, 1554.773
731.9886, 1551.116
732.4707, 1542.564
732.9528, 1530.653
733.4349, 1518.190
733.9171, 1519.606
734.3992, 1539.704
734.8813, 1554.607
735.3634, 1559.089
735.8455, 1559.606
736.3276, 1561.070
736.8098, 1562.412
737.2919, 1559.979
737.7740, 1551.530
738.2561, 1542.931
738.7382, 1533.590
739.2203, 1526.276
739.7025, 1524.372
740.1846, 1526.137
740.6667, 1528.827
741.1488, 1531.650
741.6309, 1529.501
742.1130, 1510.783
742.5952, 1484.019
743.0773, 1471.884
743.5594, 1475.070
744.0415, 1486.791
744.5236, 1505.491
745.0057, 1525.030
745.4879, 1535.584
745.9700, 1535.786
746.4521, 1541.558
746.9342, 1564.756
747.4163, 1574.622
747.8984, 1545.710
748.3806, 1512.991
748.8627, 1510.731
749.3448, 1536.538
749.8269, 1555.989
750.3090, 1553.251
750.7911, 1548.888
751.2733, 1557.839
751.7554, 1568.971
752.2375, 1564.392
752.7196, 1546.102
753.2017, 1532.782
753.6838, 1536.443
754.1660, 1550.777
754.6481, 1569.800
755.1302, 1591.458
755.6123, 1598.882
756.0944, 1588.656
756.5765, 1578.079
757.0587, 1577.697
757.5408, 1583.491
758.0229, 1586.310
758.5050, 1586.571
758.9871, 1582.691
759.4692, 1564.041
759.9514, 1553.394
760.4335, 1562.875
760.9156, 1581.637
761.3977, 1599.220
761.8798, 1614.173
762.3619, 1619.560
762.8441, 1599.658
763.3262, 1581.795
763.8083, 1590.375
764.2904, 1613.944
764.7725, 1632.764
765.2546, 1643.051
765.7368, 1653.627
766.2189, 1673.304
766.7010, 1695.125
767.1831, 1699.341
767.6652, 1687.048
768.1473, 1683.701
768.6295, 1693.366
769.1116, 1714.716
769.5937, 1750.918
770.0758, 1795.303
770.5579, 1825.088
771.0400, 1824.222
771.5222, 1839.725
772.0043, 1892.420
772.4864, 1938.294
772.9685, 1950.497
773.4506, 1948.468
773.9327, 1960.729
774.4149, 1992.628
774.8970, 2030.262
775.3791, 2070.731
775.8612, 2111.498
776.3433, 2152.334
776.8254, 2191.788
777.3076, 2229.442
777.7897, 2264.069
778.2718, 2290.087
778.7539, 2299.989
779.2360, 2301.049
779.7181, 2312.996
780.2003, 2334.534
780.6824, 2349.026
781.1645, 2353.452
781.6466, 2348.413
782.1287, 2333.648
782.6108, 2310.258
783.0930, 2281.067
783.5751, 2236.934
784.0572, 2206.842
784.5393, 2204.590
785.0214, 2201.757
785.5035, 2186.171
785.9857, 2163.055
786.4678, 2139.533
786.9499, 2116.346
787.4320, 2093.961
787.9141, 2073.299
788.3962, 2052.633
788.8784, 2023.696
789.3605, 1997.150
789.8426, 1994.633
790.3247, 2016.269
790.8068, 2034.223
791.2889, 2024.969
791.7711, 2002.799
792.2532, 1994.228
792.7353, 1995.197
793.2174, 1985.739
793.6995, 1962.430
794.1816, 1937.489
794.6638, 1919.445
795.1459, 1906.007
795.6280, 1891.461
796.1101, 1876.488
796.5922, 1857.589
797.0743, 1832.985
797.5565, 1807.355
798.0386, 1780.993
798.5207, 1755.953
799.0028, 1735.131
799.4849, 1718.960
799.9670, 1703.864
800.4492, 1688.419
800.9313, 1675.049
801.4134, 1664.439
801.8955, 1656.449
802.3776, 1651.928
802.8597, 1650.047
803.3419, 1647.743
803.8240, 1644.591
804.3061, 1638.159
804.7882, 1620.639
805.2703, 1600.148
805.7524, 1594.083
806.2346, 1602.037
806.7167, 1611.842
807.1988, 1617.385
807.6809, 1615.955
808.1630, 1598.550
808.6451, 1566.226
809.1273, 1548.487
809.6094, 1547.475
810.0915, 1551.486
810.5736, 1557.437
811.0557, 1564.066
811.5378, 1570.914
812.0200, 1578.257
812.5021, 1577.315
812.9842, 1559.331
813.4663, 1545.828
813.9484, 1541.253
814.4305, 1540.291
814.9127, 1538.782
815.3948, 1537.913
815.8769, 1542.590
816.3590, 1558.416
816.8411, 1568.243
817.3232, 1562.345
817.8054, 1549.646
818.2875, 1531.816
818.7696, 1514.690
819.2517, 1511.185
819.7338, 1524.173
820.2159, 1535.708
820.6981, 1524.949
821.1802, 1504.345
821.6623, 1497.403
822.1444, 1501.668
822.6265, 1508.738
823.1086, 1516.349
823.5908, 1518.911
824.0729, 1510.790
824.5550, 1496.341
825.0371, 1489.766
825.5192, 1492.023
826.0013, 1496.326
826.4835, 1504.635
826.9656, 1508.028
827.4476, 1500.106
827.9297, 1485.587
828.4119, 1472.003
828.8940, 1457.165
829.3761, 1452.404
829.8582, 1465.263
830.3403, 1478.181
830.8224, 1493.410
831.3046, 1501.552
831.7867, 1486.094
832.2688, 1452.810
832.7509, 1434.989
833.2330, 1452.288
833.7151, 1473.635
834.1973, 1485.617
834.6794, 1491.385
835.1615, 1493.202
835.6436, 1491.936
836.1257, 1487.579
836.6078, 1480.100
837.0900, 1473.788
837.5721, 1473.621
838.0542, 1477.462
838.5363, 1483.193
839.0184, 1489.338
839.5005, 1489.016
839.9827, 1480.290
840.4648, 1467.336
840.9469, 1452.639
841.4290, 1438.533
841.9111, 1434.869
842.3932, 1442.703
842.8754, 1452.898
843.3575, 1466.716
843.8396, 1475.306
844.3217, 1470.985
844.8038, 1460.315
845.2859, 1457.943
845.7681, 1467.420
846.2502, 1472.763
846.7323, 1469.824
847.2144, 1467.937
847.6965, 1468.127
848.1786, 1471.316
848.6608, 1482.281
849.1429, 1498.670
849.6250, 1504.925
850.1071, 1492.392
850.5892, 1476.057
851.0714, 1452.066
851.5535, 1434.503
852.0356, 1443.864
852.5177, 1468.263
852.9998, 1478.381
853.4819, 1463.728
853.9641, 1446.829
854.4462, 1446.518
854.9283, 1453.330
855.4104, 1456.539
855.8925, 1456.238
856.3746, 1453.255
856.8568, 1448.086
857.3389, 1441.728
857.8210, 1433.941
858.3031, 1427.967
858.7852, 1433.354
859.2673, 1448.398
859.7495, 1457.246
860.2316, 1457.900
860.7137, 1459.223
861.1958, 1466.799
861.6779, 1473.810
862.1600, 1467.206
862.6422, 1445.438
863.1243, 1434.397
863.6064, 1435.786
864.0885, 1444.494
864.5706, 1467.766
865.0527, 1486.328
865.5349, 1477.440
866.0170, 1447.362
866.4991, 1433.887
866.9812, 1447.796
867.4633, 1460.433
867.9454, 1478.534
868.4276, 1486.639
868.9097, 1467.453
869.3918, 1438.429
869.8739, 1424.654
870.3560, 1429.803
870.8381, 1437.513
871.3203, 1446.696
871.8024, 1451.643
872.2845, 1443.037
872.7666, 1432.760
873.2487, 1437.432
873.7308, 1453.698
874.2130, 1464.398
874.6951, 1461.278
875.1772, 1453.715
875.6593, 1449.517
876.1414, 1446.662
876.6235, 1440.465
877.1057, 1433.023
877.5878, 1431.616
878.0699, 1438.125
878.5520, 1447.757
879.0341, 1457.990
879.5162, 1465.657
879.9984, 1459.909
880.4805, 1443.403
880.9626, 1433.807
881.4447, 1433.752
881.9268, 1442.044
882.4089, 1459.674
882.8911, 1478.123
883.3732, 1480.563
883.8553, 1466.142
884.3374, 1453.734
884.8195, 1443.304
885.3016, 1434.338
885.7838, 1425.524
886.2659, 1420.699
886.7480, 1425.090
887.2301, 1436.786
887.7122, 1443.767
888.1943, 1447.450
888.6765, 1443.452
889.1586, 1421.627
889.6407, 1404.131
890.1228, 1403.231
890.6049, 1410.837
891.0870, 1415.678
891.5692, 1416.872
892.0513, 1422.266
892.5334, 1438.377
893.0155, 1451.749
893.4976, 1463.691
893.9797, 1466.552
894.4619, 1444.826
894.9440, 1409.577
895.4261, 1391.384
895.9082, 1402.030
896.3903, 1415.869
896.8724, 1419.185
897.3546, 1421.473
897.8367, 1437.125
898.3188, 1453.980
898.8009, 1447.474
899.2830, 1417.823
899.7651, 1394.075
900.2473, 1396.217
900.7294, 1407.185
901.2115, 1408.173
901.6936, 1405.824
902.1757, 1414.714
902.6578, 1431.823
903.1400, 1442.481
903.6221, 1440.777
904.1042, 1430.824
904.5863, 1413.183
905.0684, 1392.926
905.5505, 1383.412
906.0327, 1383.532
906.5148, 1388.819
906.9969, 1398.172
907.4790, 1407.557
907.9611, 1414.256
908.4432, 1419.931
908.9254, 1430.904
909.4075, 1446.899
909.8896, 1442.767
910.3717, 1414.612
910.8538, 1399.384
911.3359, 1412.131
911.8181, 1430.265
912.3002, 1431.311
912.7823, 1418.218
913.2644, 1406.309
913.7465, 1393.114
914.2286, 1390.593
914.7108, 1406.270
915.1929, 1418.644
915.6750, 1415.742
916.1571, 1405.433
916.6392, 1399.110
917.1213, 1397.076
917.6035, 1395.847
918.0856, 1396.475
918.5677, 1396.348
919.0498, 1392.779
919.5319, 1390.659
920.0140, 1393.579
920.4962, 1400.034
920.9783, 1407.526
921.4604, 1417.879
921.9425, 1421.724
922.4246, 1408.615
922.9067, 1399.970
923.3889, 1408.865
923.8710, 1422.443
924.3531, 1430.775
924.8352, 1431.985
925.3173, 1422.672
925.7994, 1393.299
926.2816, 1373.271
926.7637, 1380.971
927.2458, 1395.651
927.7279, 1406.401
928.2100, 1411.887
928.6921, 1411.288
929.1743, 1404.866
929.6564, 1394.879
930.1385, 1376.627
930.6206, 1363.682
931.1027, 1369.531
931.5848, 1383.925
932.0670, 1396.657
932.5491, 1406.688
933.0312, 1416.502
933.5133, 1426.678
933.9954, 1431.021
934.4775, 1421.707
934.9597, 1405.857
935.4418, 1386.549
935.9239, 1369.604
936.4060, 1371.554
936.8881, 1389.630
937.3702, 1401.812
937.8524, 1396.341
938.3345, 1383.815
938.8166, 1374.557
939.2987, 1369.070
939.7808, 1371.460
940.2629, 1378.946
940.7451, 1378.673
941.2272, 1368.599
941.7093, 1361.476
942.1914, 1367.419
942.6735, 1378.345
943.1556, 1377.630
943.6378, 1367.868
944.1199, 1363.133
944.6020, 1363.776
945.0841, 1362.337
945.5662, 1356.089
946.0483, 1352.938
946.5305, 1362.387
947.0126, 1378.356
947.4947, 1378.235
947.9768, 1361.988
948.4589, 1355.623
948.9410, 1362.451
949.4232, 1370.659
949.9053, 1375.805
950.3874, 1375.826
950.8695, 1366.865
951.3516, 1350.215
951.8337, 1337.571
952.3159, 1328.223
952.7980, 1328.497
953.2801, 1342.681
953.7622, 1354.588
954.2443, 1355.028
954.7264, 1347.003
955.2086, 1333.377
955.6907, 1312.673
956.1728, 1312.706
956.6549, 1344.132
957.1370, 1364.930
957.6191, 1363.384
958.1013, 1355.289
958.5834, 1350.340
959.0655, 1347.882
959.5476, 1346.478
960.0297, 1346.751
960.5118, 1345.397
960.9940, 1340.231
961.4761, 1337.622
961.9582, 1340.770
962.4403, 1345.261
962.9224, 1348.633
963.4045, 1350.209
963.8867, 1346.599
964.3688, 1329.215
964.8509, 1325.828
965.3330, 1351.294
965.8151, 1371.127
966.2972, 1374.234
966.7794, 1367.224
967.2615, 1350.513
967.7436, 1327.175
968.2257, 1317.870
968.7078, 1340.913
969.1899, 1348.272
969.6721, 1316.053
970.1542, 1293.118
970.6363, 1309.380
971.1184, 1339.187
971.6005, 1353.625
972.0826, 1352.311
972.5648, 1349.359
973.0469, 1343.007
973.5290, 1340.150
974.0111, 1341.615
974.4932, 1346.983
974.9753, 1361.181
975.4575, 1376.348
975.9396, 1379.346
976.4217, 1369.603
976.9038, 1365.622
977.3859, 1378.967
977.8680, 1387.402
978.3502, 1382.406
978.8323, 1373.519
979.3144, 1366.368
979.7965, 1360.062
980.2786, 1350.559
980.7607, 1337.200
981.2429, 1331.795
981.7250, 1346.998
982.2071, 1358.070
982.6892, 1353.019
983.1713, 1343.518
983.6534, 1337.204
984.1356, 1334.005
984.6177, 1333.218
985.0998, 1334.972
985.5819, 1333.758
986.0640, 1322.784
986.5461, 1314.678
987.0283, 1319.303
987.5104, 1325.597
987.9925, 1321.926
988.4746, 1312.311
988.9567, 1309.157
989.4388, 1316.401
989.9210, 1317.897
990.4031, 1295.112
990.8852, 1279.999
991.3673, 1297.754
991.8494, 1324.105
992.3315, 1334.484
992.8136, 1332.604
993.2957, 1335.669
993.7778, 1349.702
994.2599, 1357.053
994.7421, 1341.859
995.2242, 1327.555
995.7063, 1331.670
996.1884, 1340.621
996.6705, 1337.431
997.1526, 1325.936
997.6348, 1322.848
998.1169, 1335.108
998.5990, 1343.360
999.0811, 1331.152
999.5632, 1321.144
1000.045, 1332.513
1000.527, 1349.693
1001.010, 1355.408
1001.492, 1350.278
1001.974, 1342.198
1002.456, 1332.007
1002.938, 1326.626
1003.420, 1338.190
1003.902, 1345.477
1004.384, 1327.750
1004.867, 1303.647
1005.349, 1295.306
1005.831, 1301.314
1006.313, 1307.624
1006.795, 1309.104
1007.277, 1314.471
1007.759, 1332.563
1008.241, 1350.283
1008.723, 1362.893
1009.206, 1368.190
1009.688, 1361.406
1010.170, 1345.453
1010.652, 1329.057
1011.134, 1312.691
1011.616, 1305.099
1012.098, 1318.438
1012.580, 1332.093
1013.063, 1330.322
1013.545, 1324.441
1014.027, 1328.919
1014.509, 1341.745
1014.991, 1352.152
1015.473, 1359.137
1015.955, 1355.239
1016.437, 1320.367
1016.919, 1293.682
1017.402, 1311.825
1017.884, 1339.361
1018.366, 1331.109
1018.848, 1296.510
1019.330, 1281.197
1019.812, 1303.317
1020.294, 1319.967
1020.776, 1309.915
1021.258, 1298.799
1021.741, 1300.816
1022.223, 1307.364
1022.705, 1308.778
1023.187, 1306.441
1023.669, 1308.048
1024.151, 1317.161
1024.633, 1322.665
1025.115, 1316.523
1025.598, 1312.337
1026.080, 1318.129
1026.562, 1326.872
1027.044, 1332.034
1027.526, 1334.292
1028.008, 1337.780
1028.490, 1344.863
1028.972, 1346.398
1029.454, 1332.316
1029.937, 1323.065
1030.419, 1330.992
1030.901, 1342.208
1031.383, 1342.913
1031.865, 1337.589
1032.347, 1341.032
1032.829, 1358.811
1033.311, 1368.333
1033.794, 1365.567
1034.276, 1355.976
1034.758, 1329.040
1035.240, 1307.156
1035.722, 1313.286
1036.204, 1335.453
1036.686, 1342.217
1037.168, 1326.253
1037.651, 1322.766
1038.133, 1347.279
1038.615, 1363.608
1039.097, 1361.040
1039.579, 1353.264
1040.061, 1344.955
1040.543, 1338.997
1041.025, 1343.699
1041.507, 1362.640
1041.990, 1366.464
1042.472, 1339.275
1042.954, 1327.849
1043.436, 1351.313
1043.918, 1373.230
1044.400, 1369.630
1044.882, 1354.766
1045.364, 1353.487
1045.846, 1366.648
1046.329, 1371.575
1046.811, 1364.450
1047.293, 1360.169
1047.775, 1363.024
1048.257, 1362.451
1048.739, 1349.756
1049.221, 1336.730
1049.703, 1341.680
1050.186, 1362.661
1050.668, 1373.645
1051.150, 1373.215
1051.632, 1369.666
1052.114, 1363.299
1052.596, 1354.839
1053.078, 1342.325
1053.560, 1336.966
1054.042, 1355.705
1054.525, 1389.504
1055.007, 1392.937
1055.489, 1364.505
1055.971, 1347.350
1056.453, 1345.018
1056.935, 1351.631
1057.417, 1366.136
1057.899, 1376.584
1058.381, 1369.599
1058.864, 1354.642
1059.346, 1358.787
1059.828, 1378.919
1060.310, 1390.215
1060.792, 1392.121
1061.274, 1393.243
1061.756, 1396.264
1062.238, 1402.928
1062.721, 1415.115
1063.203, 1429.229
1063.685, 1440.213
1064.167, 1447.760
1064.649, 1447.093
1065.131, 1441.870
1065.613, 1446.436
1066.095, 1462.953
1066.578, 1483.913
1067.060, 1505.212
1067.542, 1525.249
1068.024, 1540.641
1068.506, 1554.437
1068.988, 1570.525
1069.470, 1589.139
1069.952, 1609.397
1070.434, 1632.236
1070.917, 1662.675
1071.399, 1702.969
1071.881, 1743.066
1072.363, 1774.372
1072.845, 1802.043
1073.327, 1836.662
1073.809, 1867.176
1074.291, 1875.219
1074.773, 1867.067
1075.255, 1863.025
1075.738, 1868.281
1076.220, 1865.789
1076.702, 1838.777
1077.184, 1811.557
1077.666, 1802.652
1078.148, 1794.237
1078.630, 1770.138
1079.112, 1736.328
1079.595, 1704.709
1080.077, 1676.501
1080.559, 1643.330
1081.041, 1591.778
1081.523, 1553.037
1082.005, 1544.666
1082.487, 1539.437
1082.969, 1523.606
1083.452, 1502.948
1083.934, 1482.741
1084.416, 1463.979
1084.898, 1450.915
1085.380, 1445.757
1085.862, 1442.203
1086.344, 1447.184
1086.826, 1442.459
1087.308, 1411.323
1087.791, 1384.038
1088.273, 1389.636
1088.755, 1414.494
1089.237, 1422.527
1089.719, 1411.326
1090.201, 1398.614
1090.683, 1383.300
1091.165, 1369.170
1091.647, 1354.470
1092.130, 1351.684
1092.612, 1372.860
1093.094, 1397.375
1093.576, 1389.376
1094.058, 1354.374
1094.540, 1335.934
1095.022, 1334.055
1095.504, 1347.982
1095.987, 1377.497
1096.469, 1393.813
1096.951, 1384.700
1097.433, 1364.647
1097.915, 1346.405
1098.397, 1332.533
1098.879, 1333.111
1099.361, 1342.117
1099.844, 1335.382
1100.326, 1317.632
1100.808, 1318.027
1101.290, 1341.427
1101.772, 1361.011
1102.254, 1358.524
1102.736, 1348.137
1103.218, 1342.068
1103.700, 1340.847
1104.182, 1348.759
1104.665, 1360.387
1105.147, 1368.515
1105.629, 1370.730
1106.111, 1361.636
1106.593, 1337.630
1107.075, 1321.782
1107.557, 1338.014
1108.039, 1354.392
1108.522, 1345.273
1109.004, 1331.412
1109.486, 1332.688
1109.968, 1345.139
1110.450, 1361.034
1110.932, 1378.828
1111.414, 1384.395
1111.896, 1363.784
1112.379, 1346.722
1112.861, 1335.163
1113.343, 1333.169
1113.825, 1349.509
1114.307, 1371.816
1114.789, 1388.455
1115.271, 1398.843
1115.753, 1398.263
1116.235, 1377.669
1116.718, 1372.146
1117.200, 1390.149
1117.682, 1400.953
1118.164, 1393.758
1118.646, 1384.310
1119.128, 1384.563
1119.610, 1389.295
1120.092, 1386.683
1120.574, 1377.568
1121.057, 1382.348
1121.539, 1400.958
1122.021, 1402.563
1122.503, 1382.899
1122.985, 1363.307
1123.467, 1353.717
1123.949, 1353.086
1124.431, 1362.625
1124.914, 1376.370
1125.396, 1381.908
1125.878, 1381.858
1126.360, 1384.393
1126.842, 1387.403
1127.324, 1378.103
1127.806, 1357.028
1128.288, 1347.525
1128.771, 1365.679
1129.253, 1389.018
1129.735, 1406.271
1130.217, 1411.495
1130.699, 1385.205
1131.181, 1352.890
1131.663, 1351.490
1132.145, 1374.089
1132.627, 1390.618
1133.109, 1393.375
1133.592, 1391.789
1134.074, 1387.133
1134.556, 1381.128
1135.038, 1368.300
1135.520, 1360.838
1136.002, 1370.870
1136.484, 1388.368
1136.966, 1400.552
1137.449, 1407.073
1137.931, 1405.048
1138.413, 1386.965
1138.895, 1379.764
1139.377, 1390.446
1139.859, 1394.003
1140.341, 1378.852
1140.823, 1366.279
1141.306, 1373.995
1141.788, 1393.388
1142.270, 1407.362
1142.752, 1415.833
1143.234, 1416.263
1143.716, 1408.975
1144.198, 1396.337
1144.680, 1379.906
1145.162, 1374.006
1145.645, 1384.830
1146.127, 1399.188
1146.609, 1405.043
1147.091, 1404.757
1147.573, 1400.332
1148.055, 1393.441
1148.537, 1385.833
1149.019, 1378.692
1149.501, 1373.203
1149.984, 1370.213
1150.466, 1372.884
1150.948, 1384.693
1151.430, 1392.546
1151.912, 1386.434
1152.394, 1376.834
1152.876, 1361.970
1153.358, 1353.891
1153.841, 1373.436
1154.323, 1404.891
1154.805, 1412.452
1155.287, 1390.858
1155.769, 1376.504
1156.251, 1376.949
1156.733, 1377.033
1157.215, 1373.983
1157.698, 1373.944
1158.180, 1380.271
1158.662, 1389.213
1159.144, 1399.005
1159.626, 1406.605
1160.108, 1400.697
1160.590, 1380.446
1161.072, 1366.481
1161.554, 1358.847
1162.036, 1368.773
1162.519, 1397.589
1163.001, 1421.546
1163.483, 1428.454
1163.965, 1426.061
1164.447, 1419.455
1164.929, 1414.098
1165.411, 1427.296
1165.893, 1444.334
1166.376, 1431.396
1166.858, 1400.441
1167.340, 1385.441
1167.822, 1390.947
1168.304, 1397.207
1168.786, 1395.467
1169.268, 1392.588
1169.750, 1387.693
1170.233, 1388.492
1170.715, 1407.939
1171.197, 1427.247
1171.679, 1425.217
1172.161, 1411.950
1172.643, 1411.182
1173.125, 1425.559
1173.607, 1433.574
1174.089, 1432.278
1174.572, 1430.097
1175.054, 1425.703
1175.536, 1425.512
1176.018, 1433.997
1176.500, 1441.000
1176.982, 1437.224
1177.464, 1426.776
1177.946, 1417.912
1178.428, 1410.837
1178.911, 1406.799
1179.393, 1406.405
1179.875, 1415.635
1180.357, 1433.855
1180.839, 1452.228
1181.321, 1466.989
1181.803, 1477.542
1182.285, 1481.478
1182.768, 1485.178
1183.250, 1498.380
1183.732, 1512.824
1184.214, 1515.017
1184.696, 1514.026
1185.178, 1531.282
1185.660, 1559.890
1186.142, 1565.218
1186.625, 1533.685
1187.107, 1508.346
1187.589, 1496.362
1188.071, 1496.840
1188.553, 1523.273
1189.035, 1545.712
1189.517, 1548.111
1189.999, 1539.697
1190.481, 1528.476
1190.964, 1517.088
1191.446, 1522.006
1191.928, 1547.218
1192.410, 1545.594
1192.892, 1514.476
1193.374, 1495.124
1193.856, 1496.536
1194.338, 1503.589
1194.820, 1508.067
1195.303, 1510.312
1195.785, 1511.310
1196.267, 1509.601
1196.749, 1502.684
1197.231, 1491.353
1197.713, 1470.427
1198.195, 1448.679
1198.677, 1450.431
1199.160, 1472.583
1199.642, 1477.846
1200.124, 1447.455
1200.606, 1419.395
1201.088, 1403.832
1201.570, 1400.067
1202.052, 1421.307
1202.534, 1440.511
1203.016, 1430.806
1203.499, 1412.334
1203.981, 1414.589
1204.463, 1434.771
1204.945, 1446.636
1205.427, 1447.456
1205.909, 1457.985
1206.391, 1481.894
1206.873, 1483.364
1207.355, 1452.406
1207.838, 1427.353
1208.320, 1431.884
1208.802, 1450.813
1209.284, 1469.432
1209.766, 1484.059
1210.248, 1488.904
1210.730, 1484.334
1211.212, 1461.103
1211.695, 1432.484
1212.177, 1432.609
1212.659, 1460.972
1213.141, 1479.670
1213.623, 1472.810
1214.105, 1460.767
1214.587, 1443.758
1215.069, 1433.616
1215.552, 1439.247
1216.034, 1448.882
1216.516, 1459.485
1216.998, 1464.833
1217.480, 1453.533
1217.962, 1429.241
1218.444, 1416.860
1218.926, 1416.719
1219.408, 1429.805
1219.891, 1457.560
1220.373, 1467.638
1220.855, 1453.147
1221.337, 1436.979
1221.819, 1431.676
1222.301, 1434.841
1222.783, 1447.173
1223.265, 1461.745
1223.747, 1470.480
1224.230, 1473.403
1224.712, 1464.231
1225.194, 1452.415
1225.676, 1458.977
1226.158, 1480.358
1226.640, 1488.383
1227.122, 1471.042
1227.604, 1461.919
1228.087, 1477.076
1228.569, 1489.613
1229.051, 1500.531
1229.533, 1496.358
1230.015, 1459.526
1230.497, 1423.380
1230.979, 1426.453
1231.461, 1456.349
1231.943, 1476.560
1232.426, 1486.921
1232.908, 1481.250
1233.390, 1461.559
1233.872, 1441.409
1234.354, 1424.118
1234.836, 1413.183
1235.318, 1409.750
1235.800, 1409.076
1236.282, 1405.079
1236.765, 1408.257
1237.247, 1443.080
1237.729, 1472.388
1238.211, 1454.076
1238.693, 1420.850
1239.175, 1409.414
1239.657, 1417.148
1240.139, 1430.230
1240.621, 1448.581
1241.104, 1458.555
1241.586, 1456.307
1242.068, 1455.093
1242.550, 1454.626
1243.032, 1460.925
1243.514, 1477.641
1243.996, 1490.900
1244.478, 1491.200
1244.961, 1478.998
1245.443, 1444.443
1245.925, 1406.607
1246.407, 1420.931
1246.889, 1460.222
1247.371, 1467.690
1247.853, 1451.844
1248.335, 1445.720
1248.818, 1454.317
1249.300, 1462.341
1249.782, 1464.152
1250.264, 1466.089
1250.746, 1474.364
1251.228, 1477.387
1251.710, 1464.067
1252.192, 1453.904
1252.674, 1460.127
1253.156, 1469.249
1253.639, 1464.233
1254.121, 1451.832
1254.603, 1457.689
1255.085, 1480.472
1255.567, 1486.293
1256.049, 1476.881
1256.531, 1464.752
1257.013, 1453.252
1257.496, 1447.323
1257.978, 1448.711
1258.460, 1456.365
1258.942, 1473.219
1259.424, 1486.203
1259.906, 1481.839
1260.388, 1474.171
1260.870, 1471.650
1261.353, 1472.398
1261.835, 1477.251
1262.317, 1482.242
1262.799, 1478.379
1263.281, 1466.379
1263.763, 1458.705
1264.245, 1455.029
1264.727, 1458.521
1265.209, 1470.358
1265.692, 1477.062
1266.174, 1475.536
1266.656, 1476.331
1267.138, 1485.336
1267.620, 1490.759
1268.102, 1478.415
1268.584, 1459.314
1269.066, 1439.766
1269.548, 1429.042
1270.031, 1435.722
##END=



