##NAMES=Humboldtine
##RRUFFID=R170002
##IDEAL CHEMISTRY=Fe^2+^(C_2_)^6+^O_4_&#183;2H_2_O
##LOCALITY=Zomba, Malawi
##OWNER=RRUFF
##SOURCE=Donald Doell
##DESCRIPTION=Small yellow granular to short prismatic crystals with good cleavage, grown on aegirine. Associated with albite.
##STATUS=The identification of this mineral has been confirmed only by single crystal X-ray diffraction.
##URL=rruff.info/R170002
##MEASURED CHEMISTRY=EDS analysis only revealed Fe, with some Mn and Al.
4.699007e+002, 1.745226e+002
4.703828e+002, 1.747756e+002
4.708649e+002, 1.750897e+002
4.713470e+002, 1.752426e+002
4.718292e+002, 1.751410e+002
4.723113e+002, 1.749805e+002
4.727934e+002, 1.750643e+002
4.732755e+002, 1.754874e+002
4.737576e+002, 1.759002e+002
4.742397e+002, 1.762512e+002
4.747219e+002, 1.766350e+002
4.752040e+002, 1.771362e+002
4.756861e+002, 1.777217e+002
4.761682e+002, 1.782959e+002
4.766503e+002, 1.787951e+002
4.771324e+002, 1.792350e+002
4.776146e+002, 1.796766e+002
4.780967e+002, 1.802318e+002
4.785788e+002, 1.806012e+002
4.790609e+002, 1.805526e+002
4.795430e+002, 1.804724e+002
4.800251e+002, 1.806744e+002
4.805073e+002, 1.811886e+002
4.809894e+002, 1.818264e+002
4.814715e+002, 1.824471e+002
4.819536e+002, 1.830466e+002
4.824357e+002, 1.835482e+002
4.829178e+002, 1.839113e+002
4.834000e+002, 1.842498e+002
4.838821e+002, 1.844564e+002
4.843642e+002, 1.847231e+002
4.848463e+002, 1.853997e+002
4.853284e+002, 1.867150e+002
4.858105e+002, 1.879950e+002
4.862927e+002, 1.883286e+002
4.867748e+002, 1.879331e+002
4.872569e+002, 1.882210e+002
4.877390e+002, 1.896768e+002
4.882211e+002, 1.915060e+002
4.887032e+002, 1.928743e+002
4.891854e+002, 1.938675e+002
4.896675e+002, 1.948750e+002
4.901496e+002, 1.961010e+002
4.906317e+002, 1.972652e+002
4.911138e+002, 1.980464e+002
4.915959e+002, 1.985378e+002
4.920781e+002, 1.991264e+002
4.925602e+002, 2.000101e+002
4.930423e+002, 2.010454e+002
4.935244e+002, 2.019176e+002
4.940065e+002, 2.024999e+002
4.944886e+002, 2.031571e+002
4.949708e+002, 2.038517e+002
4.954529e+002, 2.046587e+002
4.959350e+002, 2.055731e+002
4.964171e+002, 2.066387e+002
4.968992e+002, 2.080526e+002
4.973813e+002, 2.100504e+002
4.978635e+002, 2.124418e+002
4.983456e+002, 2.140576e+002
4.988277e+002, 2.142479e+002
4.993098e+002, 2.146096e+002
4.997919e+002, 2.154003e+002
5.002740e+002, 2.164345e+002
5.007562e+002, 2.176572e+002
5.012383e+002, 2.190111e+002
5.017204e+002, 2.202612e+002
5.022025e+002, 2.210502e+002
5.026846e+002, 2.214392e+002
5.031667e+002, 2.221887e+002
5.036489e+002, 2.234908e+002
5.041310e+002, 2.248099e+002
5.046131e+002, 2.257799e+002
5.050952e+002, 2.266100e+002
5.055773e+002, 2.276338e+002
5.060594e+002, 2.290171e+002
5.065416e+002, 2.303807e+002
5.070237e+002, 2.313844e+002
5.075058e+002, 2.321040e+002
5.079879e+002, 2.327827e+002
5.084700e+002, 2.334595e+002
5.089521e+002, 2.341649e+002
5.094343e+002, 2.349649e+002
5.099164e+002, 2.358533e+002
5.103985e+002, 2.366473e+002
5.108806e+002, 2.371906e+002
5.113627e+002, 2.377721e+002
5.118448e+002, 2.386858e+002
5.123270e+002, 2.397566e+002
5.128091e+002, 2.406004e+002
5.132912e+002, 2.410488e+002
5.137733e+002, 2.412142e+002
5.142554e+002, 2.412701e+002
5.147375e+002, 2.410264e+002
5.152197e+002, 2.411465e+002
5.157018e+002, 2.418040e+002
5.161839e+002, 2.426078e+002
5.166660e+002, 2.435704e+002
5.171481e+002, 2.445086e+002
5.176302e+002, 2.450238e+002
5.181124e+002, 2.448226e+002
5.185945e+002, 2.442137e+002
5.190766e+002, 2.440961e+002
5.195587e+002, 2.447612e+002
5.200408e+002, 2.449446e+002
5.205229e+002, 2.439813e+002
5.210051e+002, 2.427146e+002
5.214872e+002, 2.415460e+002
5.219693e+002, 2.405380e+002
5.224514e+002, 2.397947e+002
5.229335e+002, 2.396878e+002
5.234156e+002, 2.397878e+002
5.238978e+002, 2.392461e+002
5.243799e+002, 2.380305e+002
5.248620e+002, 2.366757e+002
5.253441e+002, 2.354412e+002
5.258262e+002, 2.342336e+002
5.263083e+002, 2.328697e+002
5.267905e+002, 2.313397e+002
5.272726e+002, 2.297401e+002
5.277547e+002, 2.280393e+002
5.282368e+002, 2.263285e+002
5.287189e+002, 2.247586e+002
5.292010e+002, 2.233192e+002
5.296832e+002, 2.218155e+002
5.301653e+002, 2.200536e+002
5.306474e+002, 2.181151e+002
5.311295e+002, 2.164944e+002
5.316116e+002, 2.157128e+002
5.320938e+002, 2.145914e+002
5.325759e+002, 2.126207e+002
5.330580e+002, 2.105182e+002
5.335401e+002, 2.088073e+002
5.340222e+002, 2.076289e+002
5.345043e+002, 2.069995e+002
5.349865e+002, 2.072817e+002
5.354686e+002, 2.082775e+002
5.359507e+002, 2.075812e+002
5.364328e+002, 2.043099e+002
5.369149e+002, 2.009787e+002
5.373970e+002, 1.981026e+002
5.378792e+002, 1.958336e+002
5.383613e+002, 1.946667e+002
5.388434e+002, 1.947983e+002
5.393255e+002, 1.948361e+002
5.398076e+002, 1.935716e+002
5.402897e+002, 1.914297e+002
5.407719e+002, 1.894631e+002
5.412540e+002, 1.877857e+002
5.417361e+002, 1.863875e+002
5.422182e+002, 1.853065e+002
5.427003e+002, 1.845204e+002
5.431824e+002, 1.838196e+002
5.436646e+002, 1.833454e+002
5.441467e+002, 1.827732e+002
5.446288e+002, 1.818192e+002
5.451109e+002, 1.807715e+002
5.455930e+002, 1.800731e+002
5.460751e+002, 1.797908e+002
5.465573e+002, 1.795693e+002
5.470394e+002, 1.790148e+002
5.475215e+002, 1.781118e+002
5.480036e+002, 1.774829e+002
5.484857e+002, 1.773109e+002
5.489678e+002, 1.772129e+002
5.494500e+002, 1.773167e+002
5.499321e+002, 1.773626e+002
5.504142e+002, 1.769142e+002
5.508963e+002, 1.759100e+002
5.513784e+002, 1.750097e+002
5.518605e+002, 1.751887e+002
5.523427e+002, 1.763332e+002
5.528248e+002, 1.766735e+002
5.533069e+002, 1.758652e+002
5.537890e+002, 1.748468e+002
5.542711e+002, 1.739719e+002
5.547532e+002, 1.732782e+002
5.552354e+002, 1.728697e+002
5.557175e+002, 1.728150e+002
5.561996e+002, 1.729085e+002
5.566817e+002, 1.731368e+002
5.571638e+002, 1.733972e+002
5.576459e+002, 1.734738e+002
5.581281e+002, 1.733259e+002
5.586102e+002, 1.730469e+002
5.590923e+002, 1.726675e+002
5.595744e+002, 1.722035e+002
5.600565e+002, 1.719868e+002
5.605386e+002, 1.722525e+002
5.610208e+002, 1.724331e+002
5.615029e+002, 1.722731e+002
5.619850e+002, 1.720218e+002
5.624671e+002, 1.719689e+002
5.629492e+002, 1.721713e+002
5.634313e+002, 1.724932e+002
5.639135e+002, 1.728125e+002
5.643956e+002, 1.731293e+002
5.648777e+002, 1.733568e+002
5.653598e+002, 1.733316e+002
5.658419e+002, 1.734851e+002
5.663240e+002, 1.739968e+002
5.668062e+002, 1.747075e+002
5.672883e+002, 1.754821e+002
5.677704e+002, 1.762916e+002
5.682525e+002, 1.770815e+002
5.687346e+002, 1.777036e+002
5.692167e+002, 1.782815e+002
5.696989e+002, 1.792126e+002
5.701810e+002, 1.805779e+002
5.706631e+002, 1.819480e+002
5.711452e+002, 1.830257e+002
5.716273e+002, 1.839140e+002
5.721094e+002, 1.849180e+002
5.725916e+002, 1.858848e+002
5.730737e+002, 1.872253e+002
5.735558e+002, 1.892896e+002
5.740379e+002, 1.916451e+002
5.745200e+002, 1.937613e+002
5.750021e+002, 1.956183e+002
5.754843e+002, 1.976179e+002
5.759664e+002, 2.001151e+002
5.764485e+002, 2.029797e+002
5.769306e+002, 2.054111e+002
5.774127e+002, 2.072123e+002
5.778948e+002, 2.088545e+002
5.783770e+002, 2.104005e+002
5.788591e+002, 2.118175e+002
5.793412e+002, 2.132636e+002
5.798233e+002, 2.146263e+002
5.803054e+002, 2.154057e+002
5.807875e+002, 2.150746e+002
5.812697e+002, 2.139567e+002
5.817518e+002, 2.129512e+002
5.822339e+002, 2.121277e+002
5.827161e+002, 2.107480e+002
5.831982e+002, 2.084322e+002
5.836803e+002, 2.054792e+002
5.841624e+002, 2.023166e+002
5.846445e+002, 1.989144e+002
5.851266e+002, 1.954484e+002
5.856088e+002, 1.918696e+002
5.860909e+002, 1.883195e+002
5.865730e+002, 1.848441e+002
5.870551e+002, 1.815059e+002
5.875372e+002, 1.784214e+002
5.880193e+002, 1.756756e+002
5.885015e+002, 1.732521e+002
5.889836e+002, 1.711442e+002
5.894657e+002, 1.694715e+002
5.899478e+002, 1.678683e+002
5.904299e+002, 1.662591e+002
5.909120e+002, 1.647789e+002
5.913942e+002, 1.635711e+002
5.918763e+002, 1.625376e+002
5.923584e+002, 1.614573e+002
5.928405e+002, 1.601943e+002
5.933226e+002, 1.589480e+002
5.938047e+002, 1.580714e+002
5.942869e+002, 1.575528e+002
5.947690e+002, 1.569557e+002
5.952511e+002, 1.561746e+002
5.957332e+002, 1.553379e+002
5.962153e+002, 1.543923e+002
5.966974e+002, 1.534471e+002
5.971796e+002, 1.529571e+002
5.976617e+002, 1.533450e+002
5.981438e+002, 1.538148e+002
5.986259e+002, 1.540625e+002
5.991080e+002, 1.540658e+002
5.995901e+002, 1.536858e+002
6.000723e+002, 1.529140e+002
6.005544e+002, 1.521169e+002
6.010365e+002, 1.517180e+002
6.015186e+002, 1.517330e+002
6.020007e+002, 1.514595e+002
6.024828e+002, 1.505390e+002
6.029650e+002, 1.497638e+002
6.034471e+002, 1.493108e+002
6.039292e+002, 1.490410e+002
6.044113e+002, 1.488152e+002
6.048934e+002, 1.486080e+002
6.053755e+002, 1.484682e+002
6.058577e+002, 1.484951e+002
6.063398e+002, 1.486277e+002
6.068219e+002, 1.486568e+002
6.073040e+002, 1.485876e+002
6.077861e+002, 1.483652e+002
6.082682e+002, 1.478666e+002
6.087504e+002, 1.472656e+002
6.092325e+002, 1.468519e+002
6.097146e+002, 1.466369e+002
6.101967e+002, 1.465154e+002
6.106788e+002, 1.465942e+002
6.111609e+002, 1.466498e+002
6.116431e+002, 1.464535e+002
6.121252e+002, 1.460477e+002
6.126073e+002, 1.455814e+002
6.130894e+002, 1.451201e+002
6.135715e+002, 1.447479e+002
6.140536e+002, 1.446929e+002
6.145358e+002, 1.451994e+002
6.150179e+002, 1.454212e+002
6.155000e+002, 1.450564e+002
6.159821e+002, 1.447089e+002
6.164642e+002, 1.447459e+002
6.169464e+002, 1.449639e+002
6.174285e+002, 1.449228e+002
6.179106e+002, 1.443999e+002
6.183927e+002, 1.437744e+002
6.188748e+002, 1.434634e+002
6.193569e+002, 1.434275e+002
6.198391e+002, 1.434987e+002
6.203212e+002, 1.436982e+002
6.208033e+002, 1.437946e+002
6.212854e+002, 1.435371e+002
6.217675e+002, 1.430021e+002
6.222496e+002, 1.426700e+002
6.227318e+002, 1.427160e+002
6.232139e+002, 1.427266e+002
6.236960e+002, 1.425474e+002
6.241781e+002, 1.423013e+002
6.246602e+002, 1.421418e+002
6.251423e+002, 1.420680e+002
6.256245e+002, 1.419338e+002
6.261066e+002, 1.415892e+002
6.265887e+002, 1.411295e+002
6.270708e+002, 1.410352e+002
6.275529e+002, 1.415511e+002
6.280350e+002, 1.418369e+002
6.285172e+002, 1.414540e+002
6.289993e+002, 1.409915e+002
6.294814e+002, 1.407991e+002
6.299635e+002, 1.408739e+002
6.304456e+002, 1.410740e+002
6.309277e+002, 1.414996e+002
6.314099e+002, 1.418839e+002
6.318920e+002, 1.418965e+002
6.323741e+002, 1.416031e+002
6.328562e+002, 1.412375e+002
6.333383e+002, 1.408562e+002
6.338204e+002, 1.405250e+002
6.343026e+002, 1.403225e+002
6.347847e+002, 1.402561e+002
6.352668e+002, 1.402590e+002
6.357489e+002, 1.402972e+002
6.362310e+002, 1.404321e+002
6.367131e+002, 1.408303e+002
6.371953e+002, 1.412568e+002
6.376774e+002, 1.414299e+002
6.381595e+002, 1.412975e+002
6.386416e+002, 1.410225e+002
6.391237e+002, 1.407114e+002
6.396058e+002, 1.403871e+002
6.400880e+002, 1.401758e+002
6.405701e+002, 1.401016e+002
6.410522e+002, 1.400472e+002
6.415343e+002, 1.399805e+002
6.420164e+002, 1.399012e+002
6.424985e+002, 1.398159e+002
6.429807e+002, 1.397275e+002
6.434628e+002, 1.396079e+002
6.439449e+002, 1.393623e+002
6.444270e+002, 1.391579e+002
6.449091e+002, 1.391740e+002
6.453912e+002, 1.393445e+002
6.458734e+002, 1.395117e+002
6.463555e+002, 1.396111e+002
6.468376e+002, 1.395981e+002
6.473197e+002, 1.393745e+002
6.478018e+002, 1.388794e+002
6.482839e+002, 1.385120e+002
6.487661e+002, 1.382787e+002
6.492482e+002, 1.381735e+002
6.497303e+002, 1.382463e+002
6.502124e+002, 1.384165e+002
6.506945e+002, 1.386352e+002
6.511766e+002, 1.388932e+002
6.516588e+002, 1.390155e+002
6.521409e+002, 1.386930e+002
6.526230e+002, 1.381918e+002
6.531051e+002, 1.381582e+002
6.535872e+002, 1.386109e+002
6.540693e+002, 1.388926e+002
6.545515e+002, 1.385832e+002
6.550336e+002, 1.380288e+002
6.555157e+002, 1.379792e+002
6.559978e+002, 1.387793e+002
6.564799e+002, 1.392820e+002
6.569620e+002, 1.394361e+002
6.574442e+002, 1.393355e+002
6.579263e+002, 1.387283e+002
6.584084e+002, 1.379762e+002
6.588905e+002, 1.377542e+002
6.593726e+002, 1.383340e+002
6.598547e+002, 1.391522e+002
6.603369e+002, 1.394856e+002
6.608190e+002, 1.393599e+002
6.613011e+002, 1.391355e+002
6.617832e+002, 1.387905e+002
6.622653e+002, 1.384607e+002
6.627474e+002, 1.382610e+002
6.632296e+002, 1.381070e+002
6.637117e+002, 1.378074e+002
6.641938e+002, 1.372697e+002
6.646759e+002, 1.368828e+002
6.651580e+002, 1.369021e+002
6.656401e+002, 1.370218e+002
6.661223e+002, 1.369415e+002
6.666044e+002, 1.367027e+002
6.670865e+002, 1.365104e+002
6.675686e+002, 1.364699e+002
6.680507e+002, 1.365296e+002
6.685328e+002, 1.366053e+002
6.690150e+002, 1.367133e+002
6.694971e+002, 1.367670e+002
6.699792e+002, 1.367460e+002
6.704613e+002, 1.366918e+002
6.709434e+002, 1.365925e+002
6.714255e+002, 1.364855e+002
6.719077e+002, 1.364374e+002
6.723898e+002, 1.364764e+002
6.728719e+002, 1.365026e+002
6.733540e+002, 1.364050e+002
6.738361e+002, 1.362776e+002
6.743182e+002, 1.363035e+002
6.748004e+002, 1.364728e+002
6.752825e+002, 1.365615e+002
6.757646e+002, 1.364120e+002
6.762467e+002, 1.362018e+002
6.767288e+002, 1.363763e+002
6.772109e+002, 1.373004e+002
6.776931e+002, 1.377499e+002
6.781752e+002, 1.373601e+002
6.786573e+002, 1.369203e+002
6.791394e+002, 1.367097e+002
6.796215e+002, 1.366927e+002
6.801036e+002, 1.368619e+002
6.805858e+002, 1.372388e+002
6.810679e+002, 1.374418e+002
6.815500e+002, 1.369176e+002
6.820321e+002, 1.359450e+002
6.825142e+002, 1.353212e+002
6.829963e+002, 1.351215e+002
6.834785e+002, 1.350970e+002
6.839606e+002, 1.351615e+002
6.844427e+002, 1.352542e+002
6.849248e+002, 1.352319e+002
6.854069e+002, 1.350536e+002
6.858890e+002, 1.348522e+002
6.863712e+002, 1.345074e+002
6.868533e+002, 1.342650e+002
6.873354e+002, 1.343646e+002
6.878175e+002, 1.346353e+002
6.882996e+002, 1.347809e+002
6.887817e+002, 1.346906e+002
6.892639e+002, 1.344489e+002
6.897460e+002, 1.341328e+002
6.902281e+002, 1.337487e+002
6.907102e+002, 1.332626e+002
6.911923e+002, 1.325784e+002
6.916744e+002, 1.322743e+002
6.921566e+002, 1.328676e+002
6.926387e+002, 1.338586e+002
6.931208e+002, 1.342346e+002
6.936029e+002, 1.338864e+002
6.940850e+002, 1.335237e+002
6.945671e+002, 1.331854e+002
6.950493e+002, 1.329366e+002
6.955314e+002, 1.328158e+002
6.960135e+002, 1.328162e+002
6.964956e+002, 1.329765e+002
6.969777e+002, 1.332950e+002
6.974598e+002, 1.335761e+002
6.979420e+002, 1.335593e+002
6.984241e+002, 1.332527e+002
6.989062e+002, 1.328401e+002
6.993883e+002, 1.322212e+002
6.998704e+002, 1.317763e+002
7.003525e+002, 1.316783e+002
7.008347e+002, 1.318448e+002
7.013168e+002, 1.322636e+002
7.017989e+002, 1.329798e+002
7.022810e+002, 1.333412e+002
7.027631e+002, 1.328164e+002
7.032452e+002, 1.322097e+002
7.037274e+002, 1.321754e+002
7.042095e+002, 1.324770e+002
7.046916e+002, 1.326068e+002
7.051737e+002, 1.324021e+002
7.056558e+002, 1.320383e+002
7.061379e+002, 1.316876e+002
7.066201e+002, 1.313560e+002
7.071022e+002, 1.311722e+002
7.075843e+002, 1.311834e+002
7.080664e+002, 1.312299e+002
7.085485e+002, 1.313359e+002
7.090306e+002, 1.313994e+002
7.095128e+002, 1.312944e+002
7.099949e+002, 1.310322e+002
7.104770e+002, 1.308054e+002
7.109591e+002, 1.305660e+002
7.114412e+002, 1.304902e+002
7.119233e+002, 1.309395e+002
7.124055e+002, 1.315877e+002
7.128876e+002, 1.317237e+002
7.133697e+002, 1.312122e+002
7.138518e+002, 1.306091e+002
7.143339e+002, 1.304624e+002
7.148160e+002, 1.307063e+002
7.152982e+002, 1.308952e+002
7.157803e+002, 1.311461e+002
7.162624e+002, 1.310594e+002
7.167445e+002, 1.300463e+002
7.172266e+002, 1.291105e+002
7.177087e+002, 1.290384e+002
7.181909e+002, 1.296706e+002
7.186730e+002, 1.302806e+002
7.191551e+002, 1.306846e+002
7.196372e+002, 1.309456e+002
7.201193e+002, 1.311322e+002
7.206014e+002, 1.311940e+002
7.210836e+002, 1.309422e+002
7.215657e+002, 1.304042e+002
7.220478e+002, 1.299681e+002
7.225299e+002, 1.299325e+002
7.230120e+002, 1.302093e+002
7.234941e+002, 1.305438e+002
7.239763e+002, 1.311260e+002
7.244584e+002, 1.312230e+002
7.249405e+002, 1.301956e+002
7.254226e+002, 1.292744e+002
7.259047e+002, 1.292949e+002
7.263868e+002, 1.298687e+002
7.268690e+002, 1.301297e+002
7.273511e+002, 1.297698e+002
7.278332e+002, 1.293863e+002
7.283153e+002, 1.292989e+002
7.287974e+002, 1.294182e+002
7.292795e+002, 1.297540e+002
7.297617e+002, 1.302162e+002
7.302438e+002, 1.304118e+002
7.307259e+002, 1.301047e+002
7.312080e+002, 1.295767e+002
7.316901e+002, 1.294374e+002
7.321722e+002, 1.298375e+002
7.326544e+002, 1.299841e+002
7.331365e+002, 1.297090e+002
7.336186e+002, 1.294069e+002
7.341007e+002, 1.292318e+002
7.345828e+002, 1.291274e+002
7.350649e+002, 1.290454e+002
7.355471e+002, 1.289857e+002
7.360292e+002, 1.288643e+002
7.365113e+002, 1.284805e+002
7.369934e+002, 1.281452e+002
7.374755e+002, 1.283217e+002
7.379576e+002, 1.288079e+002
7.384398e+002, 1.289445e+002
7.389219e+002, 1.285084e+002
7.394040e+002, 1.279784e+002
7.398861e+002, 1.279685e+002
7.403682e+002, 1.284680e+002
7.408503e+002, 1.288496e+002
7.413325e+002, 1.291359e+002
7.418146e+002, 1.292521e+002
7.422967e+002, 1.290712e+002
7.427788e+002, 1.287852e+002
7.432609e+002, 1.285300e+002
7.437430e+002, 1.283100e+002
7.442252e+002, 1.281150e+002
7.447073e+002, 1.278692e+002
7.451894e+002, 1.277219e+002
7.456715e+002, 1.278496e+002
7.461536e+002, 1.281090e+002
7.466357e+002, 1.282572e+002
7.471179e+002, 1.282682e+002
7.476000e+002, 1.283063e+002
7.480821e+002, 1.285157e+002
7.485642e+002, 1.288179e+002
7.490463e+002, 1.289530e+002
7.495284e+002, 1.288996e+002
7.500106e+002, 1.287836e+002
7.504927e+002, 1.285959e+002
7.509748e+002, 1.283849e+002
7.514569e+002, 1.280436e+002
7.519390e+002, 1.277215e+002
7.524211e+002, 1.278310e+002
7.529033e+002, 1.287572e+002
7.533854e+002, 1.293015e+002
7.538675e+002, 1.285888e+002
7.543496e+002, 1.276358e+002
7.548317e+002, 1.274590e+002
7.553138e+002, 1.278904e+002
7.557960e+002, 1.282528e+002
7.562781e+002, 1.282351e+002
7.567602e+002, 1.279728e+002
7.572423e+002, 1.275368e+002
7.577244e+002, 1.269448e+002
7.582065e+002, 1.268509e+002
7.586887e+002, 1.274472e+002
7.591708e+002, 1.279041e+002
7.596529e+002, 1.277609e+002
7.601350e+002, 1.273844e+002
7.606171e+002, 1.273661e+002
7.610992e+002, 1.277394e+002
7.615814e+002, 1.279383e+002
7.620635e+002, 1.277705e+002
7.625456e+002, 1.275553e+002
7.630277e+002, 1.274030e+002
7.635098e+002, 1.273083e+002
7.639919e+002, 1.272557e+002
7.644741e+002, 1.272421e+002
7.649562e+002, 1.272845e+002
7.654383e+002, 1.274406e+002
7.659204e+002, 1.276037e+002
7.664025e+002, 1.274508e+002
7.668846e+002, 1.269994e+002
7.673668e+002, 1.267879e+002
7.678489e+002, 1.269858e+002
7.683310e+002, 1.272467e+002
7.688131e+002, 1.273218e+002
7.692952e+002, 1.272148e+002
7.697773e+002, 1.269485e+002
7.702595e+002, 1.262366e+002
7.707416e+002, 1.257870e+002
7.712237e+002, 1.257601e+002
7.717058e+002, 1.258961e+002
7.721879e+002, 1.260576e+002
7.726700e+002, 1.262486e+002
7.731522e+002, 1.265706e+002
7.736343e+002, 1.270822e+002
7.741164e+002, 1.274563e+002
7.745985e+002, 1.272612e+002
7.750806e+002, 1.267337e+002
7.755627e+002, 1.264068e+002
7.760449e+002, 1.262982e+002
7.765270e+002, 1.262043e+002
7.770091e+002, 1.260218e+002
7.774912e+002, 1.258961e+002
7.779733e+002, 1.260936e+002
7.784554e+002, 1.267014e+002
7.789376e+002, 1.269241e+002
7.794197e+002, 1.264442e+002
7.799019e+002, 1.260077e+002
7.803840e+002, 1.257352e+002
7.808661e+002, 1.255925e+002
7.813482e+002, 1.255992e+002
7.818303e+002, 1.257226e+002
7.823124e+002, 1.258051e+002
7.827946e+002, 1.256731e+002
7.832767e+002, 1.256076e+002
7.837588e+002, 1.260775e+002
7.842409e+002, 1.266860e+002
7.847230e+002, 1.265452e+002
7.852051e+002, 1.256484e+002
7.856873e+002, 1.249221e+002
7.861694e+002, 1.250319e+002
7.866515e+002, 1.256630e+002
7.871336e+002, 1.260053e+002
7.876157e+002, 1.259919e+002
7.880978e+002, 1.260661e+002
7.885800e+002, 1.263343e+002
7.890621e+002, 1.265631e+002
7.895442e+002, 1.266427e+002
7.900263e+002, 1.265985e+002
7.905084e+002, 1.264574e+002
7.909905e+002, 1.262078e+002
7.914727e+002, 1.259352e+002
7.919548e+002, 1.254589e+002
7.924369e+002, 1.251710e+002
7.929190e+002, 1.255741e+002
7.934011e+002, 1.262392e+002
7.938832e+002, 1.263929e+002
7.943654e+002, 1.258936e+002
7.948475e+002, 1.253176e+002
7.953296e+002, 1.251796e+002
7.958117e+002, 1.253328e+002
7.962938e+002, 1.253647e+002
7.967759e+002, 1.252787e+002
7.972581e+002, 1.254021e+002
7.977402e+002, 1.258750e+002
7.982223e+002, 1.263076e+002
7.987044e+002, 1.263235e+002
7.991865e+002, 1.260064e+002
7.996686e+002, 1.258585e+002
8.001508e+002, 1.260821e+002
8.006329e+002, 1.261847e+002
8.011150e+002, 1.260308e+002
8.015971e+002, 1.258828e+002
8.020792e+002, 1.260023e+002
8.025613e+002, 1.262044e+002
8.030435e+002, 1.260900e+002
8.035256e+002, 1.255187e+002
8.040077e+002, 1.249761e+002
8.044898e+002, 1.248226e+002
8.049719e+002, 1.249174e+002
8.054540e+002, 1.251375e+002
8.059362e+002, 1.254297e+002
8.064183e+002, 1.256330e+002
8.069004e+002, 1.256908e+002
8.073825e+002, 1.256579e+002
8.078646e+002, 1.256054e+002
8.083467e+002, 1.255243e+002
8.088289e+002, 1.252496e+002
8.093110e+002, 1.246163e+002
8.097931e+002, 1.242454e+002
8.102752e+002, 1.244322e+002
8.107573e+002, 1.247449e+002
8.112394e+002, 1.249166e+002
8.117216e+002, 1.249373e+002
8.122037e+002, 1.247313e+002
8.126858e+002, 1.239932e+002
8.131679e+002, 1.235651e+002
8.136500e+002, 1.239447e+002
8.141321e+002, 1.245719e+002
8.146143e+002, 1.250204e+002
8.150964e+002, 1.252914e+002
8.155785e+002, 1.255575e+002
8.160606e+002, 1.258838e+002
8.165427e+002, 1.260562e+002
8.170248e+002, 1.256780e+002
8.175070e+002, 1.249505e+002
8.179891e+002, 1.245854e+002
8.184712e+002, 1.245922e+002
8.189533e+002, 1.248201e+002
8.194354e+002, 1.252919e+002
8.199175e+002, 1.256646e+002
8.203997e+002, 1.254715e+002
8.208818e+002, 1.247280e+002
8.213639e+002, 1.243507e+002
8.218460e+002, 1.245838e+002
8.223281e+002, 1.248297e+002
8.228102e+002, 1.250317e+002
8.232924e+002, 1.252226e+002
8.237745e+002, 1.254370e+002
8.242566e+002, 1.256581e+002
8.247387e+002, 1.258891e+002
8.252208e+002, 1.262377e+002
8.257029e+002, 1.262449e+002
8.261851e+002, 1.252708e+002
8.266672e+002, 1.240590e+002
8.271493e+002, 1.234542e+002
8.276314e+002, 1.234046e+002
8.281135e+002, 1.236113e+002
8.285956e+002, 1.239389e+002
8.290778e+002, 1.241609e+002
8.295599e+002, 1.238846e+002
8.300420e+002, 1.232462e+002
8.305241e+002, 1.232943e+002
8.310062e+002, 1.241800e+002
8.314883e+002, 1.247272e+002
8.319705e+002, 1.245175e+002
8.324526e+002, 1.240608e+002
8.329347e+002, 1.237779e+002
8.334168e+002, 1.236652e+002
8.338989e+002, 1.236977e+002
8.343810e+002, 1.240066e+002
8.348632e+002, 1.242547e+002
8.353453e+002, 1.243901e+002
8.358274e+002, 1.244781e+002
8.363095e+002, 1.245200e+002
8.367916e+002, 1.245568e+002
8.372737e+002, 1.246627e+002
8.377559e+002, 1.248628e+002
8.382380e+002, 1.250798e+002
8.387201e+002, 1.253647e+002
8.392022e+002, 1.255633e+002
8.396843e+002, 1.254075e+002
8.401664e+002, 1.249800e+002
8.406486e+002, 1.244936e+002
8.411307e+002, 1.240289e+002
8.416128e+002, 1.237490e+002
8.420949e+002, 1.238580e+002
8.425770e+002, 1.242459e+002
8.430591e+002, 1.243718e+002
8.435413e+002, 1.241584e+002
8.440234e+002, 1.240802e+002
8.445055e+002, 1.242412e+002
8.449876e+002, 1.244964e+002
8.454697e+002, 1.248147e+002
8.459518e+002, 1.251393e+002
8.464340e+002, 1.253128e+002
8.469161e+002, 1.253292e+002
8.473982e+002, 1.252224e+002
8.478803e+002, 1.246543e+002
8.483624e+002, 1.243370e+002
8.488445e+002, 1.248938e+002
8.493267e+002, 1.257863e+002
8.498088e+002, 1.261942e+002
8.502909e+002, 1.260331e+002
8.507730e+002, 1.260183e+002
8.512551e+002, 1.267683e+002
8.517372e+002, 1.277439e+002
8.522194e+002, 1.281557e+002
8.527015e+002, 1.283072e+002
8.531836e+002, 1.291525e+002
8.536657e+002, 1.307467e+002
8.541478e+002, 1.320024e+002
8.546299e+002, 1.321776e+002
8.551121e+002, 1.316205e+002
8.555942e+002, 1.310498e+002
8.560763e+002, 1.304523e+002
8.565584e+002, 1.300215e+002
8.570405e+002, 1.299429e+002
8.575226e+002, 1.295311e+002
8.580048e+002, 1.282216e+002
8.584869e+002, 1.266488e+002
8.589690e+002, 1.257676e+002
