##NAMES=Uchucchacuaite
##RRUFFID=R100213
##IDEAL CHEMISTRY=Ag^1+^Mn^2+^Pb^2+^_3_Sb^3+^_5_S^2-^_12_
##LOCALITY=Uchuc-Chacua, Lima, Peru
##OWNER=RRUFF
##SOURCE=Mark N. Feinglos
##DESCRIPTION=Bright silver metallic massive, associated with quartz
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R100213
##MEASURED CHEMISTRY=Ag_0.99_(Mn_0.92_Pb_0.03_Sb_0.02_Bi_0.01_)_Σ=0.98_Pb_3.00_Sb_5.00_S_12.00_ ; (Note: bright phase is galena, PbS)
763.5887, 75.23093
764.0708, 75.94546
764.5529, 75.84511
765.0350, 75.94494
765.5172, 77.44945
765.9993, 82.65218
766.4814, 86.55077
766.9635, 88.92977
767.4456, 89.86899
767.9277, 89.02081
768.4099, 85.93877
768.8920, 84.16028
769.3741, 84.59208
769.8562, 85.63575
770.3383, 84.57607
770.8204, 82.20653
771.3026, 80.71871
771.7847, 81.10397
772.2668, 81.96270
772.7489, 83.06873
773.2310, 83.84039
773.7131, 83.35904
774.1953, 78.72971
774.6774, 76.51335
775.1595, 79.01888
775.6416, 83.30521
776.1237, 83.37855
776.6058, 78.49211
777.0880, 75.11707
777.5701, 74.86439
778.0522, 76.75587
778.5343, 80.90803
779.0164, 85.99691
779.4985, 88.05672
779.9807, 82.86150
780.4628, 77.34407
780.9449, 75.90591
781.4270, 77.19530
781.9091, 78.35439
782.3912, 78.56741
782.8734, 78.95743
783.3555, 79.78957
783.8376, 80.84202
784.3197, 81.72311
784.8018, 82.49799
785.2839, 82.19524
785.7661, 79.80116
786.2482, 77.21521
786.7303, 78.44812
787.2124, 82.22018
787.6945, 84.91878
788.1766, 84.36287
788.6588, 82.80886
789.1409, 80.99381
789.6230, 79.07286
790.1051, 77.42072
790.5872, 76.29373
791.0693, 75.02077
791.5515, 73.03011
792.0336, 71.04847
792.5157, 71.59158
792.9978, 74.67207
793.4799, 77.73646
793.9620, 79.95173
794.4442, 81.54231
794.9263, 83.17825
795.4084, 84.51263
795.8905, 84.61221
796.3726, 82.59160
796.8547, 79.74404
797.3369, 74.90381
797.8190, 69.55573
798.3011, 68.80075
798.7832, 76.35854
799.2653, 80.89445
799.7474, 78.37019
800.2296, 71.98877
800.7117, 71.14059
801.1938, 75.36729
801.6759, 79.75462
802.1580, 82.85598
802.6401, 84.42844
803.1223, 82.90723
803.6044, 79.55045
804.0865, 77.66031
804.5686, 79.97752
805.0507, 82.25734
805.5328, 82.91013
806.0150, 82.55090
806.4971, 82.97652
806.9792, 84.78808
807.4613, 85.35322
807.9434, 83.53651
808.4255, 80.48483
808.9077, 78.34703
809.3898, 77.18076
809.8719, 77.28101
810.3540, 79.56792
810.8361, 82.32992
811.3182, 84.89827
811.8004, 86.87273
812.2825, 87.37350
812.7646, 84.44751
813.2467, 82.10303
813.7288, 81.03142
814.2109, 81.02673
814.6931, 81.91724
815.1752, 83.90758
815.6573, 84.90434
816.1394, 84.04374
816.6215, 82.32834
817.1037, 81.31200
817.5858, 80.80895
818.0679, 80.30063
818.5500, 79.29848
819.0322, 78.53133
819.5143, 78.16849
819.9964, 78.32264
820.4785, 79.40169
820.9606, 82.61548
821.4427, 84.37582
821.9249, 83.75110
822.4070, 81.79722
822.8891, 80.64222
823.3712, 80.21396
823.8533, 79.66219
824.3354, 78.56985
824.8176, 77.62325
825.2997, 78.24950
825.7818, 79.43579
826.2639, 79.43476
826.7460, 75.02310
827.2281, 72.57262
827.7103, 74.74966
828.1924, 79.09415
828.6745, 82.67734
829.1566, 85.53654
829.6387, 87.47655
830.1208, 88.63246
830.6030, 88.41936
831.0851, 84.74924
831.5672, 78.98631
832.0493, 74.85806
832.5314, 73.50563
833.0135, 73.70445
833.4957, 75.54004
833.9778, 78.06656
834.4599, 80.20649
834.9420, 81.00190
835.4241, 82.57529
835.9063, 85.78468
836.3884, 88.74489
836.8705, 89.05431
837.3526, 86.77065
837.8347, 83.39711
838.3168, 78.64549
838.7990, 75.25285
839.2811, 78.17930
839.7632, 83.33499
840.2453, 84.52202
840.7274, 78.99083
841.2095, 74.83790
841.6917, 75.86175
842.1738, 78.62737
842.6559, 80.46458
843.1380, 81.10571
843.6201, 81.76925
844.1022, 82.48978
844.5844, 83.11305
845.0665, 84.08281
845.5486, 84.78430
846.0307, 82.61500
846.5128, 77.25461
846.9949, 73.41936
847.4771, 76.32246
847.9592, 80.53460
848.4413, 81.64055
848.9234, 78.38764
849.4055, 76.10997
849.8876, 75.01176
850.3698, 74.87070
850.8519, 75.98605
851.3340, 78.18958
851.8161, 78.86567
852.2982, 78.02872
852.7803, 77.74158
853.2625, 81.11020
853.7446, 84.75333
854.2267, 84.46179
854.7088, 80.43740
855.1909, 77.15150
855.6730, 74.96495
856.1552, 75.16689
856.6373, 79.65810
857.1194, 87.41243
857.6015, 89.45581
858.0836, 85.05324
858.5657, 80.60218
859.0479, 79.27536
859.5300, 79.70994
860.0121, 79.67315
860.4942, 79.17825
860.9763, 78.25335
861.4584, 75.44498
861.9406, 73.73769
862.4227, 75.44910
862.9048, 79.49580
863.3869, 81.82283
863.8690, 81.58617
864.3511, 81.91843
864.8333, 84.10223
865.3154, 86.56601
865.7975, 85.42905
866.2796, 81.49026
866.7617, 78.19737
867.2438, 76.69280
867.7260, 76.27741
868.2081, 76.88858
868.6902, 78.08907
869.1723, 79.19953
869.6544, 80.27502
870.1365, 80.98531
870.6187, 81.28178
871.1008, 81.24436
871.5829, 80.47617
872.0650, 79.09380
872.5471, 79.91402
873.0292, 83.77718
873.5114, 87.71762
873.9935, 89.15506
874.4756, 88.63911
874.9577, 86.27293
875.4399, 80.68935
875.9220, 77.76285
876.4041, 81.89650
876.8862, 86.72920
877.3683, 88.04134
877.8505, 85.19348
878.3326, 83.17049
878.8147, 82.05423
879.2968, 81.19424
879.7789, 79.77074
880.2610, 78.36108
880.7432, 78.18809
881.2253, 79.26279
881.7074, 79.92992
882.1895, 79.30502
882.6716, 78.14631
883.1537, 76.34301
883.6359, 74.02825
884.1180, 74.02893
884.6001, 77.04391
885.0822, 79.43470
885.5643, 79.26850
886.0464, 77.38131
886.5286, 74.83069
887.0107, 72.11069
887.4928, 71.25980
887.9749, 75.26577
888.4570, 79.49460
888.9391, 81.66589
889.4213, 82.15488
889.9034, 82.49795
890.3855, 83.10718
890.8676, 82.61059
891.3497, 80.35597
891.8318, 77.39185
892.3140, 75.48546
892.7961, 74.52048
893.2782, 74.13953
893.7603, 74.53795
894.2424, 74.78639
894.7245, 73.43835
895.2067, 71.87144
895.6888, 71.80032
896.1709, 75.17066
896.6530, 77.32883
897.1351, 77.96867
897.6172, 77.84732
898.0994, 77.92517
898.5815, 78.03369
899.0636, 76.01334
899.5457, 71.46843
900.0278, 68.84267
900.5099, 74.01076
900.9921, 81.30678
901.4742, 85.39791
901.9563, 85.19432
902.4384, 85.39268
902.9205, 87.81380
903.4026, 88.83833
903.8848, 85.94554
904.3669, 79.87331
904.8490, 76.73426
905.3311, 76.48355
905.8132, 77.35709
906.2953, 79.48505
906.7775, 81.29693
907.2596, 80.48827
907.7417, 77.92593
908.2238, 76.67150
908.7059, 78.25732
909.1880, 80.60674
909.6702, 84.23191
910.1523, 87.77544
910.6344, 86.95794
911.1165, 81.91378
911.5986, 79.68288
912.0807, 83.63140
912.5629, 87.49052
913.0450, 81.68345
913.5271, 71.91065
914.0092, 66.83122
914.4913, 72.42471
914.9734, 76.44328
915.4556, 75.81669
915.9377, 74.08418
916.4198, 74.52086
916.9019, 77.28514
917.3840, 79.46250
917.8661, 80.90771
918.3483, 81.77742
918.8304, 82.49355
919.3125, 82.58321
919.7946, 80.83104
920.2767, 77.11359
920.7589, 74.83360
921.2410, 76.33873
921.7231, 78.15248
922.2052, 78.86568
922.6873, 78.64363
923.1694, 79.10348
923.6516, 80.27184
924.1337, 81.03154
924.6158, 80.63408
925.0979, 79.68041
925.5800, 78.93908
926.0621, 78.28600
926.5443, 77.40064
927.0264, 74.72630
927.5085, 73.74203
927.9906, 75.99156
928.4727, 79.61222
928.9548, 81.74417
929.4370, 82.38235
929.9191, 81.24350
930.4012, 77.79543
930.8833, 74.70938
931.3654, 75.06497
931.8475, 77.62662
932.3297, 81.32628
932.8118, 86.99254
933.2939, 89.66730
933.7761, 84.78764
934.2582, 80.00734
934.7403, 80.54873
935.2224, 86.61331
935.7045, 88.64396
936.1866, 86.53568
936.6688, 83.76212
937.1509, 82.14766
937.6330, 81.61595
938.1151, 83.15964
938.5972, 86.07065
939.0793, 86.82427
939.5615, 81.43883
940.0436, 77.34836
940.5257, 76.76859
941.0078, 78.48589
941.4899, 79.71389
941.9720, 80.42859
942.4542, 79.61420
942.9363, 76.11368
943.4184, 73.10400
943.9005, 75.72404
944.3826, 80.35162
944.8647, 81.85786
945.3469, 76.87930
945.8290, 72.60368
946.3111, 68.83665
946.7932, 66.91562
947.2753, 69.04124
947.7574, 74.92744
948.2396, 77.39530
948.7217, 76.19130
949.2038, 75.19067
949.6859, 78.45044
950.1680, 82.50017
950.6501, 84.59258
951.1323, 84.55016
951.6144, 82.59537
952.0965, 76.63374
952.5786, 72.56886
953.0607, 72.46179
953.5428, 75.30492
954.0250, 79.35870
954.5071, 84.05602
954.9892, 85.87009
955.4713, 82.13188
955.9534, 77.28043
956.4355, 73.17049
956.9177, 70.58624
957.3998, 70.80762
957.8819, 76.44399
958.3640, 80.01604
958.8461, 80.87169
959.3282, 80.67348
959.8104, 81.00324
960.2925, 81.73394
960.7746, 82.73248
961.2567, 83.97641
961.7388, 84.25610
962.2209, 81.62467
962.7031, 78.75040
963.1852, 77.72085
963.6673, 78.48472
964.1494, 78.35423
964.6315, 77.12805
965.1136, 75.60706
965.5958, 73.65870
966.0779, 72.08751
966.5600, 73.11071
967.0421, 75.88825
967.5242, 78.15992
968.0063, 80.04136
968.4885, 79.90517
968.9706, 74.09268
969.4527, 67.62817
969.9348, 67.08366
970.4169, 74.18787
970.8990, 78.68130
971.3812, 79.77689
971.8633, 79.34925
972.3454, 78.28191
972.8275, 77.32777
973.3096, 78.12016
973.7917, 80.74871
974.2739, 82.23684
974.7560, 79.31245
975.2381, 77.55782
975.7202, 79.81266
976.2023, 84.94093
976.6844, 87.22176
977.1666, 86.69639
977.6487, 85.18623
978.1308, 82.85402
978.6129, 80.80503
979.0950, 80.82572
979.5771, 81.75156
980.0593, 81.66914
980.5414, 77.94796
981.0235, 76.43665
981.5056, 77.89887
981.9877, 80.79824
982.4698, 84.21748
982.9520, 87.88022
983.4341, 90.49944
983.9162, 91.96660
984.3983, 90.78149
984.8804, 81.61179
985.3625, 72.91317
985.8447, 72.00174
986.3268, 78.79102
986.8089, 83.06380
987.2910, 84.36259
987.7731, 84.16961
988.2552, 82.47832
988.7374, 80.22320
989.2195, 79.54312
989.7016, 79.87040
990.1837, 79.62302
990.6658, 77.44726
991.1479, 76.26185
991.6301, 78.24828
992.1122, 81.18845
992.5944, 82.99246
993.0765, 83.52046
993.5586, 83.34078
994.0407, 82.35896
994.5228, 81.46697
995.0049, 81.49240
995.4871, 81.98443
995.9692, 82.92018
996.4513, 84.00198
996.9334, 83.46355
997.4155, 77.78877
997.8976, 74.27744
998.3798, 75.65508
998.8619, 79.56127
999.3440, 79.77562
999.8261, 76.79733
1000.308, 75.55173
1000.790, 77.71781
1001.272, 80.57333
1001.755, 81.94267
1002.237, 82.74850
1002.719, 84.25613
1003.201, 87.72336
1003.683, 87.71578
1004.165, 82.68903
1004.647, 78.07639
1005.129, 78.33036
1005.612, 81.50797
1006.094, 81.83821
1006.576, 79.79941
1007.058, 77.67305
1007.540, 75.89244
1008.022, 75.09018
1008.504, 76.62772
1008.986, 78.88699
1009.468, 78.82392
1009.951, 76.04183
1010.433, 74.19431
1010.915, 73.90820
1011.397, 74.25753
1011.879, 74.27599
1012.361, 74.26591
1012.843, 74.52923
1013.325, 75.07772
1013.807, 76.28196
1014.290, 79.08415
1014.772, 81.19339
1015.254, 81.26375
1015.736, 79.93481
1016.218, 79.91062
1016.700, 81.00071
1017.182, 82.11745
1017.664, 82.95048
1018.147, 83.43464
1018.629, 82.82780
1019.111, 82.13577
1019.593, 83.21718
1020.075, 87.80984
1020.557, 88.78819
1021.039, 85.38951
1021.521, 80.24165
1022.003, 73.69498
1022.486, 68.00581
1022.968, 68.82339
1023.450, 75.69294
1023.932, 80.49801
1024.414, 76.96109
1024.896, 74.58249
1025.378, 77.64033
1025.860, 83.40376
1026.343, 83.10944
1026.825, 77.29301
1027.307, 73.37955
1027.789, 73.62521
1028.271, 75.56643
1028.753, 78.55602
1029.235, 81.18411
1029.717, 81.46299
1030.199, 77.87545
1030.682, 76.83619
1031.164, 79.27879
1031.646, 81.63569
1032.128, 81.24684
1032.610, 79.31858
1033.092, 79.26488
1033.574, 80.50719
1034.056, 80.92056
1034.539, 77.23067
1035.021, 75.42766
1035.503, 79.26363
1035.985, 84.75811
1036.467, 86.65843
1036.949, 84.87890
1037.431, 81.76022
1037.913, 77.29834
1038.396, 74.35373
1038.878, 78.01143
1039.360, 82.55763
1039.842, 81.84937
1040.324, 75.40430
1040.806, 71.00175
1041.288, 68.98593
1041.770, 69.35371
1042.252, 73.19020
1042.734, 77.90770
1043.217, 77.14646
1043.699, 72.98403
1044.181, 71.11937
1044.663, 74.57790
1045.145, 77.38725
1045.627, 76.20245
1046.109, 74.31812
1046.591, 74.32285
1047.074, 76.32726
1047.556, 77.26124
1048.038, 77.12939
1048.520, 76.74605
1049.002, 76.82639
1049.484, 76.74423
1049.966, 75.49280
1050.448, 73.64512
1050.931, 72.94886
1051.413, 74.63646
1051.895, 74.65539
1052.377, 71.60593
1052.859, 69.14146
1053.341, 73.50684
1053.823, 81.38337
1054.305, 85.15876
1054.787, 83.94268
1055.270, 82.05917
1055.752, 80.64423
1056.234, 79.85207
1056.716, 79.83849
1057.198, 80.42575
1057.680, 81.13661
1058.162, 81.92605
1058.644, 82.13862
1059.126, 81.65720
1059.609, 80.27573
1060.091, 75.88989
1060.573, 71.58717
1061.055, 71.46961
1061.537, 77.44915
1062.019, 81.26990
1062.501, 82.81496
1062.983, 82.62541
1063.466, 79.92736
1063.948, 76.33591
1064.430, 75.37566
1064.912, 76.11880
1065.394, 75.77878
1065.876, 71.84440
1066.358, 68.64196
1066.840, 66.41792
1067.323, 65.70305
1067.805, 67.99145
1068.287, 72.70152
1068.769, 75.49822
1069.251, 76.04543
1069.733, 75.74358
1070.215, 74.49142
1070.697, 73.68688
1071.179, 74.67014
1071.661, 76.97057
1072.144, 78.60175
1072.626, 79.48512
1073.108, 80.25068
1073.590, 81.24605
1074.072, 81.58963
1074.554, 78.97729
1075.036, 75.60770
1075.518, 74.65642
1076.001, 77.39084
1076.483, 79.23869
1076.965, 79.66284
1077.447, 79.56785
1077.929, 79.38595
1078.411, 79.03155
1078.893, 78.08630
1079.375, 76.73491
1079.858, 75.58732
1080.340, 75.06609
1080.822, 74.52075
1081.304, 73.21456
1081.786, 72.17984
1082.268, 72.67287
1082.750, 74.73448
1083.232, 75.19762
1083.714, 74.02573
1084.197, 74.13782
1084.679, 79.77876
1085.161, 85.52181
1085.643, 86.79859
1086.125, 84.72021
1086.607, 83.83060
1087.089, 85.21574
1087.571, 83.80704
1088.054, 78.09144
1088.536, 72.37730
1089.018, 71.66558
1089.500, 74.24260
1089.982, 78.97941
1090.464, 85.78126
1090.946, 88.34781
1091.428, 82.23844
1091.911, 77.10764
1092.393, 76.21559
1092.875, 77.86180
1093.357, 78.17256
1093.839, 77.56412
1094.321, 77.49180
1094.803, 78.74049
1095.285, 79.31414
1095.767, 77.03256
1096.250, 74.87571
1096.732, 74.83443
1097.214, 76.82140
1097.696, 79.76906
1098.178, 83.56081
1098.660, 85.62332
1099.142, 83.96957
1099.624, 80.91509
1100.106, 76.43334
1100.589, 72.42013
1101.071, 72.16592
1101.553, 77.43374
1102.035, 80.85826
1102.517, 82.34698
1102.999, 81.74154
1103.481, 76.92976
1103.963, 71.23347
1104.446, 69.27365
1104.928, 70.51226
1105.410, 72.14845
1105.892, 74.18124
1106.374, 75.51128
1106.856, 75.99963
1107.338, 75.71434
1107.820, 73.35473
1108.302, 70.60616
1108.785, 72.78637
1109.267, 80.45358
1109.749, 85.48510
1110.231, 82.32857
1110.713, 78.10854
1111.195, 74.80619
1111.677, 72.72571
1112.159, 73.48846
1112.641, 76.51387
1113.124, 77.82503
1113.606, 75.84689
1114.088, 74.57339
1114.570, 78.07619
1115.052, 82.25771
1115.534, 83.95124
1116.016, 83.20358
1116.498, 80.91448
1116.981, 76.95766
1117.463, 75.01213
1117.945, 78.10704
1118.427, 81.62084
1118.909, 79.75854
1119.391, 75.88417
1119.873, 75.05727
1120.355, 79.31697
1120.838, 82.10847
1121.320, 83.48641
1121.802, 83.15169
1122.284, 79.83473
1122.766, 75.36436
1123.248, 72.02183
1123.730, 69.79569
1124.212, 68.56487
1124.694, 68.67979
1125.177, 69.36719
1125.659, 70.73730
1126.141, 72.33556
1126.623, 73.11953
1127.105, 73.88514
1127.587, 78.07696
1128.069, 85.06941
1128.551, 89.02253
1129.033, 84.17083
1129.516, 79.89588
1129.998, 79.06992
1130.480, 76.92756
1130.962, 79.27953
1131.444, 77.56725
1131.926, 78.14684
1132.408, 81.64919
1132.890, 83.43886
1133.373, 77.97544
1133.855, 72.60139
1134.337, 71.77544
1134.819, 74.26365
1135.301, 75.90775
1135.783, 76.73989
1136.265, 78.46774
1136.747, 82.18762
1137.229, 84.20576
1137.712, 78.87395
1138.194, 72.25105
1138.676, 70.13660
1139.158, 72.59737
1139.640, 75.24937
1140.122, 78.29456
1140.604, 79.53547
1141.086, 77.04984
1141.569, 74.29176
1142.051, 75.78049
1142.533, 79.09179
1143.015, 80.97860
1143.497, 80.68022
1143.979, 79.72730
1144.461, 77.96877
1144.943, 76.14846
1145.426, 74.29686
1145.908, 73.05179
1146.390, 74.14028
1146.872, 76.54720
1147.354, 78.16269
1147.836, 77.66823
1148.318, 77.33328
1148.800, 77.05667
1149.282, 77.31234
1149.765, 79.31434
1150.247, 81.83497
1150.729, 81.86906
1151.211, 79.81867
1151.693, 77.62580
1152.175, 74.93845
1152.657, 73.88501
1153.139, 75.31974
1153.621, 77.56635
1154.104, 78.84954
1154.586, 79.27984
1155.068, 78.89310
1155.550, 77.81532
1156.032, 77.27523
1156.514, 80.03554
1156.996, 80.48689
1157.478, 75.50368
1157.961, 68.77982
1158.443, 67.08036
1158.925, 69.69010
1159.407, 73.14312
1159.889, 77.00060
1160.371, 79.64730
1160.853, 78.64300
1161.335, 77.73135
1161.818, 79.60123
1162.300, 82.72570
1162.782, 81.77498
1163.264, 77.23380
1163.746, 75.41859
1164.228, 78.19058
1164.710, 80.77770
1165.192, 78.98717
1165.674, 76.31129
1166.156, 75.33434
1166.639, 75.82319
1167.121, 75.95677
1167.603, 75.74771
1168.085, 77.03669
1168.567, 81.16343
1169.049, 84.72395
1169.531, 84.03666
1170.013, 81.84315
1170.496, 81.05907
1170.978, 81.82058
1171.460, 81.19852
1171.942, 79.11530
1172.424, 77.04421
1172.906, 75.83684
1173.388, 74.59298
1173.870, 70.87964
1174.353, 67.37889
1174.835, 68.73244
1175.317, 76.86596
1175.799, 78.35166
1176.281, 72.17068
1176.763, 67.69473
1177.245, 72.39444
1177.727, 79.11635
1178.209, 79.14583
1178.692, 75.70089
1179.174, 74.33324
1179.656, 76.57468
1180.138, 78.80987
1180.620, 81.38515
1181.102, 82.25398
1181.584, 77.99685
1182.066, 72.68002
1182.548, 71.56843
1183.031, 73.47282
1183.513, 75.64191
1183.995, 78.17956
1184.477, 79.61592
1184.959, 79.78141
1185.441, 79.31105
1185.923, 78.25670
1186.405, 77.24996
1186.888, 77.47990
1187.370, 78.56649
1187.852, 79.06303
1188.334, 78.18697
1188.816, 77.97982
1189.298, 78.92913
1189.780, 79.54441
1190.262, 77.19986
1190.745, 74.15266
1191.227, 74.43444
1191.709, 77.50516
1192.191, 79.39294
1192.673, 79.22929
1193.155, 77.64754
1193.637, 74.05663
1194.119, 70.91822
1194.601, 72.26175
1195.084, 75.42867
1195.566, 75.60904
1196.048, 72.84226
1196.530, 71.77998
1197.012, 74.86217
1197.494, 76.27192
1197.976, 74.17433
1198.458, 71.79741
1198.941, 75.06269
1199.423, 80.58530
1199.905, 81.82898
1200.387, 78.26356
1200.869, 76.84409
1201.351, 81.13670
1201.833, 82.86140
1202.315, 79.12540
1202.797, 73.71887
1203.280, 72.14162
1203.762, 73.47666
1204.244, 77.00762
1204.726, 82.78528
1205.208, 86.16602
1205.690, 85.67329
1206.172, 84.28519
1206.654, 82.70618
1207.136, 80.98351
1207.619, 78.72095
1208.101, 76.54792
1208.583, 75.93261
1209.065, 77.48656
1209.547, 77.46326
1210.029, 74.08971
1210.511, 71.92639
1210.993, 72.93697
1211.476, 75.48177
1211.958, 77.28535
1212.440, 78.18562
1212.922, 77.50681
1213.404, 74.59933
1213.886, 73.09536
1214.368, 74.11913
1214.850, 74.63914
1215.333, 72.99712
1215.815, 70.73811
1216.297, 70.50407
1216.779, 71.77537
1217.261, 74.01993
1217.743, 78.00664
1218.225, 78.88502
1218.707, 74.80760
1219.189, 71.84335
1219.672, 73.37498
1220.154, 76.95826
1220.636, 78.73906
1221.118, 79.07423
1221.600, 78.32053
1222.082, 75.65217
1222.564, 75.26881
1223.046, 78.46091
1223.528, 80.44318
1224.011, 77.50483
1224.493, 73.36423
1224.975, 74.92283
1225.457, 79.68948
1225.939, 83.46825
1226.421, 85.44312
1226.903, 85.85932
1227.385, 84.77312
1227.868, 81.79635
1228.350, 74.87321
1228.832, 67.98830
1229.314, 68.57915
1229.796, 73.14207
1230.278, 75.62701
1230.760, 73.65569
1231.242, 73.53561
1231.724, 75.88131
1232.207, 77.06612
1232.689, 73.14738
1233.171, 68.80496
1233.653, 71.08060
1234.135, 76.79607
1234.617, 80.64561
1235.099, 81.72178
1235.581, 81.56349
1236.063, 79.94356
1236.546, 78.69381
1237.028, 79.48766
1237.510, 80.66855
1237.992, 80.78941
1238.474, 79.97688
1238.956, 78.12212
1239.438, 74.44337
1239.920, 73.71339
1240.403, 76.18620
1240.885, 78.22141
1241.367, 76.43505
1241.849, 74.30303
1242.331, 75.71324
1242.813, 78.29829
1243.295, 78.25123
1243.777, 74.67661
1244.260, 73.15818
1244.742, 73.67399
1245.224, 75.19470
1245.706, 78.29594
1246.188, 80.87144
1246.670, 81.80017
1247.152, 81.07883
1247.634, 78.49694
1248.116, 73.72540
1248.599, 71.51484
1249.081, 71.79843
1249.563, 73.12178
1250.045, 75.52683
1250.527, 77.68369
1251.009, 78.82401
1251.491, 79.37888
1251.973, 79.86985
1252.455, 80.26609
1252.938, 79.23962
1253.420, 77.07681
1253.902, 76.05906
1254.384, 78.69239
1254.866, 81.09843
1255.348, 82.01055
1255.830, 81.96502
1256.313, 81.15374
1256.795, 79.70592
1257.277, 78.24284
1257.759, 76.85229
1258.241, 75.94475
1258.723, 75.51494
1259.205, 75.98176
1259.687, 78.03267
1260.169, 79.94308
1260.651, 80.11179
1261.134, 78.94054
1261.616, 77.47697
1262.098, 75.81371
1262.580, 74.17371
1263.062, 71.50060
1263.544, 70.81955
1264.026, 72.75406
1264.508, 75.68514
1264.991, 79.58962
1265.473, 82.82057
1265.955, 80.22756
1266.437, 74.45947
1266.919, 72.60267
1267.401, 80.81851
1267.883, 84.65312
1268.365, 82.96024
1268.848, 80.57447
1269.330, 81.99409
1269.812, 84.24316
1270.294, 83.47615
1270.776, 80.57433
1271.258, 77.30080
1271.740, 73.01735
1272.222, 71.04691
1272.704, 71.51761
1273.187, 73.65829
1273.669, 80.02563
1274.151, 84.77505
1274.633, 79.59185
1275.115, 70.83456
1275.597, 69.22039
1276.079, 76.55573
1276.561, 79.10854
1277.043, 76.93684
1277.526, 74.23969
1278.008, 72.98611
1278.490, 72.65566
1278.972, 73.55137
1279.454, 74.81981
1279.936, 75.62718
1280.418, 75.97292
1280.900, 76.31050
1281.383, 76.54900
1281.865, 76.11922
1282.347, 73.72056
1282.829, 72.05106
1283.311, 72.25761
1283.793, 73.19797
1284.275, 74.22944
1284.757, 75.28515
1285.240, 76.22823
1285.722, 76.96284
1286.204, 77.13915
1286.686, 76.33733
1287.168, 75.37251
1287.650, 74.02364
1288.132, 73.29408
1288.614, 74.34037
1289.096, 76.15022
1289.578, 76.44242
1290.061, 75.93555
1290.543, 76.13908
1291.025, 77.90540
1291.507, 79.31821
1291.989, 80.45918
1292.471, 80.83186
1292.953, 79.84152
1293.435, 78.33318
1293.918, 77.04272
1294.400, 76.02560
1294.882, 75.33244
1295.364, 74.90230
1295.846, 75.45473
1296.328, 77.02856
1296.810, 77.28386
1297.292, 73.77750
1297.775, 71.00999
1298.257, 73.87630
1298.739, 78.00072
1299.221, 79.39125
1299.703, 78.23413
1300.185, 75.66237
1300.667, 72.03550
1301.149, 69.57929
1301.631, 69.62891
1302.114, 69.70872
1302.596, 69.14877
##END=



