##NAMES=Salammoniac
##RRUFFID=R060521
##IDEAL CHEMISTRY=N^3-^H_4_Cl
##LOCALITY=Tien-Shan Mountains, Tadzhikistan, U.S.S.R
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=White dendritic
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060521
##MEASURED CHEMISTRY=NH_4_Cl_1.00_ ; N, H not measured but estimated by stoichiometry
261.7470, 426.2591
262.2291, 424.9933
262.7112, 423.9983
263.1934, 423.1730
263.6755, 422.7134
264.1576, 421.6479
264.6397, 419.8109
265.1218, 417.6437
265.6039, 415.2256
266.0861, 412.6671
266.5682, 410.1743
267.0503, 407.9224
267.5324, 405.8927
268.0145, 404.3568
268.4966, 403.9377
268.9788, 403.3475
269.4609, 401.8006
269.9430, 399.4540
270.4251, 397.0161
270.9072, 395.0364
271.3893, 393.5373
271.8715, 392.2841
272.3536, 391.5406
272.8357, 390.7316
273.3178, 389.4272
273.7999, 387.8270
274.2820, 386.5308
274.7642, 385.9942
275.2463, 386.1321
275.7284, 385.9000
276.2105, 385.3650
276.6926, 384.4957
277.1747, 383.1050
277.6568, 381.3627
278.1389, 379.6056
278.6211, 377.9888
279.1032, 376.5346
279.5853, 375.3593
280.0674, 374.5822
280.5495, 373.8749
281.0316, 373.2506
281.5138, 372.6316
281.9959, 371.8164
282.4780, 370.6785
282.9601, 369.4309
283.4422, 368.6860
283.9243, 368.6982
284.4065, 368.6396
284.8886, 368.5579
285.3707, 368.2523
285.8528, 367.2556
286.3349, 365.3366
286.8170, 363.1593
287.2992, 361.9085
287.7813, 361.8695
288.2634, 361.6989
288.7455, 360.9570
289.2276, 360.0729
289.7097, 359.6535
290.1919, 359.8509
290.6740, 360.1892
291.1561, 360.0836
291.6382, 359.4798
292.1203, 358.8214
292.6024, 358.2787
293.0846, 357.6265
293.5667, 356.4731
294.0488, 354.7805
294.5309, 353.2071
295.0130, 352.3410
295.4951, 352.2340
295.9773, 352.4186
296.4594, 353.6424
296.9415, 354.5995
297.4236, 353.9100
297.9057, 351.6783
298.3878, 349.5385
298.8700, 348.6376
299.3521, 348.8627
299.8342, 348.9917
300.3163, 349.1112
300.7984, 349.0585
301.2805, 348.6888
301.7627, 348.0438
302.2448, 347.2867
302.7269, 346.4334
303.2090, 345.5768
303.6911, 344.9920
304.1732, 344.9165
304.6554, 344.7057
305.1375, 343.8669
305.6196, 342.6609
306.1017, 341.7996
306.5838, 341.6179
307.0659, 341.7853
307.5481, 341.6344
308.0302, 341.0673
308.5123, 340.6386
308.9944, 340.7734
309.4765, 341.1142
309.9586, 340.9995
310.4408, 340.2178
310.9229, 339.1448
311.4050, 338.1514
311.8871, 337.1946
312.3692, 336.6826
312.8513, 337.1883
313.3335, 337.9529
313.8156, 337.9803
314.2977, 337.1048
314.7798, 336.0661
315.2619, 335.6197
315.7440, 335.7018
316.2262, 335.3627
316.7083, 334.1273
317.1904, 332.7234
317.6725, 331.7285
318.1546, 331.1493
318.6367, 330.7540
319.1188, 330.4200
319.6010, 330.1530
320.0831, 329.9380
320.5652, 329.9414
321.0473, 329.8321
321.5294, 329.3042
322.0115, 328.4820
322.4937, 327.8309
322.9758, 327.6431
323.4579, 327.6729
323.9400, 327.3036
324.4221, 326.4731
324.9042, 325.4815
325.3864, 324.1653
325.8685, 322.7964
326.3506, 321.9435
326.8327, 321.8456
327.3148, 322.0902
327.7969, 322.0547
328.2791, 321.7124
328.7612, 321.3394
329.2433, 320.9905
329.7254, 320.6362
330.2075, 320.2594
330.6896, 319.8574
331.1718, 319.3854
331.6539, 318.7773
332.1360, 318.0200
332.6181, 317.2838
333.1002, 316.2969
333.5823, 315.5464
334.0645, 315.6548
334.5466, 316.4966
335.0287, 317.0963
335.5108, 316.7086
335.9929, 315.4770
336.4750, 314.5980
336.9572, 314.4513
337.4393, 314.2051
337.9214, 313.2854
338.4035, 311.9868
338.8856, 311.0981
339.3677, 311.0566
339.8499, 311.4756
340.3320, 311.2901
340.8141, 310.2712
341.2962, 309.1747
341.7783, 307.9382
342.2604, 306.7728
342.7426, 306.1153
343.2247, 306.0950
343.7068, 306.1176
344.1889, 305.2851
344.6710, 303.0756
345.1531, 301.5527
345.6353, 301.2639
346.1174, 301.3067
346.5995, 301.0151
347.0816, 300.3369
347.5637, 299.5781
348.0458, 299.0467
348.5280, 298.7631
349.0101, 298.1143
349.4922, 296.7802
349.9743, 295.4708
350.4564, 294.3644
350.9385, 293.5277
351.4207, 293.1747
351.9028, 293.5200
352.3849, 294.2565
352.8670, 294.0327
353.3491, 291.8942
353.8312, 289.9884
354.3134, 288.3886
354.7955, 287.2282
355.2776, 286.8430
355.7597, 287.3215
356.2418, 288.0826
356.7239, 288.1367
357.2061, 287.1153
357.6882, 286.0680
358.1703, 284.8603
358.6524, 283.7244
359.1345, 282.8619
359.6166, 282.2581
360.0987, 281.7430
360.5808, 281.1537
361.0630, 280.4849
361.5451, 279.7809
362.0272, 279.1339
362.5093, 278.3613
362.9914, 277.2736
363.4735, 276.0204
363.9557, 274.9039
364.4378, 274.1132
364.9199, 273.5739
365.4020, 272.9771
365.8841, 272.3946
366.3662, 271.6390
366.8484, 270.4639
367.3305, 269.2328
367.8126, 268.4107
368.2947, 268.1167
368.7768, 267.9075
369.2589, 266.9869
369.7411, 264.9010
370.2232, 263.3557
370.7053, 262.8636
371.1874, 262.5020
371.6695, 261.7693
372.1516, 260.6815
372.6338, 259.5630
373.1159, 258.7726
373.5980, 258.2906
374.0801, 257.3615
374.5622, 255.4919
375.0443, 253.7672
375.5265, 252.6619
376.0086, 251.8979
376.4907, 251.0281
376.9728, 249.7987
377.4549, 248.4144
377.9370, 247.3403
378.4192, 246.6675
378.9013, 246.0523
379.3834, 245.4689
379.8655, 244.8642
380.3476, 244.1772
380.8297, 243.3978
381.3119, 242.6068
381.7940, 242.0365
382.2761, 241.6726
382.7582, 240.7131
383.2403, 238.4530
383.7224, 236.2980
384.2046, 235.2041
384.6867, 234.9997
385.1688, 235.0066
385.6509, 235.0793
386.1330, 235.0788
386.6151, 234.6060
387.0973, 233.5327
387.5794, 232.4517
388.0615, 231.8986
388.5436, 231.4862
389.0257, 230.5959
389.5078, 228.8848
389.9900, 227.0852
390.4721, 225.7915
390.9542, 224.9711
391.4363, 224.4639
391.9184, 224.3817
392.4005, 224.3903
392.8827, 223.9432
393.3648, 222.9939
393.8469, 222.2473
394.3290, 222.2747
394.8111, 222.5836
395.2932, 222.3104
395.7754, 221.2875
396.2575, 220.1643
396.7396, 219.5731
397.2217, 219.4479
397.7038, 218.9678
398.1859, 217.7036
398.6681, 216.4156
399.1501, 215.5970
399.6323, 215.1799
400.1144, 214.8956
400.5965, 214.6345
401.0786, 214.3786
401.5607, 214.0675
402.0428, 213.5879
402.5250, 213.2527
403.0071, 213.2563
403.4892, 213.3668
403.9713, 213.2729
404.4534, 212.9174
404.9355, 212.5583
405.4177, 212.5493
405.8998, 213.0542
406.3819, 213.0405
406.8640, 212.0713
407.3461, 211.0711
407.8282, 210.3521
408.3104, 209.9746
408.7925, 210.0546
409.2746, 210.7307
409.7567, 211.7639
410.2388, 212.0527
410.7209, 210.8186
411.2031, 209.8099
411.6852, 209.1788
412.1673, 208.8260
412.6494, 208.6644
413.1315, 208.6641
413.6136, 208.8244
414.0958, 209.2286
414.5779, 210.0479
415.0600, 210.4254
415.5421, 209.8023
416.0242, 209.2474
416.5063, 209.2973
416.9885, 209.7596
417.4706, 210.0727
417.9527, 209.7800
418.4348, 209.1678
418.9169, 209.3151
419.3990, 210.6704
419.8812, 211.7886
420.3633, 212.0465
420.8454, 211.9741
421.3275, 212.0755
421.8096, 212.4773
422.2917, 212.8399
422.7739, 212.7167
423.2560, 212.1389
423.7381, 211.7724
424.2202, 211.7260
424.7023, 211.9101
425.1844, 212.3286
425.6666, 212.9146
426.1487, 213.4292
426.6308, 213.8130
427.1129, 214.0494
427.5950, 214.0168
428.0771, 213.6920
428.5593, 213.5110
429.0414, 213.7410
429.5235, 214.2603
430.0056, 214.7588
430.4877, 215.2469
430.9698, 215.6933
431.4520, 216.0630
431.9341, 216.3823
432.4162, 216.7321
432.8983, 217.1445
433.3804, 217.4885
433.8625, 217.5557
434.3447, 217.2875
434.8268, 217.2604
435.3089, 217.7159
435.7910, 218.2270
436.2731, 218.4133
436.7552, 218.3850
437.2374, 218.5998
437.7195, 219.3654
438.2016, 220.4868
438.6837, 221.2063
439.1658, 221.0683
439.6479, 221.1085
440.1301, 221.4405
440.6122, 221.9546
441.0943, 222.6453
441.5764, 223.4595
442.0585, 224.1799
442.5406, 224.5198
443.0227, 224.4066
443.5049, 224.4592
443.9870, 224.7700
444.4691, 225.1559
444.9512, 225.6071
445.4333, 226.0862
445.9154, 226.5765
446.3976, 227.0793
446.8797, 227.5145
447.3618, 227.6168
447.8439, 227.1495
448.3260, 227.0562
448.8081, 227.9137
449.2903, 228.9073
449.7724, 229.5574
450.2545, 229.8288
450.7366, 229.9386
451.2187, 229.9206
451.7008, 229.8515
452.1830, 230.1262
452.6651, 230.9080
453.1472, 231.6361
453.6293, 231.8136
454.1114, 231.7664
454.5935, 231.9867
455.0757, 232.7007
455.5578, 233.4576
456.0399, 233.8256
456.5220, 233.8988
457.0041, 234.1729
457.4862, 234.9280
457.9684, 235.6280
458.4505, 235.3280
458.9326, 234.0258
459.4147, 233.2549
459.8968, 233.6829
460.3789, 234.4722
460.8611, 234.9440
461.3432, 235.0900
461.8253, 235.1337
462.3074, 235.1734
462.7895, 235.2569
463.2716, 235.5918
463.7538, 236.2754
464.2359, 237.0636
464.7180, 238.1973
465.2001, 239.2846
465.6822, 239.9362
466.1643, 240.0750
466.6465, 239.8137
467.1286, 239.1922
467.6107, 238.1109
468.0928, 237.5839
468.5749, 238.0741
469.0570, 238.6328
469.5392, 239.1424
470.0213, 239.5246
470.5034, 239.6728
470.9855, 239.5351
471.4676, 239.2262
471.9497, 238.8830
472.4319, 238.4336
472.9140, 238.2742
473.3961, 238.7597
473.8782, 239.3082
474.3603, 239.7065
474.8424, 239.9002
475.3246, 239.7781
475.8067, 239.0336
476.2888, 238.0138
476.7709, 237.4931
477.2530, 237.5290
477.7351, 237.7249
478.2173, 237.9768
478.6994, 238.2432
479.1815, 238.4624
479.6636, 238.6312
480.1457, 238.7537
480.6278, 238.8748
481.1100, 238.9386
481.5920, 238.8175
482.0742, 238.4833
482.5563, 238.0648
483.0384, 237.6099
483.5205, 237.1385
484.0026, 236.9963
484.4847, 237.5569
484.9669, 238.0190
485.4490, 238.0359
485.9311, 237.7368
486.4132, 237.2768
486.8953, 236.7175
487.3774, 236.2568
487.8596, 236.2584
488.3417, 236.9891
488.8238, 237.4528
489.3059, 237.4057
489.7880, 237.3711
490.2701, 237.6572
490.7523, 238.1608
491.2344, 238.6451
491.7165, 238.9978
492.1986, 239.1481
492.6807, 238.8347
493.1628, 237.8573
493.6450, 236.9748
494.1271, 236.2962
494.6092, 235.8098
495.0913, 235.6296
495.5734, 235.7091
496.0555, 235.7030
496.5377, 235.2614
497.0198, 234.5627
497.5019, 234.1426
497.9840, 234.0803
498.4661, 233.9682
498.9482, 233.5638
499.4304, 232.9642
499.9125, 232.3614
500.3946, 231.7499
500.8767, 231.1688
501.3588, 230.5545
501.8409, 230.0019
502.3231, 229.7668
502.8052, 229.9079
503.2873, 229.9999
503.7694, 229.6111
504.2515, 228.7163
504.7336, 227.9657
505.2158, 227.3967
505.6979, 226.9120
506.1800, 226.4397
506.6621, 226.0397
507.1442, 225.8909
507.6263, 226.0393
508.1085, 226.2008
508.5906, 225.9350
509.0727, 225.1605
509.5548, 224.2462
510.0369, 222.6598
510.5190, 221.4687
511.0012, 221.4791
511.4833, 222.1295
511.9654, 222.3096
512.4475, 221.4065
512.9296, 219.9701
513.4117, 218.9922
513.8939, 218.5306
514.3760, 218.0605
514.8581, 217.4789
515.3402, 216.8391
515.8223, 216.1441
516.3044, 215.4163
516.7866, 214.7931
517.2687, 214.5426
517.7508, 214.3051
518.2329, 213.5260
518.7150, 212.2405
519.1971, 210.9740
519.6793, 209.9138
520.1614, 209.0909
520.6435, 208.7116
521.1256, 209.0601
521.6077, 208.9395
522.0898, 207.7672
522.5720, 206.3131
523.0541, 205.2262
523.5362, 204.5409
524.0183, 203.9879
524.5004, 203.3913
524.9825, 202.7528
525.4647, 202.0601
525.9468, 201.2718
526.4289, 200.4948
526.9110, 199.7483
527.3931, 199.0067
527.8752, 198.2634
528.3574, 197.5105
528.8395, 196.7168
529.3216, 195.7727
529.8037, 194.7519
530.2858, 194.2049
530.7679, 194.4869
531.2501, 194.4188
531.7322, 193.1043
532.2143, 191.3637
532.6964, 190.0180
533.1785, 189.2262
533.6606, 188.5706
534.1428, 187.8639
534.6249, 187.0791
535.1070, 186.0713
535.5891, 184.7971
536.0712, 183.6321
536.5533, 182.8680
537.0355, 182.4674
537.5176, 182.1433
537.9997, 182.3069
538.4818, 182.0408
538.9639, 180.7238
539.4460, 178.9989
539.9282, 177.6376
540.4103, 176.8086
540.8924, 176.2625
541.3745, 175.7981
541.8566, 175.4278
542.3387, 174.7094
542.8209, 173.2858
543.3029, 171.9311
543.7850, 170.6351
544.2672, 169.5694
544.7493, 169.0421
545.2314, 169.1027
545.7135, 169.2441
546.1956, 168.9321
546.6777, 168.1912
547.1599, 167.2988
547.6420, 166.2000
548.1241, 165.1027
548.6062, 164.1507
549.0883, 163.2847
549.5704, 162.3659
550.0526, 161.2252
550.5347, 160.3515
551.0168, 160.3758
551.4989, 160.8283
551.9810, 160.7011
552.4631, 159.7784
552.9453, 158.4800
553.4274, 157.0993
553.9095, 155.6325
554.3916, 154.6462
554.8737, 154.6530
555.3558, 154.4516
555.8380, 153.6254
556.3201, 152.4450
556.8022, 151.1228
557.2843, 149.7717
557.7664, 148.6825
558.2485, 148.3101
558.7307, 148.7009
559.2128, 148.5317
559.6949, 147.4192
560.1770, 146.2810
560.6591, 145.3564
561.1412, 144.6122
561.6234, 144.0625
562.1055, 143.7362
562.5876, 143.3487
563.0697, 142.5357
563.5518, 141.4538
564.0339, 140.6590
564.5161, 140.2516
564.9982, 139.9263
565.4803, 139.4453
565.9624, 138.8702
566.4445, 138.4691
566.9266, 138.4554
567.4088, 138.3118
567.8909, 137.7944
568.3730, 137.0822
568.8551, 136.2880
569.3372, 135.4883
569.8193, 134.9372
570.3015, 134.9439
570.7836, 135.4589
571.2657, 135.5251
571.7478, 134.8169
572.2299, 134.0715
572.7120, 133.3714
573.1942, 132.7032
573.6763, 131.9915
574.1584, 131.2513
574.6405, 130.6749
575.1226, 130.5371
575.6047, 130.7149
576.0869, 130.6971
576.5690, 130.4610
577.0511, 130.0975
577.5332, 129.3560
578.0153, 128.6994
578.4974, 129.0659
578.9796, 130.8654
579.4617, 131.8929
579.9438, 130.6463
580.4259, 128.5929
580.9080, 127.3764
581.3901, 127.0720
581.8723, 127.0057
582.3544, 126.7901
582.8365, 126.4288
583.3186, 125.9230
583.8007, 125.0011
584.2828, 124.3558
584.7650, 124.1512
585.2471, 124.0783
585.7292, 124.0219
586.2113, 123.9185
586.6934, 123.6343
587.1755, 123.0028
587.6577, 122.2944
588.1398, 122.2804
588.6219, 123.1203
589.1040, 123.5424
589.5861, 123.0685
590.0682, 122.2549
590.5504, 121.5042
591.0325, 120.8425
591.5146, 120.4771
591.9967, 120.6835
592.4788, 121.0327
592.9609, 121.2030
593.4431, 121.2158
593.9252, 121.1458
594.4073, 121.0170
594.8894, 120.8372
595.3715, 120.6022
595.8536, 120.2734
596.3358, 120.0686
596.8179, 120.0705
597.3000, 120.0851
597.7821, 120.1379
598.2642, 120.1262
598.7463, 119.8632
599.2285, 119.2945
599.7106, 118.6715
600.1927, 118.2845
600.6748, 118.1270
601.1569, 118.0842
601.6390, 118.2054
602.1212, 118.3255
602.6033, 118.2752
603.0854, 118.1874
603.5675, 118.3093
604.0496, 118.7783
604.5317, 119.1338
605.0139, 119.0180
605.4960, 118.7025
605.9781, 118.6066
606.4602, 118.7634
606.9423, 118.9143
607.4244, 118.8503
607.9066, 118.6565
608.3887, 118.7256
608.8708, 119.4411
609.3529, 119.8705
609.8350, 119.7665
610.3171, 119.5492
610.7993, 119.4672
611.2814, 119.5442
611.7635, 119.7452
612.2456, 120.1139
612.7277, 120.4840
613.2098, 120.3913
613.6920, 119.7695
614.1741, 119.5031
614.6562, 120.0293
615.1383, 120.6857
615.6204, 120.7130
616.1025, 120.2305
616.5847, 119.9564
617.0668, 120.3171
617.5489, 120.6510
618.0310, 120.4203
618.5131, 119.8762
618.9952, 119.5524
619.4774, 119.6043
619.9595, 119.7821
620.4416, 119.7871
620.9237, 119.6025
621.4058, 119.5092
621.8879, 119.6244
622.3701, 119.6893
622.8522, 119.5473
623.3343, 119.3890
623.8164, 119.4170
624.2985, 119.6663
624.7806, 120.0161
625.2628, 120.5521
625.7448, 121.0881
626.2269, 120.9985
626.7090, 120.2130
627.1912, 119.4998
627.6733, 119.2023
628.1554, 119.1827
628.6375, 119.2023
629.1196, 119.2562
629.6017, 119.3530
630.0839, 119.5863
630.5660, 119.7801
631.0481, 119.7479
631.5302, 119.5811
632.0123, 119.5176
632.4944, 119.6665
632.9766, 119.9112
633.4587, 120.0254
633.9408, 119.9476
634.4229, 120.0739
634.9050, 120.6403
635.3871, 121.1050
635.8693, 121.2205
636.3514, 121.0993
636.8335, 120.8569
637.3156, 120.4623
637.7977, 120.2212
638.2798, 120.5537
638.7620, 121.1289
639.2441, 121.2646
639.7262, 120.8969
640.2083, 120.4813
640.6904, 120.2827
641.1725, 120.2891
641.6547, 120.4662
642.1368, 121.1154
642.6189, 121.4821
643.1010, 121.4231
643.5831, 121.2104
644.0652, 120.9306
644.5474, 120.6467
645.0295, 120.4427
645.5116, 120.3602
645.9937, 120.3912
646.4758, 120.5289
646.9579, 120.7734
647.4401, 121.1593
647.9222, 121.8428
648.4043, 122.3421
648.8864, 122.0645
649.3685, 121.3022
649.8506, 120.9898
650.3328, 121.4981
650.8149, 121.9987
651.2970, 122.1452
651.7791, 122.1221
652.2612, 122.1074
652.7433, 122.1442
653.2255, 122.2689
653.7076, 122.5291
654.1897, 122.8520
654.6718, 122.9453
655.1539, 122.6869
655.6360, 122.4931
656.1182, 122.3605
656.6003, 122.3623
657.0824, 122.6292
657.5645, 123.0745
658.0466, 123.4380
658.5287, 123.5978
659.0109, 123.6791
659.4930, 123.9001
659.9751, 124.1338
660.4572, 123.9084
660.9393, 123.1072
661.4214, 122.3525
661.9036, 122.2049
662.3857, 122.6091
662.8678, 122.9605
663.3499, 123.2112
663.8320, 123.4737
664.3141, 123.8319
664.7963, 124.1518
665.2784, 124.2077
665.7605, 124.1021
666.2426, 124.2833
666.7247, 125.2159
667.2068, 126.2767
667.6890, 126.1142
668.1711, 124.7754
668.6532, 123.9263
669.1353, 124.0343
669.6174, 124.4922
670.0995, 124.8249
670.5817, 125.0259
671.0638, 125.0982
671.5459, 124.9200
672.0280, 124.7621
672.5101, 124.6348
672.9922, 124.6155
673.4744, 124.8996
673.9565, 125.4242
674.4386, 125.7993
674.9207, 125.6814
675.4028, 125.2741
675.8849, 125.3223
676.3671, 125.9988
676.8492, 126.3358
677.3313, 125.8277
677.8134, 125.2857
678.2955, 125.5092
678.7776, 126.2573
679.2598, 126.6569
679.7419, 126.3603
680.2240, 125.8616
680.7061, 125.2818
681.1882, 124.7531
681.6703, 124.4792
682.1525, 124.4938
682.6346, 124.7589
683.1167, 125.3129
683.5988, 126.0090
684.0809, 126.0586
684.5630, 124.9879
685.0452, 124.3085
685.5273, 124.4976
686.0094, 124.8935
686.4915, 125.2433
686.9736, 125.4899
687.4557, 125.5359
687.9379, 125.2736
688.4200, 124.9221
688.9021, 124.5954
689.3842, 124.3401
689.8663, 124.2952
690.3484, 124.4818
690.8306, 124.7771
691.3127, 125.1315
691.7948, 125.4818
692.2769, 125.4997
692.7590, 124.8259
693.2411, 124.3949
693.7233, 124.5316
694.2054, 124.6545
694.6875, 124.2332
695.1696, 123.5148
695.6517, 123.2289
696.1339, 123.8301
696.6160, 124.5472
697.0981, 124.3559
697.5802, 123.5516
698.0623, 123.2284
698.5444, 123.5758
699.0266, 124.0429
699.5087, 124.2713
699.9908, 124.3045
700.4729, 124.3081
700.9550, 124.3906
701.4371, 124.2660
701.9193, 123.6440
702.4014, 123.0780
702.8835, 122.9745
703.3656, 123.1845
703.8477, 123.3249
704.3298, 123.2220
704.8120, 123.0915
705.2941, 123.2587
705.7762, 123.6449
706.2583, 123.8654
706.7404, 123.8786
707.2225, 123.7601
707.7046, 123.5214
708.1867, 123.2024
708.6688, 122.8741
709.1509, 122.4092
709.6331, 122.2561
710.1152, 122.8867
710.5973, 123.4037
711.0794, 123.1609
711.5615, 122.4542
712.0436, 121.7969
712.5258, 121.3805
713.0079, 121.2310
713.4900, 121.5283
