##NAMES=Salammoniac
##RRUFFID=R061022
##IDEAL CHEMISTRY=N^3-^H_4_Cl
##LOCALITY=Schoeller mine, Kladno, Bohemia, Czech Republic
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=A crust of colorless tabular crystals
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R061022
##MEASURED CHEMISTRY=NH_4_Cl_1.00_ ; N, H not measured but estimated by stoichiometry
337.2371, 533.1837
337.7192, 533.0919
338.2013, 532.3104
338.6834, 531.0735
339.1656, 529.9231
339.6477, 529.1049
340.1298, 528.5573
340.6119, 528.1835
341.0940, 528.3352
341.5761, 528.0250
342.0583, 526.7533
342.5404, 525.0362
343.0225, 523.4988
343.5046, 522.3190
343.9867, 521.3907
344.4688, 520.5913
344.9510, 520.0035
345.4331, 519.3263
345.9152, 518.8144
346.3973, 518.0379
346.8794, 516.3061
347.3615, 513.7531
347.8437, 511.5592
348.3258, 510.8344
348.8079, 511.6820
349.2900, 511.9512
349.7721, 511.5203
350.2542, 510.7510
350.7364, 509.5889
351.2185, 508.1999
351.7006, 506.9175
352.1827, 505.9399
352.6648, 505.1933
353.1469, 504.3771
353.6291, 503.1257
354.1112, 502.2528
354.5933, 502.3637
355.0754, 502.6944
355.5575, 502.1701
356.0396, 500.4778
356.5218, 498.4475
357.0039, 497.5500
357.4860, 498.7899
357.9681, 499.0113
358.4502, 497.4101
358.9323, 495.5053
359.4145, 494.4304
359.8966, 494.1752
360.3787, 493.8744
360.8608, 492.6548
361.3429, 490.4073
361.8250, 488.5395
362.3072, 487.0993
362.7893, 485.9629
363.2714, 485.2510
363.7535, 484.8094
364.2356, 484.3937
364.7177, 483.8633
365.1999, 483.2393
365.6820, 482.6315
366.1641, 482.4409
366.6462, 481.6615
367.1283, 479.6105
367.6104, 477.2661
368.0926, 475.6938
368.5747, 475.1624
369.0568, 474.9201
369.5389, 473.6933
370.0210, 470.8272
370.5031, 468.8112
370.9853, 468.4635
371.4674, 468.2703
371.9495, 467.4303
372.4316, 465.9971
372.9137, 464.5338
373.3958, 463.5233
373.8780, 462.9426
374.3601, 462.2672
374.8422, 461.6223
375.3243, 460.6869
375.8064, 459.1561
376.2885, 457.3517
376.7707, 455.7302
377.2528, 454.4997
377.7349, 453.5482
378.2170, 452.6953
378.6991, 452.0513
379.1812, 451.1810
379.6634, 449.7039
380.1455, 448.1379
380.6276, 446.8888
381.1097, 446.0272
381.5918, 445.2687
382.0739, 444.3526
382.5561, 443.2881
383.0382, 442.2030
383.5203, 441.1458
384.0024, 440.0197
384.4845, 438.5797
384.9666, 436.9961
385.4488, 435.7932
385.9309, 435.5725
386.4130, 435.8098
386.8951, 435.2386
387.3772, 433.6415
387.8593, 432.0701
388.3415, 431.0985
388.8236, 430.4759
389.3057, 429.9609
389.7878, 429.6093
390.2699, 429.1223
390.7520, 428.0319
391.2342, 426.4514
391.7163, 425.3743
392.1984, 425.3851
392.6805, 425.6005
393.1626, 424.8000
393.6447, 422.9891
394.1269, 421.3314
394.6090, 420.2711
395.0911, 419.6394
395.5732, 419.2610
396.0553, 419.1429
396.5374, 418.9951
397.0196, 418.6082
397.5017, 417.9795
397.9838, 417.2041
398.4659, 416.2045
398.9480, 415.1337
399.4301, 413.9684
399.9123, 412.7861
400.3944, 411.8555
400.8765, 411.3289
401.3586, 411.0654
401.8407, 410.7261
402.3228, 410.2275
402.8050, 409.8428
403.2871, 409.7938
403.7692, 409.7952
404.2513, 409.5275
404.7334, 408.9316
405.2155, 408.1385
405.6977, 407.2253
406.1798, 406.1144
406.6619, 405.5445
407.1440, 406.2358
407.6261, 406.6845
408.1082, 405.9642
408.5904, 404.4555
409.0725, 403.0450
409.5546, 402.2274
410.0367, 401.9273
410.5188, 401.9068
411.0009, 402.4097
411.4831, 402.8880
411.9652, 403.5023
412.4473, 403.9715
412.9294, 403.9753
413.4115, 403.4866
413.8936, 402.8073
414.3758, 402.2724
414.8579, 401.8803
415.3400, 401.6513
415.8221, 401.4760
416.3042, 401.5877
416.7863, 402.3264
417.2685, 403.3999
417.7506, 404.2928
418.2327, 404.7190
418.7148, 404.7050
419.1969, 404.1750
419.6790, 402.6241
420.1612, 401.7405
420.6433, 402.6533
421.1254, 403.9210
421.6075, 404.2638
422.0896, 403.4623
422.5717, 402.4854
423.0539, 402.2938
423.5360, 402.8419
424.0181, 403.4445
424.5002, 404.1554
424.9823, 404.7239
425.4644, 404.9641
425.9466, 404.9513
426.4287, 404.8542
426.9108, 404.5574
427.3929, 404.3477
427.8750, 404.8034
428.3571, 405.9735
428.8393, 406.8638
429.3214, 406.9279
429.8035, 406.5201
430.2856, 406.3081
430.7677, 406.3532
431.2498, 406.3759
431.7320, 406.2099
432.2141, 405.9335
432.6962, 405.6220
433.1783, 405.2575
433.6604, 405.1184
434.1425, 405.5977
434.6247, 406.7091
435.1068, 407.5052
435.5889, 407.6598
436.0710, 407.7534
436.5531, 408.2453
437.0352, 408.9882
437.5174, 409.4698
437.9995, 409.3939
438.4816, 409.0045
438.9637, 408.9613
439.4458, 409.5419
439.9279, 410.0620
440.4101, 410.5622
440.8922, 410.9474
441.3743, 411.0850
441.8564, 410.9890
442.3385, 410.8345
442.8206, 410.7774
443.3028, 410.8145
443.7849, 411.0158
444.2670, 411.6209
444.7491, 412.1285
445.2312, 412.2930
445.7133, 412.3200
446.1955, 412.5288
446.6776, 413.0586
447.1597, 413.7431
447.6418, 414.2318
448.1239, 414.3840
448.6060, 414.7748
449.0882, 415.9457
449.5703, 416.9826
450.0524, 417.3031
450.5345, 416.9838
451.0166, 416.5158
451.4987, 416.1320
451.9809, 415.8791
452.4630, 415.9868
452.9451, 416.5927
453.4272, 417.1877
453.9093, 417.5569
454.3914, 417.7643
454.8736, 417.8300
455.3557, 417.7208
455.8378, 417.6105
456.3199, 417.6931
456.8020, 417.9059
457.2841, 417.9348
457.7663, 417.6129
458.2484, 417.3453
458.7305, 417.6191
459.2126, 418.3630
459.6947, 419.1704
460.1768, 420.1694
460.6590, 421.0573
461.1411, 421.6094
461.6232, 421.8317
462.1053, 421.7516
462.5874, 421.3154
463.0695, 420.6981
463.5517, 420.3969
464.0338, 420.6879
464.5159, 420.7589
464.9980, 420.0765
465.4801, 419.4085
465.9622, 419.7342
466.4444, 421.0044
466.9265, 422.1020
467.4086, 421.9095
467.8907, 420.4210
468.3728, 419.5482
468.8549, 420.0522
469.3371, 420.3183
469.8192, 419.5518
470.3013, 418.5573
470.7834, 418.5179
471.2655, 419.8206
471.7477, 421.5256
472.2298, 422.1723
472.7119, 421.5346
473.1940, 420.9178
473.6761, 420.4451
474.1582, 419.9630
474.6404, 419.2477
475.1225, 418.4638
475.6046, 418.0432
476.0867, 418.3725
476.5688, 419.0358
477.0509, 419.1659
477.5331, 418.6767
478.0152, 418.2881
478.4973, 418.3685
478.9794, 418.5783
479.4615, 418.4453
479.9436, 417.9113
480.4258, 417.5824
480.9079, 418.0334
481.3900, 418.7882
481.8721, 418.9265
482.3542, 418.3244
482.8363, 417.7453
483.3185, 417.8300
483.8006, 418.4121
484.2827, 418.5136
484.7648, 417.6235
485.2469, 416.8741
485.7290, 416.8300
486.2112, 417.1150
486.6933, 417.0959
487.1754, 416.6025
487.6575, 416.0743
488.1396, 416.1087
488.6217, 416.9057
489.1039, 417.3138
489.5860, 417.4671
490.0681, 417.1736
490.5502, 415.8563
491.0323, 414.1337
491.5144, 413.1128
491.9966, 413.3607
492.4787, 414.3091
492.9608, 414.8091
493.4429, 414.8387
493.9250, 414.4803
494.4071, 413.2675
494.8893, 412.0570
495.3714, 411.2680
495.8535, 410.8886
496.3356, 410.7346
496.8177, 410.8069
497.2998, 410.9656
497.7820, 410.8849
498.2641, 410.5556
498.7462, 409.9956
499.2283, 408.6811
499.7104, 407.5101
500.1925, 407.9284
500.6747, 410.3338
501.1568, 412.0884
501.6389, 411.5468
502.1210, 409.6489
502.6031, 407.7130
503.0852, 405.9096
503.5674, 404.5241
504.0495, 403.8532
504.5316, 403.8170
505.0137, 403.7527
505.4958, 403.8990
505.9779, 403.7356
506.4601, 402.8706
506.9422, 401.7131
507.4243, 400.6791
507.9064, 399.9138
508.3885, 399.5826
508.8706, 400.0080
509.3528, 401.3963
509.8349, 401.9216
510.3170, 400.9693
510.7991, 399.8135
511.2812, 398.4091
511.7633, 397.1502
512.2454, 396.7704
512.7275, 397.5873
513.2097, 398.5366
513.6918, 397.6859
514.1739, 394.7382
514.6560, 392.8339
515.1381, 393.0380
515.6202, 393.5431
516.1024, 393.3190
516.5845, 392.5083
517.0666, 391.5045
517.5487, 390.3531
518.0308, 389.1903
518.5129, 388.2436
518.9951, 387.4767
519.4772, 386.4984
519.9593, 385.0301
520.4414, 383.5296
520.9235, 382.8177
521.4056, 382.9404
521.8878, 382.8918
522.3699, 382.5472
522.8520, 381.9382
523.3341, 380.9305
523.8162, 379.6508
524.2983, 378.5494
524.7805, 377.8941
525.2626, 377.4905
525.7447, 376.7884
526.2268, 375.6089
526.7089, 374.3823
527.1910, 372.9452
527.6732, 371.6036
528.1553, 370.6919
528.6374, 370.0891
529.1195, 369.3036
529.6016, 367.8920
530.0837, 366.1207
530.5659, 365.0318
531.0480, 364.8896
531.5301, 364.7359
532.0122, 364.5446
532.4943, 364.0737
532.9764, 362.8674
533.4586, 360.9618
533.9407, 359.3847
534.4228, 359.0411
534.9049, 359.3902
535.3870, 359.4450
535.8691, 359.1645
536.3513, 358.4949
536.8334, 357.1812
537.3155, 355.5813
537.7976, 354.6132
538.2797, 354.4086
538.7618, 354.4270
539.2440, 355.1214
539.7261, 355.6196
540.2082, 354.7003
540.6903, 352.4059
541.1724, 349.9595
541.6545, 348.2945
542.1367, 347.3420
542.6188, 346.5078
543.1009, 345.8853
543.5830, 345.2690
544.0651, 344.6847
544.5472, 344.0669
545.0294, 343.3510
545.5115, 342.5322
545.9936, 341.6429
546.4757, 340.5939
546.9578, 339.4749
547.4399, 339.0516
547.9221, 339.8817
548.4042, 340.0880
548.8863, 338.0623
549.3684, 335.3716
549.8505, 333.6445
550.3326, 333.1787
550.8148, 332.9821
551.2969, 332.6327
551.7790, 332.0970
552.2611, 331.2358
552.7432, 330.0296
553.2253, 328.8131
553.7075, 327.8343
554.1896, 327.0289
554.6717, 326.0918
555.1538, 324.5899
555.6359, 323.5615
556.1180, 323.7706
556.6002, 324.2064
557.0823, 323.7064
557.5644, 322.2261
558.0465, 320.6543
558.5286, 319.7951
559.0107, 319.5622
559.4929, 319.1559
559.9750, 318.6347
560.4571, 317.8219
560.9392, 316.3783
561.4213, 314.8733
561.9034, 313.7846
562.3856, 313.1839
562.8677, 312.8055
563.3498, 312.5119
563.8319, 312.2744
564.3140, 312.0315
564.7961, 311.7994
565.2783, 311.4505
565.7604, 310.8884
566.2425, 310.1800
566.7246, 309.4894
567.2067, 308.8636
567.6888, 308.0861
568.1710, 306.8294
568.6531, 305.5355
569.1352, 304.7475
569.6173, 304.4601
570.0994, 304.3298
570.5815, 304.1525
571.0637, 303.9009
571.5458, 303.4571
572.0279, 302.5865
572.5100, 301.8643
572.9921, 301.2491
573.4742, 300.8362
573.9564, 300.9080
574.4385, 301.2913
574.9206, 301.3771
575.4027, 300.6472
575.8848, 299.4109
576.3669, 298.5423
576.8491, 298.0979
577.3312, 297.7350
577.8133, 297.4782
578.2954, 297.1475
578.7775, 296.4261
579.2596, 295.3526
579.7418, 294.6522
580.2239, 294.9940
580.7060, 295.5475
581.1881, 295.4245
581.6702, 294.7139
582.1523, 293.9351
582.6345, 293.3104
583.1166, 292.7629
583.5988, 292.1570
584.0809, 291.4367
584.5630, 290.8192
585.0451, 290.2209
585.5272, 289.7955
586.0093, 289.6846
586.4915, 289.7959
586.9736, 290.0067
587.4557, 290.2684
587.9378, 290.4298
588.4199, 290.1728
588.9020, 289.4386
589.3842, 288.7734
589.8663, 288.1238
590.3484, 287.7019
590.8305, 287.8188
591.3126, 288.2159
591.7947, 288.3174
592.2769, 287.8673
592.7590, 287.2682
593.2411, 286.6899
593.7232, 286.2162
594.2053, 286.1032
594.6874, 286.4185
595.1696, 286.9217
595.6517, 287.4719
596.1338, 288.0618
596.6159, 288.1385
597.0980, 287.2624
597.5801, 286.5016
598.0623, 286.1465
598.5444, 285.9887
599.0265, 285.8878
599.5086, 285.7647
599.9907, 285.4408
600.4728, 284.6156
600.9550, 283.4239
601.4371, 282.9220
601.9192, 283.3893
602.4013, 283.8672
602.8834, 284.0589
603.3655, 284.0814
603.8477, 284.0145
604.3298, 283.8658
604.8119, 283.6656
605.2940, 283.3812
605.7761, 283.0839
606.2582, 282.7932
606.7404, 282.5459
607.2225, 282.5560
607.7046, 282.9395
608.1867, 283.6136
608.6688, 284.4727
609.1509, 285.9001
609.6331, 286.5555
610.1152, 286.1048
610.5973, 285.2480
611.0794, 284.0399
611.5615, 282.7551
612.0436, 281.8548
612.5258, 281.5518
613.0079, 281.5747
613.4900, 281.5506
613.9721, 281.4820
614.4542, 281.2657
614.9363, 280.6983
615.4185, 280.2994
615.9006, 280.6515
616.3827, 281.3666
616.8648, 281.6703
617.3469, 281.2586
617.8290, 280.7473
618.3112, 280.3778
618.7933, 280.1871
619.2754, 280.3727
619.7575, 280.9241
620.2396, 281.3184
620.7217, 281.0791
621.2039, 280.3458
621.6860, 280.0434
622.1681, 280.3983
622.6502, 280.9021
623.1323, 281.8919
623.6144, 282.7281
624.0966, 282.8424
624.5787, 282.3133
625.0608, 281.6483
625.5429, 281.1236
626.0250, 280.7317
626.5071, 280.4127
626.9893, 280.1539
627.4714, 280.2714
627.9535, 281.0943
628.4356, 281.9644
628.9177, 281.9319
629.3998, 281.1543
629.8820, 280.9018
630.3641, 281.9594
630.8462, 282.9666
631.3283, 283.0818
631.8104, 282.6559
632.2925, 282.3306
632.7747, 282.2800
633.2568, 282.2250
633.7389, 281.8141
634.2210, 281.0446
634.7031, 280.5701
635.1852, 280.5098
635.6674, 280.5813
636.1495, 280.6628
636.6316, 280.8624
637.1137, 281.4525
637.5958, 282.4033
638.0779, 283.0327
638.5601, 282.6004
639.0422, 281.7008
639.5243, 281.3851
640.0064, 281.6334
640.4885, 281.8604
640.9706, 281.8194
641.4528, 281.6448
641.9349, 281.5363
642.4170, 281.4941
642.8991, 281.5384
643.3812, 281.7749
643.8633, 281.9850
644.3455, 281.9815
644.8276, 281.9125
645.3097, 282.0419
645.7918, 282.4507
646.2739, 282.9483
646.7560, 283.3313
647.2382, 283.6024
647.7203, 283.7510
648.2024, 283.7954
648.6845, 283.6747
649.1666, 283.2441
649.6487, 282.6891
650.1309, 282.1936
650.6130, 281.7243
651.0951, 281.5988
651.5772, 282.2057
652.0593, 283.0225
652.5414, 283.5113
653.0236, 283.7050
653.5057, 283.9183
653.9878, 284.3152
654.4699, 284.6938
654.9520, 284.6395
655.4341, 283.9724
655.9163, 283.4602
656.3984, 283.0606
656.8805, 282.8705
657.3626, 283.1192
657.8447, 283.5265
658.3268, 283.6695
658.8090, 283.4136
659.2911, 283.0782
659.7732, 282.8423
660.2553, 282.7434
660.7374, 282.9261
661.2195, 283.4034
661.7017, 283.9586
662.1838, 284.5805
662.6659, 285.0631
663.1480, 284.8305
663.6301, 283.2508
664.1122, 282.3051
664.5944, 282.5123
665.0765, 282.9123
665.5586, 282.9439
666.0407, 282.7493
666.5228, 282.7040
667.0049, 282.9669
667.4871, 283.3732
667.9692, 283.7715
668.4513, 284.1473
668.9334, 284.2696
669.4155, 284.0387
669.8976, 283.7948
670.3798, 283.7918
670.8619, 283.8787
671.3440, 283.7080
671.8261, 283.1430
672.3082, 282.7272
672.7903, 282.7944
673.2725, 282.9399
673.7546, 282.7304
674.2367, 282.2681
674.7188, 281.9445
675.2009, 281.9550
675.6830, 282.1715
676.1652, 282.3457
676.6473, 282.4395
677.1294, 282.7146
677.6115, 283.3949
678.0936, 283.9497
678.5757, 284.1900
679.0579, 284.1503
679.5400, 283.8241
680.0221, 283.1611
680.5042, 282.4848
680.9863, 281.8490
681.4684, 281.3786
681.9506, 281.2441
682.4327, 281.4456
682.9148, 282.0184
683.3969, 283.0431
683.8790, 284.1048
684.3611, 284.2962
684.8433, 283.1606
685.3254, 282.5478
685.8075, 283.1683
686.2896, 283.5435
686.7717, 282.8391
687.2538, 281.7200
687.7360, 281.1571
688.2181, 281.4196
688.7002, 281.8823
689.1823, 282.3065
689.6644, 282.5044
690.1465, 281.8173
690.6287, 280.2861
691.1108, 279.2323
691.5929, 279.3685
692.0750, 280.1696
692.5571, 280.6842
693.0392, 280.8351
693.5214, 280.9471
694.0035, 281.1564
694.4856, 281.1869
694.9677, 280.7379
695.4498, 280.1277
695.9319, 279.8086
696.4141, 279.8951
696.8962, 280.0941
697.3783, 280.1791
697.8604, 280.1570
698.3425, 279.9786
698.8246, 279.6261
699.3068, 279.5114
699.7889, 279.9666
700.2710, 280.4689
700.7531, 280.0681
701.2352, 278.4146
701.7173, 277.6536
702.1995, 278.6879
702.6816, 279.6479
703.1637, 279.6255
703.6458, 279.1369
704.1279, 278.9496
704.6100, 279.2104
705.0922, 279.4457
705.5743, 279.1738
706.0564, 278.5404
706.5385, 278.0682
707.0206, 277.7704
707.5027, 277.4985
707.9849, 277.1628
708.4670, 276.8946
708.9491, 276.9306
709.4312, 277.2626
709.9133, 277.4040
710.3954, 277.1263
710.8776, 276.8785
