##NAMES=Fluorcalciomicrolite
##RRUFFID=R070365
##IDEAL CHEMISTRY=(Ca,Na)_2_Ta^5+^_2_O_6_F
##LOCALITY=Ponte da Raiz mine, Minas Gerais, Southeast Brazil
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Brown octahedron associated with albite
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R070365
##MEASURED CHEMISTRY=(Ca_0.80_Sr_0.07_Pb_0.02_Na_0.84_U_0.22_)(Ta_1.62_Nb_0.19_Ti_0.18_Sn_0.01_)_2_O_6_(F_0.46_O_0.42_) ; bright area, (Ca_0.84_Na_0.23_U_0.23_Sr_0.08_Pb_0.02_)(Ta_1.60_Ti_0.21_Nb_0.19_)_2_O_6_(F_0.32_O_0.25_) = dark area
701.2036, 18488.26
701.6857, 18446.64
702.1678, 18496.58
702.6499, 18525.79
703.1320, 18465.78
703.6141, 18354.79
704.0963, 18290.15
704.5784, 18304.15
705.0605, 18322.76
705.5426, 18338.39
706.0247, 18345.98
706.5068, 18311.00
706.9890, 18225.50
707.4711, 18162.37
707.9532, 18178.31
708.4353, 18240.34
708.9174, 18257.27
709.3995, 18233.88
709.8817, 18216.32
710.3638, 18247.30
710.8459, 18291.06
711.3280, 18319.37
711.8101, 18329.73
712.2922, 18320.92
712.7744, 18268.86
713.2565, 18214.97
713.7386, 18185.47
714.2207, 18183.25
714.7028, 18202.61
715.1849, 18256.12
715.6671, 18309.66
716.1492, 18320.64
716.6313, 18292.71
717.1134, 18270.01
717.5955, 18259.92
718.0776, 18257.96
718.5598, 18262.17
719.0419, 18270.23
719.5240, 18277.71
720.0061, 18284.74
720.4882, 18288.81
720.9703, 18287.47
721.4525, 18282.45
721.9346, 18277.49
722.4167, 18264.83
722.8988, 18263.74
723.3809, 18283.62
723.8630, 18317.19
724.3452, 18330.24
724.8273, 18318.12
725.3094, 18318.92
725.7915, 18362.86
726.2736, 18428.04
726.7557, 18458.41
727.2379, 18456.22
727.7200, 18439.42
728.2021, 18389.36
728.6842, 18351.09
729.1663, 18379.36
729.6484, 18481.08
730.1306, 18546.38
730.6127, 18503.39
731.0948, 18448.77
731.5769, 18437.70
732.0590, 18483.70
732.5411, 18516.32
733.0233, 18532.77
733.5054, 18542.10
733.9875, 18548.68
734.4696, 18554.05
734.9517, 18569.40
735.4338, 18596.19
735.9160, 18631.86
736.3981, 18688.80
736.8802, 18748.19
737.3623, 18781.73
737.8444, 18776.42
738.3266, 18754.86
738.8087, 18697.92
739.2908, 18639.07
739.7729, 18629.98
740.2551, 18705.39
740.7372, 18768.88
741.2193, 18808.30
741.7014, 18831.07
742.1835, 18854.64
742.6656, 18879.04
743.1478, 18886.67
743.6299, 18861.38
744.1120, 18829.63
744.5941, 18836.07
745.0762, 18871.81
745.5583, 18909.51
746.0405, 18939.23
746.5226, 18963.54
747.0047, 18975.26
747.4868, 18979.32
747.9689, 19004.48
748.4510, 19089.19
748.9332, 19148.81
749.4153, 19145.17
749.8974, 19086.26
750.3795, 19069.09
750.8616, 19097.33
751.3438, 19138.37
751.8259, 19177.24
752.3080, 19212.61
752.7901, 19245.18
753.2722, 19274.21
753.7543, 19289.82
754.2365, 19263.79
754.7186, 19236.51
755.2007, 19246.41
755.6828, 19306.41
756.1649, 19351.12
756.6470, 19353.62
757.1292, 19352.49
757.6113, 19372.86
758.0934, 19422.52
758.5755, 19457.39
759.0576, 19475.11
759.5397, 19486.89
760.0219, 19500.48
760.5040, 19517.73
760.9861, 19546.89
761.4682, 19591.39
761.9503, 19634.27
762.4324, 19662.81
762.9146, 19682.07
763.3967, 19697.15
763.8788, 19697.20
764.3609, 19712.87
764.8430, 19758.87
765.3251, 19817.42
765.8073, 19873.84
766.2894, 19934.46
766.7715, 19963.28
767.2536, 19945.34
767.7357, 19911.88
768.2178, 19920.05
768.7000, 19960.00
769.1821, 19988.82
769.6642, 19982.91
770.1463, 19977.09
770.6284, 20007.05
771.1105, 20057.98
771.5927, 20101.25
772.0748, 20121.50
772.5569, 20140.74
773.0390, 20163.77
773.5211, 20189.36
774.0032, 20214.67
774.4854, 20240.13
774.9675, 20263.67
775.4496, 20284.52
775.9317, 20303.17
776.4138, 20320.13
776.8959, 20335.61
777.3781, 20351.48
777.8602, 20365.90
778.3423, 20383.33
778.8244, 20418.29
779.3065, 20462.62
779.7886, 20482.17
780.2708, 20425.11
780.7529, 20386.17
781.2350, 20407.70
781.7171, 20480.15
782.1992, 20508.47
782.6813, 20481.18
783.1635, 20454.64
783.6456, 20463.98
784.1277, 20495.17
784.6098, 20497.82
785.0919, 20474.91
785.5740, 20456.27
786.0562, 20463.41
786.5383, 20481.27
787.0204, 20502.06
787.5025, 20525.02
787.9846, 20535.58
788.4667, 20518.79
788.9489, 20499.65
789.4310, 20487.67
789.9131, 20483.18
790.3952, 20479.86
790.8773, 20475.66
791.3594, 20482.36
791.8416, 20524.42
792.3237, 20582.13
792.8058, 20596.56
793.2879, 20565.62
793.7700, 20531.79
794.2521, 20508.12
794.7343, 20505.09
795.2164, 20547.46
795.6985, 20662.30
796.1806, 20705.76
796.6627, 20619.62
797.1448, 20509.62
797.6270, 20442.12
798.1091, 20422.17
798.5912, 20409.13
799.0733, 20405.83
799.5554, 20391.72
800.0375, 20323.16
800.5197, 20236.08
801.0018, 20209.06
801.4839, 20260.00
801.9660, 20309.79
802.4481, 20308.44
802.9302, 20286.19
803.4124, 20267.83
803.8945, 20257.66
804.3766, 20250.27
804.8587, 20249.90
805.3408, 20246.70
805.8229, 20229.72
806.3051, 20199.07
806.7872, 20171.55
807.2693, 20149.00
807.7514, 20126.53
808.2335, 20095.19
808.7156, 20061.63
809.1978, 20036.89
809.6799, 20025.81
810.1620, 20014.98
810.6441, 20001.93
811.1262, 19984.61
811.6083, 19961.14
812.0905, 19929.80
812.5726, 19894.53
813.0547, 19851.39
813.5368, 19812.74
814.0189, 19797.15
814.5010, 19800.69
814.9832, 19801.70
815.4653, 19797.74
815.9474, 19785.94
816.4295, 19757.18
816.9116, 19721.67
817.3937, 19693.12
817.8759, 19684.02
818.3580, 19664.36
818.8401, 19622.59
819.3222, 19571.34
819.8043, 19518.72
820.2864, 19460.90
820.7686, 19420.99
821.2507, 19404.21
821.7328, 19396.99
822.2149, 19392.40
822.6970, 19383.16
823.1791, 19345.50
823.6613, 19265.04
824.1434, 19187.05
824.6255, 19138.19
825.1076, 19110.30
825.5897, 19095.17
826.0718, 19120.24
826.5540, 19112.65
827.0361, 19050.86
827.5182, 18980.86
828.0003, 18967.80
828.4824, 19010.78
828.9645, 19018.13
829.4467, 18971.14
829.9288, 18908.02
830.4109, 18871.47
830.8930, 18848.02
831.3751, 18815.23
831.8572, 18761.20
832.3394, 18712.32
832.8215, 18687.52
833.3036, 18666.67
833.7857, 18626.46
834.2678, 18559.34
834.7499, 18493.36
835.2321, 18424.87
835.7142, 18371.15
836.1963, 18371.29
836.6784, 18406.76
837.1605, 18404.07
837.6426, 18341.54
838.1248, 18275.32
838.6069, 18258.53
839.0890, 18257.36
839.5711, 18233.55
840.0532, 18158.87
840.5353, 18098.91
841.0175, 18061.89
841.4996, 18036.16
841.9817, 18011.90
842.4638, 17989.12
842.9459, 17967.62
843.4280, 17949.60
843.9102, 17921.35
844.3923, 17854.53
844.8744, 17771.47
845.3565, 17711.90
845.8386, 17690.58
846.3207, 17665.25
846.8029, 17610.59
847.2850, 17549.80
847.7671, 17502.43
848.2492, 17469.39
848.7313, 17452.66
849.2134, 17461.89
849.6956, 17463.03
850.1777, 17414.30
850.6598, 17328.51
851.1419, 17246.04
851.6240, 17170.13
852.1061, 17111.48
852.5883, 17087.62
853.0704, 17078.22
853.5525, 17066.46
854.0346, 17053.55
854.5167, 17023.68
854.9988, 16955.54
855.4810, 16897.21
855.9631, 16894.85
856.4452, 16949.90
856.9273, 16958.25
857.4094, 16915.87
857.8915, 16849.99
858.3737, 16763.72
858.8558, 16679.20
859.3379, 16633.08
859.8200, 16633.28
860.3021, 16620.17
860.7842, 16548.74
861.2664, 16478.26
861.7485, 16446.71
862.2306, 16459.77
862.7127, 16448.52
863.1948, 16407.63
863.6769, 16365.52
864.1591, 16347.71
864.6412, 16342.27
865.1233, 16321.18
865.6054, 16283.74
866.0875, 16236.26
866.5696, 16169.10
867.0518, 16103.73
867.5339, 16054.93
868.0160, 16024.12
868.4981, 15994.26
868.9802, 15967.23
869.4623, 15936.75
869.9445, 15898.85
870.4266, 15855.36
870.9087, 15815.56
871.3908, 15778.49
871.8729, 15739.58
872.3550, 15692.04
872.8372, 15644.08
873.3193, 15609.11
873.8014, 15582.32
874.2835, 15538.10
874.7656, 15441.72
875.2477, 15362.15
875.7299, 15319.91
876.2120, 15307.02
876.6941, 15295.00
877.1762, 15283.89
877.6583, 15264.45
878.1404, 15229.31
878.6226, 15187.37
879.1047, 15147.85
879.5869, 15111.14
880.0690, 15077.21
880.5511, 15053.86
881.0332, 15024.32
881.5153, 14981.03
881.9974, 14929.37
882.4796, 14879.12
882.9617, 14831.08
883.4438, 14777.89
883.9259, 14714.31
884.4080, 14653.19
884.8901, 14619.12
885.3723, 14603.55
885.8544, 14586.67
886.3365, 14561.84
886.8186, 14534.36
887.3007, 14516.02
887.7828, 14492.31
888.2650, 14439.18
888.7471, 14332.82
889.2292, 14264.31
889.7113, 14247.23
890.1934, 14255.75
890.6755, 14273.47
891.1577, 14289.15
891.6398, 14262.32
892.1219, 14179.31
892.6040, 14086.70
893.0861, 14006.28
893.5682, 13938.77
894.0504, 13886.07
894.5325, 13853.53
895.0146, 13826.05
895.4967, 13809.28
895.9788, 13787.23
896.4609, 13726.87
896.9431, 13642.84
897.4252, 13658.90
897.9073, 13783.06
898.3894, 13861.52
898.8715, 13732.12
899.3536, 13540.52
899.8358, 13400.21
900.3179, 13325.30
900.8000, 13288.95
901.2821, 13319.18
901.7642, 13339.02
902.2463, 13308.45
902.7285, 13235.73
903.2106, 13181.50
903.6927, 13145.09
904.1748, 13103.81
904.6569, 13027.93
905.1390, 12951.62
905.6212, 12917.21
906.1033, 12915.33
906.5854, 12900.58
907.0675, 12848.33
907.5496, 12796.23
908.0317, 12753.17
908.5139, 12716.61
908.9960, 12676.80
909.4781, 12633.89
909.9602, 12596.60
910.4423, 12568.30
910.9244, 12547.22
911.4066, 12539.98
911.8887, 12537.04
912.3708, 12520.61
912.8529, 12462.27
913.3350, 12419.49
913.8171, 12417.22
914.2993, 12424.77
914.7814, 12400.03
915.2635, 12340.77
915.7456, 12274.19
916.2277, 12199.68
916.7098, 12137.78
917.1920, 12128.00
917.6741, 12140.77
918.1562, 12132.77
918.6383, 12092.27
919.1204, 12041.63
919.6025, 11965.14
920.0847, 11899.40
920.5668, 11874.36
921.0489, 11898.82
921.5310, 11899.40
922.0131, 11874.41
922.4952, 11840.37
922.9774, 11811.08
923.4595, 11781.07
923.9416, 11735.78
924.4237, 11676.69
924.9058, 11632.79
925.3879, 11643.37
925.8701, 11641.86
926.3522, 11590.85
926.8343, 11499.66
927.3164, 11450.65
927.7985, 11448.36
928.2806, 11443.17
928.7628, 11402.90
929.2449, 11355.75
929.7270, 11356.82
930.2091, 11387.79
930.6912, 11399.03
931.1733, 11351.95
931.6555, 11303.41
932.1376, 11271.13
932.6197, 11247.68
933.1018, 11224.11
933.5839, 11202.24
934.0660, 11159.96
934.5482, 11084.90
935.0303, 11013.33
935.5124, 11000.82
935.9945, 11021.48
936.4766, 11029.95
936.9587, 11012.41
937.4409, 10991.23
937.9230, 10973.19
938.4051, 10954.22
938.8872, 10929.67
939.3693, 10896.69
939.8514, 10877.65
940.3336, 10875.42
940.8157, 10867.25
941.2978, 10823.35
941.7799, 10766.83
942.2620, 10730.64
942.7441, 10716.44
943.2263, 10710.05
943.7084, 10711.36
944.1905, 10715.02
944.6726, 10724.97
945.1547, 10736.49
945.6368, 10710.77
946.1190, 10644.45
946.6011, 10595.74
947.0832, 10601.76
947.5653, 10627.08
948.0474, 10635.25
948.5295, 10624.59
949.0117, 10591.23
949.4938, 10487.60
949.9759, 10421.98
950.4580, 10431.03
950.9401, 10474.01
951.4222, 10495.84
951.9044, 10496.78
952.3865, 10464.13
952.8686, 10387.21
953.3507, 10318.04
953.8328, 10334.63
954.3149, 10381.19
954.7971, 10380.39
955.2792, 10297.90
955.7613, 10245.50
956.2434, 10258.57
956.7255, 10283.45
957.2076, 10292.42
957.6898, 10285.41
958.1719, 10254.43
958.6540, 10199.69
959.1361, 10151.45
959.6182, 10129.07
960.1003, 10123.30
960.5825, 10132.86
961.0646, 10153.67
961.5467, 10164.09
962.0288, 10151.95
962.5109, 10142.70
962.9930, 10147.17
963.4752, 10154.19
963.9573, 10126.94
964.4394, 10072.77
964.9215, 10036.69
965.4036, 10039.72
965.8857, 10053.03
966.3679, 10059.19
966.8500, 10059.20
967.3321, 10053.99
967.8142, 10039.71
968.2963, 10028.58
968.7784, 10023.70
969.2606, 10015.93
969.7427, 9988.611
970.2248, 9950.508
970.7069, 9938.616
971.1890, 9955.385
971.6711, 9967.939
972.1533, 9943.854
972.6354, 9917.294
973.1175, 9916.548
973.5996, 9941.399
974.0817, 9947.832
974.5638, 9933.719
975.0460, 9907.102
975.5281, 9861.138
976.0102, 9813.921
976.4923, 9806.821
976.9744, 9831.002
977.4565, 9860.515
977.9387, 9904.003
978.4208, 9927.525
978.9029, 9907.203
979.3850, 9865.456
979.8671, 9827.692
980.3492, 9791.147
980.8314, 9782.519
981.3135, 9811.341
981.7956, 9838.268
982.2777, 9809.085
982.7598, 9755.542
983.2419, 9723.567
983.7241, 9721.979
984.2062, 9724.517
984.6883, 9726.862
985.1704, 9728.183
985.6525, 9727.647
986.1346, 9725.545
986.6168, 9723.410
987.0989, 9721.422
987.5810, 9725.152
988.0631, 9753.578
988.5452, 9775.957
989.0273, 9749.234
989.5095, 9693.771
989.9916, 9662.784
990.4737, 9697.821
990.9558, 9705.867
991.4379, 9664.049
991.9200, 9608.182
992.4022, 9592.788
992.8843, 9612.323
993.3664, 9649.943
993.8485, 9708.048
994.3306, 9746.707
994.8127, 9720.184
995.2949, 9674.242
995.7770, 9650.603
996.2591, 9656.139
996.7412, 9647.714
997.2233, 9621.115
997.7054, 9596.203
998.1876, 9586.232
998.6697, 9585.988
999.1518, 9587.919
999.6339, 9589.916
1000.116, 9583.753
1000.598, 9546.565
1001.080, 9523.045
1001.562, 9541.313
1002.044, 9576.797
1002.527, 9581.618
1003.009, 9552.561
1003.491, 9541.437
1003.973, 9561.305
1004.455, 9586.041
1004.937, 9589.840
1005.419, 9579.690
1005.901, 9561.838
1006.384, 9533.832
1006.866, 9514.058
1007.348, 9507.126
1007.830, 9504.563
1008.312, 9502.194
1008.794, 9500.167
1009.276, 9501.884
1009.758, 9506.176
1010.240, 9503.590
1010.723, 9473.130
1011.205, 9449.317
1011.687, 9469.792
1012.169, 9512.123
1012.651, 9512.954
1013.133, 9450.593
1013.615, 9406.448
1014.097, 9392.225
1014.580, 9400.913
1015.062, 9436.690
1015.544, 9484.295
1016.026, 9514.776
1016.508, 9521.498
1016.990, 9517.299
1017.472, 9501.886
1017.954, 9481.454
1018.436, 9457.091
1018.919, 9429.607
1019.401, 9413.993
1019.883, 9410.271
1020.365, 9410.550
1020.847, 9409.446
1021.329, 9410.868
1021.811, 9425.843
1022.293, 9445.919
1022.776, 9449.866
1023.258, 9413.566
1023.740, 9396.287
1024.222, 9411.622
1024.704, 9434.682
1025.186, 9429.499
1025.668, 9403.123
1026.150, 9378.046
1026.632, 9356.988
1027.115, 9341.791
1027.597, 9336.826
1028.079, 9335.460
1028.561, 9334.103
1029.043, 9332.541
1029.525, 9325.945
1030.007, 9312.851
1030.489, 9308.233
1030.972, 9324.808
1031.454, 9347.133
1031.936, 9354.130
1032.418, 9350.351
1032.900, 9345.514
1033.382, 9334.508
1033.864, 9335.424
1034.346, 9355.937
1034.828, 9380.317
1035.311, 9394.205
1035.793, 9396.958
1036.275, 9377.846
1036.757, 9335.748
1037.239, 9298.729
1037.721, 9290.245
1038.203, 9290.760
1038.685, 9289.406
1039.167, 9285.267
1039.650, 9275.051
1040.132, 9255.811
1040.614, 9244.559
1041.096, 9250.354
1041.578, 9261.739
1042.060, 9260.288
1042.542, 9251.040
1043.024, 9243.863
1043.507, 9246.472
1043.989, 9241.189
1044.471, 9217.007
1044.953, 9193.059
1045.435, 9183.262
1045.917, 9187.110
1046.399, 9204.132
1046.881, 9233.106
1047.364, 9251.413
1047.846, 9234.322
1048.328, 9210.044
1048.810, 9195.174
1049.292, 9189.766
1049.774, 9189.349
1050.256, 9195.748
1050.738, 9200.715
1051.220, 9202.976
1051.703, 9202.188
1052.185, 9195.867
1052.667, 9186.825
1053.149, 9179.932
1053.631, 9176.563
1054.113, 9173.373
1054.595, 9169.865
1055.077, 9165.796
1055.559, 9160.142
1056.042, 9153.675
1056.524, 9147.773
1057.006, 9143.901
1057.488, 9154.039
1057.970, 9206.119
1058.452, 9252.146
1058.934, 9254.158
1059.416, 9231.871
1059.899, 9225.326
1060.381, 9244.646
1060.863, 9245.275
1061.345, 9220.822
1061.827, 9189.174
1062.309, 9162.061
1062.791, 9142.642
1063.273, 9139.207
1063.755, 9151.851
1064.238, 9162.199
1064.720, 9159.142
1065.202, 9162.136
1065.684, 9181.950
1066.166, 9207.947
1066.648, 9206.006
1067.130, 9181.807
1067.612, 9162.700
1068.094, 9162.466
1068.577, 9156.890
1069.059, 9110.177
1069.541, 9065.884
1070.023, 9071.989
1070.505, 9144.346
1070.987, 9171.253
1071.469, 9149.201
1071.951, 9119.781
1072.434, 9113.573
1072.916, 9114.427
1073.398, 9102.339
1073.880, 9080.505
1074.362, 9060.966
1074.844, 9034.655
1075.326, 9031.919
1075.808, 9064.194
1076.291, 9107.805
1076.773, 9130.911
1077.255, 9138.307
1077.737, 9145.199
1078.219, 9154.353
1078.701, 9149.289
1079.183, 9107.469
1079.665, 9063.043
1080.147, 9029.996
1080.630, 9008.832
1081.112, 9007.155
1081.594, 9024.057
1082.076, 9030.082
1082.558, 9006.052
1083.040, 8982.569
1083.522, 8989.181
1084.004, 9012.001
1084.486, 9033.045
1084.969, 9051.018
1085.451, 9067.241
1085.933, 9083.563
1086.415, 9090.724
1086.897, 9073.006
1087.379, 9045.659
1087.861, 9039.123
1088.343, 9048.314
1088.826, 9049.373
1089.308, 9020.355
1089.790, 9000.573
1090.272, 8998.051
1090.754, 9006.428
1091.236, 9022.518
1091.718, 9041.920
1092.200, 9039.404
1092.682, 9009.364
1093.165, 8985.122
1093.647, 8995.284
1094.129, 9010.996
1094.611, 9013.307
1095.093, 9004.301
1095.575, 9001.091
1096.057, 9004.046
1096.539, 9003.149
1097.022, 8992.624
1097.504, 8981.015
1097.986, 8979.760
1098.468, 8981.801
1098.950, 8976.411
1099.432, 8954.977
1099.914, 8946.374
1100.396, 8954.106
1100.879, 8963.757
1101.361, 8961.936
1101.843, 8956.280
1102.325, 8971.452
1102.807, 8997.846
1103.289, 8999.314
1103.771, 8923.678
1104.253, 8875.311
1104.735, 8877.323
1105.218, 8904.986
1105.700, 8932.253
1106.182, 8956.189
1106.664, 8954.206
1107.146, 8923.324
1107.628, 8904.778
1108.110, 8940.641
1108.592, 8979.178
1109.074, 8992.982
1109.557, 8985.356
1110.039, 8962.094
1110.521, 8922.620
1111.003, 8899.727
1111.485, 8904.442
1111.967, 8924.588
1112.449, 8974.089
1112.931, 9017.846
1113.414, 9007.108
1113.896, 8918.700
1114.378, 8882.318
1114.860, 8908.237
1115.342, 8941.849
1115.824, 8959.368
1116.306, 8960.100
1116.788, 8925.779
1117.271, 8875.913
1117.753, 8853.670
1118.235, 8908.554
1118.717, 8937.372
1119.199, 8925.954
1119.681, 8902.445
1120.163, 8894.507
1120.645, 8896.902
1121.127, 8891.775
1121.609, 8879.843
1122.092, 8875.850
1122.574, 8895.393
1123.056, 8914.814
1123.538, 8931.074
1124.020, 8939.073
1124.502, 8920.423
1124.984, 8879.981
1125.466, 8861.548
1125.949, 8875.233
1126.431, 8893.751
1126.913, 8903.817
1127.395, 8906.729
1127.877, 8902.074
1128.359, 8890.860
1128.841, 8876.511
1129.323, 8858.570
1129.806, 8845.166
1130.288, 8840.233
1130.770, 8838.892
1131.252, 8830.140
1131.734, 8824.954
1132.216, 8842.041
1132.698, 8896.805
1133.180, 8921.669
1133.662, 8911.830
1134.145, 8891.504
1134.627, 8868.287
1135.109, 8849.155
1135.591, 8851.270
1136.073, 8866.272
1136.555, 8872.948
1137.037, 8855.640
1137.519, 8843.064
1138.001, 8834.771
1138.484, 8836.041
1138.966, 8864.707
1139.448, 8904.043
1139.930, 8905.514
1140.412, 8871.383
1140.894, 8845.980
1141.376, 8854.883
1141.858, 8866.067
1142.341, 8873.361
1142.823, 8875.632
1143.305, 8870.078
1143.787, 8857.579
1144.269, 8838.712
1144.751, 8812.044
1145.233, 8796.500
1145.715, 8814.348
1146.198, 8834.749
1146.680, 8839.256
1147.162, 8832.215
1147.644, 8834.742
1148.126, 8846.127
1148.608, 8857.374
1149.090, 8868.227
1149.572, 8871.563
1150.054, 8853.396
1150.536, 8831.276
1151.019, 8823.104
1151.501, 8830.468
1151.983, 8831.622
1152.465, 8826.204
1152.947, 8823.882
1153.429, 8837.341
1153.911, 8847.822
1154.393, 8824.688
1154.876, 8790.068
1155.358, 8785.824
1155.840, 8828.095
1156.322, 8858.658
1156.804, 8877.381
1157.286, 8879.324
1157.768, 8845.084
1158.250, 8802.574
1158.733, 8789.408
1159.215, 8799.413
1159.697, 8805.943
1160.179, 8810.521
1160.661, 8793.875
1161.143, 8742.489
1161.625, 8701.611
1162.107, 8741.804
1162.589, 8819.398
1163.072, 8864.236
1163.554, 8871.384
1164.036, 8859.889
1164.518, 8819.020
1165.000, 8786.448
1165.482, 8773.307
1165.964, 8769.190
1166.446, 8753.410
1166.928, 8732.626
1167.411, 8724.344
1167.893, 8734.529
1168.375, 8736.226
1168.857, 8700.924
1169.339, 8681.894
1169.821, 8707.866
1170.303, 8758.395
1170.785, 8777.205
1171.268, 8769.335
1171.750, 8748.346
1172.232, 8706.609
1172.714, 8683.765
1173.196, 8712.612
1173.678, 8750.334
1174.160, 8776.736
1174.642, 8790.385
1175.125, 8765.556
1175.607, 8711.647
1176.089, 8682.027
1176.571, 8729.650
1177.053, 8769.805
1177.535, 8747.468
1178.017, 8713.881
1178.499, 8724.179
1178.981, 8777.466
1179.464, 8780.990
1179.946, 8736.796
1180.428, 8695.025
1180.910, 8681.453
1181.392, 8685.040
1181.874, 8715.623
1182.356, 8751.779
1182.838, 8759.082
1183.320, 8736.485
1183.803, 8715.584
1184.285, 8698.639
1184.767, 8690.002
1185.249, 8705.256
1185.731, 8717.988
1186.213, 8703.690
1186.695, 8673.075
1187.177, 8655.300
1187.660, 8650.476
1188.142, 8660.384
1188.624, 8687.438
1189.106, 8711.423
1189.588, 8708.066
1190.070, 8699.466
1190.552, 8709.143
1191.034, 8732.659
1191.516, 8729.215
1191.999, 8694.422
1192.481, 8676.627
1192.963, 8691.854
1193.445, 8712.396
1193.927, 8711.415
1194.409, 8701.173
1194.891, 8692.547
1195.373, 8686.433
1195.855, 8685.281
1196.338, 8689.992
1196.820, 8691.986
1197.302, 8688.276
1197.784, 8679.779
1198.266, 8659.757
1198.748, 8639.609
1199.230, 8635.928
1199.712, 8653.436
1200.195, 8666.105
1200.677, 8673.802
1201.159, 8677.317
1201.641, 8673.729
1202.123, 8670.270
1202.605, 8675.097
1203.087, 8685.807
1203.569, 8700.069
1204.052, 8724.515
1204.534, 8729.255
1205.016, 8711.469
1205.498, 8691.077
1205.980, 8683.779
1206.462, 8679.543
1206.944, 8664.465
1207.426, 8643.731
1207.908, 8628.966
1208.391, 8615.788
1208.873, 8627.042
1209.355, 8669.015
1209.837, 8707.260
1210.319, 8709.122
1210.801, 8693.820
1211.283, 8678.316
1211.765, 8664.169
1212.247, 8655.186
1212.730, 8654.518
1213.212, 8647.343
1213.694, 8629.943
1214.176, 8616.730
1214.658, 8625.026
1215.140, 8642.547
1215.622, 8658.125
1216.104, 8670.359
1216.587, 8675.083
1217.069, 8668.646
1217.551, 8668.053
1218.033, 8676.956
1218.515, 8688.426
1218.997, 8702.780
1219.479, 8709.999
1219.961, 8691.325
1220.443, 8648.720
1220.926, 8627.043
1221.408, 8633.263
1221.890, 8640.114
1222.372, 8642.235
1222.854, 8639.615
1223.336, 8625.203
1223.818, 8610.516
1224.300, 8612.429
1224.782, 8633.463
1225.265, 8639.546
1225.747, 8627.050
1226.229, 8615.295
1226.711, 8607.651
1227.193, 8610.142
1227.675, 8643.650
1228.157, 8683.528
1228.639, 8700.658
1229.122, 8690.522
1229.604, 8663.344
1230.086, 8615.002
1230.568, 8575.692
1231.050, 8555.927
1231.532, 8552.507
1232.014, 8575.074
1232.496, 8604.406
1232.979, 8613.742
1233.461, 8597.815
1233.943, 8600.035
1234.425, 8623.313
1234.907, 8633.752
1235.389, 8603.003
1235.871, 8572.715
1236.353, 8597.143
1236.835, 8639.608
1237.318, 8646.823
1237.800, 8609.633
1238.282, 8601.999
1238.764, 8625.628
1239.246, 8644.626
1239.728, 8632.568
1240.210, 8615.821
1240.692, 8615.839
1241.175, 8625.158
1241.657, 8634.450
1242.139, 8644.568
1242.621, 8647.535
1243.103, 8643.336
1243.585, 8632.358
1244.067, 8604.395
1244.549, 8580.857
1245.031, 8574.748
1245.514, 8583.419
1245.996, 8606.026
1246.478, 8646.012
1246.960, 8654.225
1247.442, 8631.457
1247.924, 8609.498
1248.406, 8616.041
1248.888, 8621.310
1249.370, 8597.333
1249.853, 8569.368
1250.335, 8573.411
1250.817, 8608.141
1251.299, 8639.077
1251.781, 8663.985
1252.263, 8675.646
1252.745, 8666.624
1253.227, 8646.313
1253.710, 8608.086
1254.192, 8569.571
1254.674, 8554.795
1255.156, 8560.770
1255.638, 8568.943
1256.120, 8577.492
1256.602, 8580.379
1257.084, 8565.180
1257.567, 8555.553
1258.049, 8559.666
1258.531, 8571.488
1259.013, 8589.657
1259.495, 8608.289
1259.977, 8599.074
1260.459, 8563.146
1260.941, 8536.484
1261.423, 8540.382
1261.906, 8549.759
1262.388, 8558.286
1262.870, 8570.359
1263.352, 8603.868
1263.834, 8642.220
1264.316, 8637.501
1264.798, 8589.981
1265.280, 8557.882
1265.762, 8571.596
1266.245, 8580.847
1266.727, 8575.172
1267.209, 8565.701
1267.691, 8574.248
1268.173, 8586.190
1268.655, 8570.989
1269.137, 8528.465
1269.619, 8505.049
1270.102, 8512.289
1270.584, 8518.844
1271.066, 8517.767
1271.548, 8515.649
1272.030, 8519.850
1272.512, 8528.282
1272.994, 8542.174
1273.476, 8559.843
1273.958, 8562.375
1274.441, 8544.134
1274.923, 8538.174
1275.405, 8554.050
1275.887, 8573.483
1276.369, 8578.707
1276.851, 8577.308
1277.333, 8576.518
1277.815, 8575.812
1278.297, 8566.637
1278.780, 8548.198
1279.262, 8543.229
1279.744, 8560.397
1280.226, 8570.639
1280.708, 8535.003
1281.190, 8497.920
1281.672, 8493.345
1282.154, 8513.273
1282.637, 8533.095
1283.119, 8552.288
1283.601, 8565.191
1284.083, 8570.631
1284.565, 8571.066
1285.047, 8564.555
1285.529, 8557.008
1286.011, 8550.915
1286.494, 8546.292
1286.976, 8542.375
1287.458, 8540.153
1287.940, 8544.964
1288.422, 8559.336
1288.904, 8568.372
1289.386, 8565.918
1289.868, 8556.863
1290.350, 8540.139
1290.833, 8521.309
1291.315, 8512.076
1291.797, 8509.028
1292.279, 8503.139
1292.761, 8490.826
1293.243, 8497.296
1293.725, 8538.606
1294.207, 8558.140
1294.689, 8527.886
1295.172, 8490.011
1295.654, 8515.412
