##NAMES=Eglestonite
##RRUFFID=R060612
##IDEAL CHEMISTRY=Hg^1+^_6_OCl_3_(OH)
##LOCALITY=Cahill mine, Poverty Peak District, Humboldt County, Nevada, USA
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Brown fragments
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060612
##MEASURED CHEMISTRY=Hg^1+^_6.00_OCl_3.00_(OH) ; O,H not measured but estimated by difference and stoichiometry
4.703013e+002, 4.034389e+000
4.707834e+002, 4.007180e+000
4.712655e+002, 4.174068e+000
4.717477e+002, 4.379208e+000
4.722298e+002, 4.355854e+000
4.727119e+002, 4.031597e+000
4.731940e+002, 3.823348e+000
4.736761e+002, 3.849691e+000
4.741582e+002, 3.912286e+000
4.746404e+002, 3.934993e+000
4.751225e+002, 3.921752e+000
4.756046e+002, 3.895249e+000
4.760867e+002, 3.861870e+000
4.765688e+002, 3.828089e+000
4.770509e+002, 3.807536e+000
4.775331e+002, 3.801469e+000
4.780152e+002, 3.801092e+000
4.784973e+002, 3.825361e+000
4.789794e+002, 3.835537e+000
4.794615e+002, 3.774388e+000
4.799436e+002, 3.632713e+000
4.804258e+002, 3.515515e+000
4.809079e+002, 3.472799e+000
4.813900e+002, 3.487735e+000
4.818721e+002, 3.559362e+000
4.823542e+002, 3.691194e+000
4.828363e+002, 3.776267e+000
4.833185e+002, 3.718761e+000
4.838006e+002, 3.545060e+000
4.842827e+002, 3.425679e+000
4.847648e+002, 3.357288e+000
4.852469e+002, 3.342702e+000
4.857290e+002, 3.442197e+000
4.862112e+002, 3.577734e+000
4.866933e+002, 3.624918e+000
4.871754e+002, 3.549170e+000
4.876575e+002, 3.413690e+000
4.881396e+002, 3.288019e+000
4.886217e+002, 3.157056e+000
4.891039e+002, 3.114007e+000
4.895860e+002, 3.241010e+000
4.900681e+002, 3.354576e+000
4.905502e+002, 3.383689e+000
4.910323e+002, 3.346831e+000
4.915144e+002, 3.272053e+000
4.919966e+002, 3.170966e+000
4.924787e+002, 3.075073e+000
4.929608e+002, 3.066917e+000
4.934429e+002, 3.196781e+000
4.939250e+002, 3.265258e+000
4.944071e+002, 3.216625e+000
4.948893e+002, 3.129459e+000
4.953714e+002, 3.011455e+000
4.958535e+002, 2.884318e+000
4.963356e+002, 2.806268e+000
4.968177e+002, 2.831305e+000
4.972998e+002, 2.920444e+000
4.977820e+002, 2.984226e+000
4.982641e+002, 3.021213e+000
4.987462e+002, 3.038556e+000
4.992283e+002, 3.027596e+000
4.997104e+002, 3.005028e+000
5.001925e+002, 2.995785e+000
5.006747e+002, 3.004529e+000
5.011568e+002, 3.002616e+000
5.016389e+002, 2.955996e+000
5.021210e+002, 2.896580e+000
5.026031e+002, 2.897165e+000
5.030852e+002, 2.966685e+000
5.035674e+002, 3.001134e+000
5.040495e+002, 2.898017e+000
5.045316e+002, 2.687488e+000
5.050137e+002, 2.597554e+000
5.054958e+002, 2.738902e+000
5.059779e+002, 2.851847e+000
5.064601e+002, 2.842309e+000
5.069422e+002, 2.772332e+000
5.074243e+002, 2.725712e+000
5.079064e+002, 2.722349e+000
5.083885e+002, 2.716789e+000
5.088706e+002, 2.644176e+000
5.093528e+002, 2.483094e+000
5.098349e+002, 2.422654e+000
5.103170e+002, 2.576499e+000
5.107991e+002, 2.707537e+000
5.112812e+002, 2.751966e+000
5.117633e+002, 2.731732e+000
5.122454e+002, 2.660357e+000
5.127275e+002, 2.541986e+000
5.132097e+002, 2.444960e+000
5.136918e+002, 2.503105e+000
5.141739e+002, 2.741254e+000
5.146560e+002, 2.900854e+000
5.151381e+002, 2.923849e+000
5.156202e+002, 2.892829e+000
5.161024e+002, 2.853592e+000
5.165845e+002, 2.805437e+000
5.170666e+002, 2.741465e+000
5.175487e+002, 2.633922e+000
5.180308e+002, 2.535860e+000
5.185129e+002, 2.532162e+000
5.189951e+002, 2.611275e+000
5.194772e+002, 2.658674e+000
5.199593e+002, 2.631371e+000
5.204414e+002, 2.563218e+000
5.209235e+002, 2.483963e+000
5.214056e+002, 2.384022e+000
5.218878e+002, 2.357161e+000
5.223699e+002, 2.501009e+000
5.228520e+002, 2.658171e+000
5.233341e+002, 2.684234e+000
5.238162e+002, 2.605071e+000
5.242983e+002, 2.543991e+000
5.247805e+002, 2.572182e+000
5.252626e+002, 2.652094e+000
5.257447e+002, 2.678886e+000
5.262268e+002, 2.604589e+000
5.267089e+002, 2.548606e+000
5.271910e+002, 2.506982e+000
5.276732e+002, 2.485920e+000
5.281553e+002, 2.505878e+000
5.286374e+002, 2.553293e+000
5.291195e+002, 2.582953e+000
5.296016e+002, 2.555937e+000
5.300837e+002, 2.493168e+000
5.305659e+002, 2.483546e+000
5.310480e+002, 2.567861e+000
5.315301e+002, 2.598201e+000
5.320122e+002, 2.467970e+000
5.324943e+002, 2.310004e+000
5.329764e+002, 2.218485e+000
5.334586e+002, 2.201714e+000
5.339407e+002, 2.220487e+000
5.344228e+002, 2.261161e+000
5.349049e+002, 2.317703e+000
5.353870e+002, 2.388838e+000
5.358691e+002, 2.476732e+000
5.363513e+002, 2.536329e+000
5.368334e+002, 2.539598e+000
5.373155e+002, 2.497937e+000
5.377976e+002, 2.436956e+000
5.382797e+002, 2.328331e+000
5.387618e+002, 2.267205e+000
5.392440e+002, 2.311508e+000
5.397261e+002, 2.398890e+000
5.402082e+002, 2.477530e+000
5.406903e+002, 2.533872e+000
5.411724e+002, 2.551869e+000
5.416545e+002, 2.515532e+000
5.421367e+002, 2.430806e+000
5.426188e+002, 2.345366e+000
5.431009e+002, 2.219215e+000
5.435830e+002, 2.147679e+000
5.440651e+002, 2.157765e+000
5.445472e+002, 2.213326e+000
5.450294e+002, 2.317202e+000
5.455115e+002, 2.448842e+000
5.459936e+002, 2.523749e+000
5.464757e+002, 2.428106e+000
5.469578e+002, 2.198563e+000
5.474399e+002, 2.094517e+000
5.479221e+002, 2.162783e+000
5.484042e+002, 2.246235e+000
5.488863e+002, 2.278904e+000
5.493684e+002, 2.292810e+000
5.498505e+002, 2.323601e+000
5.503326e+002, 2.379046e+000
5.508148e+002, 2.425147e+000
5.512969e+002, 2.461987e+000
5.517790e+002, 2.469629e+000
5.522611e+002, 2.376932e+000
5.527432e+002, 2.174260e+000
5.532253e+002, 2.018346e+000
5.537075e+002, 2.032671e+000
5.541896e+002, 2.180673e+000
5.546717e+002, 2.272276e+000
5.551538e+002, 2.301691e+000
5.556359e+002, 2.293899e+000
5.561180e+002, 2.227927e+000
5.566002e+002, 2.142125e+000
5.570823e+002, 2.072343e+000
5.575644e+002, 2.024760e+000
5.580465e+002, 1.986059e+000
5.585286e+002, 1.941978e+000
5.590107e+002, 1.896560e+000
5.594929e+002, 1.891504e+000
5.599750e+002, 1.946563e+000
5.604571e+002, 2.012811e+000
5.609392e+002, 2.100400e+000
5.614213e+002, 2.180367e+000
5.619034e+002, 2.221686e+000
5.623856e+002, 2.222622e+000
5.628677e+002, 2.219144e+000
5.633498e+002, 2.246194e+000
5.638319e+002, 2.290726e+000
5.643140e+002, 2.318967e+000
5.647961e+002, 2.334163e+000
5.652783e+002, 2.306911e+000
5.657604e+002, 2.188569e+000
5.662425e+002, 2.037253e+000
5.667246e+002, 1.968641e+000
5.672067e+002, 2.003196e+000
5.676888e+002, 2.046763e+000
5.681710e+002, 2.072253e+000
5.686531e+002, 2.087679e+000
5.691352e+002, 2.105769e+000
5.696173e+002, 2.124762e+000
5.700994e+002, 2.124763e+000
5.705815e+002, 2.088210e+000
5.710637e+002, 2.028444e+000
5.715458e+002, 2.000670e+000
5.720279e+002, 2.028678e+000
5.725100e+002, 2.055049e+000
5.729921e+002, 2.077655e+000
5.734742e+002, 2.097392e+000
5.739564e+002, 2.116706e+000
5.744385e+002, 2.134217e+000
5.749206e+002, 2.145628e+000
5.754027e+002, 2.149425e+000
5.758848e+002, 2.143294e+000
5.763669e+002, 2.103836e+000
5.768491e+002, 2.010730e+000
5.773312e+002, 1.992676e+000
5.778133e+002, 2.165131e+000
5.782954e+002, 2.359237e+000
5.787775e+002, 2.402607e+000
5.792596e+002, 2.300699e+000
5.797418e+002, 2.175631e+000
5.802239e+002, 2.031788e+000
5.807060e+002, 1.914283e+000
5.811881e+002, 1.879261e+000
5.816702e+002, 1.916537e+000
5.821523e+002, 1.984678e+000
5.826345e+002, 2.072480e+000
5.831166e+002, 2.152763e+000
5.835988e+002, 2.171818e+000
5.840809e+002, 2.102767e+000
5.845630e+002, 2.041274e+000
5.850451e+002, 1.958123e+000
5.855272e+002, 1.910015e+000
5.860093e+002, 1.948219e+000
5.864915e+002, 2.039656e+000
5.869736e+002, 2.127667e+000
5.874557e+002, 2.186982e+000
5.879378e+002, 2.209726e+000
5.884199e+002, 2.162811e+000
5.889020e+002, 2.031930e+000
5.893842e+002, 1.958281e+000
5.898663e+002, 1.985255e+000
5.903484e+002, 2.032880e+000
5.908305e+002, 2.065837e+000
5.913126e+002, 2.081091e+000
5.917947e+002, 2.066740e+000
5.922769e+002, 1.998139e+000
5.927590e+002, 1.937604e+000
5.932411e+002, 1.940676e+000
5.937232e+002, 1.989213e+000
5.942053e+002, 2.049862e+000
5.946874e+002, 2.117939e+000
5.951696e+002, 2.148874e+000
5.956517e+002, 2.081762e+000
5.961338e+002, 1.918977e+000
5.966159e+002, 1.864984e+000
5.970980e+002, 2.015389e+000
5.975801e+002, 2.138157e+000
5.980623e+002, 2.186238e+000
5.985444e+002, 2.179367e+000
5.990265e+002, 2.117834e+000
5.995086e+002, 2.015686e+000
5.999907e+002, 1.930248e+000
6.004728e+002, 1.925119e+000
6.009550e+002, 1.986180e+000
6.014371e+002, 2.005640e+000
6.019192e+002, 1.961636e+000
6.024013e+002, 1.929218e+000
6.028834e+002, 1.941752e+000
6.033655e+002, 1.974146e+000
6.038477e+002, 2.008676e+000
6.043298e+002, 2.043657e+000
6.048119e+002, 2.072304e+000
6.052940e+002, 2.101524e+000
6.057761e+002, 2.116550e+000
6.062582e+002, 2.079864e+000
6.067404e+002, 2.000793e+000
6.072225e+002, 1.953386e+000
6.077046e+002, 1.977716e+000
6.081867e+002, 2.042913e+000
6.086688e+002, 2.090382e+000
6.091509e+002, 2.131090e+000
6.096331e+002, 2.122174e+000
6.101152e+002, 2.001317e+000
6.105973e+002, 1.893853e+000
6.110794e+002, 1.871913e+000
6.115615e+002, 1.912638e+000
6.120436e+002, 1.967177e+000
6.125258e+002, 2.014466e+000
6.130079e+002, 2.047074e+000
6.134900e+002, 2.053481e+000
6.139721e+002, 2.033497e+000
6.144542e+002, 1.981879e+000
6.149363e+002, 1.848091e+000
6.154185e+002, 1.764865e+000
6.159006e+002, 1.885974e+000
6.163827e+002, 2.106306e+000
6.168648e+002, 2.215328e+000
6.173469e+002, 2.126731e+000
6.178290e+002, 2.018707e+000
6.183112e+002, 1.991810e+000
6.187933e+002, 2.015271e+000
6.192754e+002, 2.056381e+000
6.197575e+002, 2.104299e+000
6.202396e+002, 2.109531e+000
6.207217e+002, 2.020030e+000
6.212039e+002, 1.858997e+000
6.216860e+002, 1.781621e+000
6.221681e+002, 1.872519e+000
6.226502e+002, 1.932545e+000
6.231323e+002, 1.930828e+000
6.236144e+002, 1.908027e+000
6.240966e+002, 1.878995e+000
6.245787e+002, 1.855764e+000
6.250608e+002, 1.865490e+000
6.255429e+002, 1.937996e+000
6.260250e+002, 2.038913e+000
6.265071e+002, 2.095701e+000
6.269893e+002, 2.107096e+000
6.274714e+002, 2.103377e+000
6.279535e+002, 2.087091e+000
6.284356e+002, 2.066341e+000
6.289177e+002, 2.050529e+000
6.293998e+002, 2.038748e+000
6.298820e+002, 2.022760e+000
6.303641e+002, 1.998013e+000
6.308462e+002, 1.972251e+000
6.313283e+002, 1.946921e+000
6.318104e+002, 1.924233e+000
6.322925e+002, 1.911402e+000
6.327747e+002, 1.909116e+000
6.332568e+002, 1.902078e+000
6.337389e+002, 1.868225e+000
6.342210e+002, 1.807286e+000
6.347031e+002, 1.788294e+000
6.351852e+002, 1.864472e+000
6.356674e+002, 1.901108e+000
6.361495e+002, 1.814676e+000
6.366316e+002, 1.711698e+000
6.371137e+002, 1.701228e+000
6.375958e+002, 1.792618e+000
6.380779e+002, 1.899436e+000
6.385601e+002, 1.994906e+000
6.390422e+002, 2.057088e+000
6.395243e+002, 2.026617e+000
6.400064e+002, 1.909868e+000
6.404885e+002, 1.803532e+000
6.409706e+002, 1.742978e+000
6.414528e+002, 1.723679e+000
6.419349e+002, 1.739466e+000
6.424170e+002, 1.794448e+000
6.428991e+002, 1.878389e+000
6.433812e+002, 2.048284e+000
6.438633e+002, 2.186782e+000
6.443455e+002, 2.246648e+000
6.448276e+002, 2.236643e+000
6.453097e+002, 2.153815e+000
6.457918e+002, 2.003759e+000
6.462739e+002, 1.859710e+000
6.467560e+002, 1.822921e+000
6.472382e+002, 1.889206e+000
6.477203e+002, 1.945492e+000
6.482024e+002, 1.997643e+000
6.486845e+002, 2.025167e+000
6.491666e+002, 2.015188e+000
6.496487e+002, 1.975583e+000
6.501309e+002, 1.896932e+000
6.506130e+002, 1.760615e+000
6.510951e+002, 1.698149e+000
6.515772e+002, 1.835743e+000
6.520593e+002, 2.016752e+000
6.525414e+002, 2.066547e+000
6.530236e+002, 2.006757e+000
6.535057e+002, 1.965756e+000
6.539878e+002, 2.008104e+000
6.544699e+002, 2.082069e+000
6.549520e+002, 2.084399e+000
6.554341e+002, 1.980763e+000
6.559163e+002, 1.919471e+000
6.563984e+002, 1.927098e+000
6.568805e+002, 1.951373e+000
6.573626e+002, 2.005139e+000
6.578447e+002, 2.054465e+000
6.583268e+002, 2.038397e+000
6.588090e+002, 1.934152e+000
6.592911e+002, 1.836593e+000
6.597732e+002, 1.841875e+000
6.602553e+002, 1.910335e+000
6.607374e+002, 1.946912e+000
6.612195e+002, 1.943710e+000
6.617017e+002, 1.927886e+000
6.621838e+002, 1.915399e+000
6.626659e+002, 1.899234e+000
6.631480e+002, 1.860194e+000
6.636301e+002, 1.776029e+000
6.641122e+002, 1.716172e+000
6.645944e+002, 1.694117e+000
6.650765e+002, 1.685263e+000
6.655586e+002, 1.667823e+000
6.660407e+002, 1.654385e+000
6.665228e+002, 1.686203e+000
6.670049e+002, 1.781901e+000
6.674871e+002, 1.869515e+000
6.679692e+002, 1.816920e+000
6.684513e+002, 1.637940e+000
6.689334e+002, 1.578454e+000
6.694155e+002, 1.695608e+000
6.698976e+002, 1.814732e+000
6.703798e+002, 1.831035e+000
6.708619e+002, 1.783388e+000
6.713440e+002, 1.757781e+000
6.718261e+002, 1.761762e+000
6.723082e+002, 1.767697e+000
6.727903e+002, 1.757671e+000
6.732725e+002, 1.753973e+000
6.737546e+002, 1.793120e+000
6.742367e+002, 1.857384e+000
6.747188e+002, 1.882298e+000
6.752009e+002, 1.834092e+000
6.756830e+002, 1.766796e+000
6.761652e+002, 1.802099e+000
6.766473e+002, 1.979342e+000
6.771294e+002, 2.039050e+000
6.776115e+002, 1.883831e+000
6.780936e+002, 1.739894e+000
6.785757e+002, 1.714526e+000
6.790579e+002, 1.761134e+000
6.795400e+002, 1.820645e+000
6.800221e+002, 1.887294e+000
6.805042e+002, 1.944498e+000
6.809863e+002, 1.995714e+000
6.814684e+002, 2.024887e+000
6.819506e+002, 1.992201e+000
6.824327e+002, 1.909145e+000
6.829148e+002, 1.847128e+000
6.833969e+002, 1.847135e+000
6.838790e+002, 1.871905e+000
6.843611e+002, 1.839974e+000
6.848433e+002, 1.712201e+000
6.853254e+002, 1.648107e+000
6.858075e+002, 1.688392e+000
6.862896e+002, 1.749963e+000
6.867717e+002, 1.818443e+000
6.872538e+002, 1.886181e+000
6.877360e+002, 1.957587e+000
6.882181e+002, 2.035520e+000
6.887002e+002, 2.065508e+000
6.891823e+002, 1.951332e+000
6.896644e+002, 1.776000e+000
6.901465e+002, 1.730385e+000
6.906287e+002, 1.816315e+000
6.911108e+002, 1.878991e+000
6.915929e+002, 1.837860e+000
6.920750e+002, 1.746040e+000
6.925571e+002, 1.704240e+000
6.930392e+002, 1.740105e+000
6.935214e+002, 1.738185e+000
6.940035e+002, 1.656502e+000
6.944856e+002, 1.587027e+000
6.949677e+002, 1.570161e+000
6.954498e+002, 1.585861e+000
6.959319e+002, 1.602047e+000
6.964141e+002, 1.610774e+000
6.968962e+002, 1.634402e+000
6.973783e+002, 1.712958e+000
6.978604e+002, 1.820562e+000
6.983425e+002, 1.880911e+000
6.988246e+002, 1.891508e+000
6.993068e+002, 1.868492e+000
6.997889e+002, 1.804581e+000
7.002710e+002, 1.732709e+000
7.007531e+002, 1.704326e+000
7.012352e+002, 1.728470e+000
7.017173e+002, 1.755813e+000
7.021995e+002, 1.823840e+000
7.026816e+002, 1.852296e+000
7.031637e+002, 1.761904e+000
7.036458e+002, 1.633533e+000
7.041279e+002, 1.589166e+000
7.046100e+002, 1.647114e+000
7.050922e+002, 1.706034e+000
7.055743e+002, 1.654321e+000
7.060564e+002, 1.533916e+000
7.065385e+002, 1.503648e+000
7.070206e+002, 1.572678e+000
7.075027e+002, 1.651296e+000
7.079849e+002, 1.724304e+000
7.084670e+002, 1.776012e+000
7.089491e+002, 1.778182e+000
7.094312e+002, 1.731698e+000
7.099133e+002, 1.689894e+000
7.103954e+002, 1.644493e+000
7.108776e+002, 1.617930e+000
7.113597e+002, 1.625111e+000
7.118418e+002, 1.653150e+000
7.123239e+002, 1.693727e+000
7.128060e+002, 1.740638e+000
7.132881e+002, 1.778482e+000
7.137703e+002, 1.793967e+000
7.142524e+002, 1.791947e+000
7.147345e+002, 1.782925e+000
7.152166e+002, 1.764741e+000
7.156987e+002, 1.758719e+000
7.161808e+002, 1.775698e+000
7.166630e+002, 1.796753e+000
7.171451e+002, 1.803029e+000
7.176272e+002, 1.798203e+000
7.181093e+002, 1.798815e+000
7.185914e+002, 1.807548e+000
7.190735e+002, 1.820111e+000
7.195557e+002, 1.837427e+000
7.200378e+002, 1.856286e+000
7.205199e+002, 1.876390e+000
7.210020e+002, 1.895296e+000
7.214841e+002, 1.908252e+000
7.219662e+002, 1.913431e+000
7.224484e+002, 1.905273e+000
7.229305e+002, 1.858906e+000
7.234126e+002, 1.766826e+000
7.238947e+002, 1.727996e+000
7.243768e+002, 1.781438e+000
7.248589e+002, 1.835878e+000
7.253411e+002, 1.827896e+000
7.258232e+002, 1.777712e+000
7.263053e+002, 1.729651e+000
7.267874e+002, 1.674451e+000
7.272695e+002, 1.649377e+000
7.277516e+002, 1.691839e+000
7.282338e+002, 1.747862e+000
7.287159e+002, 1.766278e+000
7.291980e+002, 1.757603e+000
7.296801e+002, 1.770536e+000
7.301622e+002, 1.827625e+000
7.306443e+002, 1.874674e+000
7.311265e+002, 1.806987e+000
7.316086e+002, 1.623972e+000
7.320907e+002, 1.522416e+000
7.325728e+002, 1.525981e+000
7.330549e+002, 1.557509e+000
7.335370e+002, 1.599102e+000
7.340192e+002, 1.638157e+000
7.345013e+002, 1.650429e+000
7.349834e+002, 1.630861e+000
7.354655e+002, 1.626765e+000
7.359476e+002, 1.655601e+000
7.364297e+002, 1.694890e+000
7.369119e+002, 1.750752e+000
7.373940e+002, 1.800341e+000
7.378761e+002, 1.787979e+000
7.383582e+002, 1.709045e+000
7.388403e+002, 1.654075e+000
7.393224e+002, 1.738307e+000
7.398046e+002, 1.916563e+000
7.402867e+002, 1.954480e+000
7.407688e+002, 1.822264e+000
7.412509e+002, 1.723326e+000
7.417330e+002, 1.724621e+000
7.422151e+002, 1.767093e+000
7.426973e+002, 1.796070e+000
7.431794e+002, 1.812817e+000
7.436615e+002, 1.826345e+000
7.441436e+002, 1.827359e+000
7.446257e+002, 1.837550e+000
7.451078e+002, 1.902592e+000
7.455900e+002, 1.955680e+000
7.460721e+002, 1.894862e+000
7.465542e+002, 1.742664e+000
7.470363e+002, 1.630336e+000
7.475184e+002, 1.646456e+000
7.480005e+002, 1.730850e+000
7.484827e+002, 1.769863e+000
7.489648e+002, 1.764332e+000
7.494469e+002, 1.774314e+000
7.499290e+002, 1.824373e+000
7.504111e+002, 1.833620e+000
7.508932e+002, 1.711913e+000
7.513754e+002, 1.519944e+000
7.518575e+002, 1.457610e+000
7.523396e+002, 1.591860e+000
7.528217e+002, 1.686113e+000
7.533038e+002, 1.689583e+000
7.537859e+002, 1.665796e+000
7.542681e+002, 1.632095e+000
7.547502e+002, 1.607187e+000
7.552323e+002, 1.621754e+000
7.557144e+002, 1.685513e+000
7.561965e+002, 1.764831e+000
7.566786e+002, 1.840446e+000
7.571608e+002, 1.901831e+000
7.576429e+002, 1.903173e+000
7.581250e+002, 1.841759e+000
7.586071e+002, 1.772557e+000
7.590892e+002, 1.711441e+000
7.595714e+002, 1.665527e+000
7.600535e+002, 1.646001e+000
7.605356e+002, 1.655004e+000
7.610177e+002, 1.673779e+000
7.614998e+002, 1.712502e+000
7.619819e+002, 1.747320e+000
7.624641e+002, 1.773616e+000
7.629462e+002, 1.792391e+000
7.634283e+002, 1.817144e+000
7.639104e+002, 1.839081e+000
7.643925e+002, 1.812960e+000
7.648746e+002, 1.675998e+000
7.653568e+002, 1.536311e+000
7.658389e+002, 1.572051e+000
7.663210e+002, 1.732880e+000
7.668031e+002, 1.832328e+000
7.672852e+002, 1.835740e+000
7.677673e+002, 1.791523e+000
7.682495e+002, 1.729566e+000
7.687316e+002, 1.654104e+000
7.692137e+002, 1.575887e+000
7.696958e+002, 1.447608e+000
7.701779e+002, 1.409659e+000
7.706600e+002, 1.566860e+000
7.711422e+002, 1.701679e+000
7.716243e+002, 1.697435e+000
7.721064e+002, 1.614367e+000
7.725885e+002, 1.544241e+000
7.730706e+002, 1.506696e+000
7.735527e+002, 1.510561e+000
7.740349e+002, 1.594315e+000
7.745170e+002, 1.701728e+000
7.749991e+002, 1.766731e+000
7.754812e+002, 1.789446e+000
7.759633e+002, 1.779018e+000
7.764454e+002, 1.738949e+000
7.769276e+002, 1.689762e+000
7.774097e+002, 1.653778e+000
7.778918e+002, 1.631384e+000
7.783739e+002, 1.639482e+000
7.788560e+002, 1.697825e+000
7.793381e+002, 1.743224e+000
7.798203e+002, 1.766085e+000
7.803024e+002, 1.764566e+000
7.807845e+002, 1.718843e+000
7.812666e+002, 1.642920e+000
7.817487e+002, 1.603321e+000
7.822308e+002, 1.626547e+000
7.827130e+002, 1.672943e+000
7.831951e+002, 1.760981e+000
7.836772e+002, 1.838464e+000
7.841593e+002, 1.826675e+000
7.846414e+002, 1.739305e+000
7.851235e+002, 1.651594e+000
7.856057e+002, 1.604268e+000
7.860878e+002, 1.595365e+000
7.865699e+002, 1.632778e+000
7.870520e+002, 1.715252e+000
7.875341e+002, 1.788480e+000
7.880162e+002, 1.857205e+000
7.884984e+002, 1.882077e+000
7.889805e+002, 1.820714e+000
7.894626e+002, 1.723208e+000
7.899447e+002, 1.678063e+000
7.904268e+002, 1.691932e+000
7.909089e+002, 1.720740e+000
7.913911e+002, 1.798771e+000
7.918732e+002, 1.849368e+000
7.923553e+002, 1.830213e+000
7.928374e+002, 1.773040e+000
7.933195e+002, 1.702325e+000
7.938016e+002, 1.630287e+000
7.942838e+002, 1.579645e+000
7.947659e+002, 1.567218e+000
7.952480e+002, 1.582950e+000
7.957301e+002, 1.613813e+000
7.962122e+002, 1.659656e+000
7.966943e+002, 1.732054e+000
7.971765e+002, 1.835137e+000
7.976586e+002, 1.906877e+000
7.981407e+002, 1.896720e+000
7.986228e+002, 1.824376e+000
7.991049e+002, 1.758127e+000
7.995870e+002, 1.699616e+000
8.000692e+002, 1.643635e+000
8.005513e+002, 1.535481e+000
8.010334e+002, 1.489586e+000
8.015155e+002, 1.633145e+000
8.019976e+002, 1.832406e+000
8.024797e+002, 1.868449e+000
8.029619e+002, 1.691152e+000
8.034440e+002, 1.542978e+000
8.039261e+002, 1.593771e+000
8.044082e+002, 1.682477e+000
8.048903e+002, 1.626895e+000
8.053724e+002, 1.495360e+000
8.058546e+002, 1.462692e+000
8.063367e+002, 1.569226e+000
8.068188e+002, 1.696902e+000
8.073009e+002, 1.731475e+000
8.077830e+002, 1.697830e+000
8.082651e+002, 1.697569e+000
8.087473e+002, 1.736972e+000
8.092294e+002, 1.769143e+000
8.097115e+002, 1.794122e+000
8.101936e+002, 1.791746e+000
8.106757e+002, 1.726752e+000
8.111578e+002, 1.622245e+000
8.116400e+002, 1.571022e+000
8.121221e+002, 1.597984e+000
8.126042e+002, 1.625791e+000
8.130863e+002, 1.674502e+000
8.135684e+002, 1.691028e+000
8.140505e+002, 1.601520e+000
8.145327e+002, 1.469905e+000
8.150148e+002, 1.408401e+000
8.154969e+002, 1.448453e+000
8.159790e+002, 1.525463e+000
8.164611e+002, 1.611407e+000
8.169432e+002, 1.684293e+000
8.174254e+002, 1.696598e+000
8.179075e+002, 1.655655e+000
8.183896e+002, 1.593236e+000
8.188717e+002, 1.516389e+000
8.193538e+002, 1.463792e+000
8.198359e+002, 1.481829e+000
8.203181e+002, 1.554680e+000
8.208002e+002, 1.566508e+000
8.212823e+002, 1.469808e+000
8.217644e+002, 1.421365e+000
8.222465e+002, 1.466240e+000
8.227286e+002, 1.534992e+000
8.232108e+002, 1.612663e+000
8.236929e+002, 1.681137e+000
8.241750e+002, 1.698117e+000
8.246571e+002, 1.641951e+000
8.251392e+002, 1.594034e+000
8.256213e+002, 1.575846e+000
8.261035e+002, 1.586774e+000
8.265856e+002, 1.666038e+000
8.270677e+002, 1.763109e+000
8.275498e+002, 1.770247e+000
8.280319e+002, 1.663581e+000
8.285140e+002, 1.538815e+000
8.289962e+002, 1.475918e+000
8.294783e+002, 1.469139e+000
8.299604e+002, 1.522949e+000
8.304425e+002, 1.634606e+000
8.309246e+002, 1.698925e+000
8.314067e+002, 1.687617e+000
8.318889e+002, 1.641234e+000
8.323710e+002, 1.581044e+000
8.328531e+002, 1.518289e+000
8.333352e+002, 1.505906e+000
8.338173e+002, 1.599266e+000
8.342994e+002, 1.648452e+000
8.347816e+002, 1.604782e+000
8.352637e+002, 1.572629e+000
8.357458e+002, 1.604144e+000
8.362279e+002, 1.674069e+000
8.367100e+002, 1.760152e+000
8.371921e+002, 1.859338e+000
8.376743e+002, 1.900689e+000
8.381564e+002, 1.802432e+000
8.386385e+002, 1.671838e+000
8.391206e+002, 1.604399e+000
8.396027e+002, 1.579823e+000
8.400848e+002, 1.545258e+000
8.405670e+002, 1.494247e+000
8.410491e+002, 1.475191e+000
8.415312e+002, 1.536545e+000
8.420133e+002, 1.635266e+000
8.424954e+002, 1.647310e+000
8.429775e+002, 1.570328e+000
8.434597e+002, 1.535500e+000
8.439418e+002, 1.568519e+000
8.444239e+002, 1.614363e+000
8.449060e+002, 1.655706e+000
8.453881e+002, 1.674246e+000
8.458702e+002, 1.618628e+000
8.463524e+002, 1.435297e+000
8.468345e+002, 1.343315e+000
8.473166e+002, 1.383440e+000
8.477987e+002, 1.462085e+000
8.482808e+002, 1.593464e+000
8.487629e+002, 1.719471e+000
8.492451e+002, 1.782755e+000
8.497272e+002, 1.779909e+000
8.502093e+002, 1.739946e+000
8.506914e+002, 1.655210e+000
8.511735e+002, 1.567128e+000
8.516556e+002, 1.497328e+000
8.521378e+002, 1.452929e+000
8.526199e+002, 1.453880e+000
8.531020e+002, 1.494362e+000
8.535841e+002, 1.542910e+000
8.540662e+002, 1.582821e+000
8.545483e+002, 1.614554e+000
8.550305e+002, 1.633773e+000
8.555126e+002, 1.641598e+000
8.559947e+002, 1.682133e+000
8.564768e+002, 1.773052e+000
8.569589e+002, 1.793827e+000
8.574410e+002, 1.665647e+000
8.579232e+002, 1.511574e+000
8.584053e+002, 1.488883e+000
8.588874e+002, 1.599675e+000
8.593695e+002, 1.653015e+000
