##NAMES=Furutobeite
##RRUFFID=R060937
##IDEAL CHEMISTRY=(Cu^1+^,Ag^1+^)_6_Pb^2+^S^2-^_4_
##LOCALITY=Tsumeb mine, Tsumeb, Otavi District, Oshikoto, Namibia
##OWNER=RRUFF
##SOURCE=William W. Pinch
##DESCRIPTION=Steel gray metallic elongated prisms, associated with quartz, tennantite, and djurleite.
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060937
##MEASURED CHEMISTRY=(Cu_4.97_Ag_1.07_)Pb_1.03_S_4_ ; (Dark areas are djurleite, Cu_1.89_Ag_0.02_S)
675.8153, 418.1151
676.2974, 417.9261
676.7795, 417.3643
677.2617, 417.2537
677.7438, 417.8161
678.2259, 418.4858
678.7080, 418.9667
679.1901, 419.2447
679.6722, 419.6370
680.1544, 420.1751
680.6365, 420.6707
681.1186, 420.8286
681.6007, 420.8205
682.0828, 421.1813
682.5649, 422.0610
683.0471, 422.8456
683.5292, 422.8653
684.0113, 422.5463
684.4934, 422.4109
684.9755, 422.8597
685.4576, 423.0913
685.9398, 422.5514
686.4219, 421.7816
686.9040, 421.7280
687.3861, 423.0702
687.8682, 423.7076
688.3503, 423.0178
688.8325, 421.6427
689.3146, 421.3721
689.7967, 422.2263
690.2788, 422.9518
690.7609, 423.0553
691.2430, 422.7071
691.7252, 421.7957
692.2073, 420.5584
692.6894, 420.1062
693.1715, 422.0086
693.6536, 424.1803
694.1357, 425.0683
694.6179, 424.6375
695.1000, 424.1624
695.5821, 423.8241
696.0642, 423.6187
696.5463, 423.5270
697.0284, 423.5356
697.5106, 423.8094
697.9927, 424.5114
698.4748, 425.1085
698.9569, 424.9705
699.4390, 424.2350
699.9211, 424.0984
700.4033, 424.7079
700.8854, 425.4760
701.3675, 426.0110
701.8496, 426.2594
702.3317, 426.0452
702.8138, 425.0966
703.2960, 424.3110
703.7781, 424.0690
704.2602, 424.2672
704.7423, 424.7781
705.2244, 426.1718
705.7065, 427.0594
706.1887, 427.0049
706.6708, 426.5723
707.1529, 426.9640
707.6350, 428.3949
708.1171, 429.2236
708.5992, 428.6978
709.0814, 427.7191
709.5635, 428.4535
710.0456, 430.5505
710.5277, 432.3241
711.0098, 433.0823
711.4919, 433.0482
711.9741, 431.9525
712.4562, 430.1135
712.9383, 428.7440
713.4204, 428.3801
713.9025, 428.4927
714.3846, 428.9773
714.8668, 429.8091
715.3489, 430.7464
715.8310, 432.1235
716.3131, 432.9435
716.7952, 432.3641
717.2773, 430.5463
717.7595, 429.8173
718.2416, 430.2225
718.7237, 431.0276
719.2058, 431.9349
719.6879, 432.7486
720.1700, 433.1292
720.6522, 433.0385
721.1343, 432.6664
721.6164, 431.6515
722.0985, 430.7009
722.5806, 430.4032
723.0627, 431.1409
723.5449, 431.8859
724.0270, 432.6772
724.5091, 433.3778
724.9912, 433.8562
725.4733, 434.0964
725.9554, 434.1873
726.4376, 434.0738
726.9197, 434.0033
727.4018, 434.5289
727.8839, 435.3951
728.3660, 435.6923
728.8481, 434.8925
729.3303, 434.1755
729.8124, 434.9215
730.2945, 436.3149
730.7766, 437.1042
731.2587, 436.1784
731.7408, 435.4852
732.2230, 435.5494
732.7051, 436.1003
733.1872, 436.7116
733.6693, 437.4584
734.1514, 438.0414
734.6335, 438.4207
735.1157, 438.5666
735.5978, 438.3230
736.0799, 437.7290
736.5620, 437.0891
737.0441, 436.2815
737.5262, 435.7187
738.0084, 436.2148
738.4905, 437.4197
738.9726, 438.1368
739.4547, 437.0284
739.9368, 436.1078
740.4189, 436.5076
740.9011, 438.1518
741.3832, 439.1087
741.8653, 439.0943
742.3474, 438.9054
742.8295, 438.8752
743.3116, 438.9575
743.7938, 438.7033
744.2759, 438.0950
744.7580, 437.6516
745.2401, 437.9390
745.7222, 438.5355
746.2043, 438.6960
746.6865, 438.4271
747.1686, 438.3786
747.6507, 439.2970
748.1328, 440.2779
748.6149, 440.6668
749.0970, 440.2373
749.5792, 440.0102
750.0613, 440.1688
750.5434, 440.3527
751.0255, 440.2031
751.5076, 439.6329
751.9897, 439.9794
752.4719, 441.4433
752.9540, 442.7541
753.4361, 442.4197
753.9182, 441.1452
754.4003, 440.2568
754.8824, 439.9175
755.3646, 440.1398
755.8467, 441.6373
756.3288, 443.3141
756.8109, 444.0365
757.2930, 442.8770
757.7751, 442.3659
758.2573, 443.0290
758.7394, 444.0192
759.2215, 444.4929
759.7036, 444.3539
760.1857, 444.4338
760.6678, 444.8375
761.1500, 445.3613
761.6321, 445.8816
762.1142, 446.3036
762.5963, 446.3232
763.0784, 445.6890
763.5605, 445.1371
764.0427, 445.3228
764.5248, 445.8398
765.0069, 446.1813
765.4890, 445.9763
765.9711, 445.9472
766.4532, 446.3953
766.9354, 446.8772
767.4175, 446.5299
767.8996, 445.0812
768.3817, 444.7111
768.8638, 446.0935
769.3459, 448.0124
769.8281, 448.4601
770.3102, 447.8249
770.7923, 447.2109
771.2744, 446.8390
771.7565, 446.8570
772.2386, 447.6724
772.7208, 448.8796
773.2029, 449.7727
773.6850, 450.2189
774.1671, 450.2284
774.6492, 449.2857
775.1313, 448.1580
775.6135, 448.8450
776.0956, 451.7178
776.5777, 453.6086
777.0598, 453.4509
777.5419, 452.1965
778.0240, 451.2380
778.5062, 450.5943
778.9883, 450.3269
779.4704, 450.6995
779.9525, 451.2227
780.4346, 451.7664
780.9167, 452.2303
781.3989, 452.3797
781.8810, 451.9030
782.3631, 451.4096
782.8452, 450.9142
783.3273, 450.5109
783.8094, 450.5093
784.2916, 450.9415
784.7737, 451.4919
785.2558, 452.0819
785.7379, 452.7010
786.2200, 453.4996
786.7021, 454.3421
787.1843, 454.7322
787.6664, 453.9698
788.1485, 453.1547
788.6306, 453.0370
789.1127, 453.4005
789.5948, 453.3670
790.0770, 452.0232
790.5591, 451.5422
791.0412, 452.8073
791.5233, 455.1745
792.0054, 456.2319
792.4875, 455.9395
792.9697, 455.6348
793.4518, 455.8888
793.9339, 456.4776
794.4160, 457.3979
794.8981, 458.4074
795.3802, 458.7051
795.8624, 457.0147
796.3445, 455.4129
796.8266, 454.8816
797.3087, 455.3178
797.7908, 456.0071
798.2729, 457.2853
798.7551, 458.1247
799.2372, 458.1099
799.7193, 457.5079
800.2014, 457.2420
800.6835, 457.3029
801.1656, 457.5070
801.6478, 457.7812
802.1299, 458.1359
802.6120, 458.6666
803.0941, 459.2985
803.5762, 459.8059
804.0583, 459.8281
804.5405, 459.9713
805.0226, 460.6386
805.5047, 461.6366
805.9868, 462.2272
806.4689, 462.3669
806.9510, 462.1544
807.4332, 461.4099
807.9153, 460.4821
808.3974, 460.5044
808.8795, 461.3400
809.3616, 462.2038
809.8438, 462.8897
810.3259, 463.2607
810.8080, 462.9714
811.2901, 462.2455
811.7722, 461.7949
812.2543, 462.2606
812.7365, 462.4807
813.2186, 461.9341
813.7007, 460.9631
814.1828, 460.9404
814.6649, 461.9999
815.1470, 462.8986
815.6292, 463.0533
816.1113, 462.8849
816.5934, 463.2845
817.0755, 464.0544
817.5576, 464.5448
818.0397, 464.1347
818.5219, 463.6708
819.0040, 463.7095
819.4861, 464.0541
819.9682, 464.0069
820.4503, 463.0664
820.9324, 462.5640
821.4146, 462.8374
821.8967, 463.6891
822.3788, 464.8405
822.8609, 466.2381
823.3430, 467.1428
823.8251, 467.1409
824.3073, 466.7050
824.7894, 466.0908
825.2715, 465.5067
825.7536, 465.3768
826.2357, 466.3723
826.7178, 467.2584
827.2000, 467.7550
827.6821, 467.8840
828.1642, 467.6024
828.6463, 466.7901
829.1284, 465.8843
829.6105, 464.7354
830.0927, 463.9261
830.5748, 464.9214
831.0569, 467.2150
831.5390, 469.0900
832.0211, 470.0291
832.5032, 470.2880
832.9854, 469.5243
833.4675, 468.3489
833.9496, 467.7069
834.4317, 468.4145
834.9138, 468.7795
835.3959, 468.4637
835.8781, 467.9795
836.3602, 468.2245
836.8423, 469.1913
837.3244, 469.8367
837.8065, 469.8856
838.2886, 469.8042
838.7708, 470.1975
839.2529, 470.8200
839.7350, 471.2493
840.2171, 471.2033
840.6992, 471.2883
841.1813, 471.9586
841.6635, 472.7056
842.1456, 472.9704
842.6277, 472.5384
843.1098, 472.2602
843.5919, 472.1668
844.0740, 472.2781
844.5562, 472.8546
845.0383, 473.6573
845.5204, 473.8610
846.0025, 473.2625
846.4846, 472.6527
846.9667, 472.7140
847.4489, 472.9709
847.9310, 472.9227
848.4131, 472.2142
848.8952, 472.0362
849.3773, 472.7258
849.8594, 473.5037
850.3416, 473.7266
850.8237, 473.4102
851.3058, 473.2433
851.7879, 473.2477
852.2700, 473.3880
852.7521, 473.7747
853.2343, 474.2010
853.7164, 474.3146
854.1985, 474.0622
854.6806, 474.1251
855.1627, 475.4700
855.6448, 476.4701
856.1270, 476.0570
856.6091, 474.1748
857.0912, 473.6321
857.5733, 474.6284
858.0554, 475.8406
858.5375, 476.4982
859.0197, 476.7490
859.5018, 477.0402
859.9839, 477.2950
860.4660, 477.0401
860.9481, 475.0283
861.4302, 473.3494
861.9124, 473.5103
862.3945, 475.3423
862.8766, 476.1906
863.3587, 475.4804
863.8408, 475.1279
864.3229, 475.9442
864.8051, 477.4836
865.2872, 478.5200
865.7693, 479.0719
866.2514, 479.1808
866.7335, 478.4969
867.2156, 477.7416
867.6978, 477.4965
868.1799, 477.6061
868.6620, 477.7137
869.1441, 477.2880
869.6262, 477.5329
870.1083, 479.0750
870.5905, 481.0179
871.0726, 481.3514
871.5547, 480.1309
872.0368, 479.3099
872.5189, 479.4969
873.0010, 479.9055
873.4832, 479.4273
873.9653, 478.6068
874.4474, 478.3708
874.9295, 479.4776
875.4116, 480.3083
875.8937, 480.0434
876.3759, 479.6281
876.8580, 480.0711
877.3401, 481.6339
877.8222, 482.5448
878.3043, 482.6442
878.7864, 482.2409
879.2686, 481.2189
879.7507, 480.0656
880.2328, 479.9443
880.7149, 481.1752
881.1970, 481.8327
881.6791, 479.7721
882.1613, 477.7416
882.6434, 477.9870
883.1255, 480.9830
883.6076, 482.6357
884.0897, 482.7044
884.5718, 482.2309
885.0540, 481.7525
885.5361, 481.2965
886.0182, 480.8872
886.5003, 480.5486
886.9824, 480.5060
887.4645, 481.1215
887.9467, 481.8661
888.4288, 482.4243
888.9109, 482.7856
889.3930, 483.1881
889.8751, 483.8480
890.3572, 484.0391
890.8394, 483.3392
891.3215, 482.1602
891.8036, 481.6600
892.2857, 481.7638
892.7678, 482.0381
893.2499, 482.2415
893.7321, 482.6149
894.2142, 483.6592
894.6963, 484.9571
895.1784, 485.6836
895.6605, 485.1574
896.1426, 484.8675
896.6248, 485.0587
897.1069, 485.4036
897.5890, 485.2499
898.0711, 484.6917
898.5532, 484.7560
899.0353, 485.7362
899.5175, 486.8234
899.9996, 487.3122
900.4817, 487.4479
900.9638, 487.5284
901.4459, 487.6693
901.9280, 487.5482
902.4102, 486.9193
902.8923, 486.2759
903.3744, 486.0038
903.8565, 484.3515
904.3386, 486.6011
904.8207, 487.9178
905.3029, 488.3521
905.7850, 485.2600
906.2671, 486.7213
906.7492, 486.3578
907.2313, 485.9196
907.7134, 488.0217
908.1956, 485.4426
908.6777, 487.5045
909.1598, 487.7137
909.6419, 488.7709
910.1240, 487.9920
910.6061, 487.7802
911.0883, 489.4051
911.5704, 490.0130
912.0525, 489.0227
912.5346, 490.1338
913.0167, 487.4905
913.4988, 488.1417
913.9810, 490.2144
914.4631, 489.3164
914.9452, 490.4611
915.4273, 490.8278
915.9094, 487.6591
916.3915, 490.6388
916.8737, 490.9596
917.3558, 488.5502
917.8379, 491.3192
918.3200, 489.2861
918.8021, 488.9672
919.2842, 489.9381
919.7664, 489.5643
920.2485, 491.3106
920.7306, 491.0145
921.2127, 490.5359
921.6948, 490.8537
922.1769, 488.9148
922.6591, 491.1624
923.1412, 490.5503
923.6233, 491.3597
924.1054, 492.4913
924.5875, 491.1558
925.0696, 492.4322
925.5518, 489.6582
926.0339, 490.2733
926.5160, 490.5234
926.9981, 490.3633
927.4802, 489.5546
927.9623, 491.8121
928.4445, 493.1368
928.9266, 493.5789
929.4087, 490.4948
929.8908, 491.9641
930.3729, 491.6086
930.8550, 491.1782
931.3372, 493.2884
931.8193, 490.7171
932.3014, 492.7870
932.7835, 493.0042
933.2656, 494.0693
933.7477, 493.2983
934.2299, 493.0945
934.7120, 494.7273
935.1941, 495.3432
935.6762, 494.3609
936.1583, 495.4799
936.6404, 492.8445
937.1226, 493.5037
937.6047, 495.5843
938.0868, 494.6943
938.5689, 495.8469
939.0510, 496.2215
939.5331, 493.0609
940.0153, 496.0485
940.4974, 496.3772
940.9795, 493.9757
941.4616, 496.7527
941.9437, 494.7276
942.4258, 494.4166
942.9080, 495.3955
943.3901, 495.0296
943.8722, 496.7839
944.3543, 496.4957
944.8364, 496.0251
945.3185, 496.3508
945.8007, 494.4199
946.2828, 496.6754
946.7649, 496.0713
947.2470, 496.8886
947.7291, 498.0282
948.2112, 496.7007
948.6934, 497.9850
949.1755, 495.2189
949.6576, 495.8420
950.1397, 496.1001
950.6218, 498.5244
951.1039, 495.7781
951.5861, 496.3070
952.0682, 498.2304
952.5503, 498.2025
953.0324, 498.9905
953.5145, 497.3633
953.9966, 498.0049
954.4788, 498.0212
954.9609, 498.3946
955.4430, 499.4774
955.9251, 498.7241
956.4072, 498.5379
956.8893, 500.1884
957.3715, 500.8219
957.8536, 499.8572
958.3357, 500.9939
958.8178, 498.3762
959.2999, 499.0530
959.7820, 501.1512
960.2642, 500.2789
960.7463, 501.4492
961.2284, 501.8415
961.7105, 498.6984
962.1926, 501.7037
962.6747, 502.0500
963.1569, 499.6663
963.6390, 502.4609
964.1211, 500.4535
964.6032, 500.1601
965.0853, 501.1566
965.5674, 500.8084
966.0496, 502.5804
966.5317, 502.3098
967.0138, 501.8569
967.4959, 502.2002
967.9780, 500.2870
968.4601, 502.5602
968.9423, 501.9737
969.4244, 502.8087
969.9065, 503.9659
970.3886, 502.6561
970.8707, 503.9580
971.3528, 501.2096
971.8350, 501.8504
972.3171, 502.1261
972.7992, 504.5681
973.2813, 501.8394
973.7634, 502.3860
974.2455, 504.3271
974.7277, 504.3169
975.2098, 505.1225
975.6919, 503.5129
976.1740, 504.1723
976.6561, 504.2062
977.1382, 506.4012
977.6204, 506.8902
978.1025, 506.2672
978.5846, 506.6383
979.0667, 506.3144
979.5488, 506.3009
980.0309, 507.3836
980.5131, 508.1620
980.9952, 508.4261
981.4773, 508.2719
981.9594, 507.6197
982.4415, 506.5817
982.9236, 506.1557
983.4058, 506.5762
983.8879, 507.2769
984.3700, 507.9918
984.8521, 508.6230
985.3342, 509.1033
985.8163, 509.4354
986.2985, 509.4193
986.7806, 508.8053
987.2627, 508.4500
987.7448, 509.0706
988.2269, 510.1870
988.7090, 510.2610
989.1912, 509.4731
989.6733, 508.5552
990.1554, 507.5276
990.6375, 506.8464
991.1196, 506.9907
991.6017, 507.5566
992.0839, 507.8157
992.5660, 507.6564
993.0481, 507.6503
993.5302, 507.8296
994.0123, 508.2877
994.4944, 509.4074
994.9766, 510.7415
995.4587, 511.5160
995.9408, 511.5784
996.4229, 511.7654
996.9050, 512.9716
997.3871, 513.6152
997.8693, 512.6445
998.3514, 510.5166
998.8335, 510.2813
999.3156, 511.8313
999.7977, 513.2721
1000.280, 513.6492
1000.762, 513.7194
1001.244, 514.3032
1001.726, 515.0400
1002.208, 515.3167
1002.690, 514.9777
1003.173, 514.1764
1003.655, 512.6537
1004.137, 511.2215
1004.619, 510.7606
1005.101, 511.0886
1005.583, 511.5730
1006.065, 512.1794
1006.547, 513.1456
1007.029, 515.4658
1007.512, 517.3801
1007.994, 517.3687
1008.476, 515.9740
1008.958, 515.6872
1009.440, 516.7222
1009.922, 517.5313
1010.404, 517.7133
1010.886, 517.3253
1011.369, 515.6523
1011.851, 513.7108
1012.333, 513.3729
1012.815, 516.0994
1013.297, 518.0903
1013.779, 518.6486
1014.261, 518.3899
1014.743, 517.3919
1015.225, 515.7372
1015.708, 515.2811
1016.190, 515.9595
1016.672, 516.6666
1017.154, 516.4524
1017.636, 516.2009
1018.118, 516.7477
1018.600, 517.7737
1019.082, 518.1617
1019.565, 517.4702
1020.047, 517.1713
1020.529, 517.5645
1021.011, 518.2287
1021.493, 518.5005
1021.975, 518.6262
1022.457, 519.2736
1022.939, 520.6511
1023.421, 521.6393
1023.904, 521.4814
1024.386, 521.0454
1024.868, 520.7313
1025.350, 520.5440
1025.832, 520.6110
1026.314, 520.9315
1026.796, 521.0040
1027.278, 520.2513
1027.760, 519.6173
1028.243, 520.7104
1028.725, 522.3859
1029.207, 522.6773
1029.689, 519.3456
1030.171, 517.9185
1030.653, 519.0203
1031.135, 520.8721
1031.617, 521.7839
1032.100, 522.0346
1032.582, 522.6014
1033.064, 523.4774
1033.546, 523.9456
1034.028, 523.2614
1034.510, 522.4550
1034.992, 522.0651
1035.474, 521.9140
1035.957, 521.3301
1036.439, 520.2368
1036.921, 520.1026
1037.403, 521.5656
1037.885, 523.0714
1038.367, 522.4969
1038.849, 521.1099
1039.331, 520.4600
1039.813, 520.8942
1040.296, 521.7926
1040.778, 523.4171
1041.260, 524.8231
1041.742, 525.4066
1042.224, 525.3857
1042.706, 525.4589
1043.188, 525.5760
1043.670, 525.5584
1044.152, 524.9600
1044.635, 524.6139
1045.117, 525.1799
1045.599, 526.0143
1046.081, 526.2113
1046.563, 525.6344
1047.045, 525.6918
1047.527, 526.5455
1048.009, 527.2614
1048.492, 526.7988
1048.974, 525.9194
1049.456, 525.4119
1049.938, 525.2982
1050.420, 525.1293
1050.902, 524.6315
1051.384, 524.5648
1051.866, 525.2980
1052.349, 526.2860
1052.831, 526.4351
1053.313, 525.9779
1053.795, 525.4887
1054.277, 525.0204
1054.759, 524.8741
1055.241, 525.4276
1055.723, 526.1345
1056.205, 526.5808
1056.688, 526.7784
1057.170, 527.5103
1057.652, 528.7787
1058.134, 529.6707
1058.616, 529.2726
1059.098, 528.7789
1059.580, 529.9004
1060.062, 531.5836
1060.544, 531.7155
1061.027, 528.3932
1061.509, 527.0243
1061.991, 528.2694
1062.473, 530.1732
1062.955, 530.8381
1063.437, 530.7602
1063.919, 531.0732
1064.401, 531.7646
1064.884, 532.1899
1065.366, 531.6874
1065.848, 531.3342
1066.330, 531.5954
1066.812, 532.1209
1067.294, 532.1906
1067.776, 531.8184
1068.258, 530.9496
1068.740, 529.4099
1069.223, 528.3544
1069.705, 529.1078
1070.187, 530.4428
1070.669, 531.3380
1071.151, 531.7169
1071.633, 532.1151
1072.115, 532.6434
1072.597, 532.5875
1073.079, 531.2076
1073.562, 529.6358
1074.044, 529.6925
1074.526, 530.7964
1075.008, 531.8917
1075.490, 532.8950
1075.972, 533.3971
1076.454, 533.0657
1076.936, 532.7703
1077.419, 533.5394
1077.901, 534.9677
1078.383, 534.7752
1078.865, 533.2245
1079.347, 532.2956
1079.829, 533.9811
1080.311, 535.5344
1080.793, 535.5377
1081.275, 534.6906
1081.758, 533.8991
1082.240, 533.1254
1082.722, 533.0581
1083.204, 533.8514
1083.686, 534.6422
1084.168, 534.5476
1084.650, 534.1971
1085.132, 534.2999
1085.615, 534.8590
1086.097, 534.7708
1086.579, 533.7072
1087.061, 533.0161
1087.543, 533.1914
1088.025, 533.7297
1088.507, 533.8045
1088.989, 533.6722
1089.471, 533.8409
1089.953, 534.5704
1090.436, 535.0331
1090.918, 534.7180
1091.400, 534.5515
1091.882, 535.1150
1092.364, 536.1904
1092.846, 536.7519
1093.328, 536.8956
1093.810, 537.1373
1094.293, 537.9774
1094.775, 538.5905
1095.257, 538.2372
1095.739, 537.6897
1096.221, 537.8624
1096.703, 538.8947
1097.185, 539.3788
1097.667, 539.2809
1098.150, 539.0204
1098.632, 538.8951
1099.114, 538.7533
1099.596, 538.1171
1100.078, 537.3552
1100.560, 537.7349
1101.042, 539.8292
1101.524, 541.4530
1102.006, 542.3430
1102.489, 542.6669
1102.971, 542.4664
1103.453, 541.9310
1103.935, 541.3453
1104.417, 540.7354
1104.899, 540.0072
1105.381, 538.6686
1105.863, 537.9674
1106.345, 538.4159
1106.828, 539.4770
1107.310, 540.1346
1107.792, 540.4330
1108.274, 540.4073
1108.756, 539.9752
1109.238, 539.6700
1109.720, 539.7681
1110.202, 540.0729
1110.685, 540.5793
1111.167, 541.2057
1111.649, 541.1964
1112.131, 540.6202
1112.613, 540.1634
1113.095, 540.0869
1113.577, 540.2843
1114.059, 541.0665
1114.542, 541.8535
1115.024, 541.7950
1115.506, 540.4537
1115.988, 540.6556
1116.470, 542.5544
1116.952, 544.4328
1117.434, 545.0919
1117.916, 545.1646
1118.398, 545.1796
1118.880, 545.1723
1119.363, 545.2196
1119.845, 545.4337
1120.327, 545.4708
1120.809, 545.2753
1121.291, 545.0059
1121.773, 544.6439
1122.255, 544.4003
1122.737, 545.0704
1123.220, 546.4137
1123.702, 546.7050
1124.184, 543.4454
1124.666, 541.8568
1125.148, 543.4989
1125.630, 546.2661
1126.112, 546.5551
1126.594, 545.1843
1127.077, 544.6880
1127.559, 545.4477
1128.041, 546.3920
1128.523, 547.6672
1129.005, 548.1888
1129.487, 547.0308
1129.969, 545.0547
1130.451, 545.2343
1130.933, 547.2606
1131.416, 548.8112
1131.898, 549.3106
1132.380, 549.1083
1132.862, 547.5079
1133.344, 546.0702
1133.826, 546.1920
1134.308, 547.7665
1134.790, 549.0037
1135.272, 549.9070
1135.755, 550.3007
1136.237, 549.8826
1136.719, 549.3726
1137.201, 549.2579
1137.683, 549.5526
1138.165, 550.5050
1138.647, 552.5709
1139.129, 552.9464
1139.612, 551.3473
1140.094, 549.9969
1140.576, 550.9022
1141.058, 552.3406
1141.540, 551.8064
1142.022, 550.1874
1142.504, 549.3980
1142.986, 550.5897
1143.469, 551.0954
1143.951, 550.7592
1144.433, 550.0336
1144.915, 548.8536
1145.397, 547.7739
1145.879, 548.1063
1146.361, 549.5245
1146.843, 550.5830
1147.325, 550.4662
1147.807, 550.4725
1148.290, 550.7833
1148.772, 551.2214
1149.254, 551.6970
1149.736, 552.1000
1150.218, 552.1302
1150.700, 551.7824
1151.182, 551.3005
1151.664, 550.2416
1152.147, 549.7966
1152.629, 550.3907
1153.111, 551.6182
1153.593, 553.0150
1154.075, 554.4012
1154.557, 554.9167
1155.039, 554.3752
1155.521, 554.0183
1156.004, 554.8029
1156.486, 555.6674
1156.968, 556.3488
1157.450, 556.6353
1157.932, 555.4141
1158.414, 552.9929
1158.896, 551.6586
1159.378, 552.1426
1159.860, 552.9474
1160.343, 553.2736
1160.825, 553.3802
1161.307, 553.3037
1161.789, 553.1491
1162.271, 554.0988
1162.753, 556.0613
1163.235, 556.7422
1163.717, 554.6613
1164.199, 552.7086
1164.682, 553.6754
1165.164, 555.6445
1165.646, 556.8207
1166.128, 557.1440
1166.610, 556.6183
1167.092, 555.1879
1167.574, 554.4982
1168.056, 556.0401
1168.539, 557.6596
1169.021, 556.9689
1169.503, 555.3598
1169.985, 554.8195
1170.467, 555.6641
1170.949, 556.6849
1171.431, 557.9469
1171.913, 558.8152
1172.396, 558.8170
1172.878, 558.2792
1173.360, 556.8696
1173.842, 555.3474
1174.324, 555.3619
1174.806, 558.0342
1175.288, 559.1384
1175.770, 558.2808
1176.252, 557.3934
1176.734, 558.3693
1177.217, 559.8881
1177.699, 560.2753
1178.181, 559.8304
1178.663, 559.4906
1179.145, 559.3350
1179.627, 559.3951
1180.109, 559.6699
1180.591, 560.1672
1181.074, 561.4466
1181.556, 562.6068
1182.038, 561.9222
1182.520, 559.8326
1183.002, 558.7558
1183.484, 559.6324
1183.966, 560.3572
1184.448, 560.7241
1184.931, 560.7748
1185.413, 560.2954
1185.895, 559.6649
1186.377, 559.4634
1186.859, 559.7087
1187.341, 560.2324
1187.823, 561.2673
1188.305, 561.9860
1188.787, 562.1797
1189.270, 562.0918
1189.752, 561.8600
1190.234, 561.6641
1190.716, 561.9514
1191.198, 562.7385
1191.680, 563.1696
1192.162, 562.9304
1192.644, 562.5254
1193.126, 561.8668
1193.609, 561.5280
1194.091, 563.1102
1194.573, 565.4379
1195.055, 566.0490
1195.537, 564.4828
1196.019, 563.6205
1196.501, 564.5848
1196.983, 565.3984
1197.466, 565.4248
1197.948, 565.0648
1198.430, 565.0164
1198.912, 565.1422
1199.394, 565.1364
1199.876, 564.8939
1200.358, 564.8480
1200.840, 565.1274
1201.323, 565.5545
1201.805, 566.2302
1202.287, 566.7877
1202.769, 566.0914
1203.251, 564.7793
1203.733, 564.2772
1204.215, 565.0921
1204.697, 565.8812
1205.179, 566.6109
1205.661, 566.9181
1206.144, 566.4636
1206.626, 565.6985
1207.108, 565.4785
1207.590, 565.7784
1208.072, 566.7094
1208.554, 568.7321
1209.036, 569.8029
1209.518, 569.3849
1210.001, 568.4738
1210.483, 567.1716
1210.965, 566.0603
1211.447, 567.2130
1211.929, 569.5605
1212.411, 570.6694
1212.893, 569.0248
1213.375, 568.3738
1213.858, 569.6276
1214.340, 570.8416
1214.822, 570.8304
1215.304, 570.1091
1215.786, 569.6764
1216.268, 569.5634
1216.750, 569.9294
1217.232, 571.5043
1217.714, 571.9160
1218.197, 570.4515
1218.679, 569.0848
1219.161, 569.1622
1219.643, 570.1326
1220.125, 571.1985
1220.607, 572.1490
1221.089, 572.4902
1221.571, 571.5597
1222.053, 570.9457
1222.536, 570.7403
1223.018, 570.8085
1223.500, 571.1611
1223.982, 571.6617
1224.464, 572.1904
1224.946, 572.6284
1225.428, 572.6991
1225.910, 572.0350
1226.393, 571.3940
1226.875, 570.6564
1227.357, 570.3502
1227.839, 571.1812
1228.321, 572.4906
1228.803, 573.2201
1229.285, 573.5560
1229.767, 573.9393
1230.250, 574.7474
1230.732, 574.9384
1231.214, 574.3263
1231.696, 573.7665
1232.178, 574.1653
1232.660, 574.8325
1233.142, 574.9367
1233.624, 574.5436
1234.106, 573.7220
1234.589, 571.8651
1235.071, 571.3771
1235.553, 572.5078
1236.035, 573.9741
1236.517, 574.9470
1236.999, 575.5771
1237.481, 576.0757
1237.963, 576.3351
1238.445, 575.9607
1238.928, 574.3625
1239.410, 574.3867
1239.892, 576.3201
1240.374, 578.1119
1240.856, 577.9271
1241.338, 577.1419
1241.820, 577.1047
1242.302, 577.3619
1242.785, 576.8704
1243.267, 575.3629
1243.749, 574.3186
1244.231, 573.7914
1244.713, 573.8683
1245.195, 575.3805
1245.677, 576.7520
1246.159, 576.4939
1246.641, 575.3778
1247.124, 574.7554
1247.606, 574.6060
1248.088, 575.4195
1248.570, 577.1835
1249.052, 578.6028
1249.534, 578.5927
1250.016, 578.2155
1250.498, 577.8307
1250.980, 577.6286
1251.463, 577.9813
1251.945, 578.8729
1252.427, 579.2709
1252.909, 579.1585
1253.391, 578.7968
1253.873, 577.8145
1254.355, 577.2766
1254.837, 578.0687
1255.320, 579.1843
1255.802, 579.4296
1256.284, 578.9716
1256.766, 578.8383
1257.248, 579.0438
1257.730, 579.3585
1258.212, 579.9695
1258.694, 580.2175
1259.177, 579.6776
1259.659, 579.1063
1260.141, 579.5689
1260.623, 580.6146
1261.105, 580.3710
1261.587, 579.1523
1262.069, 578.7166
1262.551, 580.5308
1263.033, 582.1750
1263.516, 583.4977
1263.998, 584.2480
1264.480, 583.9089
1264.962, 582.9413
1265.444, 582.2018
1265.926, 581.6915
1266.408, 581.2819
1266.890, 580.5375
1267.372, 580.7838
1267.855, 582.3486
1268.337, 584.0670
1268.819, 585.0457
1269.301, 585.5078
1269.783, 585.6151
1270.265, 585.4689
1270.747, 585.2956
1271.229, 585.0837
1271.712, 585.0012
1272.194, 585.0754
1272.676, 585.0955
1273.158, 584.6457
1273.640, 584.2872
1274.122, 584.5131
1274.604, 585.2281
