##NAMES=Furutobeite
##RRUFFID=R060937
##IDEAL CHEMISTRY=(Cu^1+^,Ag^1+^)_6_Pb^2+^S^2-^_4_
##LOCALITY=Tsumeb mine, Tsumeb, Otavi District, Oshikoto, Namibia
##OWNER=RRUFF
##SOURCE=William W. Pinch
##DESCRIPTION=Steel gray metallic elongated prisms, associated with quartz, tennantite, and djurleite.
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060937
##MEASURED CHEMISTRY=(Cu_4.97_Ag_1.07_)Pb_1.03_S_4_ ; (Dark areas are djurleite, Cu_1.89_Ag_0.02_S)
678.5911, 124.0046
679.0732, 122.8859
679.5554, 122.1575
680.0375, 122.0485
680.5196, 122.0498
681.0017, 122.0528
681.4838, 122.0175
681.9659, 121.8241
682.4481, 121.4924
682.9302, 121.3195
683.4123, 121.6590
683.8944, 122.3704
684.3765, 122.8919
684.8586, 123.1916
685.3408, 123.5089
685.8229, 124.1130
686.3050, 124.5584
686.7871, 124.0641
687.2692, 122.6678
687.7513, 121.6929
688.2335, 121.5226
688.7156, 121.6219
689.1977, 121.8359
689.6798, 122.0843
690.1619, 122.2692
690.6440, 122.3670
691.1262, 122.4178
691.6083, 122.4632
692.0904, 122.4978
692.5725, 122.4745
693.0546, 122.3756
693.5367, 122.2745
694.0189, 122.2098
694.5010, 122.1350
694.9831, 121.8838
695.4652, 121.5203
695.9473, 121.5395
696.4294, 122.5711
696.9116, 123.5490
697.3937, 123.6050
697.8758, 123.1286
698.3579, 122.8321
698.8400, 122.8798
699.3221, 123.0089
699.8043, 122.9462
700.2864, 122.7496
700.7685, 122.9106
701.2506, 123.7166
701.7327, 124.2654
702.2148, 124.0948
702.6970, 123.8435
703.1791, 124.0327
703.6612, 124.5251
704.1433, 124.7083
704.6254, 124.1368
705.1075, 123.4730
705.5897, 123.2381
706.0718, 123.3145
706.5539, 123.4967
707.0360, 123.7367
707.5181, 124.0044
708.0002, 124.2900
708.4824, 124.5709
708.9645, 124.7431
709.4466, 124.8696
709.9287, 124.7630
710.4108, 124.1857
710.8929, 123.5897
711.3751, 123.1647
711.8572, 122.9274
712.3393, 122.9070
712.8214, 123.1874
713.3035, 123.4889
713.7856, 123.5393
714.2678, 123.4404
714.7499, 123.4416
715.2320, 123.5653
715.7141, 123.5750
716.1962, 123.2732
716.6783, 122.8270
717.1605, 122.7514
717.6426, 123.2918
718.1247, 123.7272
718.6068, 124.2153
719.0889, 124.4395
719.5710, 124.0078
720.0532, 123.2866
720.5353, 122.9196
721.0174, 123.1262
721.4995, 123.4618
721.9816, 123.5876
722.4637, 123.5858
722.9459, 123.6370
723.4280, 123.7428
723.9101, 123.7303
724.3922, 123.4727
724.8743, 123.1902
725.3564, 123.3340
725.8386, 124.1121
726.3207, 124.5659
726.8028, 124.3836
727.2849, 124.2509
727.7670, 124.6176
728.2491, 125.0242
728.7313, 124.7612
729.2134, 123.7432
729.6955, 122.8821
730.1776, 122.8578
730.6597, 123.3595
731.1418, 124.0635
731.6240, 124.8940
732.1061, 125.4816
732.5882, 125.6908
733.0703, 125.6536
733.5524, 125.5145
734.0345, 125.2719
734.5167, 124.9726
734.9988, 124.5296
735.4809, 124.1444
735.9631, 123.6568
736.4452, 123.3829
736.9273, 123.7510
737.4094, 124.6366
737.8915, 125.3820
738.3737, 125.6798
738.8558, 125.6433
739.3379, 125.1348
739.8200, 124.3976
740.3021, 124.2723
740.7842, 124.9229
741.2664, 125.6675
741.7485, 125.9825
742.2306, 125.9218
742.7127, 125.7337
743.1948, 125.2832
743.6769, 124.9512
744.1591, 124.6476
744.6412, 124.5665
745.1233, 125.0540
745.6054, 125.7964
746.0875, 126.1282
746.5696, 125.7671
747.0518, 125.2862
747.5339, 125.1114
748.0160, 125.1127
748.4981, 125.0491
748.9802, 124.9252
749.4623, 124.9649
749.9445, 125.3126
750.4266, 125.7096
750.9087, 125.6295
751.3908, 124.9020
751.8729, 124.5120
752.3550, 124.6935
752.8372, 124.9079
753.3193, 125.0181
753.8014, 125.0525
754.2835, 124.9923
754.7656, 124.8441
755.2477, 124.8183
755.7299, 125.2242
756.2120, 125.6175
756.6941, 125.4346
757.1762, 124.9179
757.6583, 124.6925
758.1404, 124.9194
758.6226, 125.2813
759.1047, 125.4841
759.5868, 125.5356
760.0689, 125.4427
760.5510, 125.0318
761.0331, 124.9617
761.5153, 125.7485
761.9974, 126.5159
762.4795, 126.5182
762.9616, 125.9848
763.4437, 125.6618
763.9258, 125.7450
764.4080, 125.9802
764.8901, 126.4736
765.3722, 126.9087
765.8543, 126.7646
766.3364, 126.1768
766.8185, 125.7978
767.3007, 125.9904
767.7828, 126.4562
768.2649, 126.7161
768.7470, 126.7676
769.2291, 126.5737
769.7112, 125.9708
770.1934, 125.5547
770.6755, 125.7540
771.1576, 126.2160
771.6397, 126.2704
772.1218, 125.8158
772.6039, 125.7070
773.0861, 126.4506
773.5682, 127.1749
774.0503, 127.4680
774.5324, 127.4335
775.0145, 127.1655
775.4966, 126.7347
775.9788, 126.3236
776.4609, 126.0525
776.9430, 125.9382
777.4251, 126.0836
777.9072, 126.4816
778.3893, 126.8319
778.8715, 127.1093
779.3536, 127.1535
779.8357, 126.7133
780.3178, 125.9029
780.7999, 125.5105
781.2820, 125.6568
781.7642, 126.0379
782.2463, 127.0741
782.7284, 127.9331
783.2105, 127.9304
783.6926, 127.3767
784.1747, 126.9516
784.6569, 126.8893
785.1390, 126.9860
785.6211, 127.1182
786.1032, 127.2583
786.5853, 127.3055
787.0674, 127.2828
787.5496, 127.4476
788.0317, 127.9402
788.5138, 128.4149
788.9959, 128.3111
789.4780, 127.5559
789.9601, 127.3017
790.4423, 128.0373
790.9244, 128.4873
791.4065, 127.9934
791.8886, 127.3891
792.3707, 127.4743
792.8528, 128.1237
793.3350, 128.4364
793.8171, 127.7977
794.2992, 127.1819
794.7813, 127.2207
795.2634, 127.6350
795.7455, 128.0722
796.2277, 128.4823
796.7098, 128.9802
797.1919, 129.6580
797.6740, 130.3148
798.1561, 130.5407
798.6382, 130.3224
799.1204, 129.9749
799.6025, 129.4240
800.0846, 128.9963
800.5667, 128.8377
801.0488, 128.9044
801.5309, 129.2521
802.0131, 130.0162
802.4952, 130.2113
802.9773, 129.1300
803.4594, 128.1774
803.9415, 128.0803
804.4236, 128.3725
804.9058, 128.4492
805.3879, 128.2573
805.8700, 128.2103
806.3521, 128.6864
806.8342, 129.3151
807.3163, 129.4805
807.7985, 129.2929
808.2806, 129.2337
808.7627, 129.3934
809.2448, 129.5390
809.7269, 129.5116
810.2090, 129.3390
810.6912, 129.0723
811.1733, 128.5065
811.6554, 128.3370
812.1375, 128.9531
812.6196, 129.5231
813.1017, 129.7539
813.5839, 129.7469
814.0660, 129.5653
814.5481, 129.2084
815.0302, 129.0119
815.5123, 129.1690
815.9944, 129.4927
816.4766, 129.9897
816.9587, 130.4939
817.4408, 130.7193
817.9229, 130.6058
818.4050, 130.2214
818.8871, 129.5338
819.3693, 128.7802
819.8514, 128.7248
820.3335, 129.4110
820.8156, 129.6887
821.2977, 129.2302
821.7798, 128.8094
822.2620, 128.9364
822.7441, 129.4842
823.2262, 130.1205
823.7083, 131.1017
824.1904, 131.5770
824.6725, 131.2902
825.1547, 130.7540
825.6368, 129.8143
826.1189, 128.9599
826.6010, 128.9448
827.0831, 129.8365
827.5652, 130.7110
828.0474, 130.8936
828.5295, 130.8040
829.0116, 131.0337
829.4937, 131.3880
829.9758, 131.2550
830.4579, 130.5483
830.9401, 129.8646
831.4222, 129.6544
831.9043, 129.8268
832.3864, 130.2213
832.8685, 130.9911
833.3506, 131.1120
833.8328, 130.0221
834.3149, 129.1866
834.7971, 129.5824
835.2792, 130.6550
835.7613, 131.4862
836.2434, 132.1233
836.7255, 132.2304
837.2076, 131.1530
837.6898, 130.2044
838.1719, 130.1728
838.6540, 130.5410
839.1361, 130.6107
839.6182, 130.3338
840.1003, 130.1943
840.5825, 130.5455
841.0646, 131.1123
841.5467, 131.5773
842.0288, 131.9442
842.5109, 132.2562
842.9930, 132.5100
843.4752, 132.4872
843.9573, 132.0157
844.4394, 131.3444
844.9215, 131.0267
845.4036, 131.1433
845.8857, 131.1930
846.3679, 131.1125
846.8500, 131.0770
847.3321, 131.1949
847.8142, 131.3563
848.2963, 131.4279
848.7784, 131.4153
849.2606, 131.4665
849.7427, 131.8020
850.2248, 131.9664
850.7069, 131.7458
851.1890, 131.2935
851.6711, 130.6286
852.1533, 129.8796
852.6354, 129.3095
853.1175, 129.0337
853.5996, 129.0626
854.0817, 129.6319
854.5638, 130.4675
855.0460, 130.7944
855.5281, 130.6096
856.0102, 130.3465
856.4923, 130.1772
856.9744, 129.9861
857.4565, 129.5673
857.9387, 128.9450
858.4208, 128.8892
858.9029, 129.6707
859.3850, 130.3747
859.8671, 130.9854
860.3492, 131.2879
860.8314, 130.8092
861.3135, 129.9238
861.7956, 129.7002
862.2777, 130.5475
862.7598, 131.3347
863.2419, 131.8274
863.7241, 132.1108
864.2062, 132.1136
864.6883, 131.9980
865.1704, 132.0783
865.6525, 132.4030
866.1346, 132.5953
866.6168, 132.2920
867.0989, 131.7341
867.5810, 131.2024
868.0631, 130.7401
868.5452, 130.5985
869.0273, 130.8012
869.5095, 130.8648
869.9916, 130.4032
870.4737, 129.6671
870.9558, 129.3228
871.4379, 129.4375
871.9200, 129.5685
872.4022, 129.7458
872.8843, 129.8323
873.3664, 129.7001
873.8485, 129.4955
874.3306, 129.4308
874.8127, 129.5056
875.2949, 129.6252
875.7770, 129.6789
876.2591, 129.9119
876.7412, 130.6712
877.2233, 131.4163
877.7054, 131.6084
878.1876, 131.3668
878.6697, 131.1652
879.1518, 131.2098
879.6339, 131.2369
880.1160, 131.0959
880.5981, 130.7746
881.0803, 130.0196
881.5624, 129.0586
882.0445, 128.6836
882.5266, 129.1379
883.0087, 129.8307
883.4908, 130.1948
883.9730, 130.2547
884.4551, 129.9845
884.9372, 129.3458
885.4193, 129.1436
885.9014, 129.6696
886.3835, 130.0992
886.8657, 129.7340
887.3478, 128.9580
887.8299, 128.8504
888.3120, 129.7193
888.7941, 130.4334
889.2762, 131.1491
889.7584, 131.5220
890.2405, 131.1197
890.7226, 130.5495
891.2047, 130.5239
891.6868, 131.0064
892.1689, 131.2634
892.6511, 130.9073
893.1332, 130.4794
893.6153, 130.1147
894.0974, 129.9169
894.5795, 130.2189
895.0616, 130.7741
895.5438, 130.8380
896.0259, 130.1048
896.5080, 129.2471
896.9901, 128.9782
897.4722, 129.1215
897.9543, 129.3302
898.4365, 129.5828
898.9186, 129.8520
899.4007, 130.1293
899.8828, 130.2195
900.3649, 129.8996
900.8470, 129.3437
901.3292, 129.2486
901.8113, 129.7694
902.2934, 129.9365
902.7755, 129.4671
903.2576, 129.1326
903.7397, 129.5306
904.2219, 130.1233
904.7040, 129.8923
905.1861, 128.6400
905.6682, 128.1033
906.1503, 129.1314
906.6324, 129.7931
907.1146, 129.3649
907.5967, 128.6127
908.0788, 128.0188
908.5609, 127.6549
909.0430, 127.5860
909.5251, 127.9292
910.0073, 128.1746
910.4894, 127.7579
910.9715, 127.3245
911.4536, 127.6226
911.9357, 128.3875
912.4178, 129.0876
912.9000, 129.5490
913.3821, 129.7133
913.8642, 129.4177
914.3463, 128.9904
914.8284, 129.1285
915.3105, 129.6954
915.7927, 130.1388
916.2748, 130.3735
916.7569, 130.1717
917.2390, 129.3177
917.7211, 128.4494
918.2032, 128.7878
918.6854, 130.4114
919.1675, 131.0041
919.6496, 130.2447
920.1317, 129.4189
920.6138, 128.7349
921.0959, 128.2589
921.5781, 128.1180
922.0602, 128.2390
922.5423, 128.2547
923.0244, 127.9490
923.5065, 127.9429
923.9886, 128.6843
924.4708, 129.2489
924.9529, 129.1002
925.4350, 128.6181
925.9171, 128.2011
926.3992, 127.9271
926.8813, 127.8946
927.3635, 128.2545
927.8456, 128.7332
928.3277, 129.4050
928.8098, 129.9492
929.2919, 129.9036
929.7740, 129.4132
930.2562, 128.9196
930.7383, 128.6055
931.2204, 128.4674
931.7025, 128.5652
932.1846, 128.8031
932.6667, 129.0040
933.1489, 129.1851
933.6310, 129.4986
934.1132, 129.9492
934.5953, 130.1430
935.0774, 129.7513
935.5595, 129.0472
936.0416, 128.6479
936.5237, 128.5534
937.0059, 128.6119
937.4880, 128.8385
937.9701, 129.1117
938.4522, 129.4362
938.9343, 129.6572
939.4164, 129.5522
939.8986, 129.1481
940.3807, 128.9105
940.8628, 128.8901
941.3449, 128.9439
941.8270, 129.1687
942.3091, 129.3380
942.7913, 129.1919
943.2734, 128.9755
943.7555, 129.2139
944.2376, 130.0517
944.7197, 130.3127
945.2018, 129.1137
945.6840, 128.1734
946.1661, 128.2943
946.6482, 128.8295
947.1303, 129.3072
947.6124, 129.6458
948.0945, 129.8597
948.5767, 129.9752
949.0588, 129.8595
949.5409, 129.0507
950.0230, 128.3004
950.5051, 128.6514
950.9872, 129.5212
951.4694, 129.6215
951.9515, 128.8307
952.4336, 128.2234
952.9157, 128.6070
953.3978, 129.3430
953.8799, 129.5406
954.3621, 129.3507
954.8442, 129.1489
955.3263, 128.9682
955.8084, 128.7378
956.2905, 128.4296
956.7726, 128.2058
957.2548, 128.2755
957.7369, 128.5634
958.2190, 128.7311
958.7011, 128.7715
959.1832, 128.8504
959.6653, 129.0072
960.1475, 129.1335
960.6296, 129.1747
961.1117, 129.1255
961.5938, 128.9345
962.0759, 128.5499
962.5580, 128.5527
963.0402, 129.2492
963.5223, 129.6656
964.0044, 129.2684
964.4865, 128.9278
964.9686, 129.6775
965.4507, 130.9713
965.9329, 130.9708
966.4150, 128.7963
966.8971, 127.7125
967.3792, 128.9917
967.8613, 130.1035
968.3434, 130.1160
968.8256, 129.5335
969.3077, 128.5610
969.7898, 127.4425
970.2719, 127.0208
970.7540, 127.8401
971.2361, 128.6861
971.7183, 129.1598
972.2004, 129.3697
972.6825, 129.1989
973.1646, 128.9131
973.6467, 128.9995
974.1288, 129.4821
974.6110, 129.7874
975.0931, 129.4597
975.5752, 129.0241
976.0573, 129.0986
976.5394, 129.3001
977.0215, 128.8332
977.5037, 127.9563
977.9858, 127.7111
978.4679, 128.4403
978.9500, 129.4071
979.4321, 130.0244
979.9142, 130.2668
980.3964, 129.9086
980.8785, 129.1247
981.3606, 128.4650
981.8427, 128.0398
982.3248, 128.0449
982.8069, 128.6058
983.2891, 129.3309
983.7712, 129.6768
984.2533, 129.6701
984.7354, 129.4419
985.2175, 128.9808
985.6996, 128.7188
986.1818, 128.7552
986.6639, 129.0021
987.1460, 129.4819
987.6281, 129.9368
988.1102, 129.6786
988.5923, 128.5271
989.0745, 128.0468
989.5566, 128.4474
990.0387, 128.9206
990.5208, 129.3553
991.0029, 129.5819
991.4850, 129.3081
991.9672, 128.7374
992.4493, 128.6845
992.9314, 129.4768
993.4135, 130.0020
993.8956, 130.1720
994.3777, 130.1889
994.8599, 129.9490
995.3420, 129.7130
995.8241, 129.7305
996.3062, 129.9750
996.7883, 130.2760
997.2704, 130.7703
997.7526, 131.0509
998.2347, 130.8805
998.7168, 130.6909
999.1989, 130.6887
999.6810, 130.7937
1000.163, 130.9304
1000.645, 131.0753
1001.127, 131.1498
1001.609, 131.1360
1002.092, 131.0392
1002.574, 130.7478
1003.056, 130.4831
1003.538, 130.4567
1004.020, 130.5670
1004.502, 130.6740
1004.984, 130.7292
1005.466, 130.6388
1005.949, 130.2924
1006.431, 129.8713
1006.913, 129.2145
1007.395, 128.7720
1007.877, 129.4551
1008.359, 130.7418
1008.841, 131.1694
1009.323, 130.3760
1009.805, 129.6214
1010.288, 130.0004
1010.770, 130.7808
1011.252, 131.1944
1011.734, 131.3156
1012.216, 131.1833
1012.698, 130.8844
1013.180, 130.6246
1013.662, 130.4957
1014.145, 130.5450
1014.627, 130.9261
1015.109, 131.4267
1015.591, 131.6210
1016.073, 131.5663
1016.555, 131.3463
1017.037, 131.0329
1017.519, 131.0242
1018.001, 131.5271
1018.484, 132.0748
1018.966, 131.9984
1019.448, 131.4922
1019.930, 131.3120
1020.412, 131.4032
1020.894, 131.1571
1021.376, 130.4791
1021.858, 130.0502
1022.341, 130.2793
1022.823, 130.8465
1023.305, 131.2636
1023.787, 131.5486
1024.269, 131.9637
1024.751, 132.5392
1025.233, 132.6126
1025.715, 131.9883
1026.198, 131.3225
1026.680, 131.0181
1027.162, 130.9616
1027.644, 130.9369
1028.126, 130.9412
1028.608, 131.2096
1029.090, 131.8757
1029.572, 132.1180
1030.054, 131.6326
1030.536, 131.0653
1031.019, 130.8354
1031.501, 130.8454
1031.983, 130.9044
1032.465, 131.0292
1032.947, 131.0558
1033.429, 130.9435
1033.911, 130.8178
1034.393, 130.5964
1034.876, 130.5760
1035.358, 131.1052
1035.840, 131.8907
1036.322, 132.2127
1036.804, 131.9581
1037.286, 131.7752
1037.768, 131.5747
1038.250, 131.6181
1038.733, 132.1842
1039.215, 132.7408
1039.697, 132.8706
1040.179, 132.7193
1040.661, 132.6637
1041.143, 132.7646
1041.625, 132.7363
1042.107, 132.4186
1042.589, 132.1936
1043.072, 132.3026
1043.554, 132.3699
1044.036, 132.0242
1044.518, 131.4622
1045.000, 131.1544
1045.482, 131.1418
1045.964, 131.2830
1046.446, 131.6829
1046.928, 132.0830
1047.411, 132.5429
1047.893, 132.8644
1048.375, 132.8011
1048.857, 132.5109
1049.339, 132.3611
1049.821, 132.3933
1050.303, 132.5266
1050.785, 133.0836
1051.268, 133.2963
1051.750, 131.4809
1052.232, 132.3125
1052.714, 132.8613
1053.196, 133.1414
1053.678, 132.4188
1054.160, 132.9365
1054.642, 132.9238
1055.125, 132.8668
1055.607, 133.4911
1056.089, 132.7920
1056.571, 133.3576
1057.053, 133.3851
1057.535, 133.6243
1058.017, 133.3299
1058.499, 133.1692
1058.981, 133.4947
1059.464, 133.5138
1059.946, 133.0656
1060.428, 133.1771
1060.910, 132.2225
1061.392, 132.1588
1061.874, 132.4659
1062.356, 131.9247
1062.838, 131.9266
1063.320, 133.0063
1063.803, 132.8118
1064.285, 132.5682
1064.767, 132.9198
1065.249, 133.3089
1065.731, 133.1624
1066.213, 132.7141
1066.695, 132.5206
1067.177, 132.6860
1067.660, 132.7283
1068.142, 132.1904
1068.624, 131.8345
1069.106, 132.2144
1069.588, 132.7408
1070.070, 132.9693
1070.552, 132.9546
1071.034, 132.8552
1071.516, 132.7072
1071.999, 132.5332
1072.481, 132.2618
1072.963, 132.0717
1073.445, 132.1221
1073.927, 132.2120
1074.409, 132.1764
1074.891, 132.0613
1075.373, 131.9370
1075.855, 131.8277
1076.338, 131.7910
1076.820, 131.8304
1077.302, 131.7239
1077.784, 132.3743
1078.266, 132.7657
1078.748, 132.9121
1079.230, 132.0795
1079.712, 132.5111
1080.195, 132.4362
1080.677, 132.3403
1081.159, 132.9498
1081.641, 132.5524
1082.123, 132.8905
1082.605, 133.1374
1083.087, 132.8780
1083.569, 132.5002
1084.052, 132.6542
1084.534, 133.2531
1085.016, 133.5208
1085.498, 133.1141
1085.980, 132.5945
1086.462, 131.9400
1086.944, 131.5484
1087.426, 131.9575
1087.908, 132.5816
1088.391, 132.6805
1088.873, 132.3276
1089.355, 132.0790
1089.837, 132.1317
1090.319, 132.1278
1090.801, 131.8855
1091.283, 131.5944
1091.765, 131.2684
1092.248, 131.0209
1092.730, 130.9554
1093.212, 131.0625
1093.694, 131.3186
1094.176, 131.7428
1094.658, 132.1064
1095.140, 132.4785
1095.622, 132.5769
1096.104, 131.9803
1096.587, 131.3170
1097.069, 131.0816
1097.551, 131.2178
1098.033, 131.6212
1098.515, 132.2903
1098.997, 132.6615
1099.479, 132.3352
1099.961, 132.0115
1100.443, 131.8525
1100.926, 131.8526
1101.408, 132.2460
1101.890, 132.6778
1102.372, 131.8235
1102.854, 132.5034
1103.336, 132.9180
1103.818, 133.0813
1104.300, 132.2594
1104.783, 132.6954
1105.265, 132.6185
1105.747, 132.5145
1106.229, 133.1095
1106.711, 132.3987
1107.193, 132.9700
1107.675, 133.0207
1108.157, 133.3005
1108.640, 133.0644
1109.122, 132.9794
1109.604, 133.3980
1110.086, 133.5281
1110.568, 133.2081
1111.050, 133.4653
1111.532, 132.6740
1112.014, 132.7909
1112.496, 133.2963
1112.979, 132.9706
1113.461, 133.2057
1113.943, 133.2186
1114.425, 132.2438
1114.907, 132.9696
1115.389, 132.9509
1115.871, 132.1680
1116.353, 132.8165
1116.835, 132.1256
1117.318, 131.9041
1117.800, 132.0346
1118.282, 131.7855
1118.764, 132.1187
1119.246, 132.1535
1119.728, 132.3250
1120.210, 132.3470
1120.692, 132.2995
1121.175, 132.1810
1121.657, 131.8590
1122.139, 130.9988
1122.621, 130.9390
1123.103, 132.2021
1123.585, 133.2427
1124.067, 133.3226
1124.549, 133.0706
1125.031, 133.1695
1125.514, 133.5369
1125.996, 133.7926
1126.478, 133.9232
1126.960, 134.0423
1127.442, 134.2210
1127.924, 133.9737
1128.406, 133.0003
1128.888, 132.1975
1129.370, 132.3226
1129.853, 133.0094
1130.335, 133.4215
1130.817, 133.5611
1131.299, 133.7114
1131.781, 133.8763
1132.263, 134.0407
1132.745, 134.2131
1133.227, 134.1784
1133.710, 133.7840
1134.192, 133.3444
1134.674, 133.3202
1135.156, 133.6320
1135.638, 134.0204
1136.120, 134.4567
1136.602, 134.7289
1137.084, 134.8116
1137.567, 134.6290
1138.049, 134.1640
1138.531, 133.9435
1139.013, 134.5924
1139.495, 135.4988
1139.977, 135.3018
1140.459, 134.4302
1140.941, 134.0651
1141.423, 134.1922
1141.906, 134.5589
1142.388, 135.0215
1142.870, 135.1628
1143.352, 134.6791
1143.834, 134.0702
1144.316, 133.9747
1144.798, 134.0950
1145.280, 133.8675
1145.762, 133.5526
1146.245, 133.8098
1146.727, 134.5362
1147.209, 135.0214
1147.691, 134.9943
1148.173, 134.9532
1148.655, 135.4440
1149.137, 135.8987
1149.619, 135.5999
1150.102, 135.1677
1150.584, 135.5328
1151.066, 136.2643
1151.548, 136.3000
1152.030, 135.5171
1152.512, 134.8238
1152.994, 134.5658
1153.476, 134.5777
1153.958, 135.1233
1154.441, 135.5324
1154.923, 135.1783
1155.405, 134.5534
1155.887, 134.1249
1156.369, 133.9946
1156.851, 134.3715
1157.333, 135.5647
1157.815, 136.1968
1158.297, 135.2970
1158.780, 134.7109
1159.262, 135.3578
1159.744, 136.1866
1160.226, 136.4330
1160.708, 136.3369
1161.190, 136.4298
1161.672, 136.7502
1162.154, 136.7439
1162.637, 136.2560
1163.119, 135.7153
1163.601, 134.9981
1164.083, 134.5076
1164.565, 134.4923
1165.047, 134.6510
1165.529, 134.6845
1166.011, 134.6181
1166.494, 134.5294
1166.976, 134.3696
1167.458, 134.4431
1167.940, 134.7814
1168.422, 135.2387
1168.904, 135.8281
1169.386, 136.2643
1169.868, 136.3369
1170.350, 136.2188
1170.833, 136.1898
1171.315, 136.2276
1171.797, 136.1666
1172.279, 136.0260
1172.761, 136.0055
1173.243, 136.1315
1173.725, 136.4503
1174.207, 136.9732
1174.689, 137.4934
1175.172, 137.8772
1175.654, 137.9851
1176.136, 137.5141
1176.618, 136.6127
1177.100, 135.1756
1177.582, 133.7061
1178.064, 133.8106
1178.546, 135.4359
1179.029, 136.7324
1179.511, 136.7841
1179.993, 136.5656
1180.475, 136.8944
1180.957, 137.3799
1181.439, 137.8806
1181.921, 138.1260
1182.403, 137.5456
1182.885, 136.5187
1183.368, 135.8696
1183.850, 135.7668
1184.332, 135.8183
1184.814, 135.8236
1185.296, 136.0268
1185.778, 136.8310
1186.260, 137.5129
1186.742, 137.5760
1187.225, 137.3330
1187.707, 136.9834
1188.189, 136.6501
1188.671, 136.6981
1189.153, 137.3331
1189.635, 137.6773
1190.117, 137.4521
1190.599, 137.2734
1191.082, 137.1867
1191.564, 137.2523
1192.046, 137.6919
1192.528, 138.0751
1193.010, 137.7063
1193.492, 136.7223
1193.974, 136.2881
1194.456, 136.5013
1194.938, 136.7837
1195.421, 137.1378
1195.903, 137.3885
1196.385, 137.4776
1196.867, 137.4628
1197.349, 137.3592
1197.831, 137.3054
1198.313, 137.6873
1198.795, 138.3200
1199.277, 138.1631
1199.760, 137.3994
1200.242, 137.0243
1200.724, 137.1006
1201.206, 137.1413
1201.688, 136.9564
1202.170, 136.6068
1202.652, 136.0254
1203.134, 135.6123
1203.617, 136.0609
1204.099, 136.8492
1204.581, 137.3183
1205.063, 137.5090
1205.545, 137.5208
1206.027, 137.4254
1206.509, 137.3725
1206.991, 137.4249
1207.474, 137.4033
1207.956, 136.9769
1208.438, 136.7620
1208.920, 137.4475
1209.402, 138.0994
1209.884, 137.7592
1210.366, 137.0133
1210.848, 136.7967
1211.330, 137.1403
1211.813, 137.5356
1212.295, 137.9782
1212.777, 138.3855
1213.259, 139.0808
1213.741, 139.1722
1214.223, 137.9217
1214.705, 136.8471
1215.187, 137.1545
1215.669, 138.0921
1216.152, 138.2727
1216.634, 137.7467
1217.116, 137.3101
1217.598, 136.9553
1218.080, 136.8559
1218.562, 137.0449
1219.044, 137.1526
1219.526, 137.0464
1220.009, 136.9684
1220.491, 137.1198
1220.973, 137.3931
1221.455, 137.7296
1221.937, 137.9871
1222.419, 137.5582
1222.901, 136.8056
1223.383, 136.7851
1223.865, 137.4535
1224.348, 138.0614
1224.830, 138.3582
1225.312, 138.7126
1225.794, 139.5129
1226.276, 140.1938
1226.758, 140.2801
1227.240, 140.1022
1227.722, 139.9568
1228.204, 139.7232
1228.687, 139.0597
1229.169, 138.1515
1229.651, 137.6717
1230.133, 137.8179
1230.615, 137.9625
1231.097, 137.9037
1231.579, 137.9735
1232.061, 138.5635
1232.544, 138.8642
1233.026, 138.2551
1233.508, 137.4759
1233.990, 137.3654
1234.472, 137.7795
1234.954, 138.1559
1235.436, 138.5273
1235.918, 138.5829
1236.401, 138.2804
1236.883, 138.1687
1237.365, 138.3743
1237.847, 138.3900
1238.329, 137.9327
1238.811, 137.4604
1239.293, 137.5287
1239.775, 137.8919
1240.257, 138.1799
1240.740, 138.2999
1241.222, 137.7335
1241.704, 136.8836
1242.186, 137.0294
1242.668, 138.1414
1243.150, 138.9009
1243.632, 138.7122
1244.114, 138.4670
1244.596, 138.7905
1245.079, 139.2058
1245.561, 139.5748
1246.043, 139.7423
1246.525, 139.3418
1247.007, 138.7975
1247.489, 138.8588
1247.971, 139.4457
1248.453, 139.6106
1248.936, 139.0350
1249.418, 138.5775
1249.900, 138.1133
1250.382, 138.0656
1250.864, 138.7900
1251.346, 139.3334
1251.828, 139.0639
1252.310, 138.5752
1252.792, 138.6857
1253.275, 139.2155
1253.757, 139.4346
1254.239, 139.3584
1254.721, 139.0746
1255.203, 138.6434
1255.685, 138.5594
1256.167, 138.8828
1256.649, 139.1412
1257.131, 139.0889
1257.614, 138.9281
1258.096, 138.7895
1258.578, 138.7359
1259.060, 139.0965
1259.542, 139.3700
1260.024, 138.5475
1260.506, 137.3783
1260.988, 137.3637
1261.471, 138.3877
1261.953, 139.0056
1262.435, 138.7237
1262.917, 138.5733
1263.399, 138.7258
1263.881, 139.1674
1264.363, 140.6564
1264.845, 141.4684
1265.328, 140.1626
1265.810, 138.4302
1266.292, 138.2941
1266.774, 139.2908
1267.256, 139.5053
1267.738, 138.8261
1268.220, 138.4325
1268.702, 138.3132
1269.184, 139.1694
1269.667, 141.0745
1270.149, 142.1736
1270.631, 141.6232
1271.113, 140.3836
1271.595, 139.2094
1272.077, 138.2662
1272.559, 137.6851
1273.041, 137.5843
1273.523, 138.5706
1274.006, 139.9357
1274.488, 140.4474
1274.970, 140.1522
1275.452, 139.6463
1275.934, 139.0918
1276.416, 138.9510
1276.898, 140.0002
1277.380, 140.5711
