##NAMES=Eckermannite
##RRUFFID=R060320
##IDEAL CHEMISTRY=NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_
##LOCALITY=Norra Karr Complex, near Granna, Ostergotsland, Sweden
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Parallel aggregate of blue elongated bladed crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060320
##MEASURED CHEMISTRY=(Na_2.50_K_0.30_[box]_0.20_)_Σ=3_(Mg_2.35_Fe^2+^_1.35_Al_1.20_Mn_0.10_)_Σ=5_Si_8.00_O_22_((OH)_1.18_F_0.82_)_Σ=2_; OH estimated by charge balance, dark material
##PIN_ID=M01619
##ORIENTATION=Laser parallel to b* (0 1 0). Fiducial mark perpendicular to laser is parallel to -c [0 0 -1]
1490.766, 27214.00
1491.805, 27002.00
1492.843, 27003.00
1493.881, 26853.00
1494.918, 27217.00
1495.956, 27079.78
1496.993, 27137.13
1498.030, 27114.00
1499.067, 27082.00
1500.104, 27151.00
1501.141, 26992.00
1502.177, 27073.00
1503.214, 27192.00
1504.250, 27029.00
1505.286, 27188.00
1506.322, 27174.00
1507.358, 27069.00
1508.393, 27143.00
1509.429, 27114.00
1510.464, 27128.00
1511.499, 27340.00
1512.534, 27122.00
1513.569, 27176.00
1514.603, 27281.00
1515.638, 27051.00
1516.672, 27197.00
1517.706, 27232.00
1518.740, 27192.00
1519.774, 27378.00
1520.807, 27193.00
1521.841, 27178.00
1522.874, 27032.00
1523.907, 27041.54
1524.940, 27073.27
1525.973, 27051.00
1527.005, 27182.00
1528.038, 27127.00
1529.070, 27112.00
1530.102, 27244.00
1531.134, 27253.00
1532.166, 27063.00
1533.198, 27352.00
1534.229, 27502.00
1535.260, 27243.00
1536.292, 27179.00
1537.323, 27054.00
1538.353, 27227.00
1539.384, 27189.00
1540.415, 27247.00
1541.445, 27372.00
1542.475, 27430.00
1543.505, 27434.00
1544.535, 27306.00
1545.565, 27466.00
1546.594, 27478.00
1547.623, 27599.00
1548.653, 27657.00
1549.682, 27341.00
1550.711, 27547.00
1551.739, 27576.00
1552.768, 27849.00
1553.796, 27713.00
1554.824, 27980.00
1555.852, 27886.00
1556.880, 27767.00
1557.908, 27571.00
1558.936, 27482.00
1559.963, 27411.00
1560.990, 27374.00
1562.017, 27366.00
1563.044, 27508.00
1564.071, 27370.00
1565.097, 27291.00
1566.124, 27775.00
1567.150, 27181.00
1568.176, 27394.00
1569.202, 27584.00
1570.228, 27408.00
1571.253, 27356.00
1572.279, 27657.00
1573.304, 27721.00
1574.329, 27642.00
1575.354, 27445.00
1576.379, 27609.00
1577.404, 27640.00
1578.428, 27566.00
##END=



