##NAMES=Eckermannite
##RRUFFID=R060320
##IDEAL CHEMISTRY=NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_
##LOCALITY=Norra Karr Complex, near Granna, Ostergotsland, Sweden
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Parallel aggregate of blue elongated bladed crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060320
##MEASURED CHEMISTRY=(Na_2.50_K_0.30_[box]_0.20_)_Σ=3_(Mg_2.35_Fe^2+^_1.35_Al_1.20_Mn_0.10_)_Σ=5_Si_8.00_O_22_((OH)_1.18_F_0.82_)_Σ=2_; OH estimated by charge balance, dark material
##PIN_ID=M01072
##ORIENTATION=Laser parallel to -c* (0 0 -1). Fiducial mark perpendicular to laser is parallel to -a [-1 0 0]
308.7480, 7056.425
309.9540, 7395.553
311.1600, 7730.000
312.3660, 7860.000
313.5720, 7979.000
314.7780, 8152.000
315.9840, 8059.000
317.1890, 8099.000
318.3940, 8123.000
319.6000, 7921.000
320.8050, 7735.000
322.0090, 7491.000
323.2140, 7309.260
324.4190, 7096.000
325.6230, 6899.000
326.8270, 6720.000
328.0320, 6483.000
329.2360, 6360.000
330.4390, 6252.000
331.6430, 6189.000
332.8470, 5989.000
334.0500, 5983.000
335.2530, 5926.000
336.4560, 5968.000
337.6590, 5941.429
338.8620, 5861.000
340.0650, 5867.000
341.2670, 5833.000
342.4700, 5783.854
343.6720, 5694.000
344.8740, 5726.000
346.0760, 5701.000
347.2780, 5730.000
348.4790, 5760.277
349.6810, 5808.000
350.8820, 5823.000
352.0830, 5816.000
353.2840, 5814.000
354.4850, 5802.000
355.6860, 5819.000
356.8870, 5841.000
358.0870, 5845.074
359.2870, 5775.000
360.4880, 5862.000
361.6880, 5863.158
362.8870, 5847.000
364.0870, 5946.000
365.2870, 6082.000
366.4860, 6061.000
367.6850, 6260.000
368.8850, 6311.000
370.0840, 6349.000
371.2820, 6360.000
372.4810, 6537.000
373.6800, 6541.000
374.8780, 6625.000
376.0760, 6676.000
377.2740, 6734.000
378.4720, 6845.764
379.6700, 6910.000
380.8680, 7076.000
382.0650, 7228.000
383.2630, 7364.000
384.4600, 7539.000
385.6570, 7688.071
386.8540, 7867.000
388.0510, 7965.000
389.2470, 8137.000
390.4440, 8185.000
391.6400, 8311.000
392.8360, 8498.000
394.0320, 8579.000
395.2280, 8616.000
396.4240, 8734.775
397.6190, 8852.649
398.8150, 8954.287
400.0100, 9040.427
401.2050, 9091.000
402.4000, 9335.000
403.5950, 9392.000
404.7900, 9613.000
405.9840, 9735.000
407.1790, 10104.00
408.3730, 10279.00
409.5670, 10584.00
410.7610, 10824.00
411.9550, 11361.00
413.1480, 11508.00
414.3420, 12020.00
415.5350, 12152.00
416.7280, 12519.00
417.9220, 12617.00
419.1140, 12660.00
420.3070, 12533.00
421.5000, 12123.00
422.6920, 11619.00
423.8850, 11170.00
425.0770, 10276.00
426.2690, 9482.000
427.4610, 8761.000
428.6520, 8037.000
429.8440, 7480.000
431.0350, 6981.000
432.2260, 6534.000
433.4180, 6209.000
434.6090, 6023.000
435.7990, 5704.000
436.9900, 5582.000
438.1800, 5406.000
439.3710, 5180.000
440.5610, 5074.000
441.7510, 4962.385
442.9410, 4918.000
444.1310, 4879.000
445.3200, 4905.000
446.5100, 4872.818
447.6990, 4837.000
448.8880, 4868.000
450.0770, 4807.000
451.2660, 4813.000
452.4550, 4888.000
453.6430, 4784.000
454.8320, 4859.000
456.0200, 4860.000
457.2080, 4890.000
458.3960, 4875.000
459.5840, 4914.000
460.7720, 4885.000
461.9590, 4942.000
463.1460, 4890.000
464.3340, 4896.000
465.5210, 4987.000
466.7080, 4949.000
467.8940, 4931.000
469.0810, 4981.000
470.2670, 4923.000
471.4540, 4994.000
472.6400, 5103.000
473.8260, 4956.000
475.0120, 5131.000
476.1970, 5038.000
477.3830, 5094.000
478.5680, 5205.000
479.7540, 5056.000
480.9390, 5064.000
482.1240, 5148.000
483.3080, 5001.000
484.4930, 5065.000
485.6780, 5078.000
486.8620, 5073.000
488.0460, 5030.000
489.2300, 4949.000
490.4140, 5031.000
491.5980, 5021.000
492.7810, 4941.000
493.9650, 4964.000
495.1480, 5055.000
496.3310, 5067.000
497.5140, 4977.000
498.6970, 4964.000
499.8800, 5071.000
501.0620, 5162.000
502.2440, 5308.000
503.4270, 5297.000
504.6090, 5321.000
505.7910, 5344.000
506.9720, 5449.000
508.1540, 5520.000
509.3350, 5601.000
510.5170, 5671.174
511.6980, 5705.000
512.8790, 5806.000
514.0600, 5827.119
515.2400, 5901.765
516.4210, 5960.135
517.6010, 6003.040
518.7810, 5984.291
519.9620, 6045.186
521.1410, 6074.113
522.3210, 6101.763
523.5010, 6113.000
524.6800, 6167.000
525.8600, 6126.000
527.0390, 6273.000
528.2180, 6287.000
529.3970, 6221.000
530.5750, 6340.000
531.7540, 6525.000
532.9320, 6428.000
534.1110, 6663.000
535.2890, 6697.000
536.4670, 6896.000
537.6440, 7007.000
538.8220, 7237.000
540.0000, 7458.000
541.1770, 7789.000
542.3540, 8058.000
543.5310, 8452.000
544.7080, 8695.000
545.8850, 8958.000
547.0610, 9240.000
548.2380, 9472.000
549.4140, 9720.000
550.5900, 9955.000
551.7660, 10106.00
552.9420, 10094.00
554.1170, 9957.000
555.2930, 9979.000
556.4680, 9675.000
557.6430, 9511.000
558.8180, 9189.000
559.9930, 8825.000
561.1680, 8460.000
562.3430, 8158.000
563.5170, 7800.000
564.6910, 7473.000
565.8650, 7274.000
567.0390, 6849.000
568.2130, 6592.000
569.3870, 6512.000
570.5600, 6326.000
571.7340, 6055.000
572.9070, 5965.000
574.0800, 5843.000
575.2530, 5672.000
576.4250, 5634.000
577.5980, 5524.000
578.7700, 5440.588
579.9430, 5463.000
581.1150, 5335.000
582.2870, 5214.000
583.4590, 5237.000
584.6300, 5056.000
585.8020, 5025.000
586.9730, 5009.000
588.1440, 4950.000
589.3150, 4920.000
590.4860, 4854.000
591.6570, 4801.000
592.8270, 4796.000
593.9980, 4719.000
595.1680, 4777.000
596.3380, 4718.000
597.5080, 4698.000
598.6780, 4690.000
599.8480, 4720.000
601.0170, 4678.000
602.1860, 4572.000
603.3550, 4651.000
604.5240, 4567.000
605.6930, 4526.000
606.8620, 4532.000
608.0310, 4421.000
609.1990, 4309.000
610.3670, 4273.000
611.5350, 4211.000
612.7030, 4217.000
613.8710, 4092.000
615.0390, 4019.000
616.2060, 4039.000
617.3730, 3966.000
618.5410, 3973.000
619.7080, 3923.000
620.8740, 3880.000
622.0410, 3937.000
623.2080, 3844.000
624.3740, 3828.000
625.5400, 3814.000
626.7060, 3852.000
627.8720, 3866.000
629.0380, 3881.000
630.2040, 3898.540
631.3690, 3932.000
632.5340, 3928.558
633.6990, 3928.000
634.8640, 3962.000
636.0290, 3956.302
637.1940, 3955.000
638.3580, 3982.000
639.5230, 4011.000
640.6870, 4049.000
641.8510, 4012.000
643.0150, 4031.000
644.1790, 4091.000
645.3420, 4043.000
646.5060, 4155.000
647.6690, 4134.000
648.8320, 4221.000
649.9950, 4236.000
651.1580, 4272.000
652.3200, 4324.000
653.4830, 4357.000
654.6450, 4370.000
655.8070, 4407.000
656.9690, 4462.000
658.1310, 4513.000
659.2930, 4630.000
660.4540, 4686.000
661.6160, 4782.000
662.7770, 4976.000
663.9380, 5090.000
665.0990, 5159.000
666.2600, 5332.000
667.4200, 5554.000
668.5810, 5783.000
669.7410, 6109.000
670.9010, 6559.000
672.0610, 6804.000
673.2210, 7395.000
674.3810, 8025.000
675.5400, 8810.000
676.6990, 9912.000
677.8590, 11008.00
679.0180, 12462.00
680.1760, 14124.00
681.3350, 16325.00
682.4940, 18635.00
683.6520, 21079.00
684.8100, 23323.00
685.9680, 25483.00
687.1260, 27169.00
688.2840, 27703.00
689.4420, 27422.00
690.5990, 25895.00
691.7560, 23612.00
692.9140, 21090.00
694.0710, 18449.00
695.2270, 16081.00
696.3840, 13938.00
697.5410, 12251.00
698.6970, 10830.00
699.8530, 9786.000
701.0090, 8915.000
702.1650, 8116.000
703.3210, 7511.000
704.4760, 7131.000
705.6320, 6785.000
706.7870, 6478.000
707.9420, 6205.000
709.0970, 5975.565
710.2520, 5728.000
711.4060, 5595.000
712.5610, 5451.000
713.7150, 5281.000
714.8690, 5164.000
716.0230, 5040.000
717.1770, 4937.000
718.3310, 4834.000
719.4840, 4732.000
720.6380, 4757.000
721.7910, 4595.085
722.9440, 4628.000
724.0970, 4451.000
725.2490, 4326.214
726.4020, 4323.581
727.5540, 4304.671
728.7070, 4270.298
729.8590, 4174.304
731.0110, 4157.923
732.1620, 4109.672
733.3140, 4060.076
734.4650, 4061.000
735.6170, 4007.000
736.7680, 4053.000
737.9190, 4046.231
739.0700, 4052.962
740.2200, 4060.000
741.3710, 4071.000
742.5210, 4055.430
743.6710, 3978.000
744.8210, 4019.000
745.9710, 4026.000
747.1210, 4004.000
748.2700, 4114.000
749.4200, 4159.000
750.5690, 4157.000
751.7180, 4124.000
752.8670, 4176.000
754.0160, 4255.000
755.1640, 4302.000
756.3130, 4317.000
757.4610, 4307.000
758.6090, 4390.000
759.7570, 4359.000
760.9050, 4316.000
762.0530, 4320.000
763.2000, 4220.000
764.3470, 4162.000
765.4940, 4284.000
766.6410, 4164.000
767.7880, 4105.000
768.9350, 3999.000
770.0810, 4121.000
771.2280, 4016.000
772.3740, 3999.000
773.5200, 3939.000
774.6660, 3916.537
775.8120, 3998.000
776.9570, 3932.000
778.1030, 3928.000
779.2480, 4011.000
780.3930, 3892.000
781.5380, 3937.000
782.6830, 4016.000
783.8270, 3947.000
784.9720, 3968.000
786.1160, 4008.000
787.2600, 4026.000
788.4040, 4002.000
789.5480, 4031.733
790.6910, 3973.000
791.8350, 4032.000
792.9780, 4017.000
794.1210, 3980.000
795.2640, 4038.000
796.4070, 3971.000
797.5500, 3865.000
798.6920, 3757.000
799.8350, 3914.000
800.9770, 3858.000
802.1190, 3840.000
803.2610, 3879.000
804.4030, 3855.000
805.5440, 3878.000
806.6850, 3820.000
807.8270, 3868.000
808.9680, 3820.000
810.1090, 3858.000
811.2490, 3914.000
812.3900, 3873.000
813.5300, 3884.000
814.6710, 3969.000
815.8110, 3931.000
816.9510, 3959.000
818.0910, 3993.000
819.2300, 3936.000
820.3700, 4014.000
821.5090, 3966.000
822.6480, 4020.000
823.7870, 4058.000
824.9260, 4030.000
826.0640, 4109.000
827.2030, 4130.000
828.3410, 4131.000
829.4790, 4191.000
830.6170, 4165.000
831.7550, 4202.000
832.8930, 4240.000
834.0310, 4291.000
835.1680, 4252.000
836.3050, 4205.000
837.4420, 4361.000
838.5790, 4283.000
839.7160, 4281.000
840.8520, 4276.000
841.9890, 4198.000
843.1250, 4241.000
844.2610, 4218.000
845.3970, 4195.000
846.5330, 4204.000
847.6680, 4164.000
848.8040, 4122.000
849.9390, 4153.000
851.0740, 4114.000
852.2090, 4057.000
853.3440, 4078.000
854.4780, 4054.000
855.6130, 4027.000
856.7470, 4030.000
857.8810, 4001.886
859.0150, 3977.000
860.1490, 3971.000
861.2830, 3951.000
862.4160, 3947.000
863.5490, 3918.000
864.6830, 3949.000
865.8160, 3932.000
866.9480, 3965.000
868.0810, 3978.000
869.2140, 4043.000
870.3460, 3955.000
871.4780, 4052.000
872.6100, 3966.000
873.7420, 4091.000
874.8740, 4054.000
876.0050, 4025.000
877.1370, 4126.000
878.2680, 4150.000
879.3990, 4148.000
880.5300, 4239.000
881.6600, 4221.000
882.7910, 4212.000
883.9210, 4300.000
885.0520, 4286.000
886.1820, 4329.000
887.3120, 4482.000
888.4410, 4549.000
889.5710, 4624.092
890.7000, 4734.588
891.8300, 4767.000
892.9590, 4904.000
894.0880, 4987.000
895.2160, 5047.000
896.3450, 5051.000
897.4730, 5238.000
898.6020, 5385.000
899.7300, 5310.000
900.8580, 5444.000
901.9860, 5489.000
903.1130, 5615.000
904.2410, 5633.000
905.3680, 5608.000
906.4950, 5665.000
907.6220, 5829.000
908.7490, 5788.000
909.8760, 5849.000
911.0020, 5819.000
912.1280, 5960.000
913.2550, 5764.000
914.3810, 5953.000
915.5060, 5908.000
916.6320, 5830.000
917.7580, 5833.000
918.8830, 5753.000
920.0080, 5820.000
921.1330, 5773.000
922.2580, 5731.784
923.3830, 5630.000
924.5070, 5609.000
925.6310, 5553.000
926.7560, 5434.000
927.8800, 5458.000
929.0040, 5401.000
930.1270, 5383.000
931.2510, 5307.000
932.3740, 5234.000
933.4970, 5236.000
934.6200, 5204.000
935.7430, 5134.000
936.8660, 5113.000
937.9890, 5037.000
939.1110, 5058.000
940.2330, 5061.000
941.3550, 4970.000
942.4770, 4972.133
943.5990, 4957.085
944.7200, 4938.000
945.8420, 4913.000
946.9630, 4926.194
948.0840, 4952.886
949.2050, 4974.466
950.3260, 5040.000
951.4460, 5113.000
952.5670, 5151.000
953.6870, 5285.000
954.8070, 5305.000
955.9270, 5369.000
957.0470, 5379.000
958.1660, 5457.000
959.2860, 5549.000
960.4050, 5661.000
961.5240, 5702.000
962.6430, 5829.000
963.7620, 5881.000
964.8810, 6001.716
965.9990, 6236.000
967.1170, 6286.000
968.2350, 6426.000
969.3530, 6661.000
970.4710, 6819.000
971.5890, 7024.000
972.7060, 7284.000
973.8240, 7524.429
974.9410, 7798.975
976.0580, 8087.000
977.1740, 8335.000
978.2910, 8615.000
979.4080, 8799.000
980.5240, 9249.000
981.6400, 9598.000
982.7560, 10042.00
983.8720, 10333.00
984.9870, 10706.00
986.1030, 10989.00
987.2180, 11117.00
988.3330, 11369.00
989.4480, 11466.00
990.5630, 11468.00
991.6780, 11704.00
992.7920, 11694.00
993.9070, 12225.00
995.0210, 11939.17
996.1350, 11897.00
997.2490, 11530.00
998.3620, 11497.00
999.4760, 11298.00
1000.589, 11412.00
1001.702, 11190.00
1002.815, 11057.00
1003.928, 11026.00
1005.041, 11000.00
1006.153, 10834.00
1007.266, 10713.00
1008.378, 10839.00
1009.490, 10651.00
1010.602, 10682.00
1011.713, 10697.00
1012.825, 10876.00
1013.936, 10855.00
1015.047, 11065.00
1016.158, 10993.01
1017.269, 10994.88
1018.380, 10813.00
1019.490, 10894.00
1020.601, 10685.75
1021.711, 10628.00
1022.821, 10592.00
1023.931, 10258.00
1025.040, 10132.00
1026.150, 9862.000
1027.259, 9431.000
1028.368, 9158.000
1029.477, 8867.000
1030.586, 8484.919
1031.695, 8187.000
1032.803, 7803.000
1033.912, 7557.000
1035.020, 7263.000
1036.128, 7129.000
1037.236, 6891.000
1038.343, 6653.000
1039.451, 6488.000
1040.558, 6276.000
1041.665, 6258.000
1042.772, 6235.000
1043.879, 6075.000
1044.986, 6015.000
1046.093, 5878.000
1047.199, 5878.000
1048.305, 5835.000
1049.411, 5815.000
1050.517, 5911.000
1051.623, 5867.000
1052.728, 5924.000
1053.833, 5817.000
1054.939, 5888.000
1056.044, 5885.000
1057.148, 5889.000
1058.253, 5939.997
1059.358, 5940.648
1060.462, 5967.000
1061.566, 5965.000
1062.670, 5880.000
1063.774, 5850.000
1064.878, 5822.000
1065.981, 5859.000
1067.085, 5931.000
1068.188, 5898.000
1069.291, 5984.000
1070.394, 5961.000
1071.496, 6020.000
1072.599, 6167.000
1073.701, 6111.000
1074.803, 6275.000
1075.905, 6373.000
1077.007, 6643.000
1078.109, 6751.000
1079.210, 6979.000
1080.312, 7307.000
1081.413, 7577.000
1082.514, 7828.000
1083.615, 8128.000
1084.715, 8496.000
1085.816, 8532.000
1086.916, 8745.000
1088.016, 8657.000
1089.116, 8416.000
1090.216, 8018.000
1091.316, 7661.000
1092.415, 7486.000
1093.515, 7066.000
1094.614, 6683.000
1095.713, 6476.000
1096.812, 6243.000
1097.910, 6123.000
1099.009, 5935.000
1100.107, 5775.000
1101.205, 5680.000
1102.303, 5582.000
1103.401, 5599.000
1104.499, 5500.000
1105.596, 5446.000
1106.693, 5411.000
1107.791, 5346.000
1108.888, 5316.000
1109.984, 5261.000
1111.081, 5183.000
1112.177, 5290.000
1113.274, 5157.000
1114.370, 5175.000
1115.466, 5164.000
1116.562, 5105.000
1117.657, 5034.000
1118.753, 5051.000
1119.848, 5093.000
1120.943, 4903.000
1122.038, 4996.000
1123.133, 4929.000
1124.228, 4876.000
1125.322, 4808.000
1126.416, 4835.000
1127.510, 4832.000
1128.604, 4822.000
1129.698, 4830.000
1130.792, 4791.000
1131.885, 4771.000
1132.978, 4778.000
1134.071, 4631.000
1135.164, 4695.000
1136.257, 4577.000
1137.350, 4602.000
1138.442, 4616.000
1139.534, 4590.000
1140.627, 4525.000
1141.718, 4530.000
1142.810, 4586.000
1143.902, 4371.000
1144.993, 4447.188
1146.084, 4383.324
1147.176, 4467.000
1148.266, 4323.000
1149.357, 4383.000
1150.448, 4348.000
1151.538, 4294.000
1152.628, 4333.000
1153.718, 4252.000
1154.808, 4267.000
1155.898, 4248.000
1156.988, 4206.000
1158.077, 4192.000
1159.166, 4151.000
1160.255, 4173.000
1161.344, 4114.000
1162.433, 4062.000
1163.521, 4146.000
1164.610, 4099.000
1165.698, 4028.000
1166.786, 4045.000
1167.874, 4005.000
1168.961, 3948.000
1170.049, 3919.000
1171.136, 3921.000
1172.224, 3986.000
1173.311, 3814.000
1174.397, 3905.000
1175.484, 3826.000
1176.571, 3945.000
1177.657, 3875.000
1178.743, 3844.000
1179.829, 3794.000
1180.915, 3740.000
1182.001, 3762.000
1183.086, 3802.000
1184.171, 3798.000
1185.256, 3852.000
1186.341, 3850.000
1187.426, 3775.000
1188.511, 3723.000
1189.595, 3786.000
1190.680, 3780.000
1191.764, 3749.250
1192.848, 3761.953
1193.932, 3733.000
1195.015, 3706.000
1196.099, 3791.000
1197.182, 3725.000
1198.265, 3761.000
1199.348, 3705.000
1200.431, 3684.000
1201.513, 3729.000
1202.596, 3694.000
1203.678, 3738.000
1204.760, 3766.000
1205.842, 3708.000
1206.924, 3742.000
1208.005, 3744.000
1209.087, 3710.000
1210.168, 3761.000
1211.249, 3709.000
1212.330, 3782.000
1213.411, 3730.000
1214.491, 3779.000
1215.572, 3753.000
1216.652, 3673.000
1217.732, 3696.000
1218.812, 3654.000
1219.891, 3788.000
1220.971, 3713.000
1222.050, 3799.000
1223.129, 3752.000
1224.208, 3689.000
1225.287, 3726.000
1226.366, 3698.000
1227.444, 3687.072
1228.523, 3773.000
1229.601, 3689.000
1230.679, 3668.000
1231.757, 3705.000
1232.834, 3637.000
1233.912, 3826.000
1234.989, 3732.000
1236.066, 3710.000
1237.143, 3737.000
1238.220, 3662.000
1239.297, 3685.000
1240.373, 3723.000
1241.449, 3752.000
1242.526, 3722.000
1243.601, 3736.000
1244.677, 3749.000
1245.753, 3760.000
1246.828, 3775.000
1247.904, 3711.000
1248.979, 3675.000
1250.054, 3689.000
1251.128, 3698.000
1252.203, 3724.000
1253.277, 3694.000
1254.351, 3772.000
1255.426, 3732.000
1256.499, 3773.000
1257.573, 3698.000
1258.647, 3795.000
1259.720, 3761.000
1260.793, 3748.000
1261.866, 3723.000
1262.939, 3737.000
1264.012, 3705.000
1265.084, 3810.000
1266.157, 3678.000
1267.229, 3819.000
1268.301, 3753.000
1269.373, 3736.000
1270.444, 3694.000
1271.516, 3708.200
1272.587, 3776.000
1273.658, 3760.000
1274.729, 3800.000
1275.800, 3830.000
1276.871, 3725.000
1277.941, 3738.000
1279.011, 3734.000
1280.082, 3753.000
1281.151, 3701.000
1282.221, 3702.000
1283.291, 3699.000
1284.360, 3761.000
1285.430, 3757.000
1286.499, 3813.000
1287.568, 3829.000
1288.636, 3769.000
1289.705, 3673.000
1290.773, 3824.000
1291.841, 3753.000
1292.909, 3733.000
1293.977, 3778.000
1295.045, 3794.000
1296.113, 3731.000
1297.180, 3725.000
1298.247, 3732.444
1299.314, 3779.000
1300.381, 3745.000
1301.448, 3809.000
1302.514, 3799.000
1303.580, 3755.000
1304.647, 3739.000
1305.713, 3798.000
1306.778, 3770.000
1307.844, 3821.000
1308.910, 3728.000
1309.975, 3749.000
1311.040, 3819.000
1312.105, 3751.000
1313.170, 3738.000
1314.234, 3783.000
1315.299, 3823.000
1316.363, 3717.000
1317.427, 3749.000
1318.491, 3758.000
1319.555, 3798.000
1320.618, 3813.000
1321.682, 3857.000
1322.745, 3791.000
1323.808, 3752.000
1324.871, 3832.000
1325.933, 3836.000
1326.996, 3755.000
1328.058, 3798.000
1329.121, 3771.000
1330.183, 3693.000
1331.244, 3765.000
1332.306, 3773.000
1333.368, 3839.000
1334.429, 3804.000
1335.490, 3795.000
1336.551, 3709.000
1337.612, 3755.000
1338.672, 3809.000
1339.733, 3703.000
1340.793, 3743.000
1341.853, 3711.000
1342.913, 3733.000
1343.973, 3746.000
1345.033, 3764.000
1346.092, 3783.000
1347.151, 3791.000
1348.210, 3742.000
1349.269, 3791.000
1350.328, 3768.000
1351.386, 3767.000
1352.445, 3776.000
1353.503, 3809.000
1354.561, 3794.288
1355.619, 3814.489
1356.677, 3788.000
1357.734, 3807.000
1358.791, 3816.000
1359.849, 3758.000
1360.906, 3795.000
1361.962, 3739.000
1363.019, 3780.000
1364.075, 3813.000
1365.132, 3867.000
1366.188, 3759.000
1367.244, 3786.000
1368.300, 3784.000
1369.355, 3874.000
1370.411, 3776.000
1371.466, 3836.000
1372.521, 3788.000
1373.576, 3764.000
1374.631, 3863.000
1375.685, 3781.000
1376.740, 3760.000
1377.794, 3782.000
1378.848, 3723.000
1379.902, 3751.000
1380.955, 3755.000
1382.009, 3816.000
1383.062, 3767.000
1384.115, 3774.000
1385.168, 3736.000
1386.221, 3791.000
1387.274, 3755.000
1388.326, 3788.000
1389.379, 3730.000
1390.431, 3743.000
1391.483, 3749.000
1392.534, 3818.000
1393.586, 3764.000
1394.637, 3742.000
1395.689, 3849.000
1396.740, 3753.000
1397.791, 3787.000
1398.841, 3810.000
1399.892, 3762.000
1400.942, 3784.000
1401.993, 3772.000
1403.043, 3792.000
1404.092, 3772.000
1405.142, 3821.000
1406.192, 3819.000
1407.241, 3841.000
1408.290, 3752.000
1409.339, 3823.000
1410.388, 3767.000
1411.437, 3809.000
1412.485, 3887.000
1413.533, 3807.000
1414.581, 3789.000
1415.629, 3819.000
1416.677, 3845.000
1417.725, 3749.000
1418.772, 3893.000
1419.819, 3718.000
1420.867, 3807.000
1421.913, 3919.000
1422.960, 3885.000
1424.007, 3872.000
1425.053, 3849.000
1426.099, 3817.272
1427.145, 3840.873
1428.191, 3759.000
1429.237, 3847.000
1430.282, 3835.000
1431.328, 3750.000
1432.373, 3876.000
1433.418, 3836.000
1434.462, 3847.000
1435.507, 3808.000
1436.552, 3857.000
1437.596, 3762.000
1438.640, 3858.000
1439.684, 3817.000
1440.728, 3880.000
1441.771, 3774.000
1442.815, 3845.000
1443.858, 3815.000
1444.901, 3881.000
1445.944, 3774.000
1446.986, 3837.000
1448.029, 3832.000
1449.071, 3771.000
1450.113, 3799.000
1451.155, 3784.000
1452.197, 3821.000
1453.239, 3850.000
1454.280, 3791.000
1455.322, 3759.000
1456.363, 3782.000
1457.404, 3871.000
1458.444, 3853.000
1459.485, 3823.000
1460.525, 3776.000
1461.566, 3800.000
