##NAMES=Inderite
##RRUFFID=R050195
##IDEAL CHEMISTRY=MgB_3_O_3_(OH)_5_&#183;5H_2_O
##LOCALITY=Boron, Kern County, California, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050195
##MEASURED CHEMISTRY=Mg_1.00_B_3.00_O_3_(OH)_5_·5H_2_O ; Mg measured, only
##PIN_ID=L00488
##ORIENTATION=Laser parallel to a* (1 0 0). Fiducial mark perpendicular to laser is parallel to b [0 1 0]
102.428, 16738.000
103.820, 17624.000
105.212, 18900.000
106.604, 20311.000
107.995, 21628.000
109.387, 21157.000
110.777, 21417.000
112.168, 21297.000
113.559, 21247.871
114.949, 21131.000
116.339, 20895.000
117.729, 20701.000
119.119, 19688.000
120.508, 21028.000
121.897, 22580.000
123.286, 25540.000
124.675, 27952.000
126.063, 28776.000
127.452, 29554.000
128.840, 28682.000
130.228, 27918.000
131.615, 25398.000
133.003, 23139.000
134.390, 21224.000
135.777, 20118.000
137.164, 19813.000
138.550, 19334.000
139.937, 19560.000
141.323, 19460.000
142.709, 19769.000
144.094, 20162.000
145.480, 20670.000
146.865, 21968.000
148.250, 23056.000
149.635, 24665.000
151.019, 24826.000
152.403, 24401.000
153.788, 24026.000
155.171, 23666.000
156.555, 23257.000
157.939, 21986.000
159.322, 22113.000
160.705, 22121.000
162.088, 23014.000
163.470, 24302.000
164.853, 25362.000
166.235, 27819.000
167.617, 28950.000
168.998, 30522.000
170.380, 29550.000
171.761, 28309.000
173.142, 26498.000
174.523, 24638.000
175.904, 23744.000
177.284, 22535.000
178.664, 22531.000
180.044, 22553.000
181.424, 23432.000
182.803, 24915.000
184.183, 26075.000
185.562, 27849.000
186.940, 28742.000
188.319, 30474.000
189.698, 31709.000
191.076, 32665.000
192.454, 33970.000
193.831, 32653.000
195.209, 31695.000
196.586, 28767.000
197.963, 26983.000
199.340, 24737.000
200.717, 23072.000
202.093, 22062.000
203.470, 20842.000
204.846, 20523.000
206.221, 19632.000
207.597, 19480.000
208.972, 19291.000
210.347, 19190.000
211.722, 19177.000
213.097, 19104.121
214.472, 19224.000
215.846, 19100.000
217.220, 19129.000
218.594, 19153.000
219.967, 19074.000
221.341, 19092.000
222.714, 18850.000
224.087, 19112.000
225.460, 19028.000
226.832, 19054.000
228.204, 19371.000
229.577, 19558.000
230.948, 20190.000
232.320, 20444.000
233.692, 20917.000
235.063, 21498.000
236.434, 21857.000
237.805, 22497.000
239.175, 22208.000
240.545, 22252.000
241.916, 21765.000
243.286, 21683.000
244.655, 21859.000
246.025, 21600.000
247.394, 21709.000
248.763, 21318.000
250.132, 21388.000
251.501, 20723.000
252.869, 20492.000
254.237, 20276.000
255.605, 20030.000
256.973, 19979.000
258.340, 19676.000
259.708, 19780.000
261.075, 19619.000
262.442, 19813.000
263.808, 19867.000
265.175, 19411.000
266.541, 19617.000
267.907, 19472.000
269.273, 19556.000
270.639, 19533.000
272.004, 19572.000
273.369, 20080.000
274.734, 19884.000
276.099, 20365.000
277.463, 20190.000
278.828, 20586.000
280.192, 20966.000
281.556, 20848.000
282.919, 21465.000
284.283, 21546.000
285.646, 21845.000
287.009, 22302.000
288.372, 22634.000
289.734, 23378.000
291.097, 23968.000
292.459, 24991.000
293.821, 25988.000
295.183, 27506.000
296.544, 28966.000
297.905, 30262.000
299.266, 31974.000
300.627, 31687.000
301.988, 32244.000
303.348, 31312.000
304.709, 30186.000
306.069, 28850.000
307.428, 27626.000
308.788, 27151.000
310.147, 26194.000
311.507, 26208.000
312.865, 25754.000
314.224, 25643.000
315.583, 25686.000
316.941, 25036.000
318.299, 24955.000
319.657, 24096.000
321.015, 23725.000
322.372, 23080.000
323.729, 22374.000
325.086, 22470.000
326.443, 22060.000
327.800, 22033.000
329.156, 21956.000
330.512, 21882.000
331.868, 22184.000
333.224, 22044.000
334.579, 22717.000
335.935, 22744.000
337.290, 23297.000
338.645, 23945.000
339.999, 24412.000
341.354, 25421.000
342.708, 26112.000
344.062, 26895.000
345.416, 27363.000
346.769, 27440.000
348.123, 27850.000
349.476, 27158.000
350.829, 27323.000
352.182, 26874.000
353.534, 27061.000
354.887, 27021.000
356.239, 26907.000
357.591, 27124.000
358.942, 26676.000
360.294, 27025.000
361.645, 26445.000
362.996, 26396.000
364.347, 26539.000
365.698, 25740.000
367.048, 26282.000
368.398, 25888.000
369.748, 25916.000
371.098, 26035.000
372.448, 25812.000
373.797, 26293.000
375.146, 26276.000
376.495, 26906.000
377.844, 26900.000
379.192, 27269.000
380.540, 27624.000
381.889, 27734.000
383.236, 28399.000
384.584, 28288.000
385.932, 28657.000
387.279, 29096.000
388.626, 28948.000
389.973, 29402.000
391.319, 29124.000
392.666, 29542.000
394.012, 29321.000
395.358, 29116.000
396.704, 28928.000
398.049, 28268.000
399.394, 28134.000
400.740, 27498.000
402.084, 27644.000
403.429, 27553.000
404.774, 27260.000
406.118, 27801.000
407.462, 27497.000
408.806, 27928.000
410.150, 28480.000
411.493, 28772.000
412.836, 29717.000
414.179, 30233.000
415.522, 31427.000
416.865, 32290.000
418.207, 33807.000
419.549, 35564.000
420.891, 36217.000
422.233, 37415.000
423.575, 36777.000
424.916, 36288.000
426.257, 35384.000
427.598, 33147.000
428.939, 32300.000
430.279, 30668.000
431.619, 30006.000
432.959, 29341.000
434.299, 28934.000
435.639, 29156.000
436.978, 28758.000
