##NAMES=Calcite
##RRUFFID=R050130
##IDEAL CHEMISTRY=CaCO_3_
##LOCALITY=Mexico
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless cleavage rhomb
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050130
##MEASURED CHEMISTRY=Ca_1.00_CO_3_; trace amounts of Si (?)
##PIN_ID=L00264
##ORIENTATION=Laser parallel to -c* (0 0 -1). Fiducial mark perpendicular to laser is parallel to a [1 0 0]
49.365, 727.000
50.765, 745.000
52.166, 751.000
53.566, 745.000
54.966, 760.000
56.365, 757.000
57.765, 743.000
59.164, 754.000
60.563, 727.000
61.962, 726.000
63.360, 727.000
64.758, 714.000
66.157, 711.000
67.554, 702.000
68.952, 690.000
70.349, 684.000
71.747, 676.000
73.144, 652.000
74.540, 643.000
75.937, 646.000
77.333, 642.000
78.729, 640.000
80.125, 623.000
81.521, 628.000
82.916, 619.000
84.311, 611.000
85.706, 623.000
87.101, 642.000
88.496, 631.000
89.890, 602.000
91.284, 620.000
92.678, 627.000
94.071, 640.000
95.465, 635.000
96.858, 639.000
98.251, 631.000
99.644, 652.000
101.036, 655.000
102.428, 660.000
103.820, 693.000
105.212, 665.000
106.604, 687.000
107.995, 675.000
109.387, 704.000
110.777, 741.000
112.168, 910.000
113.559, 1048.000
114.949, 780.000
116.339, 718.000
117.729, 726.000
119.119, 725.000
120.508, 705.000
121.897, 701.000
123.286, 702.000
124.675, 704.000
126.063, 709.000
127.452, 690.000
128.840, 719.000
130.228, 702.000
131.615, 714.000
133.003, 717.000
134.390, 704.000
135.777, 714.000
137.164, 697.000
138.550, 706.000
139.937, 713.000
141.323, 716.000
142.709, 737.000
144.094, 730.000
145.480, 757.000
146.865, 773.000
148.250, 845.000
149.635, 904.000
151.019, 1011.000
152.403, 1134.000
153.788, 1289.000
155.171, 1394.000
156.555, 1473.000
157.939, 1433.000
159.322, 1259.000
160.705, 1110.000
162.088, 1000.000
163.470, 869.000
164.853, 800.000
166.235, 791.000
167.617, 752.000
168.998, 735.000
170.380, 703.000
171.761, 695.000
173.142, 676.000
174.523, 675.000
175.904, 695.000
177.284, 661.000
178.664, 640.000
180.044, 647.000
181.424, 668.000
182.803, 640.000
184.183, 660.000
185.562, 669.000
186.940, 650.000
188.319, 630.000
189.698, 647.000
191.076, 630.000
192.454, 626.000
193.831, 641.000
195.209, 628.000
196.586, 647.000
197.963, 636.000
199.340, 638.000
200.717, 634.000
202.093, 622.000
203.470, 642.000
204.846, 627.000
206.221, 620.000
207.597, 632.000
208.972, 617.000
210.347, 631.000
211.722, 639.000
213.097, 640.000
214.472, 643.000
215.846, 636.000
217.220, 640.000
218.594, 621.000
