##NAMES=Eckermannite
##RRUFFID=R060320
##IDEAL CHEMISTRY=NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_
##LOCALITY=Norra Karr Complex, near Granna, Ostergotsland, Sweden
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Parallel aggregate of blue elongated bladed crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060320
##MEASURED CHEMISTRY=(Na_2.50_K_0.30_[box]_0.20_)_Σ=3_(Mg_2.35_Fe^2+^_1.35_Al_1.20_Mn_0.10_)_Σ=5_Si_8.00_O_22_((OH)_1.18_F_0.82_)_Σ=2_; OH estimated by charge balance, dark material
##PIN_ID=M01673
##ORIENTATION=Laser parallel to (1 0 1). Fiducial mark perpendicular to laser is parallel to b [0 1 0]
1462.667, 1207.885
1463.711, 1119.221
1464.755, 893.7676
1465.799, 640.5234
1466.843, 600.3184
1467.886, 687.1133
1468.930, 748.6816
1469.973, 649.3809
1471.016, 713.2695
1472.059, 625.9727
1473.101, 671.7461
1474.144, 589.4922
1475.186, 489.2090
1476.229, 374.8691
1477.271, 357.0332
1478.313, 535.1387
1479.355, 380.7773
1480.396, 391.4160
1481.438, 536.0039
1482.479, 381.5938
1483.520, 499.1777
1484.561, 493.7676
1485.602, 397.5352
1486.643, 483.8398
1487.684, 257.4375
1488.724, 206.4473
1489.765, 173.6953
1490.805, 231.3340
1491.845, 59.01562
1492.885, 210.6445
1493.924, 22.11914
1494.964, 226.7578
1496.003, 82.58984
1497.042, 96.88086
1498.082, 63.44922
1499.120, 231.2480
1500.159, 370.9707
1501.198, 190.7012
1502.236, 47.46484
1503.275, 211.2637
1504.313, 408.0977
1505.351, 290.9727
1506.389, 105.8906
1507.427, 60.14453
1508.464, 43.87305
1509.502, 17.94922
1510.539, 187.0840
1511.576, 16.28320
1512.613, 188.5449
1513.650, 91.87695
1514.687, 299.2949
1515.723, 202.2129
1516.759, 201.3613
1517.796, 72.06445
1518.832, 135.7891
1519.868, 121.5703
1520.903, 115.3926
1521.939, 74.24414
1522.975, 120.1094
1524.010, 130.0059
1525.045, 204.9219
1526.080, 86.86523
1527.115, 273.8320
1528.150, 200.8320
1529.184, 200.8672
1530.219, 62.94531
1531.253, 199.0625
1532.287, 308.2285
1533.321, 182.4453
1534.355, 13.28516
1535.388, 264.8457
1536.422, 75.03320
1537.455, 63.59766
1538.488, 10.99219
1539.522, 94.36328
1540.554, 217.1953
1541.587, 95.53711
1542.620, 171.9199
1543.652, 209.2051
1544.685, 107.8809
1545.717, 127.3535
1546.749, 11.18945
1547.781, 230.5957
1548.812, 254.7715
1549.844, 218.0918
1550.875, 306.8828
1551.906, 402.8066
1552.938, 481.0957
1553.968, 439.3711
1554.999, 379.9395
1556.030, 26.79102
1557.060, 263.8125
1558.091, 64.10938
1559.121, 106.3047
1560.151, 48.38086
1561.181, 217.1445
1562.211, 27.39844
1563.240, 101.2598
1564.270, 58.43555
1565.299, 70.81836
1566.328, 15.40039
1567.357, 10.12305
1568.386, 74.95508
1569.415, 5.478516
1570.443, 81.47070
1571.472, 93.20312
1572.500, 16.75000
1573.528, 50.71875
1574.556, 75.88867
1575.584, 83.61133
1576.611, 0.0000000E+00
##END=



