##NAMES=Inderite
##RRUFFID=R050195
##IDEAL CHEMISTRY=MgB_3_O_3_(OH)_5_&#183;5H_2_O
##LOCALITY=Boron, Kern County, California, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050195
##MEASURED CHEMISTRY=Mg_1.00_B_3.00_O_3_(OH)_5_·5H_2_O ; Mg measured, only
##PIN_ID=L00296
##ORIENTATION=Laser parallel to c* (0 0 1). Fiducial mark perpendicular to laser is parallel to a [1 0 0]
423.575, 34297.000
424.916, 33868.000
426.257, 33293.000
427.598, 31795.000
428.939, 31257.000
430.279, 29543.000
431.619, 29464.000
432.959, 28835.000
434.299, 28444.000
435.639, 28584.000
436.978, 28801.000
438.318, 29802.000
439.657, 30070.000
440.996, 31146.000
442.334, 31507.000
443.673, 30426.000
445.011, 29921.000
446.349, 27505.000
447.687, 26600.000
449.024, 25076.000
450.361, 23920.000
451.699, 23571.000
453.036, 22501.000
454.372, 22601.000
455.709, 22073.000
457.045, 21732.000
458.381, 21578.000
459.717, 21208.000
461.053, 21316.000
462.388, 20747.000
463.724, 20879.000
465.059, 21034.000
466.394, 20889.000
467.728, 21248.000
469.063, 21082.000
470.397, 21250.000
471.731, 21504.000
473.065, 21600.000
474.398, 22232.000
475.732, 22185.000
477.065, 23014.000
478.398, 23584.000
479.731, 24006.000
481.063, 25039.000
482.396, 26128.000
483.728, 27897.000
485.060, 29474.000
486.391, 32389.000
487.723, 35624.000
489.054, 38798.000
490.385, 44140.000
491.716, 46215.000
493.047, 49030.000
494.377, 49128.000
495.708, 45836.000
497.038, 42636.000
498.368, 37926.000
499.697, 34614.000
501.027, 31355.000
502.356, 28697.000
503.685, 27180.000
505.014, 25520.000
506.342, 24633.000
507.671, 23664.000
508.999, 22969.000
510.327, 22765.000
511.655, 21883.000
512.982, 21808.000
514.310, 21418.000
515.637, 20914.000
516.964, 21025.000
518.291, 20568.000
519.617, 20443.000
520.944, 20101.000
522.270, 20354.000
523.596, 20178.000
524.921, 19948.000
526.247, 19981.000
527.572, 19784.000
528.897, 19787.000
530.222, 19989.000
531.547, 19637.000
532.871, 19904.000
534.196, 19578.000
535.520, 19859.000
536.844, 19666.000
538.167, 19475.000
539.491, 19691.000
540.814, 19491.000
542.137, 19704.000
543.460, 19538.000
544.783, 19817.000
546.105, 19858.000
547.427, 19553.000
548.749, 19729.000
550.071, 19617.000
551.393, 19663.000
552.714, 19953.000
554.035, 19608.000
555.356, 20152.000
556.677, 19836.000
557.998, 20042.000
559.318, 20481.000
560.638, 20120.000
561.958, 20684.000
563.278, 20745.000
564.597, 20801.000
565.917, 21273.000
567.236, 20935.000
568.555, 21609.000
569.874, 21430.000
571.192, 21801.000
572.511, 21898.000
573.829, 21676.000
575.147, 22391.000
576.464, 22146.000
577.782, 22468.000
579.099, 22878.000
580.416, 22770.000
581.733, 22946.000
583.050, 22940.000
584.366, 23232.000
585.683, 22990.000
586.999, 22858.000
588.315, 22739.000
589.630, 22345.000
590.946, 22382.000
592.261, 22166.000
593.576, 21706.000
594.891, 21772.000
596.206, 21488.000
597.520, 21764.000
598.834, 21442.000
600.148, 21499.000
601.462, 21696.000
602.776, 21406.000
604.089, 21809.000
605.402, 21610.000
606.715, 21698.000
608.028, 21845.000
609.341, 21747.000
610.653, 22237.000
611.965, 22340.000
613.277, 22556.000
614.589, 22898.000
615.901, 23216.000
617.212, 23660.000
618.523, 23923.000
619.834, 24275.000
621.145, 24723.000
622.456, 25283.000
623.766, 25874.000
625.076, 26443.600
626.386, 27495.000
627.696, 27754.000
629.006, 28473.000
630.315, 29289.000
631.624, 29724.000
632.933, 30308.000
634.242, 30997.000
635.551, 31048.000
636.859, 31922.000
638.167, 31409.000
639.475, 31980.000
640.783, 31758.000
642.090, 31305.000
643.398, 31339.000
644.705, 30774.000
646.012, 30416.000
647.318, 29778.000
648.625, 29265.000
649.931, 29065.000
651.237, 28266.000
652.543, 27838.000
653.849, 27610.000
655.155, 26968.000
656.460, 26762.000
657.765, 25806.000
659.070, 25725.000
660.375, 25454.000
661.679, 24949.000
662.984, 24975.000
664.288, 24404.000
665.592, 24591.000
666.895, 24041.000
668.199, 23796.000
669.502, 23689.000
670.805, 23608.000
672.108, 23326.000
673.411, 23194.000
674.713, 22981.000
676.016, 23153.000
677.318, 22668.000
678.620, 22799.000
679.921, 22700.000
681.223, 22375.000
682.524, 22602.000
683.825, 22336.000
685.126, 22466.000
686.427, 22425.000
687.727, 22078.000
689.028, 22430.000
690.328, 22154.000
691.628, 22215.699
692.927, 22098.000
694.227, 22170.000
695.526, 22233.000
696.825, 22006.000
698.124, 22017.000
699.423, 22293.000
700.721, 22042.000
702.020, 22212.000
703.318, 22113.000
704.616, 21893.000
705.913, 22275.000
707.211, 22097.000
708.508, 22421.000
709.805, 22000.000
711.102, 22201.000
712.399, 22406.000
713.695, 21998.000
714.992, 22612.000
716.288, 22287.000
717.584, 22584.000
718.879, 22618.000
720.175, 22624.000
721.470, 22902.000
722.765, 22738.000
724.060, 22896.000
725.355, 23138.000
726.649, 23100.000
727.944, 23697.000
729.238, 23538.000
730.532, 24254.000
731.825, 24568.000
733.119, 24656.000
734.412, 25670.000
735.705, 25936.000
736.998, 26695.000
738.291, 28016.000
739.584, 28974.000
740.876, 30586.000
742.168, 31342.000
743.460, 32068.000
744.752, 32169.000
746.043, 31700.000
747.334, 30952.000
748.626, 29932.000
749.916, 28841.000
751.207, 28003.000
752.498, 27008.000
753.788, 26614.000
755.078, 25989.000
756.368, 25293.000
757.658, 24960.000
758.947, 24846.000
760.237, 24688.000
761.526, 24384.000
762.815, 24224.000
764.104, 24333.000
765.392, 23907.000
766.680, 24401.000
767.969, 24032.000
769.257, 23841.000
770.544, 24204.000
771.832, 23838.000
773.119, 23981.000
774.406, 23945.000
775.693, 23853.000
776.980, 23848.000
778.267, 23742.000
779.553, 23937.000
780.839, 24008.000
782.125, 24040.000
783.411, 24049.000
784.697, 23846.000
785.982, 23966.000
787.267, 24034.000
788.552, 23928.000
789.837, 24093.000
791.122, 24128.000
792.406, 23803.000
793.690, 24464.000
794.974, 24187.000
796.258, 24235.000
797.542, 24452.648
798.825, 24337.000
800.108, 24728.000
801.391, 24412.000
802.674, 24729.000
803.957, 24640.000
805.239, 24786.000
806.522, 25267.000
807.804, 25027.000
809.085, 25109.000
810.367, 25364.000
811.649, 25113.000
812.930, 25596.000
814.211, 25647.000
815.492, 25573.000
816.772, 25390.000
818.053, 25518.000
819.333, 25518.000
820.613, 25308.000
821.893, 25392.000
823.173, 25435.000
824.452, 25326.000
825.732, 25197.000
827.011, 25158.000
828.290, 25041.000
829.568, 25018.000
830.847, 24744.000
832.125, 24942.000
833.403, 24956.000
834.681, 24726.000
835.959, 24742.000
837.236, 24906.000
838.514, 24795.000
839.791, 24993.000
841.068, 24874.000
842.345, 24909.000
843.621, 24739.000
844.898, 24976.000
846.174, 24985.000
847.450, 24961.000
848.726, 25403.000
850.001, 25284.000
851.277, 25436.000
852.552, 25504.000
853.827, 25497.000
855.102, 25742.000
856.376, 25846.000
857.651, 25710.000
858.925, 25968.000
860.199, 25668.000
861.473, 26124.000
862.746, 26008.000
864.020, 25978.000
865.293, 26531.000
866.566, 26472.000
867.839, 26496.000
869.112, 26822.000
870.384, 27028.000
871.656, 27233.000
872.928, 27644.000
874.200, 27813.000
875.472, 28132.000
876.744, 28563.000
878.015, 28746.000
879.286, 28987.000
880.557, 29294.000
881.828, 29322.000
883.098, 28982.000
884.369, 29006.000
885.639, 28580.000
886.909, 28504.000
888.178, 28408.000
889.448, 28092.000
890.717, 27981.000
891.987, 27749.000
893.256, 27620.000
894.524, 27548.000
895.793, 27310.000
897.061, 27114.000
898.330, 27002.000
899.598, 26812.000
900.865, 26788.762
902.133, 26693.000
903.401, 26821.000
904.668, 26698.000
905.935, 26829.000
907.202, 26844.000
908.468, 26545.000
909.735, 26656.000
911.001, 26550.000
912.267, 26812.000
913.533, 26566.000
914.799, 26578.000
916.064, 26528.000
917.330, 26832.000
918.595, 26657.000
919.860, 26590.000
921.124, 26818.000
922.389, 26640.000
923.653, 26752.000
924.918, 26664.000
926.182, 26818.000
927.445, 26864.000
928.709, 26944.000
929.972, 27112.000
931.236, 27285.000
932.499, 27208.000
933.761, 27524.000
935.024, 27426.000
936.286, 27754.000
937.549, 28213.000
938.811, 28513.000
940.073, 28657.000
941.334, 29141.000
942.596, 29535.000
943.857, 30366.000
945.118, 30608.000
946.379, 31258.000
947.640, 31398.000
948.900, 31840.000
950.161, 31980.000
951.421, 32057.000
952.681, 32006.000
953.940, 31623.000
955.200, 31187.000
956.459, 30994.000
957.719, 30508.000
958.978, 30250.000
960.236, 29716.000
961.495, 29504.000
962.753, 29076.000
964.012, 29329.000
965.270, 28906.000
966.527, 28691.000
967.785, 28736.000
969.043, 28452.000
970.300, 28540.000
971.557, 28290.000
972.814, 28183.000
974.071, 27916.000
975.327, 27876.000
976.583, 27680.000
977.840, 27503.000
979.095, 27560.000
980.351, 27411.732
981.607, 27253.000
982.862, 27280.000
984.117, 27305.000
985.372, 27185.000
986.627, 27239.000
987.882, 27246.000
989.136, 27178.000
990.390, 27184.000
991.644, 27289.000
992.898, 27360.000
994.152, 27516.000
995.405, 27296.000
996.659, 27704.000
997.912, 27606.000
999.165, 27935.000
1000.417, 28000.000
1001.670, 27917.000
1002.922, 28032.000
1004.174, 27731.000
1005.426, 27928.000
1006.678, 27818.000
1007.930, 27590.000
1009.181, 27646.000
1010.432, 27598.000
1011.683, 27776.000
1012.934, 27770.000
1014.185, 27392.000
1015.435, 27580.000
1016.685, 27614.000
1017.935, 27364.000
1019.185, 27717.000
1020.435, 27288.000
1021.684, 27589.000
1022.934, 27741.000
1024.183, 27324.000
1025.432, 27828.000
1026.680, 27297.000
1027.929, 27384.000
1029.177, 27514.000
1030.425, 27422.000
1031.673, 27393.000
1032.921, 27481.000
1034.169, 27197.000
1035.416, 27834.000
1036.663, 27396.000
1037.911, 27688.000
1039.157, 27759.000
1040.404, 27407.000
1041.650, 27735.000
1042.897, 27495.000
1044.143, 27632.000
1045.389, 27780.000
1046.634, 27502.000
1047.880, 28090.000
1049.125, 28242.000
1050.371, 27580.000
1051.615, 28092.000
1052.860, 28074.000
1054.105, 28014.000
1055.349, 28236.000
1056.593, 28118.000
1057.837, 28414.000
1059.081, 28280.000
1060.325, 28052.000
1061.568, 28329.000
1062.812, 28264.000
1064.055, 28196.000
1065.298, 28480.000
1066.540, 28129.000
1067.783, 28521.000
1069.025, 28284.000
1070.267, 28215.000
1071.509, 28371.000
1072.751, 28097.000
1073.993, 28296.000
1075.234, 28459.000
1076.475, 28268.000
1077.716, 28532.000
1078.957, 28396.000
1080.198, 28342.000
1081.438, 28624.000
1082.679, 28175.000
1083.919, 28588.000
1085.159, 28681.000
1086.398, 28245.000
1087.638, 28955.000
1088.877, 28745.000
1090.116, 28809.000
1091.355, 28848.000
1092.594, 28442.000
1093.833, 28912.000
1095.071, 28620.000
1096.309, 28337.000
1097.547, 28956.000
1098.785, 28396.000
1100.023, 28582.000
1101.260, 29432.000
1102.498, 28768.000
1103.735, 28928.000
1104.972, 28688.000
1106.208, 28588.000
1107.445, 29012.000
1108.681, 29212.000
1109.918, 29277.000
1111.154, 28825.000
1112.389, 28628.000
1113.625, 28860.000
1114.860, 28846.000
1116.096, 28702.000
1117.331, 29040.000
1118.566, 28832.000
1119.800, 29177.000
1121.035, 29104.000
1122.269, 28908.000
1123.503, 29397.000
1124.737, 29232.000
1125.971, 29172.000
1127.205, 29606.000
1128.438, 29238.000
1129.671, 29598.000
1130.904, 29673.000
1132.137, 29441.000
1133.370, 29787.000
1134.602, 29728.000
1135.834, 29653.000
1137.066, 30305.000
1138.298, 29494.000
1139.530, 29708.000
1140.762, 30330.000
1141.993, 29662.000
1143.224, 30608.000
1144.455, 29941.000
1145.686, 30104.000
1146.917, 30471.000
1148.147, 30171.000
1149.377, 30550.000
1150.607, 30340.000
1151.837, 30218.000
1153.067, 30664.000
1154.296, 30334.000
1155.526, 30545.000
1156.755, 30668.000
1157.984, 30647.000
1159.213, 31000.000
1160.441, 30973.000
1161.670, 30698.000
1162.898, 31352.000
1164.126, 30867.000
1165.354, 31152.000
1166.581, 31350.000
1167.809, 30994.000
1169.036, 31456.000
1170.263, 31569.000
1171.490, 31336.000
1172.717, 31770.000
1173.943, 31561.000
1175.170, 31540.000
1176.396, 31878.000
1177.622, 31222.000
1178.848, 31750.000
1180.073, 31839.000
1181.299, 31259.000
1182.524, 32050.000
1183.749, 31518.000
1184.974, 31899.000
1186.199, 32195.000
1187.423, 31574.000
1188.648, 32064.000
1189.872, 32069.000
1191.096, 31952.000
1192.320, 32277.000
1193.543, 31768.000
1194.767, 32554.000
1195.990, 32478.000
1197.213, 32273.000
1198.436, 32624.000
1199.659, 32675.000
1200.881, 32206.000
1202.104, 32922.000
1203.326, 31980.000
1204.548, 32288.000
1205.770, 32080.000
1206.991, 31761.000
1208.213, 32142.000
1209.434, 31726.000
1210.655, 31675.000
1211.876, 31925.000
1213.096, 31705.000
1214.317, 31708.000
1215.537, 31675.000
1216.757, 31356.000
1217.977, 31715.000
1219.197, 31562.000
1220.417, 31200.000
1221.636, 31901.000
1222.855, 31093.000
1224.074, 31522.000
1225.293, 31704.000
1226.512, 30934.000
1227.731, 31451.000
1228.949, 31613.000
1230.167, 31192.000
1231.385, 31708.000
1232.603, 31276.000
1233.820, 31339.000
1235.038, 31960.000
1236.255, 31117.000
1237.472, 31848.000
1238.689, 31883.000
1239.906, 31225.000
1241.122, 32170.000
1242.338, 31570.000
1243.555, 31460.000
1244.771, 32094.000
1245.986, 31128.000
1247.202, 32198.000
1248.417, 31604.000
1249.633, 31476.000
1250.848, 32342.000
1252.063, 31648.000
1253.277, 31828.000
1254.492, 32512.000
1255.706, 31619.000
1256.920, 32112.000
1258.134, 32448.000
1259.348, 31658.000
1260.562, 32172.000
1261.775, 32196.000
1262.988, 31944.000
1264.201, 32507.000
1265.414, 31646.000
1266.627, 32264.000
1267.839, 32620.000
1269.052, 31776.000
1270.264, 32654.000
1271.476, 32152.000
1272.688, 31933.000
1273.899, 32928.000
1275.111, 31974.000
1276.322, 32387.000
1277.533, 32697.000
1278.744, 31950.000
1279.955, 32640.000
1281.165, 32590.000
1282.376, 31921.000
1283.586, 32960.000
1284.796, 32099.000
1286.006, 32034.000
1287.215, 32593.000
1288.425, 31757.000
1289.634, 32557.000
1290.843, 32422.000
1292.052, 32057.000
1293.261, 32458.000
1294.469, 32498.000
1295.678, 31996.000
1296.886, 32848.000
1298.094, 31746.000
1299.302, 32363.000
1300.509, 32732.000
1301.717, 31865.000
1302.924, 32379.000
1304.131, 32375.000
1305.338, 32046.000
1306.545, 32712.000
1307.752, 32390.000
1308.958, 32401.000
1310.164, 32773.000
1311.370, 32198.000
1312.576, 32610.000
1313.782, 32618.000
1314.987, 32329.000
1316.193, 33240.000
1317.398, 32683.000
1318.603, 32552.000
1319.807, 33458.000
1321.012, 32448.000
1322.216, 32942.000
1323.421, 33034.000
1324.625, 32675.000
1325.829, 33446.000
1327.032, 33020.000
1328.236, 32689.000
1329.439, 33672.000
1330.642, 33240.000
1331.845, 33356.000
1333.048, 34148.000
1334.251, 33137.000
1335.453, 34112.000
1336.656, 34298.000
1337.858, 33699.000
1339.060, 34992.000
1340.261, 34524.000
1341.463, 34484.000
1342.664, 35793.000
1343.866, 35097.000
1345.067, 35662.000
1346.267, 36544.000
1347.468, 35894.000
1348.669, 36777.000
1349.869, 36820.000
1351.069, 36088.000
1352.269, 37300.000
1353.469, 36416.000
1354.668, 36797.000
1355.868, 36780.000
1357.067, 35702.000
1358.266, 36230.000
1359.465, 35958.000
1360.664, 35033.000
1361.862, 35598.000
1363.061, 35024.000
1364.259, 34581.000
1365.457, 35460.000
1366.655, 34220.000
1367.852, 34502.000
1369.050, 35186.000
1370.247, 33889.000
1371.444, 34852.000
1372.641, 34672.000
1373.838, 33788.000
1375.035, 35146.000
1376.231, 34178.000
1377.427, 34130.000
1378.623, 35017.000
1379.819, 33952.000
1381.015, 34717.000
1382.211, 35094.000
1383.406, 34738.000
1384.601, 35304.000
1385.796, 35008.000
1386.991, 34246.000
1388.185, 35329.000
1389.380, 34600.000
1390.574, 34878.000
1391.768, 36096.000
1392.962, 35008.000
1394.156, 35592.000
1395.350, 35635.000
1396.543, 34587.000
1397.736, 35928.000
1398.929, 35651.000
1400.122, 34794.000
1401.315, 36104.000
1402.507, 35121.000
1403.700, 35234.000
1404.892, 36339.000
1406.084, 34817.000
1407.276, 35446.000
1408.467, 35824.000
1409.659, 34835.000
1410.850, 36065.000
1412.041, 35500.000
1413.232, 34718.000
1414.423, 35983.000
1415.614, 35098.000
1416.804, 34864.000
1417.994, 35887.000
1419.184, 34560.000
1420.374, 35400.000
1421.564, 35381.000
1422.753, 34556.000
1423.943, 35881.000
1425.132, 35187.000
1426.321, 34651.000
1427.510, 35770.000
1428.698, 34912.000
1429.887, 35272.000
1431.075, 35850.000
1432.263, 34635.000
1433.451, 35408.000
##END=



