##NAMES=Eckermannite
##RRUFFID=R060320
##IDEAL CHEMISTRY=NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_
##LOCALITY=Norra Karr Complex, near Granna, Ostergotsland, Sweden
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Parallel aggregate of blue elongated bladed crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060320
##MEASURED CHEMISTRY=(Na_2.50_K_0.30_[box]_0.20_)_Σ=3_(Mg_2.35_Fe^2+^_1.35_Al_1.20_Mn_0.10_)_Σ=5_Si_8.00_O_22_((OH)_1.18_F_0.82_)_Σ=2_; OH estimated by charge balance, dark material
##PIN_ID=M01673
##ORIENTATION=Laser parallel to (1 0 1). Fiducial mark perpendicular to laser is parallel to b [0 1 0]
366.3210, 14716.00
367.5210, 15085.00
368.7210, 15160.00
369.9210, 15221.00
371.1210, 15290.00
372.3210, 15330.00
373.5200, 15626.00
374.7200, 15846.00
375.9190, 15973.00
377.1180, 16103.00
378.3170, 16321.00
379.5150, 16484.34
380.7140, 16745.00
381.9120, 16864.00
383.1110, 17167.00
384.3090, 17317.00
385.5060, 17599.95
386.7040, 17824.50
387.9020, 18264.00
389.0990, 18326.00
390.2960, 18840.00
391.4930, 19194.00
392.6900, 19203.00
393.8860, 19168.00
395.0830, 19574.00
396.2790, 19773.00
397.4750, 19755.00
398.6710, 19764.00
399.8670, 19988.00
401.0630, 20312.00
402.2580, 20530.00
403.4540, 20801.00
404.6490, 21325.00
405.8440, 21494.99
407.0390, 22020.00
408.2330, 22131.00
409.4280, 22565.00
410.6220, 23109.00
411.8160, 23640.00
413.0100, 24179.00
414.2040, 24737.00
415.3980, 25177.00
416.5910, 25519.00
417.7850, 25681.00
418.9780, 26030.00
420.1710, 26136.00
421.3640, 25738.00
422.5560, 25333.00
423.7490, 24284.00
424.9410, 23128.00
426.1330, 21998.00
427.3250, 20722.00
428.5170, 19416.00
429.7090, 18517.00
430.9000, 17420.00
432.0910, 16735.00
433.2820, 16248.00
434.4730, 15846.00
435.6640, 15255.00
436.8550, 14856.00
438.0450, 14694.00
439.2360, 14589.00
440.4260, 14516.00
441.6160, 14292.00
442.8060, 14298.00
443.9950, 14166.00
445.1850, 13983.00
446.3740, 13993.00
447.5630, 14026.00
448.7520, 13883.00
449.9410, 14118.00
451.1300, 14087.00
452.3180, 13992.00
453.5060, 14034.00
454.6950, 13903.00
455.8830, 14000.21
457.0700, 14251.00
458.2580, 14080.00
459.4450, 14212.00
460.6330, 14059.00
461.8200, 14090.00
463.0070, 14218.28
464.1940, 14320.80
465.3800, 14386.66
466.5670, 14417.87
467.7530, 14310.57
468.9390, 14382.11
470.1250, 14381.97
471.3110, 14471.00
472.4970, 14541.00
473.6820, 14473.00
474.8680, 14555.00
476.0530, 14624.00
477.2380, 14630.00
478.4230, 14609.00
479.6070, 14705.00
480.7920, 14750.00
481.9760, 14749.00
483.1600, 14807.00
484.3440, 14783.00
485.5280, 14666.00
486.7120, 14870.00
487.8950, 14734.00
489.0780, 14810.00
490.2620, 14777.00
491.4450, 14608.00
492.6270, 14706.00
493.8100, 14793.00
494.9920, 14554.00
496.1750, 14853.00
497.3570, 14830.00
498.5390, 14916.00
499.7210, 14949.87
500.9020, 14976.00
502.0840, 14973.00
503.2650, 15218.00
504.4460, 15413.00
505.6270, 15474.00
506.8080, 15647.00
507.9890, 15775.37
509.1690, 15729.00
510.3500, 16024.00
511.5300, 16167.00
512.7100, 16252.00
513.8900, 16237.00
515.0690, 16299.00
516.2490, 16471.00
517.4280, 16519.00
518.6070, 16613.00
519.7860, 16606.00
520.9650, 16621.00
522.1440, 16656.00
523.3220, 16835.00
524.5010, 16822.00
525.6790, 17036.00
526.8570, 16982.00
528.0350, 17068.00
529.2130, 17187.00
530.3900, 17386.00
531.5670, 17388.00
532.7450, 17485.00
533.9220, 17765.00
535.0980, 18088.00
536.2750, 18296.00
537.4520, 18634.00
538.6280, 18817.00
539.8040, 19230.00
540.9800, 19574.00
542.1560, 20017.00
543.3320, 20618.00
544.5070, 20990.00
545.6830, 21452.39
546.8580, 21998.00
548.0330, 22137.00
549.2080, 22710.00
550.3830, 22764.00
551.5570, 23071.00
552.7310, 23066.00
553.9060, 22996.00
555.0800, 23053.00
556.2540, 22828.00
557.4270, 22431.00
558.6010, 21961.00
559.7740, 21627.00
560.9470, 21350.00
562.1210, 20672.00
563.2930, 20368.00
564.4660, 19497.00
565.6390, 19234.00
566.8110, 18645.00
567.9830, 18182.00
569.1550, 17955.00
570.3270, 17608.00
571.4990, 17366.00
572.6710, 17032.00
573.8420, 17061.00
575.0130, 16752.00
576.1840, 16656.00
577.3550, 16342.07
578.5260, 16368.86
579.6970, 16359.02
580.8670, 16314.56
582.0370, 16131.60
583.2070, 16127.48
584.3770, 16051.69
585.5470, 15972.96
586.7170, 15994.02
587.8860, 15831.25
589.0550, 15850.77
590.2240, 15695.00
591.3930, 15800.00
592.5620, 15807.00
593.7310, 15545.00
594.8990, 15646.00
596.0670, 15513.00
597.2350, 15477.00
598.4030, 15287.00
599.5710, 15373.00
600.7390, 15502.00
601.9060, 15395.00
603.0740, 15322.00
604.2410, 15368.00
605.4080, 15382.00
606.5740, 15174.00
607.7410, 15265.00
608.9080, 15000.00
610.0740, 15047.00
611.2400, 14877.00
612.4060, 14862.00
613.5720, 14813.00
614.7370, 14751.52
615.9030, 14717.00
617.0680, 14628.00
618.2330, 14685.00
619.3980, 14487.00
620.5630, 14582.00
621.7280, 14507.00
622.8920, 14497.35
624.0570, 14641.00
625.2210, 14502.00
626.3850, 14544.00
627.5490, 14508.00
628.7120, 14627.00
629.8760, 14443.00
631.0390, 14594.00
632.2020, 14590.00
633.3650, 14724.24
634.5280, 14821.85
635.6910, 14884.79
636.8530, 14809.19
638.0160, 14912.47
639.1780, 14944.04
640.3400, 14972.67
641.5020, 15101.08
642.6640, 15045.62
643.8250, 15172.41
644.9870, 15226.48
646.1480, 15134.00
647.3090, 15226.00
648.4700, 15311.00
649.6300, 15225.00
650.7910, 15373.00
651.9510, 15475.00
653.1120, 15816.00
654.2720, 16090.00
655.4320, 15990.63
656.5910, 15749.00
657.7510, 15890.00
658.9100, 16057.00
660.0690, 16243.00
661.2290, 16458.00
662.3880, 16853.00
663.5460, 16865.00
664.7050, 17123.00
665.8630, 17235.00
667.0220, 17756.00
668.1800, 18205.00
669.3380, 18643.00
670.4950, 19054.00
671.6530, 19676.00
672.8100, 21502.00
673.9680, 22025.58
675.1250, 23487.00
676.2820, 24423.00
677.4390, 26385.00
678.5950, 28398.00
679.7520, 31055.00
680.9080, 34373.00
682.0640, 37019.00
683.2200, 40384.00
684.3760, 43990.00
685.5320, 47529.00
686.6870, 50096.00
687.8420, 51953.00
688.9980, 52292.00
690.1530, 51177.00
691.3070, 48749.00
692.4620, 45080.00
693.6170, 40760.00
694.7710, 36904.00
695.9250, 33318.00
697.0790, 30234.00
698.2330, 27530.00
699.3870, 25754.00
700.5400, 24150.00
701.6940, 22922.00
702.8470, 21784.00
704.0000, 20979.00
705.1530, 20354.00
706.3050, 19869.00
707.4580, 19388.00
708.6100, 19018.43
709.7630, 18710.61
710.9150, 18393.00
712.0660, 18229.00
713.2180, 17903.00
714.3700, 17666.00
715.5210, 17577.00
716.6720, 17462.00
717.8240, 17329.00
718.9740, 17199.90
720.1250, 17044.00
721.2760, 16909.00
722.4260, 16659.00
723.5770, 16508.00
724.7270, 16377.68
725.8770, 16307.09
727.0260, 16157.00
728.1760, 16270.00
729.3250, 16207.00
730.4750, 16190.00
731.6240, 16157.00
732.7730, 15995.00
733.9220, 15888.00
735.0700, 16082.00
736.2190, 15954.00
737.3670, 16017.00
738.5150, 15926.00
739.6630, 15893.09
740.8110, 15960.83
741.9590, 15868.00
743.1060, 16019.00
744.2540, 16133.00
745.4010, 16043.00
746.5480, 16089.00
747.6950, 16173.00
748.8410, 16204.00
749.9880, 16347.91
751.1340, 16399.45
752.2800, 16477.16
753.4260, 16573.00
754.5720, 16613.00
755.7180, 16733.00
756.8640, 16784.00
758.0090, 16839.06
759.1540, 16851.03
760.2990, 16894.00
761.4440, 16852.00
762.5890, 16784.00
763.7340, 16844.00
764.8780, 16787.00
766.0220, 16666.00
767.1660, 16604.00
768.3100, 16449.00
769.4540, 16334.00
770.5980, 16366.00
771.7410, 16351.00
772.8840, 16286.00
774.0280, 16619.00
775.1700, 16433.56
776.3130, 16550.00
777.4560, 16309.00
778.5980, 16369.00
779.7410, 16351.00
780.8830, 16621.00
782.0250, 16426.00
783.1670, 16573.00
784.3080, 16449.00
785.4500, 16426.00
786.5910, 16531.00
787.7320, 16717.00
788.8730, 16699.00
790.0140, 16645.00
791.1550, 16644.00
792.2950, 16684.00
793.4360, 16666.00
794.5760, 16650.00
795.7160, 16709.00
796.8560, 16673.00
797.9960, 16686.69
799.1350, 16699.85
800.2750, 16663.01
801.4140, 16701.70
802.5530, 16652.00
803.6920, 16626.00
804.8310, 16746.00
805.9690, 16588.00
807.1080, 16794.00
808.2460, 16784.00
809.3840, 16930.00
810.5220, 16787.00
811.6600, 16985.00
812.7970, 17067.00
813.9350, 16973.00
815.0720, 17007.00
816.2090, 16947.00
817.3460, 16844.00
818.4830, 17096.00
819.6200, 17115.00
820.7560, 17003.00
821.8930, 17210.00
823.0290, 17286.00
824.1650, 17293.00
825.3010, 17393.00
826.4360, 17399.98
827.5720, 17612.00
828.7070, 17541.00
829.8420, 17445.00
830.9770, 17729.00
832.1120, 17636.00
833.2470, 17626.00
834.3820, 17623.00
835.5160, 17631.58
836.6500, 17688.56
837.7840, 17709.00
838.9180, 17809.00
840.0520, 17842.00
841.1860, 17852.00
842.3190, 17765.00
843.4520, 17650.00
844.5850, 17818.00
845.7180, 17739.00
846.8510, 17927.00
847.9840, 17832.00
849.1160, 17578.00
850.2490, 17654.00
851.3810, 17563.90
852.5130, 17614.00
853.6450, 17592.00
854.7760, 17601.00
855.9080, 17677.00
857.0390, 17672.04
858.1700, 17543.00
859.3010, 17739.00
860.4320, 17635.00
861.5630, 17679.00
862.6930, 17732.00
863.8240, 17794.00
864.9540, 17726.42
866.0840, 17641.00
867.2140, 17585.00
868.3440, 17638.00
869.4730, 17603.00
870.6030, 17707.00
871.7320, 17675.10
872.8610, 17598.00
873.9900, 17663.72
875.1190, 17756.76
876.2470, 17813.17
877.3760, 17834.91
878.5040, 17718.15
879.6320, 17780.22
880.7600, 17770.63
881.8880, 17758.10
883.0150, 17845.34
884.1430, 18172.00
885.2700, 18278.00
886.3970, 18277.00
887.5240, 18493.00
888.6510, 18397.00
889.7780, 18642.00
890.9040, 18878.00
892.0310, 18911.00
893.1570, 19169.00
894.2830, 19213.00
895.4090, 19435.00
896.5350, 19428.00
897.6600, 19720.00
898.7860, 19864.65
899.9110, 19853.00
901.0360, 20177.00
902.1610, 20087.00
903.2860, 20039.00
904.4100, 20194.00
905.5350, 20287.00
906.6590, 20379.00
907.7830, 20472.00
908.9070, 20565.00
910.0310, 20543.00
911.1540, 20539.00
912.2780, 20417.00
913.4010, 20465.00
914.5240, 20446.30
915.6470, 20568.00
916.7700, 20504.00
917.8930, 20457.00
919.0150, 20527.00
920.1380, 20405.00
921.2600, 20535.00
922.3820, 20483.00
923.5040, 20320.00
924.6260, 20350.00
925.7470, 20101.00
926.8690, 20188.00
927.9900, 20163.00
929.1110, 19935.00
930.2320, 19845.00
931.3530, 19953.00
932.4730, 19761.00
933.5940, 19743.00
934.7140, 19710.00
935.8340, 19680.00
936.9540, 19637.00
938.0740, 19646.00
939.1930, 19619.45
940.3130, 19613.22
941.4320, 19580.00
942.5510, 19598.00
943.6700, 19537.00
944.7890, 19509.00
945.9080, 19631.00
947.0260, 19633.00
948.1450, 19544.00
949.2630, 19483.00
950.3810, 19637.00
951.4990, 19670.00
952.6170, 19835.00
953.7340, 20075.00
954.8520, 19894.00
955.9690, 20142.00
957.0860, 20023.00
958.2030, 20225.00
959.3200, 20468.00
960.4360, 20380.00
961.5530, 20403.00
962.6690, 20561.00
963.7850, 20851.43
964.9010, 21044.22
966.0170, 21220.73
967.1330, 21381.82
968.2480, 21481.22
969.3630, 21660.11
970.4790, 21807.29
971.5940, 21953.02
972.7080, 22142.96
973.8230, 22251.31
974.9380, 22440.69
976.0520, 22597.58
977.1660, 22654.00
978.2800, 22835.00
979.3940, 23269.00
980.5080, 23389.00
981.6220, 23812.00
982.7350, 24010.00
983.8480, 24320.00
984.9610, 24689.00
986.0740, 24751.00
987.1870, 25037.00
988.3000, 25281.00
989.4120, 25664.00
990.5250, 25669.00
991.6370, 25915.00
992.7490, 26070.00
993.8610, 26102.00
994.9720, 26363.00
996.0840, 26521.00
997.1950, 26723.00
998.3060, 26753.35
999.4170, 26547.00
1000.528, 26742.00
1001.639, 26649.00
1002.750, 26628.00
1003.860, 26698.00
1004.970, 26901.00
1006.080, 26803.00
1007.190, 27034.00
1008.300, 27037.00
1009.410, 26956.00
1010.519, 27245.00
1011.628, 27611.00
1012.738, 27866.00
1013.846, 27977.00
1014.955, 28158.00
1016.064, 28517.00
1017.172, 28439.00
1018.281, 29102.00
1019.389, 29064.00
1020.497, 29177.00
1021.605, 28914.00
1022.713, 28775.00
1023.820, 28828.00
1024.928, 28382.00
1026.035, 27883.00
1027.142, 27597.00
1028.249, 27123.00
1029.356, 26873.00
1030.462, 26153.00
1031.569, 25714.00
1032.675, 25324.00
1033.781, 24895.00
1034.887, 24598.00
1035.993, 24369.00
1037.098, 24019.00
1038.204, 23657.00
1039.309, 23259.00
1040.415, 23385.00
1041.520, 23129.00
1042.624, 23058.00
1043.729, 22915.05
1044.834, 22922.09
1045.938, 22912.88
1047.042, 22888.26
1048.146, 22802.08
1049.250, 22795.38
1050.354, 22756.84
1051.458, 22716.98
1052.561, 22721.51
1053.664, 22644.31
1054.767, 22679.83
1055.870, 22740.00
1056.973, 22849.00
1058.076, 22868.00
1059.178, 22911.05
1060.281, 22965.00
1061.383, 22906.00
1062.485, 22996.00
1063.587, 22913.00
1064.688, 23065.00
1065.790, 23076.76
1066.891, 23179.00
1067.993, 23169.00
1069.094, 23241.00
1070.195, 23259.00
1071.295, 23419.00
1072.396, 23616.00
1073.496, 23851.00
1074.597, 24108.00
1075.697, 24190.00
1076.797, 24468.00
1077.897, 25092.00
1078.996, 25203.00
1080.096, 25603.00
1081.195, 26407.00
1082.294, 26739.00
1083.393, 27330.00
1084.492, 27632.00
1085.591, 28012.00
1086.689, 27878.00
1087.788, 27728.00
1088.886, 27281.00
1089.984, 26994.00
1091.082, 26330.00
1092.180, 25851.00
1093.277, 25270.00
1094.375, 24933.00
1095.472, 24468.00
1096.569, 24176.00
1097.666, 24030.00
1098.763, 23841.00
1099.860, 23708.00
1100.956, 23376.00
1102.053, 23471.00
1103.149, 23231.00
1104.245, 23364.00
1105.341, 23076.00
1106.436, 23190.00
1107.532, 23090.00
1108.627, 23133.00
1109.723, 22956.00
1110.818, 22895.00
1111.913, 23115.00
1113.007, 22917.00
1114.102, 22906.00
1115.197, 22899.00
1116.291, 22808.00
1117.385, 22662.00
1118.479, 22826.00
1119.573, 22779.00
1120.666, 22782.03
1121.760, 22783.05
1122.853, 22767.82
1123.947, 22737.15
1125.040, 22644.96
1126.132, 22632.30
1127.225, 22587.74
1128.318, 22541.88
1129.410, 22540.39
1130.502, 22457.20
1131.595, 22451.00
1132.687, 22479.00
1133.778, 22397.00
1134.870, 22200.00
1135.961, 22354.00
1137.053, 22353.00
1138.144, 22446.00
1139.235, 22301.00
1140.326, 22333.00
1141.416, 22298.00
1142.507, 22116.00
1143.597, 22169.00
1144.688, 22248.00
1145.778, 22175.00
1146.868, 22075.00
1147.957, 22043.00
1149.047, 22019.87
1150.136, 21926.00
1151.226, 22073.00
1152.315, 22011.93
1153.404, 22135.00
1154.493, 22011.00
1155.581, 21998.00
1156.670, 21835.00
1157.758, 21874.00
1158.846, 21819.00
1159.934, 21859.00
1161.022, 21838.00
1162.110, 21524.00
1163.198, 21817.00
1164.285, 21831.00
1165.372, 21591.00
1166.459, 21799.00
1167.546, 21796.00
1168.633, 21811.00
1169.720, 21727.00
1170.806, 21708.98
1171.892, 21678.00
1172.979, 21590.00
1174.065, 21656.00
1175.150, 21578.00
1176.236, 21569.00
1177.322, 21531.00
1178.407, 21633.00
1179.492, 21604.00
1180.577, 21533.00
1181.662, 21814.00
1182.747, 21588.00
1183.832, 21603.00
1184.916, 21644.00
1186.000, 21532.00
1187.084, 21630.00
1188.168, 21907.00
1189.252, 21879.00
1190.336, 21708.00
1191.419, 21544.00
1192.503, 21838.00
1193.586, 21684.13
1194.669, 21858.00
1195.752, 21729.00
1196.835, 21652.00
1197.917, 21680.00
1199.000, 21669.33
1200.082, 21648.00
1201.164, 21814.00
1202.246, 21783.00
1203.328, 21927.00
1204.409, 21925.00
1205.491, 21882.01
1206.572, 21964.00
1207.653, 21700.00
1208.734, 21967.00
1209.815, 21781.00
1210.896, 21842.00
1211.976, 21856.00
1213.057, 21837.00
1214.137, 22021.00
1215.217, 22077.00
1216.297, 22048.00
1217.377, 21953.00
1218.456, 22120.00
1219.536, 22082.00
1220.615, 22190.00
1221.694, 22111.00
1222.773, 22061.00
1223.852, 22022.00
1224.931, 22017.84
1226.009, 22212.00
1227.088, 21988.00
1228.166, 22202.00
1229.244, 22074.00
1230.322, 22288.00
1231.400, 22051.00
1232.477, 22442.00
1233.555, 22350.00
1234.632, 22215.00
1235.709, 22255.00
1236.786, 22439.00
1237.863, 22169.00
1238.939, 22562.00
1240.016, 22496.00
1241.092, 22432.00
1242.168, 22447.00
1243.245, 22399.00
1244.320, 22390.00
1245.396, 22401.62
1246.472, 22423.00
1247.547, 22430.00
1248.622, 22585.00
1249.697, 22618.00
1250.772, 22517.00
1251.847, 22674.00
1252.922, 22748.00
1253.996, 22646.00
1255.071, 22524.00
1256.145, 22557.00
1257.219, 22711.00
1258.293, 22432.00
1259.366, 22759.00
1260.440, 22810.00
1261.513, 22658.00
1262.587, 22864.00
1263.660, 22816.00
1264.733, 22489.00
1265.805, 22864.00
1266.878, 22684.00
1267.951, 22676.00
1269.023, 22725.00
1270.095, 22702.00
1271.167, 22966.00
1272.239, 22743.00
1273.311, 22936.00
1274.382, 22804.00
1275.454, 22940.00
1276.525, 23060.00
1277.596, 22936.00
1278.667, 23237.00
1279.738, 22897.00
1280.808, 23031.00
1281.879, 23039.00
1282.949, 23054.00
1284.019, 23097.23
1285.089, 23101.94
1286.159, 23107.00
1287.229, 23112.00
1288.298, 23102.00
1289.368, 23057.00
1290.437, 22932.00
1291.506, 23050.70
1292.575, 23282.00
1293.644, 23195.00
1294.712, 23191.00
1295.781, 23143.16
1296.849, 23046.00
1297.917, 23345.00
1298.985, 23303.00
1300.053, 23350.00
1301.121, 23191.00
1302.188, 23164.00
1303.255, 23274.00
1304.323, 23384.00
1305.390, 23203.00
1306.457, 23460.00
1307.523, 23408.00
1308.590, 23335.00
1309.656, 23426.00
1310.723, 23430.00
1311.789, 23477.00
1312.855, 23511.00
1313.921, 23615.00
1314.986, 23576.27
1316.052, 23300.00
1317.117, 23536.00
1318.182, 23350.00
1319.248, 23343.00
1320.312, 23659.00
1321.377, 23636.00
1322.442, 23499.00
1323.506, 23739.00
1324.571, 23585.00
1325.635, 23379.00
1326.699, 23384.00
1327.762, 23510.00
1328.826, 23439.00
1329.890, 23576.00
1330.953, 23756.00
1332.016, 23740.00
1333.079, 23463.00
1334.142, 23850.00
1335.205, 23611.00
1336.268, 23806.00
1337.330, 23685.00
1338.392, 23801.00
1339.454, 23660.00
1340.516, 23810.00
1341.578, 23703.00
1342.640, 23602.00
1343.701, 23948.00
1344.763, 23877.00
1345.824, 23985.00
1346.885, 23769.00
1347.946, 23912.00
1349.007, 23862.00
1350.067, 23930.00
1351.128, 23901.00
1352.188, 23894.72
1353.248, 23893.00
1354.308, 23894.00
1355.368, 23864.00
1356.428, 23913.00
1357.487, 23759.00
1358.547, 23911.00
1359.606, 23835.00
1360.665, 23966.00
1361.724, 24007.00
1362.783, 24063.00
1363.841, 23976.00
1364.900, 24025.00
1365.958, 23991.00
1367.016, 24014.00
1368.074, 24111.00
1369.132, 24144.00
1370.190, 24022.00
1371.247, 23921.00
1372.304, 24165.00
1373.362, 24285.00
1374.419, 24079.00
1375.476, 24088.00
1376.532, 24155.00
1377.589, 24134.00
1378.645, 24196.34
1379.702, 24195.00
1380.758, 24286.00
1381.814, 24465.00
1382.870, 24505.00
1383.925, 24411.00
1384.981, 24597.00
1386.036, 24492.00
1387.092, 24492.25
1388.147, 24241.00
1389.202, 24383.00
1390.256, 24482.00
1391.311, 24366.00
1392.365, 24413.00
1393.420, 24486.00
1394.474, 24389.00
1395.528, 24498.00
1396.582, 24511.00
1397.636, 24523.19
1398.689, 24430.00
1399.742, 24559.00
1400.796, 24712.00
1401.849, 24675.00
1402.902, 24612.00
1403.955, 24492.00
1405.007, 24514.00
1406.060, 24649.00
1407.112, 24507.00
1408.164, 24604.00
1409.216, 24844.00
1410.268, 24741.00
1411.320, 24926.00
1412.371, 24633.00
1413.423, 24734.00
1414.474, 24665.00
1415.525, 24643.00
1416.576, 24663.59
1417.627, 24636.33
1418.678, 24707.00
1419.728, 24675.00
1420.778, 24819.00
1421.829, 24918.00
1422.879, 24736.00
1423.928, 24875.00
1424.978, 24953.00
1426.028, 24879.00
1427.077, 24867.00
1428.126, 25019.00
1429.176, 25105.00
1430.225, 25198.00
1431.273, 25151.60
1432.322, 25058.00
1433.371, 25064.00
1434.419, 25086.00
1435.467, 25217.00
1436.515, 25357.00
1437.563, 25239.00
1438.611, 25298.00
1439.658, 25358.00
1440.706, 25317.00
1441.753, 25595.00
1442.800, 25493.69
1443.847, 25526.21
1444.894, 25560.00
1445.941, 25413.00
1446.987, 25683.00
1448.034, 25549.00
1449.080, 25273.00
1450.126, 25570.00
1451.172, 25559.00
1452.218, 25459.00
1453.263, 25626.00
1454.309, 25596.00
1455.354, 25650.00
1456.399, 25640.84
1457.444, 25522.00
1458.489, 25567.00
1459.534, 25515.00
1460.579, 25495.00
1461.623, 25590.00
1462.667, 25702.00
