##NAMES=Crocoite
##RRUFFID=R040053
##IDEAL CHEMISTRY=Pb^2+^Cr^6+^O_4_
##LOCALITY=Dundas, Tasmania
##OWNER=RRUFF
##SOURCE=Bob Downs
##DESCRIPTION=Reddish-orange prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R040053
##MEASURED CHEMISTRY=(Pb_.995_Mn_.005_)CrO_4_
##PIN_ID=L00229
##ORIENTATION=Laser parallel to -b* (0 -1 0). Fiducial mark perpendicular to laser is parallel to -c [0 0 -1]
82.916, 0.000
84.311, 27.250
85.706, 1.818
87.101, 6.206
88.496, 19.087
89.890, 100.639
91.284, 136.163
92.678, 193.191
94.071, 258.395
95.465, 394.566
96.858, 426.552
98.251, 461.220
99.644, 483.452
101.036, 438.147
102.428, 361.230
103.820, 275.651
105.212, 214.426
106.604, 141.531
107.995, 97.937
109.387, 119.617
110.777, 51.525
112.168, 110.610
113.559, 55.825
114.949, 119.136
116.339, 146.530
117.729, 176.970
119.119, 177.489
120.508, 224.047
121.897, 221.632
123.286, 309.274
124.675, 383.361
126.063, 408.670
127.452, 543.242
128.840, 699.850
130.228, 922.580
131.615, 1094.356
133.003, 1346.317
134.390, 1594.339
135.777, 1782.335
137.164, 1887.278
138.550, 1845.120
139.937, 1642.841
141.323, 1484.440
142.709, 1347.907
144.094, 1146.245
145.480, 943.462
146.865, 887.719
148.250, 713.012
149.635, 652.153
151.019, 586.938
152.403, 529.863
153.788, 438.622
155.171, 423.684
156.555, 378.691
157.939, 286.608
159.322, 267.479
160.705, 239.168
162.088, 226.048
163.470, 197.902
164.853, 165.867
166.235, 147.494
167.617, 121.699
168.998, 137.740
170.380, 151.528
171.761, 140.266
173.142, 160.808
174.523, 139.199
175.904, 183.290
177.284, 166.525
178.664, 223.514
180.044, 244.857
181.424, 244.355
182.803, 234.598
184.183, 229.124
185.562, 246.399
186.940, 250.541
188.319, 239.468
189.698, 209.441
191.076, 186.027
192.454, 182.787
193.831, 161.167
195.209, 180.403
196.586, 168.748
197.963, 109.874
199.340, 154.795
200.717, 121.521
202.093, 119.090
203.470, 129.661
204.846, 105.235
206.221, 91.810
207.597, 75.381
208.972, 63.218
210.347, 44.511
211.722, 46.212
213.097, 44.900
214.472, 41.149
215.846, 56.675
217.220, 75.190
218.594, 93.692
219.967, 49.181
221.341, 55.657
222.714, 6.116
224.087, 22.560
225.460, 35.988
226.832, 38.402
228.204, 48.079
229.577, 24.190
230.948, 52.561
232.320, 22.918
233.692, 14.261
235.063, 67.587
236.434, 36.696
237.805, 47.840
239.175, 25.462
240.545, 30.724
241.916, 17.967
243.286, 7.806
244.655, 31.599
246.025, 27.710
247.394, 9.278
248.763, 17.556
250.132, 12.684
251.501, 3.815
252.869, 14.838
254.237, 26.187
255.605, 5.657
256.973, 50.565
258.340, 13.632
259.708, 11.756
261.075, 7.927
262.442, 33.104
263.808, 19.650
265.175, 17.451
266.541, 2.178
267.907, 5.896
269.273, 21.363
270.639, 0.571
272.004, 9.764
273.369, 10.007
274.734, 24.804
276.099, 12.547
277.463, 23.478
278.828, 6.434
280.192, 6.632
281.556, 3.821
282.919, 3.779
284.283, 14.287
285.646, 0.770
287.009, 0.714
288.372, 6.731
289.734, 12.648
291.097, 11.121
292.459, 13.757
293.821, 8.564
295.183, 17.411
296.544, 13.292
297.905, 25.127
299.266, 42.060
300.627, 35.917
301.988, 85.762
303.348, 38.475
304.709, 58.172
306.069, 71.918
307.428, 52.583
308.788, 68.226
310.147, 76.378
311.507, 75.255
312.865, 131.322
314.224, 65.001
315.583, 144.649
316.941, 99.293
318.299, 128.825
319.657, 132.510
321.015, 243.215
322.372, 576.821
323.729, 667.530
325.086, 597.016
326.443, 244.695
327.800, 237.141
329.156, 260.553
330.512, 320.839
331.868, 395.284
333.224, 535.605
334.579, 669.926
335.935, 969.096
337.290, 1265.265
338.645, 1223.988
339.999, 1181.900
341.354, 1102.828
342.708, 835.820
344.062, 625.868
345.416, 614.766
346.769, 636.776
