##NAMES=Inderite
##RRUFFID=R050195
##IDEAL CHEMISTRY=MgB_3_O_3_(OH)_5_&#183;5H_2_O
##LOCALITY=Boron, Kern County, California, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050195
##MEASURED CHEMISTRY=Mg_1.00_B_3.00_O_3_(OH)_5_·5H_2_O ; Mg measured, only
##PIN_ID=L00373
##ORIENTATION=Laser parallel to (1 0 1). Fiducial mark perpendicular to laser is parallel to b [0 1 0]
92.678, 8832.000
94.071, 10590.000
95.465, 12980.000
96.858, 13772.000
98.251, 13738.000
99.644, 12544.000
101.036, 12065.000
102.428, 12258.000
103.820, 13380.000
105.212, 16242.000
106.604, 19392.000
107.995, 23861.000
109.387, 23697.000
110.777, 21659.000
112.168, 18561.000
113.559, 15800.000
114.949, 14348.000
116.339, 13108.000
117.729, 12989.000
119.119, 12798.000
120.508, 14336.000
121.897, 16821.000
123.286, 20386.000
124.675, 26581.000
126.063, 30952.000
127.452, 37760.000
128.840, 41977.000
130.228, 43164.000
131.615, 39714.000
133.003, 31097.000
134.390, 24258.000
135.777, 18666.000
137.164, 15550.000
138.550, 13344.000
139.937, 12471.000
141.323, 12092.000
142.709, 12041.000
144.094, 12778.000
145.480, 13735.000
146.865, 16124.000
148.250, 18226.000
149.635, 21052.000
151.019, 22341.000
152.403, 20802.000
153.788, 19237.000
155.171, 16238.000
156.555, 14531.000
157.939, 12859.000
159.322, 12305.000
160.705, 12156.000
162.088, 12363.000
163.470, 13374.000
164.853, 13689.000
166.235, 15329.000
167.617, 16216.000
168.998, 16491.000
170.380, 15630.000
171.761, 13991.000
173.142, 12814.000
174.523, 11299.000
175.904, 10624.000
177.284, 9737.000
178.664, 9403.000
180.044, 9377.000
181.424, 9028.000
182.803, 9278.000
184.183, 9232.000
185.562, 9764.000
186.940, 10298.000
188.319, 11344.000
189.698, 12774.000
191.076, 13783.000
192.454, 15502.000
193.831, 15224.000
195.209, 14897.000
196.586, 13653.000
197.963, 12542.000
199.340, 11637.000
200.717, 10461.000
202.093, 10116.000
203.470, 9431.000
204.846, 9342.000
206.221, 9040.000
207.597, 8927.000
208.972, 9126.000
210.347, 9073.000
211.722, 9206.000
213.097, 9033.000
214.472, 9232.000
215.846, 9368.000
