##NAMES=Inderite
##RRUFFID=R050195
##IDEAL CHEMISTRY=MgB_3_O_3_(OH)_5_&#183;5H_2_O
##LOCALITY=Boron, Kern County, California, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050195
##MEASURED CHEMISTRY=Mg_1.00_B_3.00_O_3_(OH)_5_·5H_2_O ; Mg measured, only
##PIN_ID=L00373
##ORIENTATION=Laser parallel to (1 0 1). Fiducial mark perpendicular to laser is parallel to b [0 1 0]
217.220, 9501.000
218.594, 9994.000
219.967, 10006.000
221.341, 10224.000
222.714, 9807.000
224.087, 9586.000
225.460, 9434.000
226.832, 9018.000
228.204, 9106.000
229.577, 8662.000
230.948, 8796.000
232.320, 8694.000
233.692, 8738.000
235.063, 8851.000
236.434, 8827.000
237.805, 9264.000
239.175, 9173.000
240.545, 9519.000
241.916, 9659.000
243.286, 9757.000
244.655, 10179.000
246.025, 9957.000
247.394, 10255.000
248.763, 9912.000
250.132, 9809.000
251.501, 9506.000
252.869, 9161.000
254.237, 9061.000
255.605, 8549.000
256.973, 8724.000
258.340, 8358.000
259.708, 8369.000
261.075, 8285.000
262.442, 8244.000
263.808, 8518.000
265.175, 8237.000
266.541, 8479.000
267.907, 8442.000
269.273, 8473.000
270.639, 8541.000
272.004, 8441.000
273.369, 8730.000
274.734, 8672.000
276.099, 8932.000
277.463, 8989.000
278.828, 9154.000
280.192, 9572.000
281.556, 9608.000
282.919, 9991.000
284.283, 10151.000
285.646, 10555.000
287.009, 11145.000
288.372, 11358.000
289.734, 12297.000
291.097, 12714.000
292.459, 13908.000
293.821, 14894.000
295.183, 16090.000
296.544, 18114.000
297.905, 19174.000
299.266, 21401.000
300.627, 21734.000
301.988, 22171.000
303.348, 21968.000
304.709, 20394.000
306.069, 19381.000
307.428, 17500.000
308.788, 16837.000
310.147, 15659.000
311.507, 15069.000
312.865, 14848.000
314.224, 14111.000
315.583, 14581.000
316.941, 13794.000
318.299, 13577.000
319.657, 12824.000
321.015, 12305.000
322.372, 12070.000
323.729, 11502.000
325.086, 11514.000
326.443, 11302.000
327.800, 11573.000
329.156, 11692.000
330.512, 11752.000
331.868, 12465.000
333.224, 12714.000
334.579, 13750.000
335.935, 14521.000
337.290, 15699.000
338.645, 17740.000
339.999, 19234.000
341.354, 22120.000
342.708, 24121.000
344.062, 26577.000
345.416, 28530.000
346.769, 28294.000
348.123, 28524.000
349.476, 26034.000
350.829, 24534.000
352.182, 22176.000
353.534, 20532.000
354.887, 19490.000
356.239, 17701.000
357.591, 17148.000
358.942, 16040.000
360.294, 15495.000
361.645, 14887.000
362.996, 14135.000
364.347, 13840.000
365.698, 12992.000
367.048, 12994.000
368.398, 12319.000
369.748, 12175.000
371.098, 12196.000
372.448, 11673.000
373.797, 11843.000
375.146, 11586.000
376.495, 11691.000
377.844, 11714.000
379.192, 11513.000
380.540, 11844.000
381.889, 11586.000
383.236, 11884.000
384.584, 11669.000
385.932, 11654.000
387.279, 11912.000
388.626, 11694.000
389.973, 12109.000
391.319, 11772.000
392.666, 12176.000
394.012, 12338.000
395.358, 12419.000
396.704, 12882.000
398.049, 12840.000
399.394, 13286.000
400.740, 13440.000
402.084, 13766.000
403.429, 14772.000
404.774, 14988.000
406.118, 16099.000
407.462, 16678.000
408.806, 17752.000
410.150, 19465.000
411.493, 20640.000
412.836, 23379.000
414.179, 25242.000
415.522, 28816.000
416.865, 32729.000
418.207, 36146.000
419.549, 42925.000
420.891, 45722.000
422.233, 51024.000
423.575, 52009.000
424.916, 50088.000
426.257, 48762.000
427.598, 42077.000
428.939, 38856.000
430.279, 33428.000
431.619, 30032.000
432.959, 27386.000
434.299, 24810.000
435.639, 24982.000
436.978, 23976.000
438.318, 25379.000
439.657, 27473.000
440.996, 29026.000
442.334, 31635.000
443.673, 30470.000
445.011, 29475.000
446.349, 26244.000
447.687, 23078.000
449.024, 20372.000
450.361, 18101.473
451.699, 16225.000
453.036, 14610.000
454.372, 13621.000
455.709, 12898.000
457.045, 12111.000
458.381, 11846.000
459.717, 11153.000
461.053, 11067.000
462.388, 10744.000
463.724, 10513.000
465.059, 10359.000
466.394, 10209.414
467.728, 10255.000
469.063, 10088.000
470.397, 10121.000
471.731, 10153.000
473.065, 9924.000
474.398, 10276.000
475.732, 10149.000
477.065, 10412.000
478.398, 10718.000
479.731, 10799.000
481.063, 11516.000
482.396, 11564.000
483.728, 12392.000
485.060, 13360.000
486.391, 14347.000
487.723, 16294.000
489.054, 18056.000
490.385, 21180.000
491.716, 23714.000
493.047, 26040.000
494.377, 27976.000
495.708, 26892.000
497.038, 26287.000
498.368, 23888.000
499.697, 21224.000
501.027, 19766.000
502.356, 17370.000
503.685, 16466.000
505.014, 14904.000
506.342, 14074.000
507.671, 13445.000
508.999, 12506.000
510.327, 12218.000
511.655, 11544.000
512.982, 11495.000
514.310, 11096.000
515.637, 10860.000
516.964, 10738.000
518.291, 10464.000
519.617, 10572.000
520.944, 10492.000
522.270, 10396.000
523.596, 10415.000
524.921, 10304.000
526.247, 10435.000
527.572, 10544.000
528.897, 10506.000
530.222, 10573.698
531.547, 10464.000
532.871, 10642.000
534.196, 10225.000
535.520, 10367.000
536.844, 10432.000
538.167, 10394.000
539.491, 10478.000
540.814, 10371.000
542.137, 10571.000
543.460, 10585.000
544.783, 10523.000
546.105, 10671.000
547.427, 10582.000
548.749, 10809.000
550.071, 10743.000
551.393, 10744.000
552.714, 11112.000
554.035, 10855.000
555.356, 11246.000
556.677, 11330.000
557.998, 11491.000
559.318, 11788.000
560.638, 11940.000
561.958, 12585.000
563.278, 12792.000
564.597, 13477.000
565.917, 14212.000
567.236, 14429.000
568.555, 15655.000
569.874, 15849.000
571.192, 16774.000
572.511, 17798.000
573.829, 18227.000
575.147, 19970.000
576.464, 20186.000
577.782, 21910.000
579.099, 23268.000
580.416, 24372.000
581.733, 26738.000
583.050, 27504.000
584.366, 28867.000
585.683, 29576.000
586.999, 28281.000
588.315, 28551.000
589.630, 26586.000
590.946, 25202.000
592.261, 23941.000
593.576, 22203.000
594.891, 22048.000
596.206, 20110.000
597.520, 19832.000
598.834, 19213.000
600.148, 18818.000
601.462, 18789.000
602.776, 18318.000
604.089, 18756.000
605.402, 18726.000
606.715, 19015.000
608.028, 19633.000
609.341, 19586.000
610.653, 20651.000
611.965, 21021.000
613.277, 21645.000
614.589, 23152.000
615.901, 23369.000
617.212, 25338.000
618.523, 26276.000
619.834, 27231.000
621.145, 29838.000
622.456, 30248.000
623.766, 33171.000
625.076, 34839.000
626.386, 36888.000
627.696, 39955.000
629.006, 40952.000
630.315, 44980.000
631.624, 46140.000
632.933, 47972.000
634.242, 51641.000
635.551, 50921.000
636.859, 54545.000
638.167, 53507.000
639.475, 54460.000
640.783, 54360.000
642.090, 52024.000
643.398, 53164.000
644.705, 50067.000
646.012, 49084.000
647.318, 48272.000
648.625, 44790.000
649.931, 44116.000
651.237, 41494.000
652.543, 39398.000
653.849, 38665.000
655.155, 35644.000
656.460, 35335.000
657.765, 32946.000
659.070, 31960.000
660.375, 30668.000
661.679, 28782.000
662.984, 28245.000
664.288, 26710.000
665.592, 25880.000
666.895, 25232.000
668.199, 23793.000
669.502, 23447.000
670.805, 22120.000
672.108, 21629.000
673.411, 21448.000
674.713, 20104.000
676.016, 20246.000
677.318, 19134.000
678.620, 18893.000
679.921, 18512.000
681.223, 17618.000
682.524, 17688.000
683.825, 16905.000
685.126, 16720.000
686.427, 16512.000
687.727, 15865.000
689.028, 16066.000
690.328, 15316.000
691.628, 15404.000
692.927, 14994.000
694.227, 14635.000
695.526, 14666.000
696.825, 14135.000
698.124, 14141.000
699.423, 14022.000
700.721, 13417.000
702.020, 13677.000
703.318, 13172.000
704.616, 13048.000
705.913, 12831.000
707.211, 12519.000
708.508, 12702.000
709.805, 12360.000
711.102, 12434.000
712.399, 12308.000
713.695, 12125.000
714.992, 12434.000
716.288, 12054.000
717.584, 12432.000
718.879, 12253.000
720.175, 12408.000
721.470, 12649.000
722.765, 12659.000
724.060, 12920.000
725.355, 13235.000
726.649, 13382.000
727.944, 14149.000
729.238, 14200.000
730.532, 15213.000
731.825, 15776.000
733.119, 16666.000
734.412, 18417.000
735.705, 19289.000
736.998, 21726.000
738.291, 24256.000
739.584, 26176.000
740.876, 30545.000
742.168, 32832.000
743.460, 35240.000
744.752, 37673.000
746.043, 35272.000
747.334, 34971.000
748.626, 31687.000
749.916, 28812.000
751.207, 27104.000
752.498, 23616.000
753.788, 22514.000
755.078, 20446.000
756.368, 19155.000
757.658, 18337.000
758.947, 16939.000
760.237, 16573.000
761.526, 15847.000
762.815, 15539.000
764.104, 15356.000
765.392, 14849.000
766.680, 14948.000
767.969, 14392.000
769.257, 14302.000
770.544, 14270.000
771.832, 13532.000
773.119, 13794.000
774.406, 13248.000
775.693, 13065.000
776.980, 12900.000
778.267, 12594.000
779.553, 12562.000
780.839, 12266.000
782.125, 12259.000
783.411, 12292.000
784.697, 11853.000
785.982, 11990.000
787.267, 11934.000
788.552, 11669.000
789.837, 11876.000
791.122, 11609.000
792.406, 11762.000
793.690, 11596.000
794.974, 11429.000
796.258, 11815.000
797.542, 11415.000
798.825, 11546.000
800.108, 11598.000
801.391, 11360.000
802.674, 11712.000
803.957, 11367.000
805.239, 11716.000
806.522, 11660.000
807.804, 11598.000
809.085, 11911.000
810.367, 11748.000
811.649, 11888.000
812.930, 11946.000
814.211, 11792.000
815.492, 12129.000
816.772, 12035.000
818.053, 12037.000
819.333, 11972.000
820.613, 11695.000
821.893, 11955.000
823.173, 11662.000
824.452, 11595.000
825.732, 11654.000
827.011, 11259.000
828.290, 11546.000
829.568, 11246.000
830.847, 11120.000
832.125, 11279.000
833.403, 10888.000
834.681, 11107.000
835.959, 10950.000
837.236, 10765.000
838.514, 10976.000
839.791, 10821.000
841.068, 10823.000
842.345, 10836.000
843.621, 10657.000
844.898, 10843.000
846.174, 10602.000
847.450, 10935.000
848.726, 10768.000
850.001, 10669.000
851.277, 10963.000
852.552, 10888.000
853.827, 11065.000
855.102, 11136.000
856.376, 10913.000
857.651, 11289.000
858.925, 11186.000
860.199, 11328.000
861.473, 11474.000
862.746, 11421.000
864.020, 11827.000
865.293, 11720.000
866.566, 11703.000
867.839, 12120.000
869.112, 11970.000
870.384, 12428.000
871.656, 12524.000
872.928, 12641.000
874.200, 12888.000
875.472, 13165.000
876.744, 13411.000
878.015, 13900.000
879.286, 13926.000
880.557, 14446.000
881.828, 14575.000
883.098, 14523.000
884.369, 15132.000
885.639, 14737.000
886.909, 15232.000
888.178, 14802.000
889.448, 14747.000
890.717, 14986.000
891.987, 14388.000
893.256, 14585.000
894.524, 14371.000
895.793, 14120.000
897.061, 14218.000
898.330, 13792.000
899.598, 13889.000
900.865, 13605.000
902.133, 13244.000
903.401, 13591.000
904.668, 12980.000
905.935, 12977.000
907.202, 12906.000
908.468, 12555.000
909.735, 12811.000
911.001, 12296.000
912.267, 12297.000
913.533, 12304.000
914.799, 11909.000
916.064, 12155.000
917.330, 11865.000
918.595, 11812.000
919.860, 11909.000
921.124, 11610.000
922.389, 11760.000
923.653, 11733.000
924.918, 11512.000
926.182, 11708.000
927.445, 11841.000
928.709, 11742.000
929.972, 11661.000
931.236, 11608.000
932.499, 11668.928
933.761, 11670.000
935.024, 11708.000
936.286, 12108.000
937.549, 11829.000
938.811, 12325.000
940.073, 12456.000
941.334, 12459.000
942.596, 12849.000
943.857, 12744.000
945.118, 13193.000
946.379, 13547.000
947.640, 13484.000
948.900, 14140.000
950.161, 13684.000
951.421, 13974.000
952.681, 14011.000
953.940, 13640.000
955.200, 13667.000
956.459, 13292.000
957.719, 12960.000
958.978, 13102.000
960.236, 12452.000
961.495, 12608.000
962.753, 12336.000
964.012, 12090.000
965.270, 12224.000
966.527, 12014.000
967.785, 12102.000
969.043, 11952.000
970.300, 11757.000
971.557, 11902.000
972.814, 11637.000
974.071, 11582.000
975.327, 11809.000
976.583, 11535.000
977.840, 11691.000
979.095, 11566.000
980.351, 11449.000
981.607, 11701.000
982.862, 11362.000
984.117, 11582.000
985.372, 11459.000
986.627, 11368.000
987.882, 11704.000
989.136, 11334.000
990.390, 11446.000
991.644, 11530.000
992.898, 11316.000
994.152, 11606.000
995.405, 11294.000
996.659, 11536.000
997.912, 11739.000
999.165, 11590.000
1000.417, 11969.000
1001.670, 12079.000
1002.922, 11926.000
1004.174, 12344.000
1005.426, 12069.000
1006.678, 12153.000
1007.930, 12390.000
1009.181, 12198.000
1010.432, 12587.000
1011.683, 12442.000
1012.934, 12427.000
1014.185, 12974.000
1015.435, 12662.000
1016.685, 12899.000
1017.935, 13109.000
1019.185, 12998.000
1020.435, 13433.000
1021.684, 13274.000
1022.934, 13544.000
1024.183, 13799.000
1025.432, 13521.000
1026.680, 13682.513
1027.929, 13940.000
1029.177, 13467.000
1030.425, 13902.000
1031.673, 13599.000
1032.921, 13691.000
1034.169, 13696.000
1035.416, 13471.000
1036.663, 13855.000
1037.911, 13708.000
1039.157, 13706.000
1040.404, 14160.000
1041.650, 13819.000
1042.897, 14318.000
1044.143, 14448.000
1045.389, 14359.000
1046.634, 14903.000
1047.880, 14908.000
1049.125, 15156.000
1050.371, 15662.000
1051.615, 15630.000
1052.860, 16090.000
1054.105, 16323.000
1055.349, 16449.000
1056.593, 17240.000
1057.837, 16814.000
1059.081, 17332.000
1060.325, 17442.000
1061.568, 16931.000
1062.812, 17328.000
1064.055, 16669.000
1065.298, 16584.000
1066.540, 16398.000
1067.783, 15542.000
1069.025, 15596.000
1070.267, 15388.000
1071.509, 14802.000
1072.751, 15122.000
1073.993, 14468.000
1075.234, 14435.000
1076.475, 14402.000
1077.716, 13874.000
1078.957, 14329.000
1080.198, 13928.000
1081.438, 13825.000
1082.679, 13889.000
1083.919, 13605.000
1085.159, 13897.000
1086.398, 13913.000
1087.638, 13549.000
1088.877, 13960.000
1090.116, 13630.000
1091.355, 13639.000
1092.594, 13818.000
1093.833, 13649.000
1095.071, 13674.000
1096.309, 13683.000
1097.547, 13482.000
1098.785, 13929.000
1100.023, 13620.000
1101.260, 13758.000
1102.498, 13850.000
1103.735, 13714.000
1104.972, 14236.000
1106.208, 14227.000
1107.445, 14032.000
1108.681, 14672.000
1109.918, 14229.000
1111.154, 14700.000
1112.389, 14936.000
1113.625, 14731.000
1114.860, 15378.000
1116.096, 15390.000
1117.331, 15497.000
1118.566, 16154.000
1119.800, 15874.000
1121.035, 16654.000
1122.269, 17361.000
1123.503, 17187.000
1124.737, 18370.000
1125.971, 18361.000
1127.205, 18774.000
1128.438, 19732.000
1129.671, 19560.000
1130.904, 20384.000
1132.137, 20958.000
1133.370, 20810.000
1134.602, 22083.000
1135.834, 21865.000
1137.066, 22272.000
1138.298, 23065.000
1139.530, 22353.000
1140.762, 22756.000
1141.993, 22522.000
1143.224, 22179.000
1144.455, 22180.000
1145.686, 21828.000
1146.917, 21324.000
1148.147, 21288.000
1149.377, 20401.000
1150.607, 20751.000
1151.837, 20297.000
1153.067, 19605.000
1154.296, 19968.000
1155.526, 19388.000
1156.755, 19314.000
1157.984, 19436.000
1159.213, 18667.000
1160.441, 19536.000
1161.670, 18860.000
1162.898, 18605.000
1164.126, 19207.000
1165.354, 18736.000
1166.581, 18717.000
1167.809, 19089.000
1169.036, 18357.000
1170.263, 19057.000
1171.490, 18676.000
1172.717, 18408.000
1173.943, 18882.000
1175.170, 17977.000
1176.396, 18337.000
1177.622, 18159.000
1178.848, 17473.000
1180.073, 17896.000
1181.299, 17345.000
1182.524, 17008.000
1183.749, 17305.000
1184.974, 16472.000
1186.199, 16671.000
1187.423, 16518.000
1188.648, 15840.000
1189.872, 16138.000
1191.096, 15668.000
1192.320, 15331.000
1193.543, 15648.000
1194.767, 14968.000
1195.990, 15120.000
1197.213, 15192.000
1198.436, 14596.000
1199.659, 15125.000
1200.881, 14626.000
1202.104, 14582.000
1203.326, 14864.000
1204.548, 14287.000
1205.770, 14520.000
1206.991, 14568.000
1208.213, 13919.000
1209.434, 14519.000
1210.655, 14142.000
1211.876, 14064.000
1213.096, 14458.000
1214.317, 13778.000
1215.537, 14283.000
1216.757, 14294.000
1217.977, 13896.000
1219.197, 14282.000
1220.417, 14074.000
1221.636, 13929.000
1222.855, 14437.000
1224.074, 13886.000
1225.293, 14117.000
1226.512, 14233.000
1227.731, 13877.000
1228.949, 14455.000
1230.167, 14150.000
1231.385, 14216.000
1232.603, 14700.000
1233.820, 14074.000
1235.038, 14513.000
1236.255, 14584.000
1237.472, 14390.000
1238.689, 14725.000
1239.906, 14625.000
1241.122, 14481.000
1242.338, 15123.000
1243.555, 14595.000
1244.771, 14894.000
1245.986, 15079.000
1247.202, 14634.000
1248.417, 15004.000
1249.633, 15257.000
1250.848, 14530.000
1252.063, 15338.000
1253.277, 14969.000
1254.492, 14804.000
1255.706, 15385.000
1256.920, 14874.000
1258.134, 15245.000
1259.348, 15121.000
1260.562, 14860.000
1261.775, 15386.000
1262.988, 14818.000
1264.201, 14947.000
1265.414, 15413.000
1266.627, 14689.000
1267.839, 15048.000
1269.052, 15300.000
1270.264, 14699.000
1271.476, 15237.000
1272.688, 15113.000
1273.899, 14802.000
1275.111, 15429.000
1276.322, 14930.000
1277.533, 14887.000
1278.744, 15261.000
1279.955, 14547.000
1281.165, 15325.000
1282.376, 14854.000
1283.586, 14479.000
1284.796, 15046.000
1286.006, 14528.000
1287.215, 14499.000
1288.425, 14716.000
1289.634, 14099.000
1290.843, 14606.000
1292.052, 14411.000
1293.261, 14090.000
1294.469, 14657.000
1295.678, 14039.000
1296.886, 14228.000
1298.094, 14372.000
1299.302, 13782.000
1300.509, 14086.000
1301.717, 14212.000
1302.924, 13670.000
1304.131, 14236.000
1305.338, 13824.000
1306.545, 13729.000
1307.752, 14304.000
1308.958, 13522.000
1310.164, 14130.000
1311.370, 14173.000
1312.576, 13650.000
1313.782, 14293.000
1314.987, 13765.000
1316.193, 13657.000
1317.398, 14239.000
1318.603, 13723.000
1319.807, 13852.000
1321.012, 14182.000
1322.216, 13597.000
1323.421, 14014.000
1324.625, 13889.000
1325.829, 13545.000
1327.032, 14227.000
1328.236, 13710.000
1329.439, 13591.000
1330.642, 14081.000
1331.845, 13526.000
1333.048, 13970.000
1334.251, 14047.000
1335.453, 13690.000
1336.656, 14166.000
1337.858, 14074.000
1339.060, 13777.000
1340.261, 14336.000
1341.463, 13970.000
1342.664, 14125.000
1343.866, 14350.000
1345.067, 13815.000
1346.267, 14406.000
1347.468, 14302.000
1348.669, 14080.000
1349.869, 14693.000
1351.069, 14344.000
1352.269, 14283.000
1353.469, 14742.000
1354.668, 14150.000
1355.868, 14397.000
1357.067, 14648.000
1358.266, 13771.000
1359.465, 14507.000
1360.664, 14371.000
1361.862, 13981.000
1363.061, 14458.000
1364.259, 14038.000
1365.457, 14020.000
1366.655, 14528.000
1367.852, 13842.000
1369.050, 14300.000
1370.247, 14280.000
1371.444, 13858.000
1372.641, 14526.000
1373.838, 14072.000
1375.035, 14166.000
1376.231, 14500.000
1377.427, 14019.000
1378.623, 14176.000
1379.819, 14544.000
1381.015, 14003.000
1382.211, 14462.000
1383.406, 14600.000
1384.601, 13968.000
1385.796, 14688.000
1386.991, 14321.000
1388.185, 14166.000
##END=



