##NAMES=Eckermannite
##RRUFFID=R060320
##IDEAL CHEMISTRY=NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_
##LOCALITY=Norra Karr Complex, near Granna, Ostergotsland, Sweden
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Parallel aggregate of blue elongated bladed crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060320
##MEASURED CHEMISTRY=(Na_2.50_K_0.30_[box]_0.20_)_Σ=3_(Mg_2.35_Fe^2+^_1.35_Al_1.20_Mn_0.10_)_Σ=5_Si_8.00_O_22_((OH)_1.18_F_0.82_)_Σ=2_; OH estimated by charge balance, dark material
##PIN_ID=M01072
##ORIENTATION=Laser parallel to -c* (0 0 -1). Fiducial mark perpendicular to laser is parallel to -a [-1 0 0]
256.7390, 376.3247
257.9520, 333.4775
259.1640, 260.6592
260.3760, 267.8623
261.5880, 142.9844
262.8000, 133.1221
264.0120, 89.19482
265.2240, 39.27197
266.4350, 19.34326
267.6470, 54.39893
268.8580, 141.5576
270.0690, 54.58008
271.2800, 128.6484
272.4910, 91.78760
273.7020, 131.8896
274.9120, 155.1758
276.1230, 79.55273
277.3330, 131.6855
278.5430, 102.1870
279.7530, 37.84033
280.9630, 99.52344
282.1720, 77.28857
283.3820, 111.9814
284.5910, 109.0566
285.8000, 114.0688
287.0090, 66.16699
288.2180, 56.33936
289.4270, 13.41699
290.6360, 6.115723
291.8440, 29.03418
293.0530, 12.30664
294.2610, 46.78564
295.4690, 157.1846
296.6770, 176.5098
297.8850, 221.9502
299.0920, 307.1206
300.3000, 405.8140
301.5070, 518.7739
302.7140, 599.5562
303.9210, 789.6670
305.1280, 977.6104
306.3350, 1193.705
307.5420, 1484.061
308.7480, 1721.893
309.9540, 2070.107
311.1600, 2414.007
312.3660, 2553.078
313.5720, 2681.079
314.7780, 2862.889
315.9840, 2778.698
317.1890, 2827.281
318.3940, 2859.924
319.6000, 2666.298
320.8050, 2488.800
322.0090, 2253.220
323.2140, 2079.747
324.4190, 1874.720
325.6230, 1685.918
326.8270, 1515.079
328.0320, 1286.196
329.2360, 1171.260
330.4390, 1071.237
331.6430, 1016.062
332.8470, 823.7080
334.0500, 825.1562
335.2530, 775.4238
336.4560, 824.5142
337.6590, 804.9146
338.8620, 731.3286
340.0650, 744.0181
341.2670, 716.6240
342.4700, 674.0620
343.6720, 590.7842
344.8740, 629.3662
346.0760, 610.9668
347.2780, 646.5908
348.4790, 683.5107
349.6810, 737.8872
350.8820, 759.5508
352.0830, 759.2236
353.2840, 763.8955
354.4850, 758.5684
355.6860, 782.2402
356.8870, 810.9067
358.0870, 821.6396
359.2870, 758.2144
360.4880, 851.8555
361.6880, 859.6455
362.8870, 850.1084
364.0870, 955.7197
365.2870, 1098.319
366.4860, 1083.907
367.6850, 1289.482
368.8850, 1347.045
370.0840, 1391.594
371.2820, 1409.131
372.4810, 1592.656
373.6800, 1603.167
374.8780, 1693.667
376.0760, 1751.153
377.2740, 1815.626
378.4720, 1933.852
379.6700, 2004.536
380.8680, 2176.973
382.0650, 2335.396
383.2630, 2477.809
384.4600, 2659.209
385.6570, 2814.668
386.8540, 2999.974
388.0510, 3104.338
389.2470, 3282.691
390.4440, 3337.033
391.6400, 3469.363
392.8360, 3662.684
394.0320, 3749.981
395.2280, 3793.255
396.4240, 3918.283
397.6190, 4042.381
398.8150, 4150.218
400.0100, 4242.533
401.2050, 4299.254
402.4000, 4549.317
403.5950, 4612.039
404.7900, 4838.753
405.9840, 4965.741
407.1790, 5339.604
408.3730, 5518.882
409.5670, 5826.871
410.7610, 6068.962
411.9550, 6609.353
413.1480, 6748.371
414.3420, 7257.807
415.5350, 7382.551
416.7280, 7744.568
417.9220, 7835.124
419.1140, 7869.179
420.3070, 7737.945
421.5000, 7320.489
422.6920, 6810.850
423.8850, 6360.221
425.0770, 5460.689
426.2690, 4662.524
427.4610, 3935.155
428.6520, 3204.946
429.8440, 2641.399
431.0350, 2138.835
432.2260, 1688.869
433.4180, 1365.211
434.6090, 1180.127
435.7990, 863.1299
436.9900, 742.3613
438.1800, 568.9141
439.3710, 347.1196
440.5610, 245.4634
441.7510, 138.4678
442.9410, 99.03516
444.1310, 65.36670
445.3200, 96.67725
446.5100, 69.78418
447.6990, 39.23389
448.8880, 75.47998
450.0770, 19.70557
451.2660, 30.90771
452.4550, 111.0889
453.6430, 12.25049
454.8320, 92.39062
456.0200, 98.51074
457.2080, 133.6128
458.3960, 123.6973
459.5840, 167.7642
460.7720, 143.8154
461.9590, 205.8496
463.1460, 158.8691
464.3340, 169.8726
465.5210, 265.8604
466.7080, 232.8350
467.8940, 219.7944
469.0810, 274.8330
470.2670, 221.9927
471.4540, 298.3823
472.6400, 412.7168
473.8260, 271.6284
475.0120, 453.5654
476.1970, 366.9233
477.3830, 432.7236
478.5680, 552.8579
479.7540, 415.9067
480.9390, 438.4365
482.1240, 533.1733
483.3080, 402.5371
484.4930, 483.7002
485.6780, 514.5415
486.8620, 524.8018
488.0460, 495.9927
489.2300, 428.0557
490.4140, 521.8345
491.5980, 521.3276
492.7810, 450.8599
493.9650, 483.2524
495.1480, 581.3345
496.3310, 600.5854
497.5140, 517.7256
498.6970, 510.8735
499.8800, 623.5981
501.0620, 719.9849
502.2440, 871.6211
503.4270, 866.0630
504.6090, 895.1943
505.7910, 923.4980
506.9720, 1033.304
508.1540, 1109.169
509.3350, 1194.655
510.5170, 1269.298
511.6980, 1307.576
512.8790, 1413.012
514.0600, 1438.550
515.2400, 1517.597
516.4210, 1580.351
517.6010, 1627.624
518.7810, 1613.225
519.9620, 1678.453
521.1410, 1711.714
522.3210, 1743.728
523.5010, 1759.315
524.6800, 1817.669
525.8600, 1781.031
527.0390, 1932.390
528.2180, 1950.753
529.3970, 1889.114
530.5750, 2012.489
531.7540, 2201.865
532.9320, 2109.256
534.1110, 2348.650
535.2890, 2387.035
536.4670, 2590.420
537.6440, 2705.803
538.8220, 2940.167
540.0000, 3165.519
541.1770, 3500.851
542.3540, 3774.165
543.5310, 4172.465
544.7080, 4419.747
545.8850, 4687.012
547.0610, 4973.261
548.2380, 5209.494
549.4140, 5461.713
550.5900, 5700.921
551.7660, 5856.125
552.9420, 5848.326
554.1170, 5715.520
555.2930, 5741.754
556.4680, 5442.006
557.6430, 5282.296
558.8180, 4964.614
559.9930, 4604.969
561.1680, 4244.368
562.3430, 3946.792
563.5170, 3593.254
564.6910, 3270.745
565.8650, 3076.249
567.0390, 2655.782
568.2130, 2403.338
569.3870, 2327.927
570.5600, 2146.547
571.7340, 1880.200
572.9070, 1794.873
574.0800, 1677.563
575.2530, 1511.253
576.4250, 1477.943
577.5980, 1372.630
578.7700, 1293.902
579.9430, 1320.993
581.1150, 1197.655
582.2870, 1081.302
583.4590, 1108.645
584.6300, 931.8125
585.8020, 904.8311
586.9730, 892.9756
588.1440, 838.0049
589.3150, 811.9111
590.4860, 749.9658
591.6570, 700.7896
592.8270, 699.6538
593.9980, 626.8452
595.1680, 688.6047
596.3380, 633.6960
597.5080, 617.9304
598.6780, 614.1714
599.8480, 648.3516
601.0170, 610.6975
602.1860, 508.9282
603.3550, 592.3696
604.5240, 512.6245
605.6930, 476.1138
606.8620, 486.5200
608.0310, 379.8738
609.1990, 272.2854
610.3670, 240.5938
611.5350, 182.8782
612.7030, 193.1360
613.8710, 72.36743
615.0390, 3.567627
616.2060, 27.72412
617.3730, 41.15552
618.5410, 30.10327
619.7080, 76.11328
620.8740, 115.2112
622.0410, 54.41675
623.2080, 143.6990
624.3740, 156.1047
625.5400, 166.6409
626.7060, 125.3140
627.8720, 108.1025
629.0380, 89.99683
630.2040, 69.44824
631.3690, 32.97559
632.5340, 33.56323
633.6990, 31.31396
634.8640, 5.498047
636.0290, 2.815186
637.1940, 4.576904
638.3580, 34.24731
639.5230, 66.15527
640.6870, 107.0449
641.8510, 72.55469
643.0150, 95.59863
644.1790, 158.3503
645.3420, 112.7393
646.5060, 227.3838
647.6690, 208.9109
648.8320, 298.2388
649.9950, 315.5039
651.1580, 353.7988
652.3200, 408.0137
653.4830, 443.3716
654.6450, 458.5371
655.8070, 497.6787
656.9690, 554.9187
658.1310, 608.0105
659.2930, 727.2307
660.4540, 789.2197
661.6160, 898.0039
662.7770, 1095.014
663.9380, 1215.501
665.0990, 1292.142
666.2600, 1470.360
667.4200, 1699.113
668.5810, 1933.450
669.7410, 2268.459
670.9010, 2724.488
672.0610, 2978.566
673.2210, 3576.295
674.3810, 4209.574
675.5400, 5000.442
676.6990, 6107.662
677.8590, 7205.395
679.0180, 8661.873
680.1760, 10325.59
681.3350, 12528.13
682.4940, 14840.47
683.6520, 17285.96
684.8100, 19531.51
685.9680, 21692.94
687.1260, 23380.34
688.2840, 23915.71
689.4420, 23636.05
690.5990, 22110.36
691.7560, 19828.64
692.9140, 17307.90
694.0710, 14668.12
695.2270, 12301.31
696.3840, 10159.48
697.5410, 8473.615
698.6970, 7053.720
699.8530, 6010.795
701.0090, 5140.839
702.1650, 4342.854
703.3210, 3738.836
704.4760, 3359.789
705.6320, 3014.711
706.7870, 2708.601
707.9420, 2436.460
709.0970, 2207.853
710.2520, 1961.084
711.4060, 1828.849
712.5610, 1685.581
713.7150, 1516.282
714.8690, 1399.951
716.0230, 1276.587
717.1770, 1174.192
718.3310, 1071.764
719.4840, 970.3044
720.6380, 995.8135
721.7910, 834.7690
722.9440, 869.6152
724.0970, 694.8757
725.2490, 573.4629
726.4020, 574.4756
727.5540, 560.9563
728.7070, 530.2341
729.8590, 438.9312
731.0110, 425.4536
732.1620, 379.5332
733.3140, 330.1313
734.4650, 334.6768
735.6170, 280.7925
736.7680, 329.9602
737.9190, 323.2427
739.0700, 330.0332
740.2200, 337.8303
741.3710, 348.7866
742.5210, 333.1399
743.6710, 255.6016
744.8210, 296.4592
745.9710, 303.2842
747.1210, 281.0771
748.2700, 390.7437
749.4200, 435.2424
750.5690, 432.4656
751.7180, 398.6973
752.8670, 449.3066
754.0160, 525.8455
755.1640, 570.9194
756.3130, 580.5083
757.4610, 565.7209
758.6090, 640.9775
759.7570, 599.7134
760.9050, 550.2009
762.0530, 542.0229
763.2000, 429.0078
764.3470, 357.2764
765.4940, 468.0876
766.6410, 337.9309
767.7880, 269.8652
768.9350, 156.0464
770.0810, 272.4751
771.2280, 161.8276
772.3740, 139.2830
773.5200, 76.01147
774.6660, 50.06982
775.8120, 128.1252
776.9570, 59.67334
778.1030, 53.60693
779.2480, 134.8398
780.3930, 13.78662
781.5380, 56.88354
782.6830, 134.2539
783.8270, 63.41602
784.9720, 83.03857
786.1160, 121.5654
787.2600, 138.4353
788.4040, 113.2874
789.5480, 141.8533
790.6910, 81.93579
791.8350, 139.7317
792.9780, 123.5103
794.1210, 85.27197
795.2640, 142.0151
796.4070, 73.74170
797.5500, 33.54980
798.6920, 142.8938
799.8350, 12.65234
800.9770, 44.82861
802.1190, 64.36670
803.2610, 26.97095
804.4030, 52.62134
805.5440, 31.33081
806.6850, 91.08691
807.8270, 44.92114
808.9680, 94.80786
810.1090, 58.77295
811.2490, 4.796875
812.3900, 47.85010
813.5300, 38.95483
814.6710, 43.89478
815.8110, 3.730713
816.9510, 29.54468
818.0910, 61.34521
819.2300, 2.134033
820.3700, 77.90161
821.5090, 27.65845
822.6480, 79.40381
823.7870, 115.1389
824.9260, 84.86377
826.0640, 161.5789
827.2030, 180.2844
828.3410, 178.9810
829.4790, 236.6680
830.6170, 208.3467
831.7550, 243.0168
832.8930, 278.6792
834.0310, 327.3337
835.1680, 285.9807
836.3050, 236.6204
837.4420, 390.2529
838.5790, 309.8792
839.7160, 305.4990
840.8520, 298.1128
841.9890, 217.7207
843.1250, 258.3232
844.2610, 232.9209
845.3970, 207.5132
846.5330, 214.1011
847.6680, 171.6848
848.8040, 127.2642
849.9390, 155.8398
851.0740, 114.4119
852.2090, 54.98071
853.3440, 73.54639
854.4780, 47.10962
855.6130, 17.67041
856.7470, 18.22852
857.8810, 12.32837
859.0150, 39.66455
860.1490, 48.13135
861.2830, 70.61816
862.4160, 77.13403
863.5490, 108.6814
864.6830, 80.27539
865.8160, 99.90088
866.9480, 69.56689
868.0810, 59.25854
869.2140, 3.030029
870.3460, 87.68115
871.4780, 6.576172
872.6100, 82.29980
873.7420, 39.93188
874.8740, 0.1657710
876.0050, 31.59863
877.1370, 66.63086
878.2680, 87.86377
879.3990, 83.10010
880.5300, 171.1321
881.6600, 150.3459
882.7910, 138.5945
883.9210, 223.7681
885.0520, 207.0266
886.1820, 247.2915
887.3120, 397.5642
888.4410, 461.8442
889.5710, 534.2268
890.7000, 642.0303
891.8300, 671.7634
892.9590, 806.1143
894.0880, 886.4917
895.2160, 943.9087
896.3450, 945.3765
897.4730, 1129.878
898.6020, 1274.439
899.7300, 1197.062
900.8580, 1328.750
901.9860, 1371.494
903.1130, 1495.288
904.2410, 1511.128
905.3680, 1483.918
906.4950, 1538.832
907.6220, 1700.757
908.7490, 1657.642
909.8760, 1716.304
911.0020, 1683.892
912.1280, 1822.851
913.2550, 1624.552
914.3810, 1811.254
915.5060, 1764.320
916.6320, 1682.842
917.7580, 1683.660
918.8830, 1601.838
920.0080, 1666.750
921.1330, 1617.770
922.2580, 1574.760
923.3830, 1471.233
924.5070, 1448.458
925.6310, 1390.771
926.7560, 1269.934
927.8800, 1292.283
929.0040, 1233.658
930.1270, 1213.931
931.2510, 1136.357
932.3740, 1061.667
933.4970, 1058.199
934.6200, 1013.941
935.7430, 941.4526
936.8660, 914.4976
937.9890, 831.4053
939.1110, 847.7383
940.2330, 844.5498
941.3550, 748.7759
942.4770, 742.4565
943.5990, 721.9434
944.7200, 694.3433
945.8420, 663.1738
946.9630, 673.6548
948.0840, 695.0381
949.2050, 711.9629
950.3260, 776.3213
951.4460, 847.3989
952.5670, 884.2393
953.6870, 1017.239
954.8070, 1035.457
955.9270, 1098.536
957.0470, 1107.568
958.1660, 1184.718
959.2860, 1275.899
960.4050, 1387.104
961.5240, 1427.333
962.6430, 1553.598
963.7620, 1604.890
964.8810, 1724.931
965.9990, 1958.577
967.1170, 2007.963
968.2350, 2147.385
969.3530, 2381.846
970.4710, 2539.338
971.5890, 2743.877
972.7060, 3003.441
973.8240, 3243.461
974.9410, 3517.626
976.0580, 3805.295
977.1740, 4052.980
978.2910, 4332.699
979.4080, 4516.443
980.5240, 4966.214
981.6400, 5315.012
982.7560, 5758.834
983.8720, 6049.685
984.9870, 6422.560
986.1030, 6705.461
987.2180, 6833.391
988.3330, 7085.354
989.4480, 7182.348
990.5630, 7184.370
991.6780, 7420.421
992.7920, 7410.106
993.9070, 7939.727
995.0210, 7652.184
996.1350, 7607.188
997.2490, 7237.087
998.3620, 7199.239
999.4760, 6997.129
1000.589, 7106.978
1001.702, 6882.612
1002.815, 6747.817
1003.928, 6717.159
1005.041, 6688.072
1006.153, 6522.493
1007.266, 6398.857
1008.378, 6525.338
1009.490, 6337.808
1010.602, 6368.577
1011.713, 6384.146
1012.825, 6563.746
1013.936, 6543.375
1015.047, 6754.034
1016.158, 6682.732
1017.269, 6685.321
1018.380, 6504.189
1019.490, 6585.966
1020.601, 6378.523
1021.711, 6321.610
1022.821, 6286.478
1023.931, 5953.375
1025.040, 5828.303
1026.150, 5559.260
1027.259, 5129.244
1028.368, 4857.257
1029.477, 4567.300
1030.586, 4186.292
1031.695, 3889.476
1032.803, 3506.605
1033.912, 3261.764
1035.020, 2968.948
1036.128, 2836.161
1037.236, 2599.401
1038.343, 2362.668
1039.451, 2198.962
1040.558, 1988.283
1041.665, 1971.630
1042.772, 1950.958
1043.879, 1792.359
1044.986, 1734.104
1046.093, 1598.559
1047.199, 1600.041
1048.305, 1558.550
1049.411, 1541.258
1050.517, 1643.117
1051.623, 1603.487
1052.728, 1662.562
1053.833, 1557.720
1054.939, 1630.391
1056.044, 1629.086
1057.148, 1636.138
1058.253, 1693.296
1059.358, 1696.189
1060.462, 1725.000
1061.566, 1727.195
1062.670, 1645.492
1063.774, 1620.497
1064.878, 1599.094
1065.981, 1637.999
1067.085, 1715.218
1068.188, 1685.139
1069.291, 1777.463
1070.394, 1762.026
1071.496, 1825.692
1072.599, 1979.455
1073.701, 1927.381
1074.803, 2093.668
1075.905, 2197.336
1077.007, 2470.795
1078.109, 2582.068
1079.210, 2815.395
1080.312, 3145.899
1081.413, 3421.133
1082.514, 3674.659
1083.615, 3978.396
1084.715, 4348.964
1085.816, 4387.624
1086.916, 4607.659
1088.016, 4525.169
1089.116, 4292.229
1090.216, 3896.887
1091.316, 3544.074
1092.415, 3371.765
1093.515, 2954.531
1094.614, 2576.978
1095.713, 2373.190
1096.812, 2144.911
1097.910, 2030.238
1099.009, 1845.015
1100.107, 1690.065
1101.205, 1601.357
1102.303, 1507.276
1103.401, 1532.363
1104.499, 1436.206
1105.596, 1385.195
1106.693, 1353.723
1107.791, 1291.702
1108.888, 1267.855
1109.984, 1217.495
1111.081, 1142.632
1112.177, 1252.586
1113.274, 1122.739
1114.370, 1143.778
1115.466, 1135.771
1116.562, 1079.734
1117.657, 1011.706
1118.753, 1032.055
1119.848, 1078.743
1120.943, 892.7222
1122.038, 989.3723
1123.133, 925.5244
1124.228, 876.2568
1125.322, 811.2932
1126.416, 841.4424
1127.510, 841.5112
1128.604, 835.1201
1129.698, 846.2339
1130.792, 810.3772
1131.885, 793.5669
1132.978, 803.8872
1134.071, 660.1670
1135.164, 727.7012
1136.257, 612.9375
1137.350, 642.1123
1138.442, 659.3760
1139.534, 636.6599
1140.627, 575.0122
1141.718, 583.7473
1142.810, 643.2661
1143.902, 431.5728
1144.993, 511.0713
1146.084, 450.5217
1147.176, 537.5154
1148.266, 396.9395
1149.357, 460.3118
1150.448, 428.7026
1151.538, 378.0310
1152.628, 420.6313
1153.718, 343.2166
1154.808, 361.8374
1155.898, 346.1736
1156.988, 307.5112
1158.077, 296.8499
1159.166, 259.1887
1160.255, 284.5286
1161.344, 229.5930
1162.433, 180.9324
1163.521, 268.2727
1164.610, 224.6738
1165.698, 157.0190
1166.786, 177.3630
1167.874, 140.7734
1168.961, 87.20752
1170.049, 61.60864
1171.136, 66.94653
1172.224, 135.2908
1173.311, 33.37598
1174.397, 60.94531
1175.484, 14.73584
1176.571, 107.6079
1177.657, 40.91748
1178.743, 13.22314
1179.829, 33.47461
1180.915, 84.11035
1182.001, 58.86743
1183.086, 15.65503
1184.171, 16.45190
1185.256, 40.77783
1186.341, 41.96460
1187.426, 29.85376
1188.511, 78.56494
1189.595, 12.44727
1190.680, 15.34180
1191.764, 43.00024
1192.848, 27.23413
1193.932, 53.14502
1195.015, 77.13867
1196.099, 10.81934
1197.182, 52.22974
1198.265, 13.31567
1199.348, 66.41895
1200.431, 84.56885
1201.513, 36.77490
1202.596, 68.67578
1203.678, 21.95996
1204.760, 8.729736
1205.842, 46.59155
1206.924, 9.952637
1208.005, 5.334717
1209.087, 36.54736
1210.168, 17.01367
1211.249, 32.43652
1212.330, 43.32642
1213.411, 6.128906
1214.491, 45.53687
1215.572, 22.09058
1216.652, 55.42188
1217.732, 30.01782
1218.812, 69.65234
1219.891, 66.65332
1220.971, 5.994873
1222.050, 82.27148
1223.129, 37.52515
1224.208, 23.23462
1225.287, 15.96802
1226.366, 9.847900
1227.444, 18.62378
1228.523, 69.41968
1229.601, 12.47876
1230.679, 31.41064
1231.757, 7.612549
1232.834, 58.37695
1233.912, 132.5747
1234.989, 40.60669
1236.066, 20.52905
1237.143, 49.43018
1238.220, 23.68457
1239.297, 1.176758
1240.373, 40.98730
1241.449, 71.78101
1242.526, 43.55981
1243.601, 59.32153
1244.677, 74.07031
1245.753, 86.80347
1246.828, 103.5303
1247.904, 41.23242
1248.979, 6.915771
1250.054, 22.60010
1251.128, 33.22705
1252.203, 61.05688
1253.277, 32.72192
1254.351, 112.3499
1255.426, 73.89795
1256.499, 116.4458
1257.573, 42.96045
1258.647, 141.6045
1259.720, 109.0803
1260.793, 97.61426
1261.866, 74.05591
1262.939, 89.68652
1264.012, 59.22241
1265.084, 165.7156
1266.157, 35.08228
1267.229, 177.4736
1268.301, 112.9412
1269.373, 97.24536
1270.444, 56.63330
1271.516, 72.09619
1272.587, 141.1389
1273.658, 126.4358
1274.729, 167.6416
1275.800, 198.8635
1276.871, 95.03149
1277.941, 109.2195
1279.011, 106.3491
1280.082, 126.4592
1281.151, 75.55029
1282.221, 77.75269
1283.291, 75.80127
1284.360, 138.9038
1285.430, 135.9119
1286.499, 192.9004
1287.568, 209.8704
1288.636, 150.8208
1289.705, 55.75171
1290.773, 207.6570
1291.841, 137.7214
1292.909, 118.5872
1293.977, 165.7771
1295.045, 182.6030
1296.113, 120.4089
1297.180, 115.1946
1298.247, 123.4041
1299.314, 170.7048
1300.381, 137.4297
1301.448, 202.1343
1302.514, 192.0166
1303.580, 148.6807
1304.647, 133.0103
1305.713, 192.8787
1306.778, 165.4824
1307.844, 217.0659
1308.910, 123.4568
1309.975, 140.7090
1311.040, 208.4568
1312.105, 140.6812
1313.170, 127.6523
1314.234, 173.1160
1315.299, 213.5598
1316.363, 106.7798
1317.427, 134.7659
1318.491, 143.6738
1319.555, 183.3713
1320.618, 196.4785
1321.682, 239.3457
1322.745, 170.5115
1323.808, 127.2644
1324.871, 207.5896
1325.933, 208.6899
1326.996, 127.0203
1328.058, 165.9563
1329.121, 133.7747
1330.183, 54.07227
1331.244, 121.7808
1332.306, 128.2065
1333.368, 194.2917
1334.429, 156.0300
1335.490, 146.2078
1336.551, 59.47827
1337.612, 102.6382
1338.672, 156.7358
1339.733, 48.02026
1340.793, 88.03076
1341.853, 54.83496
1342.913, 76.89624
1343.973, 89.78809
1345.033, 103.3291
1346.092, 119.4456
1347.151, 121.9473
1348.210, 72.97534
1349.269, 120.3547
1350.328, 97.23242
1351.386, 96.03467
1352.445, 102.1592
1353.503, 134.5234
1354.561, 117.6628
1355.619, 135.1091
1356.677, 108.4148
1357.734, 125.1233
1358.791, 130.4409
1359.849, 71.16016
1360.906, 105.6936
1361.962, 49.52783
1363.019, 90.10767
1364.075, 122.1741
1365.132, 175.7615
1366.188, 64.17432
1367.244, 89.09985
1368.300, 86.64478
1369.355, 176.3745
1370.411, 77.85645
1371.466, 138.0352
1372.521, 89.67676
1373.576, 65.35449
1374.631, 163.9358
1375.685, 81.17993
1376.740, 58.05762
1377.794, 78.61621
1378.848, 18.50146
1379.902, 45.88159
1380.955, 48.67676
1382.009, 109.2075
1383.062, 59.59131
1384.115, 66.14111
1385.168, 27.08105
1386.221, 81.55371
1387.274, 44.99121
1388.326, 77.50635
1389.379, 18.79541
1390.431, 31.17822
1391.483, 36.26685
1392.534, 104.6499
1393.586, 49.09888
1394.637, 26.45557
1395.689, 132.8005
1396.740, 36.07227
1397.791, 68.97925
1398.841, 91.11841
1399.892, 42.42603
1400.942, 63.75439
1401.993, 51.04248
1403.043, 70.32202
1404.092, 49.61548
1405.142, 97.83008
1406.192, 95.02026
1407.241, 116.2649
1408.290, 26.31226
1409.339, 96.27368
1410.388, 39.23169
1411.437, 80.51147
1412.485, 157.6736
1413.533, 77.05542
1414.581, 58.22656
1415.629, 87.38696
1416.677, 111.7776
1417.725, 14.92725
1418.772, 158.0967
1419.819, 17.87598
1420.867, 70.19800
1421.913, 181.2866
1422.960, 146.2742
1424.007, 132.4224
1425.053, 108.4006
1426.099, 75.70435
1427.145, 98.32007
1428.191, 15.46118
1429.237, 102.4724
1430.282, 89.47266
1431.328, 3.433838
1432.373, 128.4172
1433.418, 87.38916
1434.462, 97.34888
1435.507, 57.22827
1436.552, 105.2900
1437.596, 9.263672
1438.640, 104.2324
1439.684, 62.15405
1440.728, 124.1064
1441.771, 17.05273
1442.815, 86.87329
1443.858, 55.83350
1444.901, 120.7920
1445.944, 12.77612
1446.986, 74.73535
1448.029, 69.50854
1449.071, 7.702393
1450.113, 34.69751
1451.155, 18.74805
1452.197, 54.54883
1453.239, 82.35181
1454.280, 21.72461
1455.322, 11.51538
1456.363, 10.61475
1457.404, 98.74976
1458.444, 79.69922
1459.485, 48.85547
1460.525, 0.7124020
