##NAMES=Inderite
##RRUFFID=R050195
##IDEAL CHEMISTRY=MgB_3_O_3_(OH)_5_&#183;5H_2_O
##LOCALITY=Boron, Kern County, California, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050195
##MEASURED CHEMISTRY=Mg_1.00_B_3.00_O_3_(OH)_5_·5H_2_O ; Mg measured, only
##PIN_ID=L00380
##ORIENTATION=Laser parallel to -b* (0 -1 0). Fiducial mark perpendicular to laser is parallel to -c [0 0 -1]
225.460, 17828.000
226.832, 18586.000
228.204, 18459.000
229.577, 19058.000
230.948, 18668.000
232.320, 18581.000
233.692, 18388.000
235.063, 18075.000
236.434, 18204.000
237.805, 17928.000
239.175, 18496.000
240.545, 18388.000
241.916, 18770.000
243.286, 19227.000
244.655, 19118.000
246.025, 19573.000
247.394, 19504.000
248.763, 19596.000
250.132, 19532.000
251.501, 19357.000
252.869, 19529.000
254.237, 19035.000
255.605, 19080.000
256.973, 18361.000
258.340, 18101.000
259.708, 17824.000
261.075, 17464.000
262.442, 17363.000
263.808, 16881.000
265.175, 16953.000
266.541, 16832.000
267.907, 16558.000
269.273, 16676.000
270.639, 16449.000
272.004, 16683.000
273.369, 16578.000
274.734, 16763.000
276.099, 16780.000
277.463, 16836.000
278.828, 17184.000
280.192, 16995.000
281.556, 17306.000
282.919, 17056.000
284.283, 17476.000
285.646, 17606.000
287.009, 17496.000
288.372, 18033.000
289.734, 17687.000
291.097, 18279.000
292.459, 18334.000
293.821, 18547.000
295.183, 19196.000
296.544, 19099.000
297.905, 19798.000
299.266, 20087.000
300.627, 20269.000
301.988, 20228.000
303.348, 20067.000
304.709, 20830.000
306.069, 20629.000
307.428, 21314.000
308.788, 21489.000
310.147, 22174.000
311.507, 23145.000
312.865, 23248.000
314.224, 23924.000
315.583, 23280.000
316.941, 23040.000
318.299, 22344.000
319.657, 21202.000
321.015, 20766.000
322.372, 19772.000
323.729, 19624.000
325.086, 19008.000
326.443, 18824.000
327.800, 18680.000
329.156, 18398.000
330.512, 18746.000
331.868, 18543.000
333.224, 18819.000
334.579, 19034.000
335.935, 18937.000
337.290, 19693.000
338.645, 19585.000
339.999, 20528.000
341.354, 20580.000
342.708, 21277.000
344.062, 21556.000
345.416, 21403.000
346.769, 21664.000
348.123, 20970.000
349.476, 21099.000
350.829, 20987.000
352.182, 20657.000
353.534, 20980.000
354.887, 20594.000
356.239, 21015.000
357.591, 20937.000
358.942, 21116.000
360.294, 21511.000
361.645, 21647.000
362.996, 22281.000
364.347, 22371.000
365.698, 23004.000
367.048, 23582.000
368.398, 23816.000
369.748, 24834.000
371.098, 24992.000
372.448, 26094.000
373.797, 26563.000
375.146, 27498.000
376.495, 28282.000
377.844, 28236.000
379.192, 29152.000
380.540, 28962.000
381.889, 29366.000
383.236, 29042.000
384.584, 28806.000
385.932, 28769.000
387.279, 27682.000
388.626, 27790.000
389.973, 27467.000
391.319, 27030.000
392.666, 27100.000
394.012, 26615.000
395.358, 27116.000
396.704, 26461.000
398.049, 26716.000
399.394, 27120.000
400.740, 27127.000
402.084, 28222.000
403.429, 27993.000
404.774, 28882.000
406.118, 29388.000
407.462, 30343.000
408.806, 32210.000
410.150, 32690.000
411.493, 34809.000
412.836, 36034.000
414.179, 38264.000
415.522, 40704.000
416.865, 42768.000
418.207, 46210.000
419.549, 46915.000
420.891, 49510.000
422.233, 49192.000
423.575, 48234.000
424.916, 46856.000
426.257, 44531.000
427.598, 42968.000
428.939, 41552.000
430.279, 39170.000
431.619, 38381.000
432.959, 37442.000
434.299, 37640.000
435.639, 36860.000
436.978, 38123.000
438.318, 38910.000
439.657, 39108.000
440.996, 39253.406
442.334, 38766.000
443.673, 37796.000
445.011, 35747.000
446.349, 33089.000
447.687, 31790.000
449.024, 29678.000
450.361, 29204.000
451.699, 27696.000
453.036, 27020.000
454.372, 27010.000
455.709, 26064.000
457.045, 25984.000
458.381, 25245.000
459.717, 25152.000
461.053, 25043.000
462.388, 24502.000
463.724, 24875.000
465.059, 24497.000
466.394, 25035.000
467.728, 24962.000
469.063, 25024.000
470.397, 25309.000
471.731, 25494.000
473.065, 26078.000
474.398, 26443.000
475.732, 26918.000
477.065, 27930.000
478.398, 28714.000
479.731, 30274.000
481.063, 31219.000
482.396, 33926.000
483.728, 36433.000
485.060, 39200.000
486.391, 44682.000
487.723, 48881.000
489.054, 55408.000
490.385, 61385.000
491.716, 63440.000
493.047, 65462.000
494.377, 61784.000
495.708, 57381.000
497.038, 50746.000
498.368, 44875.000
499.697, 40574.000
501.027, 36097.000
502.356, 33868.000
503.685, 31276.000
505.014, 29856.000
506.342, 28716.000
507.671, 27125.000
508.999, 26689.000
510.327, 25705.000
511.655, 25388.000
512.982, 24944.000
514.310, 24032.000
515.637, 24107.000
516.964, 23418.000
518.291, 23508.000
519.617, 22998.000
520.944, 22788.000
522.270, 23029.000
523.596, 22476.000
524.921, 22530.000
526.247, 22302.000
527.572, 22249.000
528.897, 22309.000
530.222, 21966.000
531.547, 21952.000
532.871, 21926.000
534.196, 21848.000
535.520, 22252.000
536.844, 21552.000
538.167, 21942.000
539.491, 21654.000
540.814, 21938.000
542.137, 21969.000
543.460, 21498.000
544.783, 22180.000
546.105, 21916.000
547.427, 21971.000
548.749, 21932.000
550.071, 21728.000
551.393, 22280.000
552.714, 22059.000
554.035, 22165.000
555.356, 22486.000
556.677, 22400.000
557.998, 22891.000
559.318, 22937.000
560.638, 23232.000
561.958, 23586.000
563.278, 23860.000
564.597, 24224.000
565.917, 24131.000
567.236, 24626.000
568.555, 25152.000
569.874, 25160.000
571.192, 25856.000
572.511, 25536.000
573.829, 26170.000
575.147, 26362.000
576.464, 26479.000
577.782, 27224.000
579.099, 27148.000
580.416, 27888.000
581.733, 27868.000
583.050, 28296.000
584.366, 28075.000
585.683, 27552.000
586.999, 27541.000
588.315, 26697.000
589.630, 26460.000
590.946, 26201.000
592.261, 25475.000
593.576, 25536.000
594.891, 24962.000
596.206, 25140.000
597.520, 25112.000
598.834, 24693.000
600.148, 24928.000
601.462, 24473.000
602.776, 24911.000
604.089, 24908.000
605.402, 24754.000
606.715, 25166.000
608.028, 24907.000
609.341, 25398.000
610.653, 25805.000
611.965, 25988.000
613.277, 26658.000
614.589, 26604.000
615.901, 27750.000
617.212, 28032.000
618.523, 29574.000
619.834, 30698.000
621.145, 30157.000
622.456, 32046.000
623.766, 32430.000
625.076, 33777.000
626.386, 35187.000
627.696, 35409.000
629.006, 36792.000
630.315, 36928.000
631.624, 38155.000
632.933, 39080.000
634.242, 39238.000
635.551, 40232.000
636.859, 40164.000
638.167, 40330.000
639.475, 40632.000
640.783, 39913.000
642.090, 39932.000
643.398, 39227.000
644.705, 38400.000
646.012, 38222.000
647.318, 36585.000
648.625, 36504.000
649.931, 35002.000
651.237, 34655.000
652.543, 33753.000
653.849, 32691.000
655.155, 32432.000
656.460, 31168.000
657.765, 30428.000
659.070, 30171.000
660.375, 29105.000
661.679, 28944.000
662.984, 28505.000
664.288, 28035.000
665.592, 27644.000
666.895, 26878.000
668.199, 26909.000
669.502, 26316.000
670.805, 26241.000
672.108, 26142.000
673.411, 25492.000
674.713, 25610.000
676.016, 25296.000
677.318, 25106.000
678.620, 25128.000
679.921, 24618.000
681.223, 24888.000
682.524, 24424.000
683.825, 24598.000
685.126, 24465.000
686.427, 24119.000
687.727, 24388.000
689.028, 24179.000
690.328, 24113.000
691.628, 24330.000
692.927, 23902.000
694.227, 24327.000
695.526, 24018.000
696.825, 24080.000
698.124, 24182.000
699.423, 23961.135
700.721, 24356.000
702.020, 23832.000
703.318, 23783.000
704.616, 23954.000
705.913, 23993.000
707.211, 24180.000
708.508, 24000.000
709.805, 23755.000
711.102, 24378.000
712.399, 24021.000
713.695, 24212.000
714.992, 24234.000
716.288, 24353.000
717.584, 24568.000
718.879, 24179.000
720.175, 25048.000
721.470, 24749.000
722.765, 25189.000
724.060, 25456.000
725.355, 25438.000
726.649, 26020.000
727.944, 26397.000
729.238, 26657.000
730.532, 27666.000
731.825, 27888.000
733.119, 28856.000
734.412, 29963.000
735.705, 31253.000
736.998, 32754.000
738.291, 34280.000
739.584, 36894.000
740.876, 38229.000
742.168, 39709.000
743.460, 40209.000
744.752, 39160.000
746.043, 38332.000
747.334, 36189.000
748.626, 34760.000
749.916, 33507.000
751.207, 31793.000
752.498, 30929.000
753.788, 30038.000
755.078, 29072.000
756.368, 28608.000
757.658, 27747.000
758.947, 27787.000
760.237, 27412.000
761.526, 27069.000
762.815, 27363.000
764.104, 26736.000
765.392, 27002.000
766.680, 26989.000
767.969, 26638.000
769.257, 26742.000
770.544, 26674.000
771.832, 26666.000
773.119, 26550.000
774.406, 26260.000
775.693, 26645.000
776.980, 26251.000
778.267, 26477.000
779.553, 26410.000
780.839, 26349.000
782.125, 26646.000
783.411, 26480.000
784.697, 26596.000
785.982, 26543.000
787.267, 26498.000
788.552, 26819.000
789.837, 26720.000
791.122, 26837.000
792.406, 26992.000
793.690, 27125.000
794.974, 27346.000
796.258, 27398.812
797.542, 27614.000
798.825, 27593.000
800.108, 27718.000
801.391, 27945.000
802.674, 27780.000
803.957, 28045.000
805.239, 28306.000
806.522, 28859.000
807.804, 28730.000
809.085, 28716.000
810.367, 29016.000
811.649, 29003.000
812.930, 29089.000
814.211, 29760.000
815.492, 29341.000
816.772, 29187.000
818.053, 29592.000
819.333, 29035.000
820.613, 29432.000
821.893, 29094.000
823.173, 28995.000
824.452, 29104.000
825.732, 28674.000
827.011, 28809.000
828.290, 28501.000
829.568, 28352.123
830.847, 28595.000
832.125, 28048.000
833.403, 28128.000
834.681, 28032.000
835.959, 27754.000
837.236, 28188.000
838.514, 27704.000
839.791, 27963.000
841.068, 28220.000
842.345, 27962.000
843.621, 28160.000
844.898, 28131.000
846.174, 28215.000
847.450, 28537.000
848.726, 28514.000
850.001, 28792.000
851.277, 28849.000
852.552, 28851.000
853.827, 29344.000
855.102, 29079.000
856.376, 29894.000
857.651, 29584.000
858.925, 29771.000
860.199, 30228.000
861.473, 29860.000
862.746, 30104.000
864.020, 30050.000
865.293, 30012.000
866.566, 30534.000
867.839, 30491.000
869.112, 31002.000
870.384, 31542.000
871.656, 31363.000
872.928, 32538.000
874.200, 32305.000
875.472, 32776.000
876.744, 33960.000
878.015, 33546.000
879.286, 34002.000
880.557, 33766.000
881.828, 33842.000
883.098, 33833.000
884.369, 33224.000
885.639, 33152.000
886.909, 32588.000
888.178, 32240.000
889.448, 32257.000
890.717, 31358.000
891.987, 31361.000
893.256, 31409.000
894.524, 30735.000
895.793, 31094.000
897.061, 30541.000
898.330, 30536.000
899.598, 30560.000
900.865, 30236.000
902.133, 30371.000
903.401, 30038.000
904.668, 30120.000
905.935, 30160.000
907.202, 29965.000
908.468, 29965.000
909.735, 29892.000
911.001, 29746.000
912.267, 29811.568
913.533, 29670.000
914.799, 29850.000
916.064, 29757.000
917.330, 29712.000
918.595, 29777.357
919.860, 29440.000
921.124, 29774.000
922.389, 29797.000
923.653, 29737.000
924.918, 29983.000
926.182, 29883.000
927.445, 29957.000
928.709, 30377.000
929.972, 30233.000
931.236, 30750.000
932.499, 30765.000
933.761, 31044.000
935.024, 31560.000
936.286, 31730.000
937.549, 32507.000
938.811, 32986.000
940.073, 33160.000
941.334, 34179.000
942.596, 34812.000
943.857, 35816.000
945.118, 36571.000
946.379, 36957.000
947.640, 37861.000
948.900, 38072.000
950.161, 38226.000
951.421, 38406.000
952.681, 37400.000
953.940, 37306.000
955.200, 36436.000
956.459, 35698.000
957.719, 35376.000
958.978, 34516.000
960.236, 34048.000
961.495, 33786.000
962.753, 32922.000
964.012, 33568.000
965.270, 32916.000
966.527, 32608.000
967.785, 32884.000
969.043, 31979.000
970.300, 32001.000
971.557, 31708.000
972.814, 31210.000
974.071, 31114.000
975.327, 30848.000
976.583, 30739.000
977.840, 30479.000
979.095, 30305.000
980.351, 30108.000
981.607, 30112.000
982.862, 30090.000
984.117, 30157.000
985.372, 29928.000
986.627, 30215.000
987.882, 30018.000
989.136, 30104.000
990.390, 30204.000
991.644, 29824.000
992.898, 30141.000
994.152, 30072.000
995.405, 30020.000
996.659, 30649.000
997.912, 30392.000
999.165, 31182.000
1000.417, 31636.000
1001.670, 31108.000
1002.922, 31634.000
1004.174, 30857.000
1005.426, 30597.000
1006.678, 30777.000
1007.930, 30196.000
1009.181, 30274.000
1010.432, 30236.000
1011.683, 30121.000
1012.934, 30449.000
1014.185, 29811.000
1015.435, 30097.000
1016.685, 30144.000
1017.935, 29876.000
1019.185, 30738.000
1020.435, 30428.000
1021.684, 30465.000
1022.934, 30776.000
1024.183, 30290.000
1025.432, 30603.000
1026.680, 30296.000
1027.929, 30184.000
1029.177, 30434.000
1030.425, 30317.000
1031.673, 30465.000
1032.921, 30272.000
1034.169, 29917.000
1035.416, 30603.000
1036.663, 30124.000
1037.911, 30366.000
1039.157, 30714.000
1040.404, 30086.000
1041.650, 30674.000
1042.897, 30400.000
1044.143, 30404.000
1045.389, 30938.000
1046.634, 30418.000
1047.880, 30736.000
1049.125, 31053.000
1050.371, 30425.000
1051.615, 31040.000
1052.860, 30944.000
1054.105, 30765.000
1055.349, 31195.000
1056.593, 31200.000
1057.837, 31421.000
1059.081, 31431.000
1060.325, 31232.000
1061.568, 31434.000
1062.812, 31363.000
1064.055, 31186.000
1065.298, 31717.000
1066.540, 31234.000
1067.783, 31879.000
1069.025, 31416.000
1070.267, 31212.000
1071.509, 31662.000
1072.751, 31181.000
1073.993, 31434.000
1075.234, 31635.000
1076.475, 31224.000
1077.716, 31697.000
1078.957, 31466.000
1080.198, 31350.000
1081.438, 31883.000
1082.679, 31526.000
1083.919, 31834.000
1085.159, 31816.000
1086.398, 31458.000
1087.638, 32228.000
1088.877, 31496.000
1090.116, 31795.000
1091.355, 31952.000
1092.594, 31500.000
1093.833, 31867.000
1095.071, 31728.000
1096.309, 31372.000
1097.547, 32014.000
1098.785, 31476.000
1100.023, 31518.000
1101.260, 31974.000
1102.498, 31513.000
1103.735, 32380.000
1104.972, 31776.000
1106.208, 31814.000
1107.445, 32300.000
1108.681, 31828.000
1109.918, 32137.000
1111.154, 32024.000
1112.389, 32222.000
1113.625, 32238.877
1114.860, 31984.000
1116.096, 32185.000
1117.331, 32221.000
1118.566, 32048.000
1119.800, 32478.000
1121.035, 32336.000
1122.269, 32406.000
1123.503, 32814.000
1124.737, 32423.000
1125.971, 32568.000
1127.205, 33478.000
1128.438, 33227.000
1129.671, 33442.000
1130.904, 33090.000
1132.137, 33019.000
1133.370, 33208.000
1134.602, 33312.000
1135.834, 33096.000
1137.066, 33827.000
1138.298, 32998.000
1139.530, 33409.000
1140.762, 33678.000
1141.993, 33164.000
1143.224, 34170.000
1144.455, 33642.000
1145.686, 33626.000
1146.917, 34035.000
1148.147, 33742.000
1149.377, 34406.000
1150.607, 33875.000
1151.837, 34003.000
1153.067, 34646.000
1154.296, 34078.000
1155.526, 34630.000
1156.755, 34596.000
1157.984, 34508.000
1159.213, 35225.000
1160.441, 34777.000
1161.670, 34900.000
1162.898, 35560.000
1164.126, 34970.000
1165.354, 35693.000
1166.581, 35626.000
1167.809, 35408.000
1169.036, 35996.000
1170.263, 35861.000
1171.490, 35645.000
1172.717, 36237.000
1173.943, 35828.000
1175.170, 36051.000
1176.396, 36114.000
1177.622, 35460.000
1178.848, 36372.000
1180.073, 35993.000
1181.299, 35827.000
1182.524, 36385.000
1183.749, 35904.000
1184.974, 36315.000
1186.199, 36370.000
1187.423, 35857.000
1188.648, 36806.000
1189.872, 36309.000
1191.096, 36574.000
1192.320, 36828.000
1193.543, 36306.000
1194.767, 37256.000
1195.990, 36903.000
1197.213, 36691.000
1198.436, 37234.000
1199.659, 37144.000
1200.881, 36682.000
1202.104, 37272.000
1203.326, 36253.000
1204.548, 36820.000
1205.770, 36349.000
1206.991, 35892.000
1208.213, 36314.000
1209.434, 35491.000
1210.655, 36083.000
1211.876, 36224.000
1213.096, 35530.000
1214.317, 36035.000
1215.537, 35905.000
1216.757, 35256.000
1217.977, 35980.000
1219.197, 35328.000
1220.417, 35490.000
1221.636, 35833.000
1222.855, 34932.000
1224.074, 35563.000
1225.293, 35944.000
1226.512, 35013.000
1227.731, 35773.000
1228.949, 35434.000
1230.167, 35690.000
1231.385, 35760.000
1232.603, 35381.000
1233.820, 35701.000
1235.038, 36209.000
1236.255, 35185.000
1237.472, 36333.000
1238.689, 35997.000
1239.906, 35615.000
1241.122, 36490.000
1242.338, 35795.000
1243.555, 36181.000
1244.771, 36561.000
1245.986, 35705.000
1247.202, 36897.000
1248.417, 36185.000
1249.633, 36064.000
1250.848, 37070.000
1252.063, 36101.000
1253.277, 36696.000
1254.492, 37059.000
1255.706, 36025.000
1256.920, 36993.000
1258.134, 36952.000
1259.348, 36448.000
1260.562, 37092.000
1261.775, 36674.000
1262.988, 36882.000
1264.201, 37358.000
1265.414, 36381.000
1266.627, 37386.000
1267.839, 37362.000
1269.052, 36754.000
1270.264, 38080.000
1271.476, 37046.000
1272.688, 37100.000
1273.899, 37905.000
1275.111, 36588.000
1276.322, 37828.000
1277.533, 37786.000
1278.744, 36915.000
1279.955, 37816.000
1281.165, 37256.000
1282.376, 36918.000
1283.586, 37742.000
1284.796, 36678.000
1286.006, 37040.000
1287.215, 37424.000
1288.425, 36652.000
1289.634, 37664.000
1290.843, 37018.000
1292.052, 36838.000
1293.261, 37746.000
1294.469, 37072.000
1295.678, 37214.000
1296.886, 37581.000
1298.094, 36400.000
1299.302, 37530.000
1300.509, 37378.000
1301.717, 36638.000
1302.924, 38130.000
1304.131, 37003.000
1305.338, 36970.000
1306.545, 37605.000
1307.752, 37187.000
1308.958, 37684.000
1310.164, 37934.000
1311.370, 37620.000
1312.576, 38192.000
1313.782, 37944.000
1314.987, 37834.000
1316.193, 38470.000
1317.398, 37294.000
1318.603, 38057.000
1319.807, 38652.000
1321.012, 37537.000
1322.216, 38665.000
1323.421, 38236.000
1324.625, 37746.000
1325.829, 39036.000
1327.032, 37880.000
1328.236, 38184.000
1329.439, 39062.000
1330.642, 38072.000
1331.845, 38906.000
1333.048, 39333.000
1334.251, 38346.000
1335.453, 39814.000
1336.656, 39536.000
1337.858, 39600.000
1339.060, 40968.000
1340.261, 40161.000
1341.463, 41004.000
1342.664, 41989.000
1343.866, 41130.000
1345.067, 42771.000
1346.267, 42777.000
1347.468, 42784.000
1348.669, 44110.000
1349.869, 42981.000
1351.069, 43316.000
1352.269, 44921.000
1353.469, 42822.000
1354.668, 43456.000
1355.868, 43064.000
1357.067, 41682.000
1358.266, 42643.000
1359.465, 41568.000
1360.664, 40893.000
1361.862, 41852.000
1363.061, 40507.000
1364.259, 40506.000
1365.457, 41249.000
1366.655, 39634.000
1367.852, 40352.000
1369.050, 40322.000
1370.247, 39249.000
1371.444, 40170.000
1372.641, 39560.000
1373.838, 39242.000
1375.035, 40368.000
1376.231, 39258.000
1377.427, 40025.000
1378.623, 40273.000
##END=



