##NAMES=Inderite
##RRUFFID=R050195
##IDEAL CHEMISTRY=MgB_3_O_3_(OH)_5_&#183;5H_2_O
##LOCALITY=Boron, Kern County, California, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Colorless prismatic crystal
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050195
##MEASURED CHEMISTRY=Mg_1.00_B_3.00_O_3_(OH)_5_·5H_2_O ; Mg measured, only
##PIN_ID=L00380
##ORIENTATION=Laser parallel to -b* (0 -1 0). Fiducial mark perpendicular to laser is parallel to -c [0 0 -1]
102.428, 13322.000
103.820, 13697.000
105.212, 13866.000
106.604, 14673.000
107.995, 14898.000
109.387, 15733.000
110.777, 18884.000
112.168, 17585.160
113.559, 19566.000
114.949, 17133.000
116.339, 17422.000
117.729, 18473.000
119.119, 18144.000
120.508, 17070.000
121.897, 17968.000
123.286, 20234.000
124.675, 22572.000
126.063, 26906.000
127.452, 29730.000
128.840, 31785.000
130.228, 30038.000
131.615, 25877.000
133.003, 22699.000
134.390, 19713.000
135.777, 18668.000
137.164, 17656.000
138.550, 17494.000
139.937, 17464.000
141.323, 17334.000
142.709, 18103.000
144.094, 18427.000
145.480, 20137.000
146.865, 20988.000
148.250, 22348.000
149.635, 22745.000
151.019, 21991.000
152.403, 21450.000
153.788, 20503.000
155.171, 20384.000
156.555, 20007.000
157.939, 20668.000
159.322, 21948.000
160.705, 23643.000
162.088, 26425.000
163.470, 29224.000
164.853, 33536.000
166.235, 36825.000
167.617, 38524.000
168.998, 38282.000
170.380, 34853.000
171.761, 31501.000
173.142, 27428.000
174.523, 24320.000
175.904, 21831.000
177.284, 20172.000
178.664, 19328.000
180.044, 18244.000
181.424, 18115.000
182.803, 17434.000
184.183, 17323.000
185.562, 16810.000
186.940, 16384.000
188.319, 16027.000
189.698, 15730.000
191.076, 15665.000
192.454, 15338.000
193.831, 15334.000
195.209, 15129.000
196.586, 15156.000
197.963, 15122.000
199.340, 14980.000
200.717, 15178.000
202.093, 14960.000
203.470, 15138.000
204.846, 15154.000
206.221, 15228.000
207.597, 15593.000
208.972, 15192.000
210.347, 15639.000
211.722, 15704.000
213.097, 16120.000
214.472, 16226.000
215.846, 16366.000
217.220, 16834.000
218.594, 16676.000
219.967, 17124.000
221.341, 16936.000
222.714, 17388.000
224.087, 17592.000
